Rank,Musica,Artista,Letra
22,Lonely No More,Rob Thomas," 
Now it seems to me that you know just what to say
But words are only words
Can you show me something else?
Can you swear to me that you'll always be this way?
Show me how you feel
More than ever, baby

But I don't wanna be lonely no more
I don't wanna have to pay for this
I don't wanna know the lover at my door
It's just another heartache on my list
I don't wanna be angry no more
You know I could never stand for this (Whoa)
So when you tell me that you love me, know for sure
I don't wanna be lonely anymore

Oh, whoa
Oh, whoa
(Whoa, oh, whoa)
Oh, whoa
Oh, whoa
(Whoa, oh, whoa)

Now it's hard for me
With my heart still on the mend
Open up to me, like you do your girlfriends
And you sing to me and it's harmony
Girl, what you do to me is everything
Make me say anything, just to get you back again
Why can't we just try?

I don't wanna be lonely no more
I don't wanna have to pay for this (Whoa)
I don't wanna know the lover at my door
It's just another heartache on my list
I don't wanna be angry no more
You know I could never stand for this (Whoa)
So when you tell me that you love me, know for sure
I don't wanna be lonely anymore

Oh, whoa
Oh, whoa
(Whoa, oh, whoa)
Oh, whoa
Oh, whoa
(Whoa, oh, whoa)
What if I was good to you?
What if you were good to me?
What if I could hold you 'till I feel you move inside me?
And what if it was paradise? (Paradise)
And what if we were symphonies?
What if I gave my all my life to find some way to stand beside you?

I don't wanna be lonely no more
I don't wanna have to pay for this (Whoa)
I don't wanna know the lover at my door
It's just another heartache on my list
I don't wanna be angry no more
But you know I could never stand for this (Whoa)
So when you tell me that you love me, know for sure
I don't wanna be lonely anymore

Oh, whoa
Oh, whoa
(Whoa, oh, oh, whoa)
Oh, whoa
Oh, whoa
(Whoa, oh, whoa)
I don't wanna be lonely anymore
I don't wanna be lonely anymore
I don't wanna be lonely anymore
I don't wanna be lonely anymore "
23,Drop It Like It's Hot,Snoop Dogg,"
Snoop
Snoop

When the pimp's in the crib, ma
(Drop it like it's hot, drop it like it's hot, drop it like it's hot)
When the pigs try to get at you
(Park it like it's hot, park it like it's hot, park it like it's hot)
And if a nigga get a attitude
(Pop it like it's hot, pop it like it's hot, pop it like it's hot)
I got the Rollie on my arm and I'm pourin' Chandon
And I roll the best weed, 'cause I got it goin' on

I'm a nice dude (Uh), with some nice dreams (Yep)
See these ice cubes? (Uh) See these Ice Creams?
Eligible bachelor, million dollar boat
That's whiter than what's spillin' down your throat
The Phantom, exterior like fish eggs
The interior like suicide-wrist red
I can exercise you, this can be your Phys. Ed
Cheat on your man, ma, that's how you get ahizzead
Killer with the beat, I know killers in the street
With the steel that'll make you feel like Chinchilla in the heat
So don't try to run up on my ear talkin' all that raspy shit, tryna ask me shit
When my niggas fill your vest, they ain't gon' pass me shit
*Ticks* You should think about it, take a second *Ding*
Matter-fact, you should take four, B
And think before you fuck with-a lil' Skateboard P

When the pimp's in the crib, ma
(Drop it like it's hot, drop it like it's hot, drop it like it's hot)
When the pigs try to get at you
(Park it like it's hot, park it like it's hot, park it like it's hot)
And if a nigga get a attitude
(Pop it like it's hot, pop it like it's hot, pop it like it's hot)
I got the Rollie on my arm and I'm pourin' Chandon
And I roll the best weed, 'cause I got it goin' on

I'm a gangsta, but ch'all knew that
Da Big Boss Dogg, yeah, I had to do that
I keep a blue flag hangin' out my backside
But only on the left side, yeah, that's the Crip side
Ain't no other way to play the game the way I play
I cut so much you thought I was a DJ *vinyl rewind*
(Two, re-pe-re-pe one, yep, three)
S-N double O-P, D-O double G
I can't fake it, just break it, and when I take it
See, I specialize in makin' all the girls get naked
So bring your friends, all of y'all come inside
We got a world premiere right here, now get live (So don't)
So don't change the dizzle, turn it up a little
I got a livin' room full of fine dime brizzles
Waitin' on the Pizzle, the Dizzle and the Chizzle
G's to the bizzack, now, ladies, here we gizzo
When the pimp's in the crib, ma
(Drop it like it's hot, drop it like it's hot, drop it like it's hot)
When the pigs try to get at you
(Park it like it's hot, park it like it's hot, park it like it's hot)
And if a nigga get a attitude
(Pop it like it's hot, pop it like it's hot, pop it like it's hot)
I got the Rollie on my arm and I'm pourin' Chandon
And I roll the best weed, 'cause I got it goin' on

I'm a bad boy with a lotta hoes
Drive my own cars and wear my own clothes
I hang out tough, I'm a real boss
Big Snoop Dogg, yeah, he's so sharp
On the TV screen and in the magazines
If you play me close, you're on a red beam
Oh, you got a gun, so you wanna pop back?
AK-47 now, nigga, stop that
Cement shoes, now I'm on the move
Your family's cryin', now you on the news
They can't find you and now they miss you
Must I remind you, I'm only here to twist you
Pistol-whip you, dip you, then flip you
Then dance to this mothafuckin' music we Crip to
Subscribe, nigga, get your issue
Baby, come close, let me see how you get loose
When the pimp's in the crib, ma
(Drop it like it's hot, drop it like it's hot, drop it like it's hot)
When the pigs try to get at you
(Park it like it's hot, park it like it's hot, park it like it's hot)
And if a nigga get a attitude
(Pop it like it's hot, pop it like it's hot, pop it like it's hot)
I got the Rollie on my arm and I'm pourin' Chandon
And I roll the best weed, 'cause I got it goin' on

Snoop
Snoop "
24,Hate It or Love It,The Game," 

Yeah, let's take 'em back
Uh-huh

Coming up I was confused, my mommy kissing a girl
Confusion occurs coming up in the cold world
Daddy ain't around, probably out committing felonies
My favorite rapper used to sing, ""Check, check out my melody""
I wanna live good so, shit, I sell dope
For a four finger ring, one of them gold ropes
Nana told me if I passed I'd get a sheepskin coat
If I can move a few packs I'd get the hat, now that'd be dope
Tossed and turned in my sleep that night
Woke up the next morning, niggas had stole my bike
Different day, same shit, ain't nothing good in the hood
I'd run away from this bitch and never come back if I could

Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me
Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me
(G-G-G-G-G-Unit!)

On the grill of my lowrider
Guns on both sides, right above the gold wires
I'll fo'-five 'em, kill a nigga on my song
And really do it, that's the true meaning of a ghostwriter
10 G's will take your daughter out her Air Forces
Believe you me, homie, I know all about losses
I'm from Compton, wear the wrong colors, be cautious
One phone call I'll have your body dumped in Marcy
I stay strapped like car seats
Been bangin' since my lil' nigga Rob got killed for his Barkleys
That's 10 years, I told Pooh in '95
I'll kill you if you try me for my Air Max 95's
Told Banks when I met him I'ma ride
And if I gotta die, I'd rather homicide
I ain't have 50 cent when my grandmama died
Now I'm going back to Cali
With my Jacob on, see how time fly?

Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me
Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me
From the beginning to the end
Losers lose, winners win
This is real, we ain't got to pretend
The cold world that we in is full of pressure and pain
Enough of me, nigga, now listen to Game

Used to see Five-O, throw the crack by the bench
Now I'm fuckin' with 5-0, it's all starting to make sense
My mom's happy, she ain't gotta pay the rent
And she got a red bow on that brand new Benz
Waiting on Sha Money to land, sitting in the Range
Thinking how they spent 30 million dollars on airplanes
When there's kids starvin'
Pac is gone and Brenda still throwing babies in the garbage
I wanna know what's going on like I hear Marvin
No schoolbooks, they used that wood to build coffins
Whenever I'm in the booth and I get exhausted
I think, ""What if Marie Baker got that abortion?"" I love you, ma

Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me
Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me "
25,Lovers and Friends,Lil Jon," 
Usher, Usher
Lil Jon, Ludacris
Yeah, man
Once again, it's on
It's on
You know we had to do it again, right?
We had to do it again, boy (Uh-huh, uh, yeah)
I want you to sing to these ladies, man
Oh, oh, oh (I guess I'm up first, let me at 'em)
Oh, oh, oh (Check it, let's get it)

Baby, how you doing? Hope that you're fine
Wanna know what you got in mind tonight
Got me fiendin' like Jodeci, girl, I can't leave you alone (Got me fiending)
Take a shot of this here Patrón and it's gon' be on
VIP done got way too crowded, I'm about to end up calling it a night
You should holler at your girl, tell her you're shaking the scene
Pull off, beep, beep, shotgun in the GT with me
She said, ""Oh, I'm ready to ride""
I was like, ""Yeah, 'cause once you get inside, you can't change your mind
Don't mean to sound impatient, but you gotta promise, baby""
Oh

Tell me again (Tell me again, my baby)
That we'll be lovers and friends (Oh, I gotta know baby, oh, yeah)
Tell me again (Make sure you're right, oh, before we begin)
That we'll be lovers and friends (Oh, oh, it's a good look baby)
It's a really good look, baby, look here

Sometime wanna be your lover, sometime wanna be your friend
Sometime wanna hug you, hold hands, slow dance while the record spins
Opened up your heart 'cause you said I made you feel so comfortable
Used to play back then, now you all grown up like Rudy Huxtable
I could be your Bud, you could beat me up
Play fight in the dark, then we both make up
I'd do anything just to feel your butt
Why you got me so messed up?
I don't know, but you gotta stop tripping
Be a good girl, now turn around and get these whippings
You know you like it like that
You don't have to fight back
Here's a pillow, bite that
And I'll be setting separate plays
So on all these separate days
Your legs can go they separate ways

Tell me again (Tell me again, my baby)
That we'll be lovers and friends (Oh, it's a good look, baby)
Tell me again (Tell me over and over and over again)
That we'll be lovers and friends (Make sure you're right before you choose)

I've been knowing you for a long time (Shorty)
But fucking never crossed my mind (Shorty)
But tonight, I seen something in you (Shorty)
That made me wanna get with you (Shorty)
You ain't been nothing but a friend to me (Shorty)
And a nigga never, ever dreamed we'd be (Shorty)
Up in here kissing, hugging, squeezing, touching (Shorty)
Up in the bathtub rub-a-dubbing (Shorty)
Are you sure you wanna go this route? (Shorty)
Let a nigga know before I pull it out (Shorty)
I would never, ever cross the line (Shorty)
Shorty, let me hear you tell me one more time
One more time
Tell me again (Tell me again, my baby)
That we'll be lovers and friends (Oh, it's a good look, baby)
Tell me again (Make sure you're right, oh, before we leave)
That we'll be lovers and friends (Tell me over and over and over again)

Ah, ah-hooh
Ah, ah-hooh
Ah, ah-hooh, oh, yeah, yeah, yeah, yeah
Please tell your lovers and friends
That Usher, Jon, and Luda had to do it again (Hey)
Uh, please tell your lovers and friends
That Usher, Jon, and Luda had to do it again (Hey)
That's right, yeah, please tell your lovers and friends
That Usher, Jon, and Luda had to do it again (Hey) "
26,Soldier,Destiny's Child," 
Ayy

(I want a soldier) The way you got it, I'm the hottest around
They'll know it when they see you rollin' them Impalas around
(I got a soldier) With the top down, feelin' the sounds
Quakin' and vibratin' your thighs, ridin' harder than guys
With the chrome wheels at the bottom, white leather inside
When them flames spittin' at you, tell 'em, ""Don't even try it""
Shoot it with 'Chelle and kick it with Kelly or holla at B
Ya gotta be Gs, you way outta your league, please

We like them boys that be in them 'lacs leanin' (Leanin')
Open their mouth, their grill gleamin' (Gleamin')
Candy paint, keep that wheel clean and (Clean and)
They always be talkin' that country slang we like
They keep that beat that be in the back beatin' (Beatin')
Eyes be so low from that chiefin' (Chiefin')
I love how he keep my body screamin' (Screamin')
A rude boy that's good to me with street credibility

If his status ain't hood, I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Known to carry big things if you know what I mean
If his status ain't hood, I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Gotta know to get dough and he better be street

We like them boys up top from the B.K. (B.K.)
Know how to flip that money three ways (Three ways)
Always ridin' big on the freeway (Freeway)
With that East Coast slang that us country girls, we like
Low-cut Caesar's with the deep waves (Deep waves)
So quick to snatch up your Beyoncé (Your Beyoncé)
Always comin' down, boppin' our way (Our way)
Tellin' us that country girls the kind of girls they like

If his status ain't hood (Ain't hood), I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Known to carry big things if you know what I mean
If his status ain't hood, I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Gotta know to get dough and he better be street

I know some soldiers in here (Where they at? Where they at?)
They wanna take care of me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Don't mind takin' one for me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
They wanna spend that on me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Wouldn't mind puttin' that on me (Where they at?)
Next to the speakers, keep a toy in the trunk of the 'lac
A reformed D-boy, used to run into traps
Still a soldier, go to war if you runnin' your trap
About my girls, ain't no thing to put ya under the map (Come on)
Walk the streets, five-deep with nothin' less than a stack
And eighty carats on my chest provides a special attraction
Fifty Gs in my jeans, plus the dough from the white
It's a reason I'm the king, girl, I know what you like, come on

If his status ain't hood, I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Known to carry big things if you know what I mean
If his status ain't hood (Ain't hood), I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Gotta know to get dough and he better be street

I like them boys over there, they lookin' strong tonight (Strong tonight)
Just might give one the phone tonight (Phone tonight)
Homie in the dickies in my zone tonight (Zone tonight)
He don't know it might be on tonight
Oh, he lookin' good and he talkin' right (Talkin' right)
He the type that might change my life (Change my life)
Every time he look at me, my girls be like (Girls be like)
""That one may be the one tonight""
If his status ain't hood, I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Known to carry big things if you know what I mean
If his status ain't hood (Ain't hood), I ain't checkin' for him
Better be street if he lookin' at me
I need a soldier that ain't scared to stand up for me
Gotta know to get dough and he better be street

Ayy, see, Cash Money is a army
I'm walkin' with purple hearts on me, you talkin' to the sergeant
Body marked up like the subway in Harlem, call them
Weezy F. Baby, please say the ""baby""
If you don't see me on the block, I ain't tryna hide
I blend in with the hood, I'm camouflaged
Bandanna tied so mommy join my troop
Now every time she hear my name, she salute

I know some soldiers in here (Where they at? Where they at?)
They wanna take care of me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Don't mind takin' one for me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
They wanna spend that on me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Wouldn't mind puttin' that on me (Where they at?) "
27,Breakaway,Kelly Clarkson," 
Da-da-da, un, da-da
Da-da-da, un, da-da
Da-da-da, un, da-da-da-da
Da-da-da, un, da-da
Da-da-da, un, da-da
Da-da-da, un, da-da-da-da

Grew up in a small town
And when the rain would fall down
I'd just stare out my window
Dreamin' of what could be
And if I'd end up happy
I would pray (I would pray)

Trying hard to reach out
But when I tried to speak out
Felt like no one could hear me
Wanted to belong here
But something felt so wrong here
So I prayed (I would pray)
I could break away

I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And break away
Out of the darkness and into the sun
But I won't forget all the ones that I love
I'll take a risk, take a chance, make a change
And break away

Da-da-da, un, da-da
Da-da-da, un, da-da
Da-da-da, un, da-da-da-da

Wanna feel the warm breeze
Sleep under a palm tree
Feel the rush of the ocean
Get onboard a fast train
Travel on a jet plane
Far away (I will)
And break away

I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And break away
Out of the darkness and into the sun
I won't forget all the ones that I love (I gotta)
Take a risk, take a chance, make a change
And break away

Buildings with a hundred floors
Swinging 'round revolving doors
Maybe I don't know where they'll take me, but
Gotta keep moving on, moving on
Fly away, break away
I'll spread my wings and I'll learn how to fly (Learn how to fly)
Though it's not easy to tell you goodbye
I gotta take a risk, take a chance, make a change
And break away
Out of the darkness and into the sun (Into the sun)
But I won't forget of the place I come from
I gotta take a risk, take a chance, make a change
And break away

Break away
Break away "
28,Switch,Will Smith," 
Yo mic check, mic check, yeah here you go
Nah, he over here
Yeah, I heard he got that hot new thing
It's called ""Switch"" (switch)
Let's get it going

(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
Turn it over and hit it

(Heeeeeeeeeeeeey)
Vibe to vibe a second, it's a club girl why you arrived naked
Hear that, how the veteran glide the record
But don't download, go out and buy the record
(Heeeeeeeeeeeeey)
Something sexy bout a
Girl on the floor, all her friends around her
I mean real clean, ain't gotta touch or nothing
It ain't like I like a chick on chick or something
I'm just a sucker for a hot track
Gimme a drink and a chick to tell 'Stop that'
Dance is a hop and a clap, flip it round
Now bring it on back, break it down
Now Switch!

(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Ooh la la la
(Heeeeeeeeeeeeey)
Switch
Turn it over and hit it
Turn around now switch
Turn it over and hit it
Ooh la la la

I gotta question, I need to ask somebody
Why is it that when y'all see me at the party
Y'all be looking like 'Ooo he's a movie star
He ain't supposed to be out on the floor with everybody'
But oh wait, whoa y'all forgetting
When I was, amateur spitting before the scripts were written
First one in, last one out the club
Bursting in, passing out in the club
Back at it, this cat is the wit and the charm
Taking you higher like a syringe hittin ya arm
Bringing the fire, making you Benz ring the alarm
Let me see you clap, spin baby come on
Switch!
(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Ooh la la la
Switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
Turn it over and hit it
Ooh la la la
(Heeeeeeeeeeeeey, heeeeeeeeeeeeey)

Oh you just gonna stand there huh?
What you too cute to dance? Or you scared?
It ain't really that hard to do and
I ain't trying to be in love with you and
All I wanted was a moment or two to
See if you could do that Switch-a-roo and
Shut your mouth fool, get your crew and
The thick body and the rear one too and
I'll be right here waiting on you to
See if y'all can do that Switch-a-roo
(Heeeeeeeeeeeeey, heeeeeeeeeeeeey)
That's what I'm talking bout, do that thing mama
That's what I'm talking bout, do that thing mama
That's what I'm talking bout, do that thing mama
That's what I'm talking bout, Switch

(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Ohh la la la
Switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
Turn it over and hit it
Ooh la la la
Switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Ooh la la la
Switch
(Heeeeeeeeeeeeey)
Turn it over and hit it
Turn around now switch
Turn it over and hit it
Ooh la la la
Switch "
29,Let Me Hold You,Bow Wow ," 
Uh
Y'all know what this is
This what you need to do, girl
So So Def
(Let me hold you)

I been watchin' you for a minute
Come through here so sweet scented
In life girl you need me in it, I'm determined to win it
I know what you need, I know what's wrong
I know how to make it tight
Everything will be all right if ya (Let me hold you)
And introduce you to my world
And introduce you to the better side
Of life that you ain't been seeing girl
I'ma show you where it's at
And I'ma show you how to get it
All you got do is be with it and (Let me hold you)
Down like a real man's supposed to
I never would have approached you if I ain't have intentions on doing good
See dude you with is so fooled
To me, girl, you're so cool
And all I'm asking you to do is (Let me hold you)
Down like a best friend, two homies in the game
When you cry I wanna feel your pain; no secrets, no games
All excitement, nothin' plain; keep you happy, that's my aim
And all you gotta do girl is (Let me hold you)

In my arms in my mind all the time I wanna
Keep you right by my side 'til I die I'm gonna
Hold you down and make sure everything is right with you
You can never go wrong if you let me hold you
Down like a real friend's supposed to
I'm trying to show you
The life of somebody like you should be living
Ohhhhh, baby baby
You could never go wrong if you let me hold you

I'ma keep you up on what's poppin'
And shake you fresh to death
When we hit the mall we can ball 'til there's no more left
I know you ain't used to it but you gon get used to it
'Cause that's the only way I'm a do you and let me
(Let me hold you)
All my homies think I'm trippin' 'cause I got you a pad
See they just mad 'cause they ain't get you; they ain't get you
Scorpio is your sign and girl your so fine
And I would do whatever in no time - no shine
Its what you're coming with but I'ma change all that
Rearrange that, put you in the Range all black
With the rims to match, phone attached
TV's in the back, how you gon say no to that? Huh
(Let me hold you)
Niggas look at me like now here you go
Really bout to blow some doe
But ain't nobody did it before so why is you so go hold it
'Cause I believe this was meant to be
I just gotta work at it like a crack addict up in rehab
(Let me hold you)
In my arms in my mind all the time I wanna
Keep you right by my side 'til I die I'm gonna
Hold you down and make sure everything is right with you
You can never go wrong if you let me hold you
Down like a real friend's supposed to
I'm trying to show you
The life of somebody like you should be living
Ohhhhh, baby baby
You could never go wrong if you let me hold you
(Let me hold you)

Down-down around, Atlanta-lanta, fa-found
And everybody know now what I'm tryna do
I say down-down around, Atlanta-lanta, fa-found
I'm just tryna get you to (Let me hold you)
Down-down around, Atlanta-lanta, fa-found
And everybody know now what I'm tryna do
I say down-down around, Atlanta-lanta, fa-found
I'm just tryna get you to (to let me hold you)

(Let me hold you)
In my arms in my mind all the time I wanna
Keep you right by my side 'til I die I'm gonna
Hold you down and make sure everything is right with you
You can never go wrong if you let me hold you
Down like a real friend's supposed to
I'm trying to show you
The life of somebody like you should be living
Ohhhhh, baby baby
You could never go wrong if you let me hold you
(hold you hold you)
(Let me hold you) "
30,Like You,Bow Wow," 
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you

Now, I done been with different kind of girls
Like I done seen them all but ain't none of them at all (Like you)
And I done seen the best of the best
Baby, still I ain't impressed cause ain't none of them at all (Like you)
If you know how I feel when I chill
If I'm seen with a girl, then she gotta be just (Like you)
And baby, that's the way I feel
And I got no choice but for me to keep it real
'Cause when we, first got together started hanging out you was
Skeptical at first had to figure out if
I was the kinda guy to try to dog you out, but
I ain't that kinda guy you tried to make me out
You found out when you turned to my baby
I showed them other brothers how to treat a lady
I let you drive when I ride that Mercedes
And I ain't trippin' or actin' shady cause baby, you know

I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
Cause I ain't neva had nobody do me like you

And every time I think about you
When you ride, when you call, when you come ('Round)
Your love is amazing to me
I can't wait 'til I see you - I wanna be with you again
And every time you're out on the road (I'll make a trip)
And whenever I'm doing a show (Don't you forget)
That I'm your main chick who got that game chick
One and the same chick - the one you can hang with

I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you

Okay, when you hit the mall, pop tags spend a few G's
Hit the runway to a new season
It ain't nothin', I spoil the one I care for
Feel like I ain't doin' enough, that's when I shared more
I give you dis, give you dat, what you need, love?
You know I got it holla at me if you need love
And affection 'cause I'll be your protection
Kinda hard job, but I do it to perfection
And you can tell that I ain't tryna let you go
I get wit you when I can, so that's how I let you know
And you be trippin' 'cause sometimes I gotta go
But you the first one I holla to right after my shows
And I was trippin' in a sense, I was tense
But my body loose around you, what I'ma do without you
I gotta get it together, say whatever
But since I met you, my life seem so better
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you

I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you "
31,Rich Girl,Gwen Stefani feat. Eve," 
Na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na-na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na-na-na-na-na-na-na

If I was a rich girl
Na-na-na-na-na-na-na-na-na-na-na-na-na-na-na
See, I'd have all the money in the world
If I was a wealthy girl
No man could test me, impress me
My cash flow would never ever end
'Cause I'd have all the money in the world
If I was a wealthy girl

Think what that money could bring
I'd buy everything
Clean out Vivienne Westwood
In my Galliano gown
No, wouldn't just have one hood
A Hollywood mansion if I could
Please book me, first class, to my fancy house in London town

All the riches, baby
Won't mean anything
All the riches, baby
Don't bring what your love can bring
All the riches, baby
Won't mean anything
Don't need no other baby
Your loving is better than gold and I know

If I was a rich girl
Na-na-na-na-na-na-na-na-na-na-na-na-na-na-na
See, I'd have all the money in the world
If I was a wealthy girl
No man could test me, impress me
My cash flow would never ever end
'Cause I'd have all the money in the world
If I was a wealthy girl

I'd get me four Harajuku girls to (Uh-huh)
Inspire me, and they'd come to my rescue
I'd dress them wicked, I'd give them names (Yeah)
Love, Angel, Music, Baby
Hurry up and come and save me
All the riches, baby
Won't mean anything
All the riches, baby
Won't bring what your love can bring
All the riches, baby
Won't mean anything
Don't need no other baby
Your loving is better than gold and I know

Come together all over the world
From the hoods of Japan, Harajuku Girls
What? It's all love
What? Give it up! What?
Shouldn't matter, shouldn't matter
Shouldn't matter, shouldn't matter, what?
Come together all over the world
From the hoods of Japan, Harajuku Girls
What? It's all love
What? Give it up! What?
Shouldn't matter, shouldn't matter
Shouldn't matter, shouldn't matter

What happened to my life? Turned upside down
Chicks dat blew ya mind, ding, it's the second round
Original track and ting, mmm
You know you can't buy these things, no
See Stefani and her L.A.M.B
I rock the Fetish, people you know who I am!
Yes, ma'am, we got the style that's wicked
I hope you can all keep up
We climbed all the way from the bottom to the top
Now we ain't gettin' nothing but love
If I was a rich girl
Na-na-na-na-na-na-na-na-na-na-na-na-na-na-na
See, I'd have all the money in the world
If I was a wealthy girl
No man could test me, impress me
My cash flow would never ever end
'Cause I'd have all the money in the world
If I was a wealthy girl

Na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na-na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na-na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na
Na-na-na-na-na-na-na-na-na-na-na-na "
32,My Humps,The Black Eyed Peas," 
What you gonna do with all that junk
All that junk inside your trunk?
I'mma get-get-get-get you drunk
Get you love drunk off my hump

My hump, my hump
My hump, my hump, my hump
My hump, my hump, my hump
My lovely lady lumps
Check it out!

I drive these brothers crazy
I do it on the daily
They treat me really nicely
They buy me all these iceys
Dolce & Gabbana
Fendi and then Donna
Karan, they be sharing all their money
Got me wearin' fly gear but I ain't asking
They say they love my ass in
Seven Jeans, True Religion
I say no, but they keep giving
So I keep on taking
And no, I ain't taken
We can keep on dating
I keep on demonstrating my love (love)
My love, my love, my love (love)
You love my lady lumps (love)
My hump, my hump, my hump (love)
My humps, they got you

She's got me spending
Oh, spending all your money on me
And spending time on me
She's got me spending
Oh, spending all your money on me
On me, on me

What you gonna do with all that junk
All that junk inside your trunk?
I'mma get-get-get-get you drunk
Get you love drunk of my hump
What you gonna do with all that ass
All that ass inside em jeans?
I'mma make-make-make-make you scream
Make you scream, make you scream

'Cause of my hump (huh)
My hump, my hump, my hump (what)
My hump, my hump, my hump (huh)
My lovely lady lumps
Check it out!

I met a girl down at the disco
She said: Hey, hey, hey, yeah, let's go
I could be your baby, you can be my honey
Let's spend time, not money
And mix your milk with my coco puffs
Milky, milky coco
Mix your milk with my coco puffs
Milky, milky right

They say I'm really sexy
The boys they wanna sex me
They always standing next to me
Always dancing next to me
Tryin' a feel my hump, hump
Lookin' at my lump, lump
You can look but you can't touch it
If you touch it, I'mma start some drama
You don't want no drama
No, no drama
No, no, no, no drama
So don't pull on my hand, boy
You ain't my man, boy
I'm just tryin' a dance, boy
And move my hump

My hump, my hump, my hump, my hump
My hump, my hump, my hump
My hump, my hump, my hump
My lovely lady lumps (love)
My lovely lady lumps (love)
My lovely lady lumps (love)
In the back and in the front (love)
My loving got you

She's got me spending
Oh, spending all your money on me
And spending time on me
She's got me spending
Oh, spending all your money on me
On me, on me

What cha gonna do wit all that junk
All that junk inside that trunk?
I'mma get-get-get-get you drunk
Get you love drunk off this hump
What you gonna do wit all that breast
All that breast inside that shirt?
I'mma make-make-make-make you work
Make you work, work, make you work

She's got me spending
Oh, spending all your money on me
And spending time on me
She's got me spending
Oh, spending all your money on me
On me, on me

So real, so real, so real, so real, so real"
