Rank,Musica,Artista,Letra
27,Fancy Like,Walker Hayes," 
Ayy
My girl is bangin', she's so low maintenance
Don't need no champagne-poppin' entertainment
Take her to Wendy's, can't keep her off me
She wanna dip me like them fries in her Frosty

But every now and then, when I get paid
I gotta spoil my baby with an upgrade (Yeah)
Ayy, ayy, ayy

Yeah, we fancy like Applebee's on a date night
Got some Bourbon Street steak with the Oreo shake
Get some whipped cream on the top, too
Two straws, one check, girl, I got you
Bougie like Natty in the styrofoam
Squeaky-squeakin' in the truck bed all the way home
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like

Ooh
Fancy like, ooh
Fancy like, ooh
Fancy like, ooh

Uh
Don't need no Tesla to impress her (Don't need no Tesla to impress her)
My girl is happy rollin' on a Vespa (There she go)
Don't need no mansion to get romancin' (Ooh, woo)
She's super fine, double wide, slow dancin' (Slow dancin')

But every now and then, when I get paid
I gotta spoil my baby with an upgrade (Yeah)
Ayy, ayy, ayy

Yeah, we fancy like Applebee's on a date night (That's right)
Got some Bourbon Street steak with the Oreo shake (Ayy)
Get some whipped cream on the top, too (Gotta add that whipped cream)
Two straws, one check, girl, I got you (Girl, I got you)
Bougie like Natty in the styrofoam (Styrofoam)
Squeaky-squeakin' in the truck bed all the way home (All the way home)
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like

My new, clean blue jeans without the holes in 'em
Country kisses on my lips without  the Skoal in 'em
Yeah, she probably gon' be keepin' some Victoria's Secrets
Maybe a little Maybelline but she don't need it
In the kitchen light, radio slows down
Boxed wine, then her up-do goes down
Ayy
Yeah, we fancy like Applebee's on a date night (That's right)
Got some Bourbon Street steak with the Oreo shake (Ayy)
Get some whipped cream on the top, too (Gotta add that whipped cream)
Two straws, one check, girl, I got you
Bougie like Natty in the styrofoam (Styrofoam)
Squeaky-squeakin' in the truck bed all the way home (All the way home)
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like "
28,Dakiti,Bad Bunny & Jhay Cortez," 

Baby, ya yo me enteré, se nota cuando me ve'
Ahí donde no has llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, es que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver

Y a vece' e' Dolce, a vece' Bulgari
Cuando te lo quito despué' de lo' partie'
Las copa' de vino, las libra' de mari
Tú estás bien suelta, yo de safari
Tú muevе' el culo fenomenal
Pa' yo dеvorarte como animal
Si no te ha' venío', yo te vo'a esperar
En mi cama y lo vo'a celebrar

Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tira', vamo' a nadar en lo hondo
Si e' por mí te lo pongo
De septiembre hasta agosto
A mí sin cojone' lo que digan tu' amiga'

Ya yo me enteré, se nota cuando me ve'
Ahí donde no ha' llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, e' que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver (¿Me sigue'?)

Mami, me tiene' juquea'o, sí
Si fuera' la Uru', me tuviese' parquea'o
Dando vuelta' por Condado, contigo siempre arrebata'o
Tú no ere' mi señora, pero
Toma cinco mil, gástalo en Sephora
Louis Vuitton, ya no compra en Pandora
Como piercing, a los hombre' perfora, eh-eh-eh

Hace tiempo le rompieron el cora (El cora)
Estudiosa, puesta pa' ser doctora (Doctora)
Pero (Pero), le gustan los títere' wheeleando motora (Motora)
Yo estoy pa' ti las veinticuatro hora'

Baby, a ti no me opongo
Y siempre te lo pongo (-pre te lo pongo)
Y si tú me tira', vamo' a nadar en lo hondo (Nadar en lo hondo)
Si es por mí te lo pongo
De septiembre hasta agosto
Y a mí sin cojone' lo que digan tu' amiga'
Ya yo me enteré, se nota cuando me ve'
Ahí donde no ha' llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, e' que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver

Y a vece' e' Dolce, a vece' Bulgari
Cuando te lo quito despué' de lo' partie'
La' copa' de vino, las libra' de mari
Tú estás bien suelta, yo de safari
Tú mueve' el culo fenomenal
Pa' yo devorarte como animal
Si no te ha' venío', yo te vo'a esperar
En mi cama y lo vo'a celebrar "
29,Best Friend,Saweetie," 
That's my best friend, she a real bad bitch
Got her own money, she don't need no nig'
On the dance floor, she had two, three drinks
Now she twerkin', she throw it out and come back in
That's my best friend, she a real bad bitch
Drive her own car (Alright), she don't need no Lyft
In the strip club (Oh yeah), know my girl gon' tip
Now she twerkin' (Huh), she throw it out and come back in (Ha)

Beep-beep, is that my bestie in a Tessie?
Fresh blow out, skin on ten, ooh, she ready
Bitch, you look goodt, with a T at the end
I'ma hype her every time, that my mothеrfuckin' friend
She been down since thе jellies and the bobos
Now we steppin' out the G in Manolos
When we pull up to the scene, they be filled with jealousy
If a bitch get finicky, she gon' bring that energy (Pop-pop-pop)
I hit her phone with the tea, like, ""Bitch, guess what?
All the rich-ass boys wanna fuck on us""
All this ass sittin' up, you could look, don't touch
And I'm bad bussin' bands every time we link up

That's my best friend, she a real bad bitch
Got her own money, she don't need no nig'
On the dance floor, she had two, three drinks
Now she twerkin', she throw it out and come back in
That's my best friend, she a real bad bitch
Drive her own car (Alright), she don't need no Lyft
In the strip club (Oh yeah), know my girl gon' tip
Now she twerkin' (Huh), she throw it out and come back in (Ha)

That's my best friend, if you need a freak
I ain't dumb, but motherfucker, she my Tweedledee
If she ride for me (Ride), she don't need a key
If you sideways, she'll straighten you if needed be
And she so bad that I just can't take that bitch nowhere
She off her fifth shot, said, ""Mm-mm, don't go there""
Bitch, break her back, she protect and attack
Get that strap like them buckle, foot on neck, give no air
Whole world wanna be us
And my main bitch, she my day-one
On my way, bitch, let you get drunk
And celebrate 'cause we the baddest in the club

That's my best friend, she a real bad bitch
Got her own money, she don't need no nig'
On the dance floor, she had two, three drinks
Now she twerkin', she throw it out and come back in
That's my best friend, she a real bad bitch
Drive her own car (Alright), she don't need no Lyft
In the strip club (Oh yeah), know my girl gon' tip
Now she twerkin' (Huh), she throw it out and come back in

Hah, best friend, you the baddest and you know it (You know)
Uh-oh, girl, I think our booty growin' (Ayy, yeah)
Fuck it up in the mirror, hit them poses (Pose)
Best friend, damn, you motherfuckin' glowin' (Woo, woo)
Best friend, damn, your wrist look like it's frozen (It froze)
Uh-oh, girl, I think our booty growin' (Uh-oh)
Fuck it up in the mirror, hit them poses (Hit the pose)
Best friend, you my motherfuckin' soulmate (Soulmate) "
30,Rapstar,Polo G," 
(Shout out my nigga Synco)

Uh (Tuned up), copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

Uh, I won't love a ho, after we fuck, she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winnin', clearly
I'm the chosen one, seen my potential, so they fear me
Lately I've been prayin', God, I wonder, can You hear me?
Thinkin' 'bout the old me, I swear I miss you dearly
Stay down 'til you come up, I've been stickin' to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been gettin' high to hide behind my insecurities
Takin' different pills, but I know it ain't gon'—

Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (Uh, uh)
And we might have a child when I'm finished

They say I'm Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Been puttin' them streets first
White tees turned burgundy t-shirts
Lookin' for somethin' real, he stuck in a deep search
Anxiety killin' me, I just want to leave Earth
When they ask if I'm okay, it just make everything seem worse
Try and explain your feelings, sound like something you rehearsed
Stabbed me in my back with a clean smirk
Lookin' so deep into your eyes, I can read your thoughts, so
Shut the fuck—, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar for every battle I fought
Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

When I'm finished, when I'm finished "
31,Heartbreak Anniversary,Giveon," 
Ooh

Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mmm
Still got your things here
And they stare at me like souvenirs
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?
(Oh-ooh) No
(Ooh) No, no, no
(Ooh, ooh) Ooh, nah (Ooh)

I'm buildin' my hopes up
Like presents unopened 'til this day
I still see the messages you read, mmm
I'm foolishly patient (Foolishly patient)
Can't get past the taste of your lips (Taste of your lips)
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me but that'll last for never
It's cold outside like when you walked out my life
Why you walk out my life? (My life)

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?
(Oh-ooh) Of me
(Ooh) 'Cause I think of you, think of you
(Ooh, ooh, ooh-ooh) "
32,For the Night,Pop Smoke," 
CashMoneyAP
Kill 'em, get 'em, get 'em, oh
Oh (I'm tryna fuckin' get 'em), oh (I'm tryna fuck on a thot)
Oh, oh (Get 'em), oh
Oh (Gettin' big on this), oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh
What do you want? Won't tell you twice, yeah
I'm a thief in the night (Thief in the night), oh

I did some wrong (Oh, oh), but I'm always right (Oh, oh)
Said I know how to shoot (Oh, oh) and I know how to fight
Boy, I'll tell you once, won't tell you twice
I'm real discreet, like a thief in the night (Look)

If I call you bae, you bae for the day
Or a bae for the night, you not my wife
She want a killer to fuck all night
I wanna fuck on a thot, gimme head all night
AP, big rocks, in the hood with the 'rillas
Five K on the dinner, bring three hundred thou' to the dealer

I did some wrong (Oh, oh), but I'm always right (Oh, oh)
Said I know how to shoot (Oh, oh) and I know how to fight
Boy, I'll tell you once, won't tell you twice
I'm real discreet, like a thief in the night (Baby)

I'm rich but I'm ridin', I'm low on exotic, I'm 'bout to fly out and go get me some
Nothin' ain't seen, all this money on me, hunnid racks in the bag, that's a honey bun
Baby OG, I been runnin' these streets, got the game from Lashawn, I'm my mama's son
Learned 'bout the triple cross when I was young and I know I ain't goin' so I keep a gun
I flew to Paris just to buy some Dior
She beggin' for attention, I don't see her
C.I.P. Pop, I wish that you could see us
Million cash plus whenever I go re-up
I got some niggas in the street, won't beat me
I got the industry tryna be me
I just go Ray Charles, they can't see me
I'm in a Rolls-Royce with a RiRi

I did some wrong (Oh, oh), but I'm always right (Oh, oh)
Said I know how to shoot (Oh, oh) and I know how to fight
Boy, I'll tell you once, won't tell you twice
I'm real discreet, like a thief in the night (Yeah)

Like a thief in the night (Thief)
I pull up, give her D for the night (Uh-huh)
Tryna fuck in the V, it's aight (Let's fuck)
We can't fuck up my seats 'cause they white (That's my seats, watch my motherfuckin' seats)
I'm livin' like ""Thriller,"" I only come out at the night time
She don't fuck with liquor, don't like bein' tipsy
She don't do the Henny, just white wine (What she do?)
Pop the cork on some new Pinot Grigio (Yeah)
I pull up in the Porsche wit' a freaky ho (Zoom)
Park the Porsche then pull up in a Lambo (Hmph)
I hop out, Major Payne, rockin' camo (Yessir)
Think she cute, make her fuck, let her man go (She cute)
Like to shoot, light you up, bitch, I'm Rambo
Cuban link full of rocks, it's a choker (Oh)
Rest in peace to the Pop, make me smoke ya
I did some wrong (Oh, oh), but I'm always right (Oh, oh)
Said I know how to shoot (Oh, oh) and I know how to fight
Boy, I'll tell you once, won't tell you twice
I'm real discreet, like a thief in the night "
33,Calling My Phone,Lil Tjay and 6lack," 
Steady callin' my phone
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back
But trust me, you're gon' hold that
Hold that (Mmm, mmm)

Get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (Mmm, mmm)
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (Mmm, mmm)

I ain't tryna play these games no more
I don't wanna be textin' your name no more
I ain't tryna feel this pain no more
Girl, I'm sorry, but my feelings ain't the same no more (No)
Used to be my homie, you ain't gang no more (No)
I am not a nigga you could claim no more (No)
Traumatized, hoping it don't rain no more
You done put me through some things that done changed my aura
Now all around the world, I explore, no Dora
New bitch, I might drip her in Dior
Ass fat, shawty straight heat, no Florida
Bad and she do it for herself, I applaud her
No needs, yeah, I'm talkin' my boo
So please, leave me alone I'm through
And it's all 'cause what you started
I been told you you gon' lose (Mmm)

Steady callin' my phone (Brrt)
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (Go back)
But trust me, you're gon' hold that
Hold that (Mmm, mmm)

Get you off my mind now (Ooh, wow)
I can't get you off my mind now (Yeah, yeah)
I can't get you off my mind now (My mind)
I can't get you off my mind now (Mmm, mmm) (Alright)
I can't get you off my mind now (Woah)
I can't get you off my mind now (Woah)
I can't get you off my mind now (Yeah)
I can't get you off my mind now (Mmm, mmm)

I ain't tryna play no games, my love
I'm one of a kind, couldn't fake, my love
Earthquake, make somethin' shake, my love
Most of them can't even relate, my love
Used to be gang, oh, now you're not gang
Used to have fun, no, now you got shame
Used to catch flights, but now I'm not playin'
Play on words, she love it when a nigga sing
I ain't tryna play your game no more
No, you can't wear my chain no more
We are not a thing, can't take no more
Waitin' on your king, you could wait some more
Yeah, I remember days when I used to adore her
Funny how this shit just flipped like a quarter
Get a new thing, I'ma Fendi and Dior her
Get a mood swing, I'll be gone by tomorrow (Mmm, mmm)
Steady callin' my phone (Brrt)
I done told you before that it's over, leave me 'lone (Yeah, yeah)
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (I won't go back)
But trust me, you're gon' hold that (Hold that)
Hold that (Mmm, mmm)

Get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mmm, mmm) (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Yeah)
I can't get you off my mind now (Mmm, mmm)
I can't "
34,Beautiful Mistakes,Maroon 5 ," 
It's beautiful, it's bittersweet
You're like a broken home to me
I take a shot of memories
And black out like an empty street
I fill my days with the way you walk
And fill my nights with broken dreams
I make up lies inside my head
Like one day, you'll come back to me

Now I'm not holdin' on, not holdin' on
I'm just depressed that you're gone
Not holdin' on, not holdin' on

Beautiful mistakes
I make inside my head
She's naked in my bed
And now we lie awake
Makin' beautiful mistakes
I wouldn't take 'еm back
I'm in love with the past
And now we liе awake
Makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, eh
Makin' beautiful mistakes

It's pitiful, I can't believe
How every day gets worse for me
I take a break, I cut you off
To keep myself from lookin' soft
I fill my nights with the way you was
And still wake up with broken dreams
I make these lies inside my head
Feel like they're my reality

Now I'm not holdin' on, not holdin' on
I'm just depressed that you're gone
Not holdin' on, not holdin' on

Beautiful mistakes
I make inside my head
She's naked in my bed
And now we lie awake
Makin' beautiful mistakes
I wouldn't take 'em back
I'm in love with the past
And now we lie awake
Makin' beautiful mistakes
Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, eh
Makin' beautiful mistakes

You did me wrong 'cause I let you (Let you)
Usually, I like my situations beneficial
Doin' something different, got me lookin' stupid (Damn)
The only way I'm comin' back to you is if you dreaming, lucid (Hmm)
Prove it, if you made a promise then keep it (Keep it)
Why you wanna lie and then get mad? I don't believe it (Boy, bye)
But really, I was doin' just fine without ya
Lookin' fine, sippin' wine, dancin' on club couches (Ah)
Baby, why you wanna lose me like you don't need me? (Don't need me)
Like I don't block you and you still try to reach me (Still try to reach me)
How you figure out how to call me from the TV? (Huh?)
You runnin' outta chances and this time I mean it (Ah)

Yeah, bet you miss my love, all in your bed (Bed)
Now you're stressin' out, pulling your hair (Hair)
Smelling your pillows and wishin' I was there (I was there)
Slidin' down the shower wall, lookin' sad (Sad)
I know it's hard to let go, I'm the best (I'm the best)
Best you ever had and best you gon' get (Gon' get)
And if we break up, I don't wanna be friends (Be friends)
You're toxic
Beautiful mistakes
I make inside my head
She's naked in my bed
And now we lie awake
Makin' beautiful mistakes
I wouldn't take 'em back
I'm in love with the past
And now we lie awake
Makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, yeah, yeah (Oh)
Makin' beautiful mistakes
Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, eh
Makin' beautiful mistakes

Nah-nah-nah
Nah-nah-nah (Ooh)
Nah-nah-nah "
35,Holy,Justin Bieber," 
I hear a lot about sinners
Don't think that I'll be a saint
But I might go down to the river
'Cause the way that the sky opens up when we touch
Yeah, it's makin' me say

That the way you hold me, hold me, hold me, hold me, hold me
Feels so holy, holy, holy, holy, holy
On God
Runnin' to the altar like a track star
Can't wait another second
'Cause the way you hold me, hold me, hold me, hold me, hold me
Feels so holy

I don't do well with the drama
And, no, I can't stand it being fake
(No, no, no, no, no, no, no, no)
I don't believe in nirvana
But the way that we love in the night gave me life
Baby, I can't explain

That the way you hold me, hold me, hold me, hold me, hold me
Feels so holy, holy, holy, holy, holy
On God
Runnin' to the altar like a track star
Can't wait another second
'Cause the way you hold me, hold me, hold me, hold me, hold me
Feels so holy

They say we're too young and
The pimps and the players say, ""Don't go crushin'""
Wise men say fools rush in
But I don't know (Ah-ah-ah-ah)
They say we're too young and
The pimps and the players say, ""Don't go crushin'""
Wise men say fools rush in
But I don't know (Chance the Rapper)

The first step pleases the Father
Might be the hardest to take
But when you come out of the water
I'm a believer, my heart is fleshy
Life is short with a temper like Joe Pesci
They always come and sing your praises, your name is catchy
But they don't see you how I see you, Parlay and Desi
Cross, Tween, Tween, Hesi' hit the jet speed
When they get messy, go lefty like Lionel Messi
Let's take a trip and get the Vespas or rent a Jet Ski
I know the spots that got the best weed, we goin' next week
I wanna honor, wanna honor you, bride's groom, I'm my father's child
I know when the son takes the first steps, the Father's proud (Yes)
If you make it to the water, He'll part the clouds (Uh)
I know He made you a snack like Oscar Proud (Mwah)
Suffer it to be so now gotta clean it up (Ooh)
Formalize the union in communion, He can trust (Woo)
I know I ain't leavin' you like I know He ain't leavin' us (Ah)
I know we believe in God, and I know God believes in us
'Cause the way you hold me, hold me, hold me, hold me, hold me
Feels so holy, holy, holy, holy, holy
On God
Runnin' to the altar like a track star
Can't wait another second, on God
Runnin' to the altar like a track star
Can't wait another second, on God
Runnin' to the altar like a track star
Can't wait another second
'Cause the way you hold me, hold me, hold me, hold me
Feels so ho-ho-ho-holy "
36,On Me,Lil Baby," 
(What's happenin', Chi Chi?)

Fill the bando up with bags, give the lil' bro them a job
You can come get rich with us, you gon' eat or you gon' starve?
Keep a certified hitter sittin', I pay him not to rob
Hop out 2020 Cullinan, I'm ridin' in the stars
Know some people hate that I'm on top, I bulletproofed the car
All the members made free bands off packs, live like they crackin' cards
Joe know for a fact I keep it real, he still ain't take the charge
Why she talkin' crazy 'bout me like I don't do more than my part?
I can't play with my creation, give the world to my lil' boys
I been savin' more than I been spendin', that's what I bе on
I'm a human, I'm not perfect, I know sometimеs I be wrong

I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me
Put six figures in your business, I do real shit
I drop cash at the dealership, they'll mail you a pink slip
She make sure she keep her nails did and her wig fixed
Went to jail and that one held me down, she a real bitch
Hundred rounds in the double drum, this a Kel-Tec
Marco been in prison for a while, but he still flex

I told brodie 'nem to park the car, but they still wrecked
I don't think nobody around steal, but I still check
I don't got a hundred mil' yet, I can't chill yet
But don't get it misconstrued, yeah, I get real checks
Baby fuckin' like a pornstar, we have real sex
Have nobody in our business, we take Learjets
Say she like when I perform, so I fuck her with my chains on
And she handlin' her part, so I let her play the main role
Ain't have to get rich for these partners, still with the same folks
And I can't beef with none of you niggas, not in the same boat
I'm never gon' get caught up about it, know how the game go
Tennis chain bustin', look like rainbows

I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me
Put six figures in your business, I do real shit
I drop cash at the dealership, they'll mail you a pink slip
She make sure she keep her nails did and her wig fixed
Went to jail and that one held me down, she a real bitch
Hundred rounds in the double drum, this a Kel-Tec
Marco been in prison for a while, but he still flex

I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me "
37,You Broke Me First,Tate McRae," 
You broke me first

Maybe you don't like talkin' too much about yourself
But you shoulda told me that you were thinkin' 'bout someone else
You're drunk at a party or maybe it's just that your car broke down
Your phone's been off for a couple of months, so you're callin' me now
I know you, you're like this
When shit don't go your way, you needed me to fix it
And like me, I did
But I ran out of every reason

Now suddenly, you're askin' for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first

Took a while, was in denial when I first heard
That you moved on quicker than I could've ever, you know that hurt
Swear for a while, I would stare at my phone just to see your name
But now that it's there, I don't really know what to say

I know you, you're like this
When shit don't go your way, you needed me to fix it
And like me, I did
But I ran out of every reason

Now suddenly, you're askin' for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first
What did you think would happen?
What did you think would happen?
I'll never let you have it
What did you think would happen?

Now suddenly, you're askin' for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first (You broke me first)
You broke me first, ooh-oh "
38,Traitor,Olivia Rodrigo,"
Ooh-ooh-ooh
Ah-ah-ah-ah-ah

Brown guilty eyes and little white lies, yeah
I played dumb, but I always knew
That you talked to her, maybe did even worse
I kept quiet so I could keep you

And ain't it funny how you ran to her
The second that we called it quits?
And ain't it funny how you said you were friends?
Now it sure as hell don't look like it

You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
Loved you at your worst, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor

Now you bring her around just to shut me down
Show her off like she's a new trophy
And I know if you were true, there's no damn way that you
Could fall in love with somebody that quickly

And ain't it funny? All the twisted games
All the questions you used to avoid
Ain't it funny? Remember I brought her up
And you told me I was paranoid?

You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
Loved you at your worst, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor

(Ah-ah-ah)
God, I wish that you had thought this through
Before I went and fell in love with you
(Ah-ah-ah)
When she's sleepin' in the bed we made
Don't you dare forget about the way

You betrayed me
'Cause I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
You gave me your word, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still, you're still a traitor
(Ah-ah-ah)
Yeah, you're still a traitor
Ooh-ooh-ooh
God, I wish that you had thought this through
Before I went and fell in love with you "
39,Back in Blood,Pooh Shiesty," 
Smurk
Big Blrrrd, huh?
I don't know why he want something back from me, shit (Turn me up, YC)
Shit
You gotta get this shit in blood, homie

Bitch, I got my own fire, don't need security in the club (Nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Nope), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s, want something back, get it in blood (God)
Yeah, you know who took that shit from you (Ayy), come get it back in blood (Big blrrrd, blrrrd)

If your nigga killer ain't dead, you shouldn't wear no R.I.P. shirt (Nope)
We had three hundrеd shots up in the car before wе picked up Durk (3Hunna)
You niggas who? Ain't got shit goin', go grab a glizzy, get alert (Alert)
Shiesty G post ""R.I.P."" and reason he in the dirt (On slime, blrrrd, blrrrd)
You gotta know I go too far (Let's go)
It's two O's up on this hundred, one of 'em might stand for O'Block (Blrrrd)
'Bout twenty some shots left up in the K, fifteen still in the Glock (The glizzy)
Keep my door unlocked and stop, I like gettin' on feet, park the car (Stop, stop), blrrrd (Park the car, blrrrd)
We gettin' up close, do him dirty, I ain't showin' love (Nope)
Eleven thousand all ones left my right pocket in the club (On God)
These blue faces up on me dirty, I went and got it out the mud (For sure)
If I took something, get it in blood (Blrrrd), I don't give a fuck what we was (Blrrrd, blrrrd)

Bitch, I got my own fire (Blrrrd), don't need security in the club (Blrrrd, big blrrrd, nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Smurk), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s (Gang), want something back, get it in blood (God)
Yeah, you know who took that shit from you, come get it back in blood (Let's get it)

Killed your mans, you keep on talkin', better get that shit in blood
Give my shawty and them a dub, then they gon' walk inside this club (Yeah, yeah)
Hit his lil' ass with that switch (Grrah), I bet that switch switch up his nerves
Fuck the opps, inside my city, lil' bro put them in the mud (Brrah, facts)
You can't come back to your hood, huh? (Nope)
He was dissin' on my cousin, now his ass all in that wood, huh? (Boom, boom, boom)
Book his ass, I wish he would come (Pussy)
V. Roy pop up out that cut with that new Glock, I wish he would run (Grrah, grrah-grrah)
His ass playin', bitch, I'm really icy (Really icy)
Pooh Shiesty, that's my dawg, but Pooh, you know I'm really shiesty (My nigga)
You told all them O.T. niggas that you really slide (Pussy)
Tell the truth about your gang, bitch, they really dyin' (Let's get it)

Bitch, I got my own fire, don't need security in the club (Nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Nope), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s, want something back, get it in blood (God)
Yeah, you know who took that shit from you, come get it back in blood (Bitch), blrrrd
Come get it back in blood (Blrrrd, big blrrrd) "
