Rank,Musica,Artista,Letra
48,Bank Account,21 Savage," 
Ooh, ooh, oh, oh, oh, ow, ow
Wow, wow, wow, ah, ow,  ow, ow

I buy a new car for the bitch (For real)
I tear down the mall with the bitch (For real)
You can't even talk to the bitch (No)
She fucking with bosses and shit (On God)
I pull up in 'Rari's and shit (Skrrr)
With choppers and Harley's and shit (For real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (Bitch)
Yeah, Moncler, yuh, fur came off a bear, yuh (Yeah)
Triple homicide, put me in a chair, yuh (In jail)
Triple cross the plug, we do not play fair, yuh (On God)
Got 'em tennis chains on and they real blingy (Bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light fifty (Fifty)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties
$7500 on a Saint Laurent jacket (Yeah)
Bitch, be careful when you dumpin' your ashes (Bitch)
I ain't no sucker, I ain't cuffin' no action (Nah)
The skreets raised me, I'm a whole bastard (Wild)
I bought a 'Rari just so I can go faster (Skrrr)
Niggas tryna copy me, they playin' catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (Fast)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)

Yeah, dawg, huh—yeah—, nah for real, dawg (21)
Straight up out the 6, now got a house in the Hills, dawg (21)
Wanna see a body, nigga? Get you killed, dawg (Wet)
Wanna tweet about me, nigga? Get you killed, dawg (Wet)
Killed dog, I'm a real dawg—21—, you a lil' dawg (21)
Bill dog, want a bil', dog, chasing mil's, dawg (Yeah)
Dunk right in your bitch like O'Neal, dawg (Wet)
Plus I shoot like Reggie Mill', dawg (21)
Chopper sting you like a eel, dawg (Fast)

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (Fast)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ruler clip—umm—, sent a ruler hit
Pull up on yo' bitch, she say that I got a ruler dick
Spray your block down, we not really with that ruh-rah shit
Glock cocked now, I don't really give no fuck 'bout who I hit
Yeah, yo' bitch, she get jiggy with me, keep that Siggy with me
Bitch, I'm Mad Max, you know I got Ziggy with me
Keep a mad mag in case a nigga wanna get busy with me
'Rari matte black and I got a Bentley with me

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (Fast)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)

$7500 on a Saint Laurent jacket
Bitch, be careful where you dumpin' your ashes
I ain't no sucker, I ain't cuffin' no action
The streets raised me, I'm a whole bastard "
49,Can't Stop the Feeling!,Justin Timberlake,"
I got this feelin' inside my bones
It goes electric, wavey when I turn it on
All through my city, all through my home
We're flyin' up, no ceilin', when we in our zone

I got that sunshine in my pocket, got that good soul in my feet
I feel that hot blood in my body when it drops (Ooh)
I can't take my eyes up off it, movin' so phenomenally
Room on lock, the way we rock it, so don't stop

And under the lights when everything goes
Nowhere to hide when I'm gettin' you close
When we move, well, you already know
So just imagine (Just imagine, just imagine)

Nothin' I can see but you
When you dance, dance, dance
A feelin' good, good, creepin' up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance
And ain't nobody leavin' soon, so keep dancin'

I can't stop the feelin'
So just dance, dance, dance
I can't stop the feelin'
So just dance, dance, dance, come on

Ooh, it's somethin' magical
It's in the air, it's in my blood, it's rushin' on (Rushin' on)
I don't need no reason, don't need control (Need control)
I fly so high, no ceilin', when I'm in my zone

'Cause I got that sunshine in my pocket, got that good soul in my feet
I feel that hot blood in my body when it drops (Ooh)
I can't take my eyes up off it, movin' so phenomenally
Room on lock, the way we rock it, so don't stop

And under the lights when everything goes
Nowhere to hide when I'm gettin' you close
When we move, well, you already know
So just imagine (Just imagine, just imagine)

Nothin' I can see but you
When you dance, dance, dance
A feelin' good, good, creepin' up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance (No, no, no)
And ain't nobody leavin' soon, so keep dancin'
I can't stop the feelin'
So just dance, dance, dance
I can't stop the feelin'
So just dance, dance, dance, come on
I can't stop the feelin' (Woo)
So just dance, dance, dance
I can't stop the feelin' (Yeah)
So keep dancin', come on

Oh
Yeah, oh
I can't stop the
I can't stop the
I can't stop the, I can't stop the

(I can't stop the feelin')
Nothin' I can see but you
When you dance, dance, dance
(I can't stop the feelin')
A feelin' good, good, creepin' up on you
So just dance, dance, dance, come on (Oh)
(I can't stop the feelin')
All those things I shouldn't do
But you dance, dance, dance (Dance, dance, dance)
(I can't stop the feelin')
And ain't nobody leavin' soon, so keep dancin'
(I can't stop the feelin')
Everybody sing
Got this feelin' in my body
(I can't stop the feelin')
Got this feelin' in my body (Oh, no)
(I can't stop the feelin')
Wanna see you move your body (No, no, no)
(I can't stop the feelin')
Got this feelin' in my body, come on
Break it down
Got this feelin' in my body (Uh)
I can't stop the feelin'
Got this feeling in my body, come on (Ooh) "
50,Mi Gente,J Balvin & Willy William," 

Si el ritmo te lleva a mover la cabeza
Ya empezamos como es
Mi música no discrimina a nadie
Así que vamos a romper
Toda mi gente se mueve
Mira el ritmo cómo los tiene
Hago música que entretiene
El mundo nos quiere, nos quiere
Me quiere a mí
Toda mi gente se mueve
Mira el ritmo cómo los tiene
Hago música que entretiene
Mi música los tiene fuerte bailando
Y se baila así


Tamo' rompiendo la discoteca
La fiesta no para, apenas comienza
C'est comme-ci, c'est comme ça
Ma chèrie, la-la-la-la-la
Francia, Colombia
Me gusta (Freeze)
J Balvin, Willy William
Le gusta (Freeze)
Los DJ's no mienten, le gusta a mi gente
Y eso se fue mundial (Freeze)
No le bajamos, más nunca paramos
Es otro palo y ¡blam!

¿Y dónde está mi gente?
Mais fais bouger la tête
¿Y dónde está mi gente?
Say yeah, yeah, yeah
Un, dos, tres, ¡leggo!
(Ay, di que sí)


Esquina a esquina, de ahí no' vamo'
El mundo es grande, pero lo tengo en mi' manos
Estoy muy duro, sí, ok, ahí vamos
Y con el tiempo nos seguimos elevando
Que seguimos rompiendo aquí
Esta fiesta no tiene fin
Botellas para arriba, sí
Los tengo bailando, rompiendo y yo sigo aquí
Que seguimos rompiendo aquí
Esta fiesta no tiene fin
Botellas para arriba, sí
Los tengo bailando, rompiendo

¿Y dónde está mi gente?
Mais fais bouger la tête
¿Y dónde está mi gente?
Say yeah, yeah, yeah
Un, dos, tres, ¡leggo!
(Ay di que sí)

Worldwide
Willy William
J Balvin, man
Uh-huh
Uh-huh
Uh-huh
Uh-huh "
51,Thunder,Imagine Dragons," 
Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things
And wanna leave my own life behind
Not a ""Yes, sir,"" not a follower
Fit the box, fit the mold
Have a seat in the foyer, take a number
I was lightning before the thunder

Thunder, thunder
Thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder

Thunder, feel the thunder (Thunder, thunder, thun—)
Lightning, then the thunder (Thunder, th-th-thunder, thunder)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
Lightning, then the thunder, thunder, thunder (Th-th-thunder)
Thunder (Thun—, thun—)

Kids were laughing in my classes
While I was scheming for the masses
Who do you think you are?
Dreaming 'bout being a big star
They say: ""You're basic,"", they say: ""You're easy""
You're always riding in the backseat
Now I'm smiling from the stage
While you were clapping in the nosebleeds

Thunder, thunder
Thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder

Thunder, feel the thunder (Thunder, thunder, thun—)
Lightning, then the thunder (Thunder, th-th-thunder, thunder)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
Lightning, then the thunder, thunder, thunder (Th-th-thunder)
Thunder (Thun—, thun—)

Thunder, feel the thunder
Lightning, then the thunder, thunder

Thunder, feel the thunder (Thunder, thunder, thun—)
Lightning, then the thunder, thunder (Thunder, th-th-thunder, thunder)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
Lightning, then the thunder, thunder (Th-th-thunder)
Thunder, feel the thunder (Thunder, thunder, thun—)
(Never give up, never give up)
Lightning, then the thunder, thunder (Thunder, th-th-thunder, thunder)
(Never give up on your dreams)
Thunder, feel the thunder (Thunder, thunder, thun—, thun—)
(Never give up, never give up)
Lightning, then the thunder, thunder (Th-th-thunder)
(Never give up on your dreams)
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
(Woah-oh-ohh)
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
(Woah-oh-ohh)
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder "
52,T-Shirt,Migos," 
Nard & B
TrenchWerk
(Ayy)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (Yeah)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah, kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt)
Niggas pocket watchin', so I gotta keep the rocket (Grrah)

Neck water faucet (Water)
Mockingbirds mocking (Woo)
Act' pint stocking (Act')
Nats keep thottin' (Nat)
Wrist on hockey (Hockey)
Wrist on rocky (Rocky)
Lot of niggas copy, huh
Name someone can stop me (No one)
Bitches call me Papi (Bitch)
'Sace, that's my hobby ('Sace)
Scotty on the molly, pocket rocket from O'Reilly (Grrah)
One off in the chamber, ain't no need for me to cock it (Uh-uh)
Niggas get to droppin' when that Draco get to poppin' (Frr)
All I want is cottage, roll a cigar full of broccoli (Cookie)
No check, want all cash, nigga, I don't do deposits (Uh-uh)
Bitches cross the border, nigga, bitches from the tropics (Whew)
I'ma get that bag, nigga, ain't no doubt about it (Yup)
I'ma feed my family, nigga, ain't no way around it (Family)
Ain't gon' never let up, nigga, God said show my talent (Show it)
Young nigga with the Anna, walkin' with the hammer (Grrah)
Talkin' country grammar, nigga, straight out Nawf Atlanta (Nawfside)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah, kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt)
Niggas pocket watchin', so I gotta keep the rocket (Ayy)

(Ayy)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (Yeah)

Mama told you
Mama told me (Mama)
Not to sell work
Mama told you (Uh)
Seventeen five, same color T-shirt (White)

1995 (90s)
2005 (2000s)
Seen it with my eyes (Seen it)
Dope still alive (Dope)
Real mob ties (Mob)
Real frog eyes (Frog)
Real whole pies (Woah)
All-time high (High)
Do it for the culture (Culture)
They gon' bite like vultures (Vultures)
Way back when I was trappin' out Toyotas (Woo, skrrt, skrrt)
I'ma hit the gas (Gas)
12 can't pull me over (12)
Space coupe, Quavo Yoda, pourin' drank in sodas
I get high on my own, sir
Heard you gon' clone, sir
Stop all that flexin', young nigga don't wanna go there
Never been a gopher but I always been a soldier (No)
Young niggas in the cut, posted like a vulture (Woo, bah)
Divin' off the stage in the crowd, it's a moshpit (Dive)
Yeah, shawty bad, but she broke and she don't own shit
Mama asked me, ""Son, when the trappin' gon' quit?"" (Mama, Mama)
I been ridin' 'round through the city in my new bitch (Woo, skrrt)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah, kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt)
Niggas pocket watchin', so I gotta keep the rocket (Ayy)

(Ayy)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (Yeah)
Mama told you
Mama told you "
53,Rake It Up,Yo Gotti ," 
Ear Drummers
30, you a fool for this one
Ah, this the strip club anthem, nigga, what's up?
Young Money!
Yeah, me and Mike WiLL pull up to AOD back to back
Them AMG 63's
Mike WiLL Made-It, nigga

I tell all my hoes, ""Rake it up
Break it down, bag it up""
Fuck it up, fuck it up (fuck it up, fuck it up)
Back it up, back it up (back it up, back it up)
Rake it up, rake it up (rake it up, rake it up)
Back it up, back it up (back it up, back it up)
I tell all my hoes (what?) ""Rake it up
Break it down, bag it up"" (bag it up, bag it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Rake it up, rake it up (rake it up)

I made love to a stripper (stripper), first I had to tip her (phrrr)
Twenty thousand ones (woo), she said I'm that nigga (I am)
I said, ""I'm that nigga, bitch, I already know it"" (I know it)
I come with bad weather (ksh), they say I'm a storm (ayy)
VVS's in my charm, that's a Roc-A-Fella chain
I was sendin' bricks to Harlem back when Jay was still with Dame
I'm in Phillipe Chow (what?), I got a Patek on (okay)
Got a stripper with me, she picked up the check, homes (phrrr)
She gon' fuck it up, fuck it up (fuck it up)
She don't need make-up (make-up)
She gon' rake it up, rake it up (rake it up)
She gon' tell a nigga pay up (pay up)
She said pay for the pussy, pay for the pussy (pay)
Wait for the pussy, wait for the pussy (wait)
Asked God to forgive me (why?)
'Cause I prayed for the pussy, prayed for the pussy

I tell all my hoes, ""Rake it up
Break it down, bag it up""
Fuck it up, fuck it up (fuck it up, fuck it up)
Back it up, back it up (back it up, back it up)
Rake it up, rake it up (rake it up, rake it up)
Back it up, back it up (back it up, back it up)
I tell all my hoes (what?) ""Rake it up
Break it down, bag it up"" (bag it up, bag it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Rake it up, rake it up (rake it up)

Yo, yo
Brought out the pink Lamborghini just to race with Chyna
Brought the Wraith to Chyna just to race in China
Lil' bad Trini bitch but she mixed with China
Real thick vagina, smuggle bricks to China (woo)
I tell all my niggas (yo), cut the check (cut the check)
Buss it down, turn your goofy down (down) pound
I'ma do splits on it, yes, splits on it (splits)
I'm a bad bitch, I'ma throw fits on it (fits)
I'ma bust it open! I'ma go stupid and be a ditz on it (ditz)
I don't date honey (no), cookie on tsunami (oh)
All my niggas wife me once they get that good punani (oh)
I think he need a Bonnie, I might just let him find me
Never trust a big butt and a smile, word to Ronnie
Re-rep Queens like Supreme, ask Webb and Nitti
A-ask Bimmy and Joe, nigga, run me my dough
Wr-wrist game is freezin' like it wait in the cold
Nickname is Nicki, but my name ain't Nicole (grrr)
I tell all my hoes, ""Rake it up
Break it down, bag it up""
Fuck it up, fuck it up (fuck it up, fuck it up)
Back it up, back it up (back it up, back it up)
Rake it up, rake it up (rake it up, rake it up)
Back it up, back it up (back it up, back it up)
I tell all my hoes (what?) ""Rake it up
Break it down, bag it up"" (bag it up, bag it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Rake it up, rake it up (rake it up)

Well, I'm the doughboy, the one they talkin' about
All these gossipin' ass niggas got my name in they mouth
I know the bad bitches but know niggas who bitches too
They should bleed once a month 'cause that's what these bitches do
You a (beitch) and ya bitch should expose you
All that pillow talkin', nigga, that's what the hoes do
You a (beitch) word to my nigga $hort
We won't never write no statement, we ain't showin' up in court
(Beitch) We don't do no gossipin', we don't do no arguin'
We don't beef on social sites, we just hit our target
We don't do no rumors (rumors) we don't don't pay no shooters (brrr)
You a little bitty bitch, you should work at Hooters (yeah)
You a old hater, you a fuckin' cougar
You a (beitch) and he a (beitch) and y'all like twin sisters
Respect ya hustle, get ya money baby, win with us
Ya boyfriend actin' like a (beitch) then why you still with him?
I tell all my hoes, ""Rake it up
Break it down, bag it up""
Fuck it up, fuck it up (fuck it up, fuck it up)
Back it up, back it up (back it up, back it up)
Rake it up, rake it up (rake it up, rake it up)
Back it up, back it up (back it up, back it up)
I tell all my hoes (what?) ""Rake it up
Break it down, bag it up"" (bag it up, bag it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Fuck it up, fuck it up (fuck it up)
Rake it up, rake it up (rake it up) "
54,Mercy,Shawn Mendes," 

You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around ya
Show me an open door
And you go and slam it on me
I can't take anymore

I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?

I'd drive through the night
Just to be near you, baby
Heart open, testify
Tell me that I'm not crazy
I'm not asking for a lot
Just that you're honest with me
And my pride is all I got

I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your strings
And even though you got good intentions
I need you to set me free
Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?

Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice
Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice

Oh, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your string
And even though you got good intentions
I need you to set me free
I'm begging you for mercy, mercy
I'm begging you, begging you, please, baby
I'm begging you for mercy, mercy
Ooh, I'm begging you, I'm begging you, yeah
 "
55,Tunnel Vision,Kodak Black," 
Glee
Southside
Ayy, lil' Metro on that beat

Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions

I jumped up out the Wraith, Kodak bought a Wraith
I get any girl I want, any girl I want
She want me to save the day, but I ain't got a cape
She wanna see me every day, she wanna be my bae
That money make me cum, it make me fornicate, uh
I'm the shit, I need some toilet paper
Follow my player rules, then we gon' be okay
On the real, I need a bih who gon' cooperate

Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions

I told you niggas I'm gon' be that fuckin' nigga
Everything be good 'til you doin' better than 'em
They wanna see a nigga shot or see me in the system
All you niggas out here poison like snake venom
Codeine in my liver, rockin' Balenciaga denim
I'm booted even when I'm sober, I don't need a jigga
They sendin' all my niggas on a fuckin' journey
I told that baby to come over 'cause I'm fuckin' horny
My mama told me, ""Kill these niggas, son, keep it goin'""
I'm thug to the bone, but I'm still her baby boy
Lil' Kodak, boy, they hate to see you in a foreign
They miss when you was in that 'Yota kickin' doors
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions "
56,Rockstar,Post Malone,"
Hahahahaha
Tank God
Ayy, ayy

I've been fuckin' hoes and poppin' pillies
Man, I feel just like a rockstar (Star, ayy, ayy)
All my brothers got that gas
And they always be smokin' like a Rasta ('Sta)
Fuckin' with me, call up on a Uzi
And show up, man, them the shottas ('Tas)
When my homies pull up on your block
They make that thing go grra-ta-ta-ta (Ta, pow, pow, pow, ayy, ayy)

Switch my whip, came back in black
I'm startin' sayin', ""Rest in peace to Bon Scott"" (Scott, ayy)
Close that door, we blowin' smoke
She ask me light a fire like I'm Morrison ('Son, ayy)
Act a fool on stage
Prolly leave my fuckin' show in a cop car (Car, ayy)
Shit was legendary
Threw a TV out the window of the Montage
Cocaine on the table, liquor pourin', don't give a damn
Dude, your girlfriend is a groupie, she just tryna get in
Sayin', ""I'm with the band"" (Ayy, ayy)
Now she actin' outta pocket, tryna grab up on my pants
Hundred bitches in my trailer say they ain't got a man
And they all brought a friend (Yeah, ayy, ayy, ayy)

I've been fuckin' hoes and poppin' pillies
Man, I feel just like a rockstar (Star, ayy, ayy)
All my brothers got that gas
And they always be smokin' like a Rasta ('Sta)
Fuckin' with me, call up on a Uzi
And show up, man, them the shottas ('Tas)
When my homies pull up on your block
They make that thing go grra-ta-ta-ta (Ta, pow, pow, pow)

I've been in the Hills fuckin' superstars
Feelin' like a popstar (21, 21, 21)
Drankin' Henny, bad bitches jumpin' in the pool
And they ain't got on no bra (Bra)
Hit her from the back, pullin' on her tracks
And now she screamin' out, ""¡No más!"" (Yeah, yeah, yeah)
They like, ""Savage, why you got a 12 car garage
And you only got six cars?"" (21)
I ain't with the cakin', how you kiss that? (Kiss that?)
Your wifey say I'm lookin' like a whole snack (Big snack)
Green hundreds in my safe, I got old racks (Old racks)
L.A. bitches always askin', ""Where the coke at?"" (21, 21)
Livin' like a rockstar, smash out on a cop car
Sweeter than a Pop-Tart, you know you are not hard
I done made the hot chart, 'member I used to trap hard
Livin' like a rockstar, I'm livin' like a rockstar (Ayy)
I've been fuckin' hoes and poppin' pillies
Man, I feel just like a rockstar (Star, ayy, ayy)
All my brothers got that gas
And they always be smokin' like a Rasta ('Sta, yeah, yeah, yeah, yeah)
Fuckin' with me, call up on a Uzi
And show up, man, them the shottas ('Tas)
When my homies pull up on your block
They make that thing go grra-ta-ta-ta (Ta, grra-ta-ta-ta-ta)

Star, star, rockstar, rockstar, star
Rockstar
Rockstar, feel just like a–
Rockstar
Rockstar
Rockstar
Feel just like a… "
57,In Case You Didn't Know,Brett Young,"
I can't count the times
I almost said what's on my mind
But I didn't
And just the other day
I wrote down all the things I'd say
But I couldn't
I just couldn't

Baby, I know that you've been wondering
Mm, so here goes nothing

In case you didn't know
Baby, I'm crazy 'bout you
And I would be lying if I said
That I could live this life without you
Even though, I don't tell you all the time
You had my heart a long, long time ago
In case you didn't know

The way you look tonight
That second glass of wine
That did it, mm
There was something 'bout that kiss
Girl, it did me in
Got me thinking
I'm thinking

One of the things that I've been feeling
Mm, it's time you hear 'em

In case you didn't know
Baby, I'm crazy 'bout you
And I would be lying if I said
That I could live this life without you
Even though, I don't tell you all the time
You had my heart a long, long time ago
In case you didn't know

You've got all of me
I belong to you
Yeah, you're my everything

In case you didn't know
I'm crazy 'bout ya
I would be lying if I said
That I could live this life without you
Even though I don't tell you all the time
You had my heart a long, long time ago
Yeah, you had my heart a long, long time ago, mm
In case you didn't know
No, no
In case you didn't know, oh, oh "
58,Heathens,Twenty One Pilots," 
All my friends are heathens, take it slow (In the city, boy, in the city)
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse
All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

Welcome to the room of people who have rooms of people
That they loved one day, locked away
Just because we check the guns at the door
Doesn't mean our brains will change from hand grenades
You'll never know the psychopath sitting next to you
You'll never know  the murderer sitting next to you
You'll think, ""How'd I get here, sitting next to you?""
But after all I've said, please don't forget

All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

We don't deal with outsiders very well
They say newcomers have a certain smell
You have trust issues, not to mention
They say they can smell your intentions
You'll never know the freak show sitting next to you
You'll have some weird people sitting next to you
You'll think ""How did I get here, sitting next to you?""
But after all I've said, please don't forget
(Watch it, watch it)

All my friends are heathens, take it slow (In the city, boy, in the city)
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

All my friends are heathens, take it slow (Watch it)
Wait for them to ask you who you know (Watch it)
Please all my friends are heathens, take it slow (Watch it)
Wait for them to ask you who you know

Why'd you come? You knew you should have stayed (It's blasphemy)
I tried to warn you just to stay away (Wouldn't listen to me)
And now they're outside ready to bust (And guess what?)
It looks like you might be one of us "
59,Now or Never,Halsey," 
I don't wanna fight right now
Know you always right, now
Know I need you 'round with me
But nobody waitin' 'round with me
Been through the ups
Yeah the ups and the downs with me
Got a whole lot of love
But you don't wanna spread it 'round with me, yeah

Never pick up, never call me
You know we're runnin' out of time
Never pick up when you want me
Now I gotta draw a line
Baby I done done enough talking
Need to know that you're mine
Baby we done done enough talking
Gotta be right now, right now

Baby gon' love me now, now, now, now, now, now
Now or never, hey, hey, hey
I want you to hold me down, down, down, down, down, down
Down forever, hey, hey, hey
Said you know I wanna keep you around
'Round forever, hey, hey, hey
I want you to love me now, now, now, now, now, now
Now or never

I'm turnin' off the light right now
I'm callin' it a night now
Wishin' you were 'round with me
But you're in a different town than me
We've been through it all
But you could never spit it out for me
Tryna talk to a wall
But you could never tear it down for me, yeah

Never pick up, never call me
You know we're runnin' out of time
Never pick up when you want me
Now I gotta draw a line
Baby I done done enough talking
Need to know that you're mine
Baby we done done enough talking
Gotta be right now, right now

Baby gon' love me now, now, now, now, now, now
Now or never, hey, hey, hey
I want you to hold me down, down, down, down, down, down
Down forever, hey, hey, hey
Said you know I wanna keep you around
'Round forever, hey, hey, hey
I want you to love me now, now, now, now, now, now
Now or never
Yeah, draw the line up
Don't take no more time up, yeah
Make your mind up
I need you to make your mind up, yeah
Draw the line up
Don't take no more time up, yeah
Baby you gotta decide something
Let me know

Baby gon' love me now, now, now, now, now, now
Now or never, hey, hey, hey
I want you to hold me down, down, down, down, down, down
Down forever, hey, hey, hey
Said you know I wanna keep you around
'Round forever, hey, hey, hey
I want you to love me now, now, now, now, now, now
Now or never "
