Rank,Musica,Artista,Letra
26,Ella Baila Sola,Eslabon Armado Peso Pluma," 

Compa, ¿qué le parece esa morra?
La que anda bailando sola me gusta pa' mí
¡Bella! Ella sabe que está buena
Que todos andan mirándola cómo baila
Me acerco y le tiro todo un verbo
Tomamos tragos sin peros, solo tentación
Le dije: ""Voy a conquistar tu familia, que en unos días vas a ser mía""
Me dijo que estoy muy loco, pero le gusta
Que ningún vato como yo actúa

Y ahí te va, mija
Y pura Doble P, viejo
Así nomás, compa Pedro
Puro Eslabon Armado
Pa' las plebitas
¡Cha-chau!

No soy un vato que tiene varo
Pero hablando del corazón, te cumplo todo
Me agarró, pegadito dе su mano
Mi compa ni se la creyó, que al pasar fui yo
Su cuеrpo, juro por Dios, que era tan perfecta
Su cinturita como modelo
Sus ojos desde el principio me enamoraron
A ella le gusto y a mí me gusta"
27,Karma,Taylor Swift," 
You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Spiderboy, king of thieves
Weave your little webs of opacity
My pennies made your crown
Trick me once, trick me twice
Don't you know that cash ain't the only price?
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still here, I'm still here)

'Cause karma is the thunder
Rattling your ground
Karma's on your scent like a bounty hunter
Karma's gonna track you down
Step by step, from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit
Karma is the guy on the screen
Coming straight home to me
'Cause karma is my boyfriend (Karma is my boyfriend)
Karma is a god
Karma is the breeze in my hair on the weekend (Weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Karma is my boyfriend
Karma is a god (Ah)
Uh-huh, mm
Karma's a relaxing thought "
28,Just Wanna Rock,Lil Uzi Vert," 
Ah, ah, ah, ah
Ah, ah, ah
I just wanna rock
Body-ody, yeah (Shake it down)

Damn
Damn
(MC, make another hit) Woah
This ain't what you want (Project-Project X)
This ain’t what you want
This ain't what you want

Ha, 1600 block, I just wanna rock (Shake it down)
I just wanna, ah, ah, ah, ah, ah, ah, ah
I just wanna rock, body-ody, yeah (Shake it down)
Shawty got that body-ody, ah, ah, ah (Shake it down)
Hit it once, no ties (Shake it-shake it)
How the fuck you gon' kill my vibe? (Shake it down)
Stand on my money, don’t know my size (Shake it-shake it)
Pick them sides, and you better choose wisely (Shake it-shake it down-down)
That's my high, one, two, three, four, throw up the five  (Shake it-shake it)
That's my high

Damn
Damn (One, two, three, four, throw up the five)
(MC, make another hit) Woah
This ain't what you want (Project-Project X)
This ain't what you want
This ain't what you want

Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, shake it down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, damn (Down, shake it down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it-shake it) "
29,Cuff It,Beyonce," 
I feel like fallin' in love (Fallin’ in love)
I'm in the mood to fuck somethin' up (Tonight, I’m fuckin' somethin' up, baby)
I need some drink in my cup (I need a drink), hey (Pour me a drink)
I'm in the mood to fuck somethin' up (I'm in the mood to fuck somethin' up)

I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you? (Oh-la-la-la-la-la-la-la)
I wanna go where nobody’s been (I wanna go where nobody’s been)
Have you ever had fun like this? Oh, woah (Have you ever had fun? Yeah)

We gon' fuck up the night, black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night, fuck up the night
We gettin’ fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you’ll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
'Cause we gon' fuck up the night

What's in these four walls? You sexy, my love (Turn it up)
Don't miss this roll call, is you here or what? Yeah (Roll it up)
Show up, show up (Show up, show up), po' up, po' up, oh (Po' up, po' up)
You Mr. Nasty, I'll clean it up

Go where nobody's been (Go where nobody's been)
Have you ever had fun like this? (Have you ever had fun? Yeah)
I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you?

We gon' fuck up the night (Funk it up, funk it up), black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night (Funk it up, funk it up), fuck up tonight
We gettin' fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you'll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
We gon' fuck up the night
Hypersonic, sex erotic
On my body, boy, you got it
Hit them 'draulics while I ride it
Got me actin' hella thotty
So excited, so exotic
I'm a seasoned professional
Squeeze it, don't let it go
Tease it, no self-control
I got time today (I got time today, I got time)
Oh, I (I got time today, I got time)
I can't wait to come out and play
Ooh, yeah, you
Come and cuff it, cuff it, cuff it, cuff it, baby
While I buss it, buss it, buss it for you, baby
Oh, baby
Anywhere, anytime
I don't mind, I don't mind

Yeah (I don't mind)
For you (All for you)
I'm backin' the truck up, huh (Back that truck up)
For you (All for you, for you)
A bitch'll get fucked up, huh (I fuck you up)
For you (All for you)
I'm puttin' my cup up, huh (Put my cup up, yeah)
For you (All for you, you)
'Cause we gon' fuck up the night
Take flight (Woo), blindin' lights (Yeah)
Fuck it up, fuck it up, fuck it up
(Unapologetic when we fuck up the night)
Bet you you'll see stars (Night)
Bet you you'll go far (Night)
Bet you you'll levitate (Night)
Bet you you'll meet God (Party people, roll up)
Ooh (Yeah, huh)
We gon' fuck up the night (Yeah)
Spaceships fly
Fuck it up, fuck it up "
30,Vampire,Olivia Rodrigo,"
Hate to give the satisfaction asking how you're doing now
How's the castle built off people you pretend to care about?
Just what you wanted
Look at you, cool guy, you got it
I see the parties and the diamonds sometimes when I close my eyes
Six months of torture you sold as some forbidden paradise
I loved you truly
You gotta laugh at the stupidity

'Cause I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire
And every girl I ever talked to told me you were bad, bad news
You called them crazy, God, I hate the way I called 'em crazy too
You're so convincing
How do you lie without flinching? (How do you lie? How do you lie? How do you lie?)
Oh, what a mesmerizing, paralyzing, fucked up little thrill
Can't figure out just how you do it and God knows I never will
Went for me and not her
'Cause girls your age know better

I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire
(Ah)
You said it was true love, but wouldn't that be hard?
You can't love anyone 'cause that would mean you had a heart
I tried to help you out, now I know that I can't
'Cause how you think's the kind of thing I'll never understand

I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire "
31,FukUMean,Gunna," 
(Ooh, Dunk Rock)

Fuck you mean?
Young Gunna Wunna back, callin' me splurge
Watch me jump right off the curb
Bentley Spur fly like a bird
Spin on the first and the third
Solid, I'm keepin' my word
Can't be my equal, I don't know what you heard
Crank up the foreign, I swerve
Keep me a stick if they purge
Ha, ha, ha, ha
Ha, ha, ha, ha

Fuck you mean?
Young Gunna Wunna, they workin' my nerves
I'm about to pour up some syrup
Fucking this bitch like a perv'
Smack from the back, grab her perm
Ice, the berg, uh, shittin' on all you lil' turds
Can't take that dick, wait your turn
In my own lane, we can't merge
Suck with no hands, you can learn
Let's see how much you can earn
Watch me go big likе the Worm
And I ain't smokin' no sherm
I'm in this bitch with P Liity
QP, QP-ski
All of my bitches is prеtty, they showin' they titties, it's up to the ceilin'
I let her run through a million, I rock with her really, let's fuck on a billion
I'ma get down to the gritty, then fuck up the city, the home of the villains
Ecstasy, wonderful feelin'
Smoke out the pound when I'm chillin'
Trappin', I made me a killin'
Look, I got everybody wishin'
I hope you play your position
I don't want nobody listenin'
I see the ho with precision
Get rich my only decision

Fuck you mean?
Young Gunna Wunna back, callin' me splurge
Watch me jump right off the curb
Bentley Spur fly like a bird
Spin on the first and the third
Solid, I'm keepin' my word
Can't be my equal, I don't know what you heard
Crank up the foreign, I swerve
Keep me a stick if they purge

Fuck you mean?
Fuck you mean?
Yeah
Yeah "
32,Lavender Haze,Taylor Swift," 
Meet me at midnight

Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)

I feel
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife

I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)

I feel
The lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

That lavender haze

Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
I feel (I feel)
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze

Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze "
33,Players,Coi Leray," 
Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

What you know about livin' on the top?
Penthouse suites, lookin' down on the opps
Took him for a test drive, left him on the lot
Time is money, so I spent it on a watch
Hold on, lil' titties showin' through the white tee
You can see the thong bustin' out my tight jeans (Okay)
Rocks on my fingers like a nigga wifed me
Got another shorty? She ain't nothin' like me

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

I go on and on and on again
He blowin' up my phone, but I'm ignorin' him
He thinkin' he the one, I got like four of him
Yeah, I'm sittin' first class like valedictorian
Uh, came a long way from rag to riches
Five-star bitch, yeah, I taste so delicious
Let him lick the plate, yeah, I make him do the dishes
Now he on News 12 'cause a bitch went missin', sheesh

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want
Yeah, 'cause girls is players too
Uh (And it's time that we let 'em know that—), girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too "
34,Need a Favor,Jelly Roll," 
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

I know amazin' grace, but I ain't been livin' them words
Swear I spend most Sundays
Drunk off my ass than I have at church
Hard cover King James
Only been savin' dust on the nightstand
And I don't know what to say
By the time I fold my hands

I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

Amen, amen

Yeah, I owe you more than one
And beggars can't be choosers
But I'll pay for all I've done
Just pleasе don't let me lose hеr

I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

Amen, amen
Amen, amen

Hangin' in there just barely
Throwin' up prayers like Hail Marys
If You're still there, Lord, spare me
Oh, my God, oh, my God, Hail Mary
Hangin' in there just barely
Throwin' up prayers like Hail Marys
If You're still there, Lord, spare me
Oh, my God, oh, my God, Hail Mary
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So tell me, who the hell am I to expect a savior
When I only talk to God if I need a favor?
And, God, I need a favor

Amen
God, I need a favor
Woah
Amen"
35,Dance the Night,Dua Lipa," 
Baby, you can find me under the lights
Diamonds under my eyes
Turn the rhythm up, don't you wanna just
Come along for the ride?
Ooh, my outfit so tight
You can see my heartbeat tonight
I can take the heat, baby, best believe
That's the moment I shine

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance

I could dance, I could dance, I could dance

Watch me dance, dance the night away
My hеart could be burnin', but you won't see it on my face
Watch me dancе, dance the night away (Uh-huh)
I'll still keep the party runnin', not one hair out of place

Lately, I been movin' close to the edge
Still be lookin' my best
I stay on the beat, you can count on me
I ain't missin' no steps

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance

I could dance, I could dance, I could dance

Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (Uh-huh)
I'll still keep the party runnin', not one hair out of place

When my heart breaks (They never see it, never see it)
When my world shakes (I feel alive, I feel alive)
I don't play safe (Ooh), don't you know about me? (Uh-huh)
I could dance, I could dance, I could dance

Even when the tears are flowin', they're diamonds on my face
I'll still keep the party goin', not one hair out of place (Yes, I can)
Even when the tears are flowin', they're diamonds on my face (Yes, I can, yes, I can)
I'll still keep the party goin', not one hair out of place
Watch me dance, dance the night away (Uh-huh)
My heart could be burnin', but you won't see it on my face
Watch me dance (Dance), dance the night away (Uh-huh)
I'll still keep the party runnin', not one hair out of place

When my heart breaks (They never see it, never see it)
When my world shakes (I feel alive, I feel alive)
I don't play safe, don't you know about me? (Uh-huh)
I could dance, I could dance, I could dance

Dance the night "
36,Love You Anyway,Luke Combs," 
If your kiss turned me to stone
I'd be a statue standing tall in ancient Rome
And if your touch shattered me like glass
I’d be in pieces trying to make the breaking last

If it took one look to turn my days to night
At least I'd have the stars that sparkle in your eyes

There's just some things that leave a man no choice
Like a compass needle needing its true North
Even if I knew the day we met you’d be the reason this heart breaks
Oh, I'd love you anyway

I know just tryin' to write a song
I run the risk that I could get your perfect wrong
And well, I guess what I'm tryin' to say
Is there ain't words been made could shoulder so much weight

And if you turned your back on me and walked away
Not a thing about the way I feel would change

There's just some things that leave a man no choice
Like a compass needle needing its true North
Even if I knew the day we met you'd be the reason this heart breaks
Oh, I’d love you anyway


There’s just some things that leave a man no choice
Like a compass needle needing its true North
Even if I knew the day we met you'd be the reason this heart breaks
Oh, I’d love you anyway

Even if I knew the day we met you'd be the reason this heart breaks
Oh, I'd love you anyway"
37,One Thing at a Time,Morgan Wallen," 
Somebody hand me a cigarette
I know I ain't had one in over a week
Somebody pour me a double shot
Been gettin' better by the day, but tonight I drink

You say I gotta get over you and get sober too
I got a lot of habits I gotta kick
But weigh out all your options and take your pick

I can either burn the bar down
Or I can take your number out my phone
I can give you up right now
And never want you back long as I'm half-stoned
If you want me to quit you, want me to get you
Outta my heart and, baby, off my mind
I hate to tell you, girl, but I'm only quittin' one thing at a time

I know I got me some problems
About a thousand memories I gotta forgеt
But if I'm gonna solve 'em
Baby, I'll take all thе help I can get

If you ain't gonna kiss me
Then I'll take some whiskey, some Grizzly
Nicotine amphetamines too
You want me to stop some of that
Or you want me to stop lovin' you?
Hey, what you want me to do?

I can either burn the bar down
Or I can take your number out my phone
I can give you up right now
And never want you back long as I'm half-stoned
If you want me to quit you, want me to get you
Outta my heart and, baby, off my mind
I hate to tell you, girl, but I'm only quittin' one thing at a time

Aw, yeah, I hate to tell you
Aw, yeah, I hate to tell you

I ain't no Superman, I'm just the way I am
If I'm gonna move on, then I need me somethin' in my hand
Ain't nothin' wrong with that
And if you ain't comin' back
I can either burn the bar down
Or I can take your number out my phone
I can give you up right now
And never want you back long as I'm half-stoned
If you want me to quit you, want me to get you
Outta my heart and, baby, off my mind
I hate to tell you, girl, but I'm only quittin' one thing at a time

Aw, yeah, I hate to tell you
Aw, yeah, I hate to tell you
Aw, yeah, I hate to tell you "
38,Superhero Heroes & Villains,Metro Boomin Future Chris Brown,"

Yeah, yeah, two
(Metro)
Yeah, yeah

Drank and dope turned me to a superhero, yeah, yeah
Hit that pill, turned me to a superhero, yeah, yeah (Super)
Boominati turned me to a superhero, yeah, yeah (Metro)
(If Young Metro don't trust you, I'm gon' shoot you)
I'm on that dope again, I'm on that flow again
Switch up the flow again, yeah, yeah (Switch it)
Fly than a parachute, grippin' that pole again
I'm on that oil again, yeah, yeah

Candy in the cup, gotta get paid (What?)
King of the streets (Yeah), young nigga made
Sprayin' up the crowd (What?), take it to thе grave
Ain't havin' problems, I'm sippin' the Barrе
Shoutout to Dallas, my bitch is a star
Nigga get rich, better take it to war (Yeah)
Piss on your casket, shoot at your broad
Do you somethin' nasty, roll you in a 'gar
Bitch get graphic, fuck me in a car
I get you a brand new Rollie tomorrow
I put a brand new Rollie on your arm
Ain't movin' slow, but I'm still on oil (Skrrt)
Tennis bracelets and they came with the frost (Frost)
Cuban links all the way up to your jaw (All the way up)
Step up the swag when I step on a broad

Two dollar half, ooh, that's the cheapest one
Stackin' these hundreds up, like coupons
Told you from the begin, upper echelon
I get to stackin' up, I'm untouchable
I get to represent, money multiple
I'm at the top of the charts, unapproachable
Bread by the loaf, turbo the motor
Tic-Tac-Toe, kill another vulture
Sellin' the bowls, bitch do yoga
I deserve awards, servin' these boulders
A hundred grand large when I shop, that's the total
Fill up the garage, bitch, I'm a mogul
Ain't no facadin', ain't no fugazi
I jump it off, I get paid
Drop top Royce, I'm goin' crazy
I push off, smokin' on haze (Woah)
Not tryna floss, Cartier shades

Candy in the cup, gotta get paid (What?)
King of the streets (Yeah), young nigga made
Sprayin' up the crowd (What?), take it to the grave
Ain't havin' problems, I'm sippin' the Barre
Shoutout to Dallas, my bitch is a star
Nigga get rich, better take it to war (Yeah)
Piss on your casket, shoot at your broad
Do you somethin' nasty, roll you in a 'gar
Bitch get graphic, fuck me in a car
I get you a brand new Rollie tomorrow
I put a brand new Rollie on your arm
Ain't movin' slow, but I'm still on oil (Skrrt)
Tennis bracelets and they came with the frost (Frost)
Cuban links all the way up to your jaw (All the way up)
Step up the swag when I step on a broad

Dark Knight feeling, die and be a hero
Or live long enough to see yourself become a villain

Soon as you up, these niggas wanna bring you down
The weight of the world sit on my shoulders, hold the crown
I ain't got a cape so I can't save you now
Niggas wanna hate (Yeah), would rather see you drown (Drown)
And the world keep spinnin' (Yeah)
Like I'm the only one in it (Am I the only one?) Why?
They don't wanna see you winnin' (No, no, no, no, yeah-yeah)
So who's really the villain? (Yeah, yeah, ooh)
Who's the villain? Who's the villain?

Live long enough to see yourself become a villain "
39,Bad Habit,Steve Lacy," 
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me

Please say to me (Please just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah

I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe

You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe "
40,La Bebe,Yng Lvcas & Peso Pluma,"

Desafánate, loca, luego empápate
De mi cuerpo mójate, usted sabe, en el Benz,  móntate
¿Qué lo que? Mi bebé en el Mercedes Benz
Las estrellas en el techo, ya estelar se fue
Pero sabes tú que esta noche estás pa' mí
Ven, trépate encima 'e mí, manda la ubi, paso por ti

Quierе que le ponga música
Pa' que bailе hasta abajo la bebé
Bebimos par de botellas
Y aun así recuerda que lo hicimo' ayer
Quiere que le ponga música
Pa' que baile hasta abajo la bebé
Bebimos par de botellas
Y aun así recuerda que lo hicimo' ayer

No se le ha olvidado cómo la pasamos
Fuimos a la disco y los dos bailamos pegados
Como perros pegados, besos y un par de tragos
Se quedó a mi lado y dijo: ""Creo me he enamorado""
Ella fuma, ella toma
Es diablita, chiquita, pero picosa
Me encanta cuando el pantalón me lo roza
A ella le encanta, se ve en su cara lo goza

Tiene novio y no se comporta
Me dice: ""Tranqui, que la relación 'tá rota""
Nuestros cuerpo' chocan y chocan
Se juntan las boca', los leggings le ahorcan

Quiere que le ponga música
Pa' que baile hasta abajo la bebé
Bebimos par de botellas
Y aun así recuerda que lo hicimo' ayer
Quiere que le ponga música
Pa' que baile hasta abajo la bebé
Bebimo' par de botella'
Y aun así recuerda que lo hicimo' ayer

Ayer, ayer te movías muy bien, muy bien
Se impregnó el olor de Chanel
'Tamos mil grados Fahrenheit
Está buena y de cara bonita
Le pones música y solita se excita
Pa' la fiesta nunca se limita
Par de amigas, completa la cuadrilla
Pero tú, mamá, sabes, me mamas
Loca, ven pa'cá, pégate hasta atrás
Nos vamos tú y yo en un viaje fugaz
Interestelar, comerte toda
Fumaremos los dos marihuana
En el cuarto, en la azotea y en mi cama
Nena, creo te llaman, contesta mañana
Que no se apague la llama
En el AMG escuchando ""Ruedas y Cristal""
Quemando veneno que me trae volando, ma
Besito a la Barbie, pa' que baile pega'o
Ojitos chinitos como puki de Taiwán, -án
Como puki de Taiwán
Como puki de Taiwán
Esa pussy me la como cuando yo quiera, mami, ma
Desafánate, loca, luego empápate (Hasta abajo la bebé)
De mi cuerpo mójate, usted sabe, en el Benz, móntate (Hasta abajo la bebé)
¿Qué lo que? Mi bebé en el Mercedes Benz (Hasta abajo la bebé)
Las estrellas en el techo, ya estelar se fue (Eh)

Uy, quiere que le ponga música
Pa' que baile hasta abajo la bebé
Bebimos par de botellas
Y aun así recuerda que lo hicimo' ayer
Quiere que le ponga música
Pa' que baile hasta abajo la bebé
Bebimos par de botellas
Y aun así recuerda que lo hicimo' ayer

Hoy es noche de estar soltera
Le gusta el perreo y bailarte cerca
La young religion
La doble P
Lil Yng
Es el remix"
41,Golden Hour,Jvke,"
It was just two lovers
Sittin' in the car, listenin' to Blonde
Fallin' for each other
Pink and orange skies, feelin' super childish
No Donald Glover
Missed call from my mother
Like, ""Where you at tonight?""
Got no alibi

I was all alone with the love of my life
She's got glitter for skin
My radiant beam in the night
I don't need no light to see you

Shine
It's your golden hour (Oh-oh-oh)
You slow down time
In your golden hour (Oh-oh-oh)

We were just two lovers
Feet up on the dash, drivin' nowhere fast
Burnin' through the summer
Radio on blast, make the moment last, she got solar power
Minutes feel like hours
She knew she was the baddest
Can you even imagine fallin' like I did?

For the love of my life
She's got glow on her face
A glorious look in her eyes
My angel of light
I was all alone with the love of my life
She's got glitter for skin
My radiant beam in the night
I don't need no light to see you

Shine
It's your golden hour (Oh-oh-oh)
You slow down time
In your golden hour (Oh-oh-oh)
 "
42,Religiously,Bailey Zimmerman," 
I went lookin' at pictures I didn't wanna see
They brought back memories
You look happy, I guess, got the life that you wanted
But it ain't with me
You would think by now that I wouldn't care
It's been a couple years and, yeah, I've had my share
Of other broken-up hearts, but I only shed real tears over ours

And now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Prayin' just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously

Remember watchin' you play me our song on guitar
I thought I'd marry you
Act like I'm happier now, but all of my friends know
That ain't the truth
And lately life's been good to me
Mama's healthy and I'm helpin' out the whole family
Lotta people know my name, I made a little change
But that don't mean nothin'

'Cause now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Prayin' hard just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously

You brought me to God and I put you through hell
You were all about us, I was all about myself
What kind of man would lose a woman like that?
If my soul could be forgiven, I would give it all back

Now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Beggin' God just to stop the hurt
'Cause I don't have the only woman who believed in me
Religiously
I ain't got the only woman who was there for me
Religiously"
