Rank,Musica,Artista,Letra
22,Move Ya Body,Nina Sky  Jabba," 
Move your body, girl (Move it, babe)
Makes the fellas go
The way you ride it, girl
Makes the fellas go ( We let the ladies )
Move your body, girl (Move your body!)
Makes the fellas go
The way you ride it, girl (Alright now)
Makes the fellas go (Yo)

All up in the club looking fly (You know)
Made your first approach and caught his eye (Woah)
Slowly move your way towards the dancefloor (Everybody touch the dancefloor, )
Grabbed her hand and she whispered
Whole night has gotten through
Stand behind me () let me grind with you
If I lick my lips
I'm probably feeling you
I'ma make you go, oh

Move your body, girl (move your body, baby)
Makes the fellas go
The way you ride it, girl (everybody )
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go

Woah (You feelin' it now)
Take it slow (Slowly baby) turn me on
Club gets warmer (Warmer)
Body moves closer (Closer)
One with the rhythm (Rhythm)
Don't stop moving, you're making me hot
From head to toe
I feel your soul
Vibe gets stronger (Hey)
Party seems longer (Yo)
Makes me really want ya
Don't stop moving (Oh)
You're making me hot

Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Can you feel the beat? (Can you feel it?)
Can you? Can you feel the beat? (Can you feel it?)
Can you feel the beat? (Can you feel it?)
Can you? Can you feel the beat? (Uh)
Can you feel the beat within my heart?
Can't you see my love shine through the dark?
Can you feel the beat?
Can you feel the beat within my heart?
Can't you see my love shine through the dark?
Can't you see that you must be a part
Of that beat in my heart? ( everybody knows how to wine, ay)
Slow wine, slow wine, slow wine, slow wine
Fast wine, fast wine, fast wine, fast wine
Move your body, move your body
Move your body, move your body

Move (Oh) your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go
Move your body, girl
Makes the fellas go
The way you ride it, girl
Makes the fellas go "
23,Dip It Low,Christina Milian," 
Christina Milian
Uh, Fabolous: F-A-B
Poli Paul
Spen Cow, baby

Says he wants you, he says he needs you
It's real talk, then why not make him wait for you?
If he really wants you, if he really needs you
Really got to have you
Take your time and feel him out
When he's a good boy, I mean a really, really good boy
Why not let him lay with you?
That's when you give it to him good

Dip it low, pick it up slow
Roll it all around, poke it out, like your back broke
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh""
Dip it low, pick it up slow
Roll it all around, poke it out, like your back broke
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh""

You're gettin' bold, it’s growin' cold
It's just the symptoms of young love growin' old
You think it's time
Then you're thinkin' of leavin', but give it time
It's late at night, he's comin' home
Meet him at the door with nothin' on
Take him by the hand, let him know it's on
If you understand me, ya'll, come on

All my ladies wind it up if you know just how to move (Ooh, ooh)
All my fellas jump behind and show her what you wanna do (Show her what you got, buddy)
All my ladies wind it up If you know just how to move (Know how to move it on)
All my fellas jump behind and show her what you wanna do (Ooh, ooh)

Dip it low, pick it up slow (Oh)
Roll it all around, poke it out, like your back broke
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh""
(I'mma show you how to make him)
Dip it low (Ooh), pick it up slow (I'mma show you how to make it)
Roll it all around, poke it out, like your back broke (Said I'mma show you how to make it)
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh""
Yeah, uh
Yeah, uh
Baby girl, the way you pop-t, pop-t, pop that thang
I might stop to shop and cop you things
You know I drop the top and hop that thang
Sometimes I stop my bop to pop my thing
You sure know how to make a man say, ""Oh""
And how in the world can a man say, ""No""
When you grind it up on the wall, wind it up like a doll
And you know I Bacardi, lime it up till you fall
Line it up 'till you spoiled
And have those other chicks throwin' vomit up
When they can't find it up in the mall
Like most men, I love to catch up with a model
But I ain't used to movin' slow like ketchup in a bottle
And the best things come to those who wait for it
But I'mma be straight for before it's too late for it
I want you to dip it low, pick it up slow
Roll it all around, poke it out and make me say, ""Oh""

Dip it low, pick it up slow (Slow)
Roll it all around, poke it out, like your back broke
Pop-t, pop-t, pop that thang (Yeah)
I'mma show you how to make your man say, ""Oh"" (Oh)
Dip it low, pick it up slow (You can)
Roll it all around, poke it out, like your back broke
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh""
Dip it low, pick it up slow (Oh)
Roll it all around, poke it out (Oh) like your back broke
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh"" (Oh)
Dip it low, pick it up slow
Roll it all around, poke it out, like your back broke
Pop-t, pop-t, pop that thang
I'mma show you how to make your man say, ""Oh"" "
24,My Boo,Usher  Alicia Keys," 
There's always that one person that will always have your heart
You'll never see it comin' 'cause you're blinded from the start
Know that you're that one for me, it's clear for everyone to see
Ooh baby, ooh, yeah (You gotta rock away to this one)
You will always be my boo (Come on)
See, I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock
I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock

Do you remember, girl?
I was the one who gave you your first kiss
'Cause I remember, girl
I was the one who said, ""Put your lips like this""
Even before all the fame and people screamin' your name
Girl, I was there when you were my baby

It started when we were younger, you were mine (My boo)
Now, another brother's taken over, but it's still in your eyes (My boo)
Even though we used to argue, it's alright (It's alright, girl, that's okay)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (My boo)
And I see it from time to time, I still feel like (My boo, that's my baby)
And I can see it no matter how I try to hide (I can't hide it, my boo)
And even though there's another man who's in my life
You will always be my boo

Yes, I remember, boy
'Cause after we kissed, I could only think about your lips
Yes, I remember, boy
The moment I knew you were the one I could spend my life with
Even before all the fame and people screamin' your name
I was there
And you were my baby

It started when we were younger, you were mine (You were mine; My boo)
Now, another brother's taken over, but it's still in your eyes (Yes, in here; My boo)
Even though we used to argue, it's alright (It's alright now, it's okay; My boo)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (You were mine, my boo; My boo)
And I see it from time to time, I still feel like (It's still in your eyes; My boo)
And I can see it no matter how I try to hide (It's alright now, it's okay; My boo)
And even though there's another man who's in my life (But we hadn't seen each other)
You will always be my boo (You will always be my...)

Oh, my oh, my oh, my oh, my, my boo
My oh, my oh, my oh, my oh, my boo

It started when we were younger, you were mine (You were mine; My boo)
Now another brother's taken over, but it's still in your eyes (You were mine) (My boo)
Even though we used to argue, it's alright (It's alright, it's alright, it's okay, it's okay) (My boo)
I know we haven't seen each other in a while (In a while)
But you will always be my boo
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
It started when we were younger
My boo
'Nother brother's taken over
Just stand "
25,One Call Away,Chingy  J-Weav," 
Hmm, yeah yeah, uh
DTP, ha, how we do
Call you, and you can call me
Whatever you want to do baby, ha
Come on, uh

Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my lady)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one love away (If you was my lady)

It was weird how we met, huh?
She was with her mom at Bank America with my son cashin' a check
So I asked out of respect, uh
Would she like to explore the world of I, we can fly in my jet
Her reply was, ""Yes"" (Can I ask you something?)
I seen it in her eye, mama looking like all I wanted was sex
Then moved to the next (That ain't true)
But it was something about this girl's style that make me feel no regrets
We started off casual, walks through the park (Park)
Candle light dinners by dark (Dark) I'm thinking smart (Smart)
Afraid she might think I'm in a rush to touch
Crush and be up, but baby I ain't on that stuff
Dropped her off and told her call me up (Brrring) we could talk
Conversate about political subjects, whatever thoughts
So I zoomed off, thinking 'bout her, my phone rang
It was her in the shower (What she say?)
She said, ""I couldn't do without you"", then I said

Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my lady)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one love away (If you was my lady)

Yo, yo
The next day, I'm with the fellas at the cage playin ball
Here she come with her friends, they posted up on the wall
Now I'm showin out, tryna dunk, tryna dribble
Break fast through the middle just to see her smile and giggle
Game over, I approached her with a kiss on the cheek
The homeboys looking at me saying, ""Lil' Howard you weak""
But you know how that go, what I got they want
What I got I flaunt, ever mess wit' it? Please don't
Told her I'm goin' home, she asked can she go too
I'm like, ""Yeah boo, I can't see me without you""
Got there, I took a shower, jumped out she in the bed
With a see-through thong set, I looked at her and said
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my lady)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one love away (If you was my lady)

Girl recognize game before game recognize you
You dealin with a playa, true, now what you wanna do
We can kick it and go puff on a blunt
Oh you don't smoke? Grab a pint of Henn and we can get drunk
It's up to you, I'm the man but baby just let me know
'Cause if you got a attitude then I could treat you just like a ho
If ya rollin with me baby, hop in, it's enough room
We can gaze at the stars and shine like the moon
Give me a chance to show ya and a chance to know ya
Just be true and there's nothing I won't do for ya
Some women like to play it foul
But them the kind I put in a place of a child
Don't worry, be happy and smile
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my lady)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one love away (If you was my lady)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my lady)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one call away (If you was my baby)
Give me a call if you wanna come roll with me
(You could roll with me)
I'm only one love away (If you was my lady)

DTP, ha
How we do, ha
Give me a call if you wanna ball
You know what it is "
26,Me Myself and I,Beyonce," 
All the ladies, if you feel me, help me sing it out
Here you go, trippin' (Oh)
Everything is cool between us, Bey, I told you that (Oh)
Out on the road with my people, just doin' what I gotta do (Ooh, woah)
There’s nothin' goin' on that shouldn't be goin' on
You got to trust me, ma

I can't believe I believed everything we had would last
So young and naive of me to think she was from your past
Silly of me to dream of one day havin' your kids
Love is so blind, it feels right when it's wrong
I can't believe I fell for your schemes, I'm smarter than that
So dumb and naive to believe that with me you're a changed man
Foolish of me to compete when you cheat with loose women
It took me some time, but now I moved on
Because I realized I've got

Me, myself and I
That's all I got in the end, that's what I found out
And it ain't no need to cry
I took a vow that from now on I'm gon' be my own best friend
Me, myself and I
That's all I got in the end, that's what I found out
And it ain't no need to cry
I took a vow that from now on I'm gon' be my own best friend

You're so controlling, you say that you love me, but you don't
Your family told me one day I would see it on my own
Next thing I know, I'm dealing with your three kids in my home
Love is so blind, it feels right when it's wrong
Now that it's over, stop callin' me, come pick up your clothes
Ain't no need to front like you're still with me, all your homies know
Even your very best friend tried to warn me on the low
Took me some time, but now I am strong
Because I realized I've got

Me, myself and I
That's all I got in the end, that's what I found out
And it ain't no need to cry
I took a vow that from now on I'm gon' be my own best friend
Me, myself and I
That's all I got in the end, that's what I found out
And it ain't no need to cry
I took a vow that from now on I'm gon' be my own best friend

(I've got me, myself and I)
I know that I will never disappoint myself
(My eyes have cried a thousand times)
All the ladies, if you feel me, help me sing it out
(I can't regret time spent with you)
Yeah, you hurt me, but I learned a lot along the way
(It's how I learned how to make it through)
After all the rain, you'll see the sun come out again
(Now I've got me, myself and I)
Hey, I know that I will never disappoint myself
(My eyes have cried a thousand times)
I've cried, all the ladies, if you feel me, help me sing it out
(I can't regret time spent with you)
Yeah, yeah, you hurt me, but I learned a lot along the way
(It's how I learned how to make it through)
After all the rain, you'll see the sun come out again
Yeah
Oh (Oh), oh (Oh)
Oh (Oh), oh (Oh)
Oh (Oh), oh (Oh)
Oh (Oh), woah (Woah)
Yeah, yeah

(I've got me, myself and I)
Me, myself, and I
(My eyes have cried a thousand times)
I have cried so many times
(I can't regret time spent with you)
I can't regret time spent with you
(It's how I learned how to make it through)
After all the rain, you'll see the sun come out again, oh
(Now I've got me, myself and I)
I know that I will never disappoint myself
(My eyes have cried a thousand times)
If you've cried a thousand times, ladies, you will survive
(I can't regret time spent with you)
Yeah, you hurt me, but I learned a lot along the way
(It's how I learned how to make it through)
I can see the sun shine, I got me, myself and I "
27,Turn Me On,Kevin Lyttle  Spragga Benz,"
Is ah big dancehall song in know
Madzart alongside Kevin Lyttle
You know how it is, you know how we go
You know
For the longest while we jamming in the party
And you're wining on me
Pushing everything
Right back on top of me (yea - hey- ai)
But if you think you're gonna get away from me
You better change your mind
You're going home…
You're going home with me tonight
So let me hold you
Girl caress my body
You got me going crazy - you
-Turn me on
-Turn me on…
Let me jam you
Girl wine all around me
You got me going crazy - you
-Turn me on
-Turn me on…
The girl ya nah go get way tonite
If she think madd man nah go fight
Me done feed she with popcarn and sprite
Now she whar come fly way like kite
Ooh yea yea
Ooh yea yea
Ooh yea yea yeah
Ooh yea yea yea yea yea yea yea yea…
One hand on the ground & bumper cock sky high
Wining hard on me
Got the python
Hollerin' for mercy - yea hey - ai
Then I whisper in her ear so wine harder
And then she sat on me
Boy just push that thing
Push it harder back on me
So let me hold you
Girl caress my body
You got me going crazy - you
-Turn me on
-Turn me on…
Let me jam you
Girl wine all around me
You got me going crazy - you
-Turn me on
-Turn me on…
Girl just hug me, hug me, kiss me, squeeze me
Hug me, hug me, kiss & caress me
The girl ya nah go get way tonite
If she think madd man nah go fight
Me done feed she with popcarn and sprite
Now she whar come fly way like kite
Ooh yea yea
Ooh yea yea
Ooh yea yea yeah
Ooh yea yea yea yea yea yea yea yea…
For the longest while we jamming in the party
And you're wining on me
Pushing everything
Right back on top of me (yea - hey- ai)
But if you think you're gonna get away from me
You better change your mind
You're going home…
You're going home with me tonight
Let me hold you
Girl caress my body
You got me going crazy - you
-Turn me on
-Turn me on…
Let me jam you
Girl wine all around me
You got me going crazy - you
-Turn me on
-Turn me on…
Hug me, hug me, kiss me, kiss me
Hug me, hug me, kiss & caress me
Hug me, hug me, squeeze me, squeeze me
Hug me, hug me, kiss & caress me"
28,The First Cut Is the Deepest,Sheryl Crow," 
I would've given you all of my heart
But there's someone who's torn it apart
And he's taken just all that I have
But if you want, I'll try to love again
Baby, I'll try to love again, but I know

The first cut is the deepest
Baby, I know
The first cut is the deepest
But when it comes to being lucky, he's cursed
When it comes to lovin' me, he's worst

I still want you by my side
Just to help me dry the tears that I've cried
And I'm sure gonna give you a try
If you want, I'll try to love again, try
Baby, I'll try to love again, but I know, oh

The first cut is the deepest
Baby, I know
The first cut is the deepest
But when it comes to being lucky, he's cursed
And when it comes to lovin' me, he's worst


I still want you by my side
Just to help me dry the tears that I've cried
But I'm sure gonna give you a try
'Cause if you want, I'll try to love again
(Try to love again, try to love again)
Baby, I'll try to love again, but I know
Oh-oh

The first cut is the deepest
Baby, I know
The first cut is the deepest
When it comes to being lucky, he's cursed
And when it comes to lovin' me, he's worst

Oh, the first cut is the deepest
Baby, I know
The first cut is the deepest
Try to love again "
29,You Don't Know My Name,Alicia Keys,"
Baby, baby, baby
From the day I saw you
I really, really wanna catch your eye
There's something special 'bout you
And I must really like you
'Cause not a lotta guys are worth my time, oh
Ooh, baby, baby, baby
It's gettin' kind of crazy
'Cause you are takin' over my mind

And it feels like, ooh
But you don't know my name (No)
And I swear, it feels like, ooh (Ooh-ooh-ooh)
But you don't know my name
('Round and 'round and 'round we go, will you ever know?)

Oh, baby, baby, baby
I see us on our first date
You're doin' everything that makes me smile (Ooh-ooh-ooh)
And when we had our first kiss
It happened on a Thursday
Ooh, it set my soul on fire (Ooh-ooh-ooh)
Ooh, baby, baby, baby
I can't wait for the first time
My imagination's runnin' wild

It feels like, ooh
But you don't know my name
And I swear it, baby, it feels like, ooh (Ooh-ooh-ooh)
But you don't know my name
('Round and 'round and 'round we go, will you ever know?)

I'm sayin', he don't even know what he's doin' to me
Got me feelin' all crazy inside
I'm feelin like, ""Ow!"" (Ooh, ooh, ooh)
Doin' more than I've ever done for anyone's attention
Take notice of what's in front of you
'Cause did I mention? (Ow!)
You're 'bout to miss a good thing
And you'll never know how good it feels to have all of my affection
And you'll never get a chance to experience my lovin' (Ow!)

'Cause my lovin' feels like, ooh
But you don't know my name
('Round and 'round and 'round we go, will you ever know?)
And I swear it feels like, ooh (Ooh-ooh-ooh)
But you don't know my name
('Round and 'round and 'round we go, will you ever know?), oh
Will you ever know it?
No, no, no, no, no
No, no
Will you ever know it?

""Well, I'm gonna have to just go ahead and call this boy
Hello? Can I speak to — to Michael?
Oh, hey, how you doin'?
Uh, I feel kinda silly doin' this, but, uh
This is the waitress from the coffee house on 39th and Lenox
You know, the one with the braids?
Yeah, well, I see you on Wednesdays all the time
You come in every Wednesday on your lunch break, I think
And you always order the special, with the hot chocolate
And my manager be trippin' and stuff
Talkin' 'bout we gotta use water
But I always use some milk and cream for you
'Cause I think you're kinda sweet
Anyway, you always got on some fly blue suit
'N, your cuff links are shining all bright
So, whatchu do? Oh, word? Yeah, that's interesting
Look, man, I mean, I don't wanna waste your time, but
I know girls don't usually do this
But I was wondering if maybe we could get together
Outside the restaurant one day?
You know, 'cause I do look a lot different outside my work clothes
And, I mean, we could just go across the street to the park, right here
Wait, hold up, my, my cell phone's breakin' up, hold up
Can you hear me now? Yeah
So, what day did you say?
Oh yeah, Thursday's perfect, man""
And it feels like, ooh
But you don't know my name
('Round and 'round and 'round we go, will you ever know?)
Baby, baby, I swear, it's like, ooh (Ooh-ooh-ooh)
But you don't know my name, no, no, no
('Round and 'round and 'round we go, will you ever know?)
And it feels like, ooh
But you don't know my name
('Round and 'round and 'round we go, will you ever know?)

And I swear on my mother and father it feels like
Ooh, ooh, ooh, ooh, ooh, ooh, ooh (Ooh-ooh-ooh)
Ooh, ooh, ooh, ooh, ooh, ooh, ooh (Ooh-ooh-ooh)
Ooh, ooh, ooh, ooh, ooh, ooh, ooh (Ooh-ooh-ooh)
But you don't know my name
('Round and 'round and 'round we go, will you ever know?) "
30,My Place,Nelly  Jaheim," 
I used to pride myself on being the other man
But now it's flipped and I don't want you with no other man
Why can't you understand that anything I'm offering
I gave you the world, but you just wanted arguing
From the time I picked you up, until the time I dropped you off again
Even if flipped out on me at the mall again
""It's all his fault again,"" that's what you're telling all your friends
I ain't pointing fingers ma, I just wanna call again
See how your day going I know they stressing on you
I know them times get hard that's why I'm checking on you
It's yours truly ma, I got a little message for you
Anything he can do, girl I can do better for you, 'cause

When we laugh or we cry, it's together
Through the rain and the stormiest weather
We gon' still be as one, it's forever
It's forever, it's forever

Won't you come on and go with me (come and go with me)
Oh girl, come on over to my place (my place, my place)
Won't you sit yourself down and take a seat
And let me ease your mind girl, we gon' do it our way (our way)

I heard your friend tell a friend that told a friend of mine
That you was thinking that we should do it one more time
If this ain't the truth then hopefully it's not a lie
'Cause I ain't got no issue with hitting that another time
We never had a problem with getting it done
Disagreed upon a lot ma, but the sex wasn't one
Now check it I know you get excited (still) when I come around and bite it
(Girl) quit frowning up and quit acting like you don't like it
(I like it) I know you like, (I like it)
You really like it, (I really, really like it)
(I want it), I know you want it, (adore it)
Adore it, (so come let me enjoy it)

When we laugh or we cry, it's together
Through the rain and the stormiest weather
We gon' still be as one, it's forever
It's forever, it's forever

Won't you come on and go with me (come and go with me)
Oh girl, come on over to my place (my place, my place)
Won't you sit yourself down and take a seat
And let me ease your mind girl, we gon' do it our way (our way)
Shorty, where you been?
Feels like a long time
Long, long time since I seen you
Yes it has, girl
And I know I said some fucked-up things to you before
But girl you know I didn't mean it
(I'm sorry)
I never meant one single word
If I could take back every word I would and more for sure
If I thought that you would believe it
(Would you believe it?)
Hey, girl, 'cause you make my life so convenient for me

When we laugh or we cry, it's together
Through the rain and the stormiest weather
We gon' still be as one, it's forever
It's forever, it's forever

Won't you come on and go with me (let's go, let's go)
Oh girl, come on over to my place (get back home to my place)
Won't you sit yourself down and take a seat
And let me ease your mind girl, we gon' do it our way (shorty)
(I like it) I know you like, (I like it)
You really like it, (I really, really like it)
(I want it), I know you want it, (adore it)
Adore it, (so come let me enjoy it)
(I like it) I know you like, (I like it)
You really like it, (I really, really like it)
(I want it), I know you want it, (adore it)
Adore it, (so come let me enjoy it)

When we laugh or we cry, it's together
Through the rain and the stormiest weather
We gon' still be as one, it's forever
It's forever, it's forever
When we laugh or we cry, it's together
Through the rain and the stormiest weather
We gon' still be as one, it's forever
It's forever, it's forever

Shorty, where you been?
Feels like a long time
Long, long time since I seen you
Yes it has, girl
And I know I said some fucked-up things to you before
But girl you know I didn't mean it
I never meant one single word
If I could take back every word I would and more for sure
If I thought that you would believe it
Hey, girl, 'cause you make my life so convenient for me, wooo! "
31,Overnight Celebrity,Twista," 

Oh you didn't think we could do it again
Twista, Kanye West, from Po Pimpin' to Poppin' Tags
From Champions to Slow Jammin', oh baby
We can even make you a overnight celebrity
Know what I'm saying? Come on

Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right?
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right?
The way we mold 'em right
I could make you a celebrity overnight

Girl I see you in them Apple Bottom jeans
Chinchilla on your back, I wanna know your name
Girl I'm Twista, I could blow your brains
Put you in a chameleon '04 Range
Still sexy when you smoke that flame
Jerk it like a chicken when you throw that thang
She got me hotter than a oven the way that she talk
Switching to freaky so I'm loving the way that she walk
You looking good, girl, you oughta be in pictures
Listen to me, I see your career going sky high
Taking you home to the crib in the Chi
And everytime I see your thighs, I cry when I drive by
Watching you should be a thrill, got the fellas on some Johnny Gill
Steady screaming, ""My, my, my, my""
Walk on the carpet with the diamonds that flick in the dark
Kicking it on the couch at 106 & Park
I can see your beauty on the big screen
I can see me freaking you with whipped cream
I can see you on stage at the awards
With a dress better than Jennifer's and doing big things
Kick it with me, I can mold your life
You looking good girl, show you right
Dre told me you the prototype
I can make you a celebrity overnight

Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right?
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right?
The way we mold 'em right
I could make you a celebrity overnight
Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right?
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right?
The way we mold 'em right
I could make you a celebrity overnight

You want fame, you can take that path
Candlelights 'fore you take a bath
You got such a sensational ass
I'ma get you Jimmy Choo and Marc Jacob bags
I can cop her a 2003
Make her smile when she sees Spre's
I can get you on CDs and DVDs
Take you to BeBe's and BCBG
I can get you into places to be into
The people to know or show you things to get into
I wanna be your lover and your confidant
And protect you from others, don't ever let a brother pimp you
If you want the style, you can get ya girl
Y'all take a look at her, she got such an astonishing body
I can see ya in some Gucci or Robert Cavalli
And I bet she gon' put a hurt on 'em hard in the party
And you know you kill 'em in the club we go
You was born to be a pro, how you pose taking photos
And I love you cause you freaky with the door closed
Drop it to the flo', let that go when you roll slow
And I love it when I hit it from the back
And you get on top of me and have a brother going ""Oh-oh""
Girl I love how you roll me right
I can make you a celebrity overnight
Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right?
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right?
The way we mold 'em right
I could make you a celebrity overnight

You see, see baby girl
You see how you make a brother break down
I just gotta ask you, what you need?
What you need from me? Oh you wanna be a star?
Are you messing with the right one?
I can take you there, I can make sure
You've got all the finest things
Let me be your manager

Come here girl, I could see you bored
Turn you to the queen that I see you for
Take you shopping on sprees in stores
I'ma get you to the MTV Awards
We about to do a show tonight
You looking good girl, show you right
Take you places I know you like
I could make you a celebrity overnight
Come here girl, you could hang if you bored
We could do plenty things plus more
I'm about to have you changin' in stores
I can even get you to the Soul Train Awards
We about to do a show tonight
You looking good girl, show you right
Take you places I know you like
I could make you a celebrity overnight "
