Rank,Musica,Artista,Letra
20,Peaches & Cream,112,"
It's the S the L the I the M

Let me tell you what I wanna do
Let me show you that I'm feelin' you
Wanna freak, wanna ride with you
Wanna taste, wanna put my lips all over you
Can't get enough of you
Always again with you
So sweet, I can't forget
So good, girl you make me sweat
Girl I'm talkin' 'bout

Peaches and cream (Oooh)
I need it cause you know that I'm a fiend (That's right)
Gettin' freaky in my Bentley limousine
It's even better when it's with ice cream
Know what I mean
Peaches and cream
I need it cause you know that I'm a fiend
Gettin' freaky in my Bentley limousine
It's even better when it's with ice cream
(Girl you taste so good to me)
Know what I mean, peaches and cream

I never thought that I would be
So addicted to you
On top, underneath, on the side of you
Better yet baby right next to you
Love the way you're just flowin down
And I can feel it all around
In the front, in the back of you
Ooh I love the smell of you
Girl you know what I'm talking about
[Hook - 112 (Q)
Peaches and cream
I need it cause you know that I'm a fiend (ooh)
Gettin' freaky in my Bentley limousine (ooohhh)
It's even better when it's with ice cream
Know what I mean
Peaches and cream
I need it cause you know that I'm a fiend
Gettin' freaky in my Bentley limousine
It's even better when it's with ice cream
Know what I mean, peaches and cream

Won't stop girl you know I can't get enough
Wanna taste it in the morning when I'm waking up
Like peach cobbler in my stomach when I eat it up
Got your arms around my neck and I can't get up
See the boys 112 we from the A'
(A' - shorty we don't play)
And when it comes to eating peaches, shorty we don't play
So all the ladies in the house if your peach the shit
Put your hands in the air represent your clique
Peaches and cream (Oooh)
I need it cause you know that I'm a fiend (That's right)
Gettin' freaky in my Bentley limousine  (Girl you are tasty)
It's even better when it's with ice cream
Know what I mean
Peaches and cream
I need it cause you know that I'm a fiend
Gettin' freaky in my Bentley limousine
It's even better when it's with ice cream
Know what I mean, peaches and cream
Oh girl I need it
I gotta have it
It's always on my mind
Know what I mean
Peaches and cream
I like it in my car
Or even in my bed
Or baby on the stairs
Know what I mean
Peaches and cream
Oh girl I need it
I gotta have it
It's always on my mind
Know what I mean
Peaches and cream
I like it in my car
Or even in my bed
Or baby on the stairs
Know what I mean
Peaches and cream
I need it cause you know that I'm a fiend
Gettin' freaky in my Bentley limousine
It's even better when it's with ice cream
Know what I mean
Peaches and cream
I need it cause you know that I'm a fiend
Gettin' freaky in my Bentley limousine
It's even better when it's with ice cream
Know what I mean, peaches and cream "
21,Drive,Incubus," 
Sometimes I feel the fear of
Uncertainty stinging clear
And I, I can't help but ask myself
How much I let the fear take the wheel and steer
It's driven me before, and it seems to have a vague
Haunting mass appeal
But lately I'm beginning to find that I
Should be the one behind the wheel

Whatever tomorrow brings, I'll be there
With open arms and open eyes, yeah
Whatever tomorrow brings, I'll be there
I'll be there, yeah, ohh

So if I decide to waiver my
Chance to be one of the hive
Will I choose water over wine
And hold my own and drive?
Ohh-oh-ohh

It's driven me before, and it seems to be the way
That everyone else gets around
But lately I'm beginning to find that
When I drive myself my light is found

And whatever tomorrow brings, I'll be there
With open arms and open eyes, yeah
Whatever tomorrow brings, I'll be there
I'll be there, yeah, ohh


Would you choose the water over wine
Hold the wheel and drive?

Whatever tomorrow brings, I'll be there
With open arms and open eyes, yeah
Whatever tomorrow brings, I'll be there
I'll be there, yeah, ohh

Do-do-do, do-do-do, do-do-do-do-do
Whoa-oh-oh, do-do-do-do-do
Do-do-do, do-do-do, do-do-do-do-do
Who-a-oh-oh-oh-oh "
22,What Would You Do?,City High,"
Boys and girls, wanna hear a true story?
Saturday night I was at this real wild party
They had the liquor overflowing the cup
About five or six strippers tryna work for a buck
And I took one girl outside with me
Her name was Lonni, she went to junior high with me
I said, ""Why you up in there dancin' for cash?
I guess a whole a lot's changed since I seen you last.""
She said

What would you do if your son was at home
Crying all alone on the bedroom floor
'Cause he's hungry?
And the only way to feed him is to
Sleep with a man for a little bit of money
And his daddy's gone
Somewhere smokin' rock now, in and out of lockdown
I ain't got a job now
So for you this is just a good time, but for me this is what I call life
Mmm

Girl, you ain't the only one with a baby
That's no excuse to be livin' all crazy
Then she looked me right square in the eye
And said every day I wake up hopin' to die
She said, "", I know about pain 'cause
Me and my sister ran away so my daddy couldn't rape us
Before I was a teenager
I done been through more  that you can't even relate to""

What would you do if your son was at home (Oh)
Crying all alone on the bedroom floor (Woahh, woah)
'Cause he's hungry?
And the only way to feed him is to
Sleep with a man for a little bit of money (Yeah, woah)
And his daddy's gone
Somewhere smokin' rock now, in and out of lockdown
I ain't got a job now
So for you this is just a good time, but for me this is what I call life
Mmm (Yeah)

Yo, wait, hold up, hold up, hold up
Hold up, stop the record, yo
Stop the record
Yo shorty, you ain't gotta be going out like this, man

Hold up!
(What would you do?)
Get up on my feet and let go of every excuse
(What would you do?)
'Cause I wouldn't want my baby to go through what I went through
(Come on, what would you do?)
Get up on my feet and stop making tired excuses
(What would you do?)
Girl, I know if my mother can do it, baby, you can do it
What would you do if your son was at home
Crying all alone on the bedroom floor (Crying all alone, yeah)
'Cause he's hungry?
And the only way to feed him is to (Only way to feed him)
Sleep with a man for a little bit of money
And his daddy's gone (No)
Somewhere smokin' rock now, in and out of lockdown (Yeah)
I ain't got a job now (Yeah)
So for you this is just a good time, but for me this is what I call life
Mmm

What would you do if your son was at home
Crying all alone on the bedroom floor
'Cause he's hungry?
And the only way to feed him is to
Sleep with a man for a little bit of money
And his daddy's gone
Somewhere smokin' rock now, in and out of lockdown
I ain't got a job now
So for you this is just a good time, but for me this is what I call life
Come on

What would you do if your son was at home
Crying all alone on the bedroom floor
'Cause he's hungry?
And the only way to feed him is to
Sleep with a man for a little bit of money
And his daddy's gone
Somewhere smokin' rock now, in and out of lockdown
I ain't got a job now
So for you this is just a good time, but for me this is what I call life
Mmm "
23,Survivor,Destiny's Child," 
Now that you're out of my life I'm so much better
You thought that I'd be weak without you, but I'm stronger
You thought that I'd be broke without you, but I'm richer
You thought that I'd be sad without you, I laugh harder
Thought I wouldn't grow without you, now I'm wiser
Thought that I'd be helpless without you, but I'm smarter
You thought that I'd be stressed without you, but I'm chillin'
You thought I wouldn't sell without you, sold nine million

I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What?)
I'm gon' work harder (What?)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)
I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What?)
I'm gon' work harder (What?)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)

Thought I couldn't breathe without you, I'm inhalin'
You thought I couldn't see without you, perfect vision
You thought I couldn't last without you, but I'm lastin'
You thought that I would die without you, but I'm livin'
Thought that I would fail without you, but I'm on top
Thought it would be over by now, but it won't stop
Thought that I would self-destruct, but I'm still here
Even in my years to come, I'm still gon' be here

I'm a survivor (What?)
I'm not gon' give up (What? Yeah)
I'm not gon' stop (What?)
I'm gon' work harder (What? Yeah)
I'm a survivor (What?)
I'm gonna make it (What? Yeah)
I will survive (What?)
Keep on survivin' (What? Keep on survivin', yeah)
I'm a survivor (What?)
I'm not gon' give up (What? Yeah)
I'm not gon' stop (What? I'm not)
I'm gon' work harder (What? I'm gon' work harder, yeah)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What? I will survive, yeah)
Keep on survivin' (What?)
Wishin' you the best, pray that you are blessed
Bring much success, no stress, and lots of happiness
I'm better than that
I'm not gon' blast you on the radio
I'm better than that
I'm not gon' lie on you and your family, yo
I'm better than that
I'm not gon' hate on you in the magazines
I'm better than that
I'm not gon' compromise my Christianity
I'm better than that
You know I'm not gon' diss you on the internet
'Cause my mama taught me better than that

I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What? Hey)
I'm gon' work harder (What?)
I'm a survivor (What? I'm a survivor)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)
I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What?)
I'm gon' work harder (What?)
I'm a survivor (What? I'm a survivor, yeah)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)
Oh (Oh), oh (Oh)
Oh (Oh), oh (Oh)
Oh woah (Oh woah), oh woah (Oh woah)
Woah, woah (Woah), oh woah
After all of the darkness and sadness, soon comes happiness
If I surround myself with positive things, I'll gain prosperity

I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What?)
I'm gon' work harder (What?)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)
I'm a survivor (What?)
I'm not gon' give up (What? Yeah)
I'm not gon' stop (What?)
I'm gon' work harder (What? Nothin' could stop me now)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What? Yeah)
I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What?)
I'm gon' work harder (What?)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)
I'm a survivor (What?)
I'm not gon' give up (What?)
I'm not gon' stop (What?)
I'm gon' work harder (What?)
I'm a survivor (What?)
I'm gonna make it (What?)
I will survive (What?)
Keep on survivin' (What?)

I will survive being fine (La-la-la)
I will survive being sexy (La-la-la)
I will survive being bootylicious "
24,Lady Marmalade,Christina Aguilera," 
Where's all my soul sistas?
Lemme hear y'all flow sistas
Hey sista, go sista, soul sista, flow sista (Uh)
Hey sista, go sista, soul sista, go sista (Uh)

He met Marmalade down in old Moulin Rouge
Struttin' her stuff on the street
She said, ""Hello, hey, Joe! You wanna give it a go?""
Oh, uh-huh

Gitchie, gitchie, ya-ya, da-da (Hey, hey, hey)
Gitchie, gitchie, ya-ya, here (Here, oh)
Mocha Chocolata, ya-ya (Ooh, yeah, uh)
Creole Lady Marmalade (What-what, what-what, what-what?)
Oh-oh

Voulez-vous coucher avec moi, ce soir? (Oh-oh)
Voulez-vous coucher avec moi?
Yeah, yeah, yeah, yeah

He sat in her boudoir while she freshened up (Hey sista, go sista, soul sista, flow sista)
Boy drank all that Magnolia wine (Hey sista, go sista, soul sista, flow sista)
On her black satin sheets where he started to freak, yeah

Gitchie, gitchie, ya-ya, da-da (Da-da-da, uh-huh, uh-huh)
Gitchie, gitchie, ya-ya, here, ooh, yeah, yeah
Mocha Chocolata, ya-ya (Yeah, yeah)
Creole Lady Marmalade, uh

Voulez-vous coucher avec moi, ce soir? (Ce soir)
(What, what, what)
Voulez-vous coucher avec moi?
Ooh

Yeah, yeah, uh
We come through with the money and the garter belts
Let him know we 'bout that cake straight out the gate (Uh)
We independent women, some mistake us for whores
I'm sayin', ""Why spend mine when I can spend yours?""
Disagree? Well, that's you, and I'm sorry
I'mma keep playing these cats out like Atari
Wear high heel shoes, get love from the dudes
Four badass chicks from the Moulin Rouge, uh
Hey sistas, soul sistas, betta get that dough, sistas
We drink wine with diamonds in the glass
By the case, the meaning of expensive taste
If you wanna Gitchie, Gitchie, ya-ya (Come on)
Mocha Chocolata (What?)
Creole Lady Marmalade
One more time, c'mon now
Marmalade (Ooh, oh)
Lady Marmalade (Ooh, yeah, yeah)
Marmalade (No, oh, yeah)
Hey, hey, hey!
(Uh, uh, uh ,uh ,uh ,uh, uh!)

Touch of her skin, feeling silky smooth, oh
Color of café au lait, alright
Made the savage beast inside roar until he cried
More (More), more (More), more
(Uh, uh, uh ,uh ,uh ,uh, uh!)

Now he's back home doin' nine to five (Nine to five)
He's livin' the grey flannel life
But when he turns off to sleep, memories creep
More (*More*), more (*More*), more (More!) (*More*)

Gitchie, gitchie, ya-ya, da-da (Da-da, yeah)
Gitchie, gitchie, ya-ya, here (Ooh)
Mocha Chocolata, ya-ya (Oh, yeah)
Creole Lady Marmalade, hey
Voulez-vous coucher avec moi, ce soir? (Ce soir)
(Ce soir)
Voulez-vous coucher avec moi?
(All my sistas, yeah)
*Voulez-vous coucher avec moi, ce soir*?
(Ce soir)
*Voulez-vous coucher avec moi?* **Oh**
(C'mon! Uh)

Christina (Hey, oh)
P!nk (Lady Marmalade)
Lil' Kim (Hey, hey, uh, uh, uh, uh, uh, uh, uh)
Mýa (*Oh, oh, ooh, yeah*)
Rockwilder, baby (Baby)
Moulin Rouge (Oh-ooh, *da-da*)
Misdemeanor here...
**Creole Lady Marmalade
Ooh, ooh, yes-ah** "
25,Ms. Jackson,Outkast,"
Yeah, this one right here goes out
To all the baby's mamas' mamas
Mamas, mamas, baby mamas' mamas
Yeah, go like this
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times
My baby a drama mama don't like me
She be doin' things like havin' them boys
Come from her neighborhood to the studio, tryna fight me
She need to get a piece of the American pie and take her bite out
That's my house, I'll disconnect the cable and turn the lights out
And let her know her grandchild is a baby and not a pay check
Private school, daycare, shit, medical bills—I pay that
I love your mom and everything
But see, I ain't the only one who laid down
She wanna rib you up to start a custody war, my lawyers stay down
She never got a chance to hear my side of the story, we was divided
She had fish fries, cookouts for my child's birthday, I ain't invited
Despite it I show her the utmost respect when I fall through
All you, do is defend that lady when I call you, yeah

I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times

Me and your daughter got a special thang goin' on (We got a special kinda thing)
You say it's puppy love; we say it's full-grown (Arroof)
Hope that we feel this, feel this way forever
You can plan a pretty picnic but you can't predict the weather
Ms. Jackson
Ten times out of nine, now if I'm lyin', find
The quickest muzzle, throw it on my mouth and I'll decline
King meets queen, then the puppy love thing
Together dream 'bout that crib with the Goodyear swing
On the oak tree, I hope we feel like this forever
Forever, forever ever? Forever, ever?
Forever never seems that long until you're grown
And notice that the day-by-day ruler can't be too wrong
Ms. Jackson, my intentions were good, I wish I could
Become a magician to abracadabra all the sadder
Thoughts of me, thoughts of she, thoughts of he
Asking what happened to the feeling that her and me had
I pray so much about it, need some knee pads
It happened for a reason, one can't be mad
So know this, know that everything's cool
And yes, I will be present on the first day of school and graduation
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry (Uh, uh, yeah)
I apologize a trillion times
""Look at the way he treats me""
Shit, look at the way you treat me
You see, your little nosy-ass homegirls
Done got your ass sent up the creek, G
Without a paddle, you left to straddle and ride this thing on out (Out)
Now you and your girl ain't speakin' no more
'Cause my dick all in her mouth (Mouth)
Know what I'm talkin' about?
Jealousy, infidelity, envy, cheating, beating
In the year 2G, they be the same thing
So who you placin' the blame on?
You keep on singin' the same song, let bygones be bygones
And you can go on and get the hell on, you and your mama
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry, Ms. Jackson, ooh, I am for real (Your mom a bitch)
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry, Ms. Jackson, ooh, I am for real
Never meant to make your daughter cry
I apologize a trillion times "
26,Love Don't Cost a Thing,Jennifer Lopez,"
Think you gotta keep me iced, you don't
Think I'm gonna spend your cash, I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz, I don't
If I wanna floss, I got my own
Even if you were broke
My love don't cost a thing

When you rolled up in the Escalade
Saw the dub you gave to the valet
Knew that it was game when you looked at me
Pulling up your sleeve so I could see the Rollie bling
Saw you later in the corner booth
Raising up a toast, so I would notice you
But you're hard to miss, think you oughta know
Doesn't matter if you're balling out of control

All that matters is
That you treat me right
Give me all the things I need
That money can't buy, yeah

Think you gotta keep me iced, you don't
Think I'm gonna spend your cash, I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz, I don't (Ooh)
If I wanna floss, I got my own
Even if you were broke
My love don't cost a thing

When I took a chance thought you'd understand (You don't understand)
Baby, credit cards aren't romance
So you're trying to buy what's already yours
What I need from you is not available in stores
Seen a side of you (You) that I really feel (Feel)
Doing way too much (Much), never keep it real (Real)
If it doesn't change, gotta hit the road
Now I'm leaving, where's my keys? I've got to go

All that matters is
That you treat me right
Give me all the things I need
That money can't buy, yeah
Think you gotta keep me iced, you don't
Think I'm gonna spend your cash, I won't (Baby)
Even if you were broke
My love don't cost a thing (Love don't cost a thing)
Think I wanna drive your Benz, I don't (No)
If I wanna floss, I got my own
Even if you were broke
My love don't cost a thing

Love don't cost a thing, a thing, a thing
Yeah, yeah, yeah
You think the money that you make (That you make)
Can substitute the time you take (The time you take)
To get the keys into my heart
Think you can win my heart, don't know what's in my heart (Don't cost a thing)
I think you need to take some time
To show me that your love is true (Ooh)
There's more than dollar signs in you
Then you can win my heart, and get what's in my heart

Think you gotta keep me iced, you don't
Think I'm gonna spend your cash, I won't
Even if you were broke
My love don't cost a thing (Love don't cost a thing)
Think I wanna drive your Benz, I don't
If I wanna floss, I got my own
Even if you were broke (Even if you were broke)
My love don't cost a thing (My love don't cost a thing)
Think you gotta keep me iced, you don't
Think I'm gonna spend your cash, I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz, I don't (Think I wanna)
If I wanna floss, I got my own (If I wanna, don't)
Even if you were broke
My love don't cost a thing
Think you gotta keep me iced, you don't (Think I wanna)
Think I'm gonna spend your cash, I won't (If I want my own)
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz, I don't (Think I wanna)
If I wanna floss, I got my own (If I want my own)
Even if you were broke
My love don't cost a thing "
27,The Way You Love Me,Faith Hill," 
If I could grant you one wish
I'd wish you could see the way you kiss
Ooh, I love watching you, baby
When you're driving me, ooh, crazy

Ooh, I love the way you (You laugh and breathe)
Love the way you love me (And smile when you touch me)
There's nowhere else I'd rather be (It drives me wild)
Ooh, to feel the way I feel with your arms around me (I melt and spin and fall again)
I only wish that you could see
The way you love me (Love me)
Whoa, whoa, whoa, the way you love me

It's not right, it's not fair
What you're missing over there
Someday I'll find a way to show you
Just how lucky I am to know you

Ooh, I love the way you (You laugh and breathe)
Love the way you love me (And smile when you touch me)
There's nowhere else I'd rather be (It drives me wild)
Ooh, to feel the way I feel with your arms around me (I melt and spin and fall again)
I only wish that you could see
The way you love me (Love me)
Whoa, whoa, whoa, the way you love me

You're the million reasons why there's love reflecting in my eyes

Ooh, I love the way you (You laugh and breathe)
Love the way you love me (And smile when you touch me)
There's nowhere else I'd rather be (It drives me wild)
Ooh, to feel the way I feel with your arms around me (I melt and spin and fall again)
I only wish that you could see
The way you love me (Love me)
Whoa, whoa, whoa, the way you love me (Love me)
Whoa, whoa, whoa, the way you love me (Love me)
Whoa, whoa, whoa, the way you love me

Oh, the way you love me (Ooh, I love the way you love me)
The way you love me (Ooh, I love the way you love me)
Oh yeah (Ooh, I love the way you love me)
Whoa, whoa, whoa (Yeah)
The way you love me "
28,He Loves U Not,Dream," 
Give it your all, girl
Give it all you got
You can take a chance, and take your best shot
I see what you want girl, and whatcha do
He's never gonna, gonna make it with you

You're pulling petals off a flower tryna get your way (Way)
Keep pulling til it says what you wanna say (Say)
Girl, you can pick a field full of daisies, but he'd still be my baby
And I know you can hardly wait til I'm away from him
Instinctively I know what you're thinking (What you're thinking)
You'll be giving him an open invitation
But my baby won't be taken in

You can pout your cherry lips
Try to tempt him with a sweet kiss (Sweet kiss)
You can flirt your pretty eyes
He ain't got his hands tied

No chains to unlock
So free to do what he wants
He's into what he's got
He loves me
He loves you not
No matter what you do
He's never gonna be with you
He's into what he's got
He loves me
He loves you not

You're the kinda girl that's always up for do-or-dare (Dare)
Only want him just because he's there
Always looking for a new ride
The grass is greener on the other side
You're the kind of girl who's not used to hearing no (No)
All your lovers try to take you where you wanna go (Go)
Doesn't matter how hard you try
You're never gonna get with my guy

No chains to unlock
So free to do what he wants (To do what he wants, yeah)
He's into what he's got (And that's me)
He loves me
He loves you not
No matter what you do
He's never gonna be with you
He's into what he's got
He loves me
He loves you not

Doesn't matter what you do (Do)
He's never, never gonna be with you
Give it your all, girl
Give it all you got
You can take a chance, and take your best shot
Say what you want, girl
Do whatcha do
He's never gonna make it with you

You can pout your cherry lips (Yeah)
Try to tempt him with a sweet kiss (Sweet kiss)
You can flirt your pretty eyes (Pretty eyes)
He ain't got his hands tied

No chains to unlock (No chains)
So free to do what he wants
He's into what he's got
He loves me
He loves you not
No matter what you do
He's never gonna be with you (He's never gonna be with you)
He's into what he's got (Take your best shot)
He loves me (He loves me)
He loves you not
No chains to unlock (No chains)
So free to do what he wants (To do what he wants, yeah)
He's into what he's got (And that's me)
He loves me
He loves you not
No matter what you do
He's never gonna be with you (He's my guy)
He's into what he's got (And that's me)
He loves me
He loves you not
He loves you not "
29,Butterfly,Crazy Town," 
Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, come-come my lady
You're my butterfly, sugar baby

Such a sexy, sexy pretty little thing
Fierce nipple pierce, you got me sprung with your tongue ring
And I ain't gonna lie 'cause your loving gets me high
So to keep you by my side, there's nothing that I won't try
Butterflies in her eyes and looks to kill
Time is passin', I'm askin', ""Could this be real?""
'Cause I can't sleep, I can't hold still
The only thing I really know is she got sex appeal
I can feel, too much is never enough
You're always there to lift me up when these times get rough
I was lost, now I'm found ever since you've been around
You're the woman that I want, so yo, I'm puttin' it down

Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy
Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy

I don't deserve you unless it's some kind of hidden message
To show me life is precious, then I guess it's true
But to tell the truth, I really never knew 'til I met you
See I was lost and confused, twisted and used up
Knew a better life existed, but thought that I missed it
My lifestyle's wild, I was livin' like a wild child
Trapped on a short leash paroled the police files
So yo, what's happenin' now?
I see the sun breakin' down into dark clouds
And a vision of you standin' out in a crowd, so

Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy
Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy

Hey sugar mama, come and dance with me
The smartest thing you ever did was take a chance with me
Whatever tickles your fancy
Girl, it's me and you like Sid and Nancy
So sexy, almost evil
Talkin' 'bout butterflies in my head
I used to think that happy endings were only in the books I read
But you made me feel alive when I was almost dead
You filled that empty space with the love I used to chase
And as far as I can see it don't get better than this
So butterfly, here is a song and it's sealed with a kiss
And a thank you, miss
Come and dance with me
Come and dance with me
Come and dance with me
So come and dance with me
Uh huh, uh huh

Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy
Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy
Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy
Come my lady, come-come my lady
You're my butterfly, sugar baby
Come my lady, you're my pretty baby
I'll make your legs shake, you make me go crazy

Come and dance with me (Yeah)
Come and dance with me
Come and dance with me (Yeah)
Come and dance with me, uh-ha, uh-ha
Come and dance with me (Yeah)
Come and dance with me
Come and dance with me (Yeah)
Come and dance with me
Come and dance with me (Yeah)
Come and dance with me
Come and dance with me "
30,Put It on Me,Ja Rule feat. Lil' Mo and Vita," 
Where would I be without you, baby?
So if you need me, if you want me to put it on you
Because I love you and don't you forget it
Whenever you need me, if you want me to put it on you, come on
Oh, oh, oh
(Uh, uh)
And darling where would I be?
(Yeah, yeah Ja Rule uh uh uh)
Whoa, whoa, oh
(Where would I be without you)
Baby without you

Where would I be without my baby (baby)
The thought alone might break me (ooh)
And I don't wanna go crazy
But every thug needs a lady (Yeah, yeah)

Girl it feel like you and I been mourning together
Inseparable, we chose pain over pleasure
For that you'll forever be a, part of me
Mind body and soul ain't no I in we, baby (No, no)
When you cry who wipes your tears (you)
When you scared, who's telling you there's nothin to fear (you)
Girl I'll always be there
When you need a shoulder to lean on
Never hesitate knowing you can call on, your soul-mate
And vice versa, that's why I be the first to
See Jacob's and frost your wrist up
Now you owe me, I know you're tired of being lonely
So baby girl put it on me

Where would I be without you
(Where would I be without you)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
(I need someone to hold me)
So baby girl put it on me
(I will, I will, I will)
Where would I be without you
(Where would I be without you)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
(I need you to hold me)
So baby girl put it on me
(Whoa, whoa)

Yo, and I appreciate the rocks and gifts that you cop me baby (ooh)
And that house on the hill when you drop like 80 (yeah)
On a down payment thinking damn ain't life gravy
And ever since for my honey I been twice the lady
(Yeah, yeah, yeah, yeah, yeah, yeah)
What would I do without the nights that you kept me warm
When this cold world had a girl caught in a storm
(What would I do?)
And I accept when you riff when you caught in the wrong
And respect when you flip, 'cause our love is strong
And when you hit the block, I watch for 10-4
And when my pops asleep you snuck in the backdoor (oh)
Baby boy we been down since junior high
So when life get hot in july it's the world against you and I
We ballin', tied together and never (hmm)
Heart from the heart, knew that it would last forever (hmm)
When you told me, you would never leave me lonely (lonely)
So baby boy put it on me
Where would I be without you
(Where would I be without you)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
(I need someone to hold me)
So baby girl put it on me
(I will, I will, I will)
Where would I be without you
(Where would I be without you)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
(I need you to hold me)
So baby girl put it on me
(Whoa, whoa)

Since we met it's been you and I
A tear for a tear, baby eye for an eye
And you know that my heart gon cry
If you leave me lonely
'Cause you not just my love you my homie
Who's gonna console me, my love
I'm outta control hold me, my love
'Cause I'm yours
And I don't wanna do nothin' to hurt my baby girl
If this was our world it'd be all yours, baby
The thought alone might break me
And I don't wanna go crazy
'Cause every thug needs a lady (yeah, yeah)
I feel you baby 'cause them eyes ain't lying
Wash away all the tears there be no more crying
And you complete me, and I would die if you ain't wit me
So baby girl put it on me
Where would I be without you
(Where would I be without you)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
(I need someone to hold me)
So baby girl put it on me
(I will, I will, I will)
Where would I be without you
(Where would I be without you)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
('Cause I need you to hold me)
So baby girl put it on me
(Whoa, whoa, whoa)
Where would I be without you
(Yeah, yeah)
I only think about you
(If what you're saying is true)
I know you're tired or being lonely
(I need you to hold me)
So baby girl put it on me
(Hold me, hold me)
Where would I be without you
(Where would I be without you)
I only think about you
(I think about you too)
I know you're tired or being lonely
(Yes I'm so tired)
So baby girl put it on me
(Whoa)

Where would I be if it weren't for you, baby?
'Cause I'm so tired of being lonely
Where, where would I be uf it weren't for you?
'Cause I'm so tired of being lonely, yeah
Come on, ooh
'Cause you that I love you
I need you, I want you"
