Rank,Musica,Artista,Letra
23,Look Alive,BlocBoy JB,
24,Delicate,Taylor Swift," 
This ain't for the best
My reputation's never been worse, so
You must like me for me
We can't make
Any promises now, can we, babe?
But you can make me a drink
Dive bar on the East Side, where you at?
Phone lights up my nightstand in the black
Come here, you can meet me in the back
Dark jeans and your Nikes, look at you
Oh, damn, never seen that color blue
Just think of the fun things we could do

('Cause I like you) This ain't for the best
My reputation's never been worse, so
You must like me for me
(Yeah, I want you) We can't make
Any promises now, can we, babe?
But you can make me a drink

Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate

Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it? Isn't it delicate?

Third floor on the West Side, me and you
Handsome, you're a mansion with a view
Do the girls back home touch you like I do?
Long night with your hands up in my hair
Echoes of your footsteps on the stairs
Stay here, honey, I don't wanna share

('Cause I like you) This ain't for the best
My reputation's never been worse, so
You must like me for me
(Yeah, I want you) We can't make
Any promises now, can we, babe?
But you can make me a drink

Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it? Isn't it delicate?

Sometimes, I wonder, when you sleep
Are you ever dreaming of me?
Sometimes, when I look into your eyes
I pretend you're mine all the damn time

('Cause I like you)
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
(Yeah, I want you)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate (Delicate)
('Cause I like you)
Is it cool that I said all that? (Isn't it?)
Is it chill that you're in my head? (Isn't it? Isn't it?)
'Cause I know that it's delicate (Isn't it delicate?)
(Yeah, I want you)
Is it cool that I said all that? (Isn't it?)
Is it too soon to do this yet? (Isn't it? Isn't it?)
'Cause I know that it's delicate
Isn't it delicate? "
25,Yes Indeed,Lil Baby & Drake," 
Yeah
Wheezy outta here

The dash, it's digi', the schedule busy
My head in a hoodie, my shorty a goodie
My cousins are crazy, my cousins like Boogie
Life is amazin', it is what it should be
Been here for ten but I feel like a rookie
I tell her, ""Look up"" 'cause it's snowin' in Tootsie's
Booked for three years, man, you can't even book me
It's me and Lil Baby, this shit goin' crazy
Wheezy produced it and Weezy F. made me
And she held it down, so she got a Mercedes
Young Money Records, the Army, the Navy
They ran me ten thousand, I threw it like Brady
The foreign is yellow like Tracee and K.D
I trusted my niggas, they never betrayed me
Met all these niggas, they sweeter than Sadie
When I started out, I just took what they gave me
Did all the favors, they never repaid me
It worked in my favor, 'cause nobody saved me

Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like, ""Yes, indeed""

Cartier glasses, I won't even peek at you
Yellow Ferrari like Pikachu
I got 'em waitin' and watchin' what he gon' do
Tryna peep what I do, tryna steal my moves
25 hundred for a new pair of tennis shoes
The same price, I could make them youngins come and finish you
Lawyer been chargin', he a Jewish like he voodoo
Real dope boy, hundred thousand in Evisu
Presidential tints slide by, we don't see you
I been gettin' money, I ain't worried 'bout what he do
I'm gettin' money like I'm from the '80s
Me and Drake 'bout to drop, man, this shit gon' go crazy
They know I'm the truth, comin' straight from the basement
I'm straight as the street, man I come from the pavement
A million, all hundreds, it make 'em go crazy
Wham-wham-wham, bitch, I'm the baby

Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like, ""Yes, indeed""
Me and my dawg goin' all the way
When you livin' like this, they supposed to hate
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like, ""Yes, indeed""
Me and my dawg goin' all the way
When you livin' like this, they supposed to hate
Wheezy outta here "
26,Friends,Marshmello & Anne-Marie," 
Ooh-oh, ooh-woo
Ooh-oh, ooh-woo

You say you love me, I say you crazy
We're nothing more than friends
You're not my lover, more like a brother
I known you since we were like ten, yeah

Don't mess it up, talking that shit
Only gonna push me away, that's it!
When you say you love me, that make me crazy
Here we go again

Don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious? (Ooh-oh, ooh-wooh)
Haven't I made it clear?
Want me to spell it out for you? (Ooh-oh, ooh-wooh)
F-R-I-E-N-D-S
F-R-I-E-N-D-S

Have you got no shame? You looking insane
Turning up at my door (Ah)
It's two in the morning, the rain is pouring
Haven't we been here before? (Ah)

Don't mess it up, talking that shit
Only gonna push me away, that's it! (Ah)
Have you got no shame? You looking insane
Here we go again

So don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

Haven't I made it obvious? (Haven't I made it?)
Haven't I made it clear? (Haven't I made it clear?)
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious? (Ooh, ooh-woah)
Haven't I made it clear? (Haven't I?)
Want me to spell it out for you? (To spell it out for you?)
F-R-I-E-N-D-S
F-R-I-E-N-D-S
F-R-I-E-N-D-S
That's how you **** spell ""friends""
F-R-I-E-N-D-S
Get that shit inside your head
No, no, yeah, uh, ah
F-R-I-E-N-D-S
We're just friends

So don't go look at me (No) with that look in your eye
You really ain't going nowhere without a fight (A fight, nah, nah)
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

Haven't I made it obvious? (Have I not made it obvious?)
Haven't I made it clear? (Yeah, I made it very clear)
Want me to spell it out for you? (Yo)
F-R-I-E-N-D-S (I said F-R-I-E-N-D-S)
Haven't I made it obvious? (I made it very obvious)
Haven't I made it clear? (I made it very clear)
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S
Mmm, ooh, ooh, ooh
Ah, ah-oh, ah-oh "
27,Bad at Love,Halsey," 
Got a boy back home in Michigan
And he tastes like Jack when I'm kissin' him
So I told him that I never really liked his friends
Now he's gone and he's callin' me a bitch again
There's a guy that lives in the Garden State
And he told me that we'd make it 'til we graduate
So I told him that the music would be worth the wait
But he wants me in the kitchen with a dinner plate

I believe, I believe, I believe, I believe that we're meant to be
But jealousy, jealousy, jealousy, jealousy get the best of me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause

I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love

Got a girl with California eyes
And I thought that she could really be the one this time
But I never got the chance to make her mine
Because she fell in love with little thin white lines
London girl with a attitude
We never told no one, but we look so cute
Both got way better things to do
But I always think about her when I'm ridin' through

I believe, I believe, I believe, I believe that I'm in too deep
And jealousy, jealousy, jealousy, jealousy get the best in me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause

I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love (Ooh-ooh)
Oh, you know, you know, you know, you know (Ooh-ooh)
I'm bad at love (Ooh-ooh)
I'm bad at love (Ooh-ooh)
Yeah, uh

I know that you're afraid I'm gonna walk away
Each time the feelin' fades
Each time the feelin' fades
I know that you're afraid I'm gonna walk away
Each time the feelin' fades

You know I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love (Ooh-ooh)

Oh, you know, you know, you know, you know (Ooh-ooh)
I'm bad at love (Ooh-ooh)
Oh, oh "
28,Taste,Tyga," 
D.A.
Hah

Slide on it pimp game with my pinky ring
Lotta gang, lotta bitches, and a icy chain
Why you claim that you rich? That's a false claim
I be straight to the whip, no baggage claim
Whole lotta styles, can't even pronounce the name
You ain't got no style, see you on my Instagram
I be rockin' it like it's fresh out the pan
Only when I'm takin' pics, I'm the middleman
Walk, talk it like a boss, I just lift a hand
Three million cash, call me Rain Man
Money like a shower, that's my rain dance
And we all in black, like it's Gangland
Say the wrong words, you be hangman
Watch me stick to your bitch like a spray tan
Aw, Mr. What-Kind-of-Car-He-In?
And the city love my name, nigga, I ain't gotta say it

(Taste, taste), she can get a taste
(Taste, taste), she can get a taste
(Taste, taste), fuck what a nigga say
It's all the same like Mary-Kate
(Taste, taste), she can get a taste
(Taste, taste), let you get a taste
(Taste, taste), do you love the taste?
Yeah, that's cool, but he ain't like me

Lotta girls like me, niggas wanna fight me
Nigga, get your ass checked like a fuckin' Nike
Me not icy, that's unlikely
And she gon' suck me like a fuckin' Hi-C
Aw, chains on the neck for the whole team
And I feel like Gucci with the ice cream
And my bitch want the Fenty, not the Maybelline
I'm the black JB, the way these bitches scream
Make these bitches scream
Ah, pretty little thing
Like my nigga A.E.
Say, ""Yadadadamean""

(Taste, taste), she can get a taste
(Taste, taste), she can get a taste
(Taste, taste), fuck what a nigga say
It's all the same like Mary-Kate
(Taste, taste), she can get a taste
(Taste, taste), let you get a taste
(Yes, yes), do you love the taste?
Yeah, that's cool (Offset)

Yeah, I'ma put the drip on the plate, yeah (Drip, drip)
Diamond ice glacier, niggas imitate (Ice, ice)
Ayy, ayy, feed me grapes, Maybach with the drake (Grapes)
Slow pace in the Wraith, got this shit from bae (Skrrt)
Diamonds up to par (Par), the cookie hittin' hard (Hard)
The 'Rari sit in park (Park), on Addy on Mars (Mars)
Shotgun shells, we gon' always hit the target (Blah)
Popcorn, big shell poppin' out the cartridge (Pop it)
3400 Nawfside, Charles Barkley (Nawf)
4-8-8, Ferrari (Skrrt)
Make her get on top of me and ride me like a Harley (Ride)
She wanna keep me company and never wan' depart me, depart me (No)
Yeah, fishtail in the parking lot (Skrrt, skrrt)
I don't kick it with these niggas 'cause they talk about ya (Yeah)
Yeah, and I got the fire, don't make me spark it out ya (Fire)
Yeah, keep it in my back pocket like it's a wallet (Who?)
Like the way she suck it, suck it like a Jolly (Woah)
Stack it up and put it with the whole project (Racks)
And she got that Patek on water moccasin (Patek)
I'm rich in real life, I get that profit, copy (Hey)
(Taste, taste), she can get a taste
(Taste, taste), let you get a taste
(Taste, taste), do you love the taste?
Yeah, that's cool, but he ain't like me

(Taste, taste), LA, you can get a taste
(Taste, taste), Miami, you can get a taste
(Taste, taste), Oakland, you can get a taste
(Taste, taste), New York, do you love the taste?
(Taste, taste), Chi-Town, you can get a taste
(Taste, taste), Houston, you can get a taste
(Taste, taste), ayy, Portland, you can get a taste
(Taste, taste), overseas, let them bitches taste
(Taste, taste), she can get a taste
(Taste, taste), she can get a taste
(Taste, taste), do you love the taste?
(Taste, taste), worldwide, they gon' get a taste "
29,Let You Down,NF," 
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down

Yeah, I guess I'm a disappointment, doin' everything I can
I don't wanna make you disappointed, it's annoying
I just wanna make you feel like everything I ever do
Was never tryna make an issue for you, but I guess the more you
Thought about everything you were never even wrong
In the first place, right? Yeah, I'ma just ignore you
Walking towards you with my head down
Lookin' at the ground, I'm embarrassed for you
Paranoia, what did I do wrong this time?
That's parents for you
Very loyal? Shoulda had my back
But you put a knife in it´, my hands are full
What else should I carry for you?
I cared for you, but

Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Le-le-let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down

Yeah, you don't wanna make this work
You just wanna make this worse
Want me to listen to you, but you don't ever hear my words
You don't wanna know my hurt, yeah
Let me guess, you want an apology, probably
How can we keep going at a rate like this?
We can't, so I guess I'ma have to leave
Please, don't come after me
I just wanna be alone right now, I don't really wanna think at all
Go ahead, just drink it off
Both know you're gonna call tomorrow like nothing's wrong
Ain't that what you always do?
I feel like every time I talk to you, you're in an awful mood
What else can I offer you?
There's nothing left right now, I gave it all to you
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Le-le-let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down

Yeah, don't talk down to me
That's not gonna work now
Packed all my clothes and I moved out
I don't even wanna go to your house
Every time I sit on that couch
I feel like you lecture me, eventually, I bet that we
Coulda made this work
And prolly woulda figured things out
But I guess I'm a letdown
But it's cool, I checked out
Oh, you wanna be friends now?
Okay, let's put my fake face on and pretend now
Sit around and talk about the good times that didn't even happen
I mean, why are you laughing?
Must have missed that joke, let me see if I can find a reaction
No, but at least you're happy
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Oh, I let you down
All these voices in my head get loud
And I wish that I could shut them out
I'm sorry that I let you down
Oh, let you down

Yeah, I'm sorry
I'm so sorry now
Yeah, I'm sorry that I let you down "
30,No Limit,G-Eazy ," 
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money

No limit, I'm a fucking soldier, ayy
Always lit, yeah, I'm never sober
It's been three days in a row, your bitch coming over
Told that bitch to kick rocks, she act like it's a boulder, ayy
'Rari, shopping, let me, cop it
Always, poppin', hella, poppin'
She's a, bopper, homie, hoppin'
Ain't no, stopping, album, droppin'
Got the city on fire
Bitch lying on me like she tired
I might have to fuck around and call Kamaiyah
Ho stirring up the pot, jambalaya
Young Gerald, ayy

If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

Yeah, fuck him then I get some money
Yeah, fuck him then I get some money
Yeah, fuck him then I get some money
Yeah, fuck him then I get some money

I need tongue, I need face, give me brain, concentrate
Apple phone, Prada case, kill a weave, rock a lace
Fuck the Moët, buy the Ace, fuck the Ghost, drive the Wraith
Get some money, flood the Rollie, fuck the Rollie, Patek face
My career takin' off, these hoes jogging in place
Swear these hoes run they mouth, how these hoes out of shape?
Can you stop with all the subs? Bitch, I ain't Jared
If you really want some smoke, you can pull up, you can get it
Grab a hand full of braids, make your nigga eat me out
Put a white boy on Sazón, I might turn G-Eazy out
Keep it G from the club 'til the end from the start
You know me, Cardi B, pussy poppin' on the charts, ah, ah!
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money

Yeah, it ain't nice, fam
You can study where I'm from on my Viceland
This is nothing new to me, this my life, fam
I can pull a million girls from a mic stand
Pull one at my show 'cause I like fans
Later on, I got two in my night plans
Man this year, I had 300 one night stands
Keep a Costco pack of rubbers in my night stand
Damn Daniel, back again with the, hah, Saint-Laurent
Ayy, they send me product, yeah, it's retarded
Ayy, this was free, ayy, bitch you bought it
Bitch you on my dick, ayy, bitch get off it
If I hit it one time, I'ma pipe her
If I hit it two times then I like her (I like her)
If I fuck three times, I'ma wife her (Wife her)
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money "
31,Fefe,6ix9ine ," 
It's fuckin' TR3YWAY
King of New York, lookin' for the Queen
Uh, you got the right one, hmm
L-let these, let these b-b-bitches know, nigga
Queens, Brooklyn, brrr, ah
Murda on the beat so it's not nice

Pussy got that wet, wet, got that drip, drip
Got that super soaker, hit that
She a Fefe, her name Keke
She eat my dick like it's free, free
I don't even know like, ""Why I did that?""
I don't even know like, ""Why I hit that?""
All I know is that I just can't wife that
Talk to her nice so she won't fight back
Turn around and hit it from the back, back, back
Bend her down then I make it clap, clap, clap

I don't really want no friends
I don't really want no friends, no

Draco got that kick-back when I blow that, they all do track
They don't shoot back, one shot, close range, red dot
Head tight, yeah, I did that, yeah, I live that
Call a Uber with my shooter, with a Ruger, we gon' do ya
Niggas say they killin' people, but I really fuckin' do it

I don't really want no friends
I don't really want no friends, no

He-he tryna 69 like Tekashi, call him papi
Word to A$AP, keep me Rocky, I'm from New York, so I'm cocky
Say he fuckin' with my posse, copped me Khloé like Kardashi'
Keep this pussy in Versace, said I'm pretty like Tinashe
Put-put it all up in his face, did I catch a case?
Pussy game just caught a body, but I never leave a trace
Face is pretty, ass for days, I get chips, I ask for Lay's
I just sit back and when he done, I be like, ""Yo, how'd it taste?""
(Yo, how'd it taste?)

I don't really want no friends
I don't really want no friends, no

Ayo, Draco got that kick-back
When it kick-back, you can't get yo shit back
In fact this that bitch that
""I hate small talk, I don't fuck with chit-chat""
AC just stopped workin'
So they hit me, told me bring my wrist back
Come through rockin' fashions
That got all these bitches like, ""Yo, what's that?""
(Like, ""Yo, what's that?"")
I don't really want no friends
I don't really want no friends, no

Eeny, meeny, miny, moe
I catch a ho right by her toe
If she ain't fuckin' me and Nicki
Kick that ho right through the door (TR3YWAY)
I don't really want no friends, my old ho just bought this Benz
Nicki just hopped in this shit, now I won't see that bitch again
Eeny, meeny, miny, moe (No)
I catch a ho right by her toe (No)
If she ain't fuckin' me and Nicki
Kick that ho right through the door (No, TR3YWAY)

Mmm, Young Money, Young Money bunny
Colorful hair, don't care
I don't really want no friends
I don't really want no friends, no
I don't really want no friends
I don't really want no friends, no
Scum Gang "
32,Tequila,Dan + Shay," 
I can still shut down a party
I can hang with anybody
I can drink whiskey and red wine
Champagne all night
Little Scotch on the rocks and I'm fine, I'm fine

But when I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya
When I taste tequila (When I, when I, when I)
When I taste tequila (When I, when I, when I)

I can kiss somebody brand new
And not even think about you
I can show up to the same bar
Hear the same songs in my car
Baby, your memory, it only hits me this hard

When I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya (Need ya)
When I taste tequila (When I, when I, when I)
When I taste tequila (When I, when I, when I)

I ain't even drunk, I ain't even drunk and I'm thinkin'
How I need your love, how I need your love, yeah, it sinks in

When I taste tequila
Baby, I still see ya
Sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya (Need ya)
When I taste tequila (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
When I taste tequila (When I, when I, when I)
Ooh "
33,Feel It Still,Portugal. The Man," 
Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?

Ooh woo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

Got another mouth to feed
Leave it with a babysitter, mama, call the gravedigger
Gone with the fallen leaves
Am I coming out of left field?
Ooh woo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might've had your fill, but you feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

We could fight a war for peace
(Ooh woo, I'm a rebel just for kicks now)
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
Or we could wait until the walls come down
(Ooh woo, I'm a rebel just for kicks now)
It's time to give a little to the kids in the middle
But, oh, until it falls, won't bother me

Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming back?

Ooh woo, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse now
Might be over now, but I feel it still

Ooh woo, I'm a rebel just for kicks now
I've been feeling it since 1966 now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still
Might've had your fill, but I feel it still "
34,MotorSport,Migos Nicki Minaj & Cardi B," 
Yeah, woo, yeah, skrrt
M-M-M-Murda

Motorsport, yeah, put that thing in sport (Skrrt, skrrt)
Shawty bad (Bad), pop her like a cork (Pop it)
You a dork, never been a sport (Dork, yeah)
Pull up, woo, woo, jumpin' out the court (Jump)
Cotton candy (Drink), my cup tastes like the fair (Cotton)
Straight up there (Where?), we didn't take the stairs (Where?)
Faced my fears (My fears), gave my mama tears (Mama)
Shiftin' gears (Shift), on the Nawf, get serious (Serious)

Face all your fears, then get at me
Hit so many donuts on them backstreets
Sit so high in the nosebleeds (Yeah)
Feel like I can fly, yeah
Xans, Perky, check (Yeah), Bill Belichick
Take the air out the ball (Ooh), just so I can flex
Take the air out the mall, walk in with the sacks
Take the air out your broad (Hey), now she can't go back (E)
Xans, Perky, check (Yeah), Bill Belichick
Take the air out the ball (Yeah), just so I can flex
Take the air out the mall (Hey), walk in with the sacks
Take the air out your broad (Woo, woo, woo, E)

Offset!
Uh, the coupe came imported (Hey)
This season's Off-White come in snorted (White)
Green Lamborghini a tortoise (Lambo)
No human being, I'm immortal (No)
Patek and A.P. full of water (Patek)
Hundred K, I spend on my señora (Racks)
My pinky on margarine, butter (Margarine)
And my ears got McDonald's nuggets (Ayy)
Soon as I land on the Lear (Whew)
Piguets, they wet, tears ('Guets)
488, hit the gears (488)
Suicide doors, Britney Spears
I'm bougie, so, bitch, don't get near (Bougie)
Criss Angel, make dope disappear (Voilà)
Hit the gas, it got flames out the rears (Skrrt)
It's a race to the bag, get the mills (Hey)

Ride the dick like a BMX
No nigga wanna be my ex (No)
I love when he go on tour
'Cause he cums more, when I see him less
I get up set off
I turn Offset on
I told him the other day
""Man, we should sell that porn""
Yeah, Cardi B, I'm back, bitches
I don't wanna hear I'm actin' different (Yeah)
Same lips that be talkin' 'bout me
Is the same lips that be ass kissin'
These hoes ain't what they say they are
And they pussy stink, they catfishin' (Stank)
Same hoes that was sendin' shots
They reachin' out like they back itchin' (Whoo)
Why would I hop in some beef (Why?)
When I could just hop in a Porsche?
You heard she gon' do what from who?
That's not a reliable source, no
So tell me, have you seen her?
Let me wrap my weave up
I'm the trap Selena
¡Dame más gasolina! Skrrt!
Motorsport, yeah, put that thing in sport (Skrrt, skrrt)
Shawty bad (Bad), pop her like a cork (Pop it)
You a dork, never been a sport (Dork, yeah)
Pull up, woo, woo, jumpin' out the court (Jump)

Uh, yo, watch your man, then you should watch your mouth
Bitches is pressed, administer mouth to mouth
You see them stats, you know what I am about
I am the champ, I'm Iron Mike in a bout
Attention, I'ma need you to face front
You don't want smoke with me, this is a laced blunt
Rap's Jackie Chan, we ain't pullin' them fake stunts
My crown won't fit on your bum-ass lace fronts (Uh)
You bitches catchin' a fade, shout out my nigga Lil Boosie
All of your friends'll be dead, you can get hit with that Uzi
I call him Ricky, he say he love me like Lucy
Get you a straw nigga, you know this pussy is juicy
This Givenchy is custom made, now you can't get it at Saks though
I don't work in no office, but they copyin' and that's facts though
I ain't tryna be violent, but if Nicki on it, it slaps, ho
Get you lined for that paper like a loose leaf when that strap blow
I'm with a couple bad bitches that'll rip the party
If Quavo the QB, I'm Nick Lombardi
Pull up in the space coupe, I done linked with Marty
I can actually afford to get a pink Bugatti
""Ayo, Nick, didn't you just do a hit with Gotti?""
That too, but my niggas send hits like Gotti
It's a wrap, like the things on the head of a Saudi
Bitch, you my son, go and sit on the potty (Rrrrrr)
Brand new Chanels (Chanels)
I scuffed 'em runnin' from 12 (12)
Ain't make no commitment with none of you bitches
'Cause money is treatin' me well (Uh-uh)
If Nicki should show me her titty
Right hand on the Bible, I swear I won't tell (Swear)
If I get to play with that kitty
I wonder how many platinums we gon' sell (Albums)
Pop a Perc and catch a feel (I pop one)
Now I cannot feel the wheel (Woah)
My chest bad, give me chills (Ice)
And the left hand on Richard Mille (Ice)
Not the watch, but the price on the ice
If you don't know what that is (Huh)
Motorsport, motorville
Abort the mission, that's a kill (Pew, pew, brrr)

Motorsport, yeah, put that thing in sport (Skrrt, skrrt)
Shawty bad (Bad), pop her like a cork (Pop it)
You a dork, never been a sport (Dork, yeah)
Pull up, woo, woo, jumpin' out the court (Jump)
Cotton candy (Drink), my cup tastes like the fair (Cotton)
Straight up there (Where?), we didn't take the stairs (Where?)
Faced my fears (My fears), gave my mama tears (Mama)
Shiftin' gears (Shift), on the Nawf, get serious (Serious)

Girl, yeah, yeah, I wish my grandma could see me (Grandma)
Take away pain, ain't easy (Pain)
That's why I fire up a bleezy (Fire)
Niggas not cappin' this season "
35,I Like Me Better,Lauv," 
To be young and in love in New York City
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City
Midnight into morning coffee, burnin' through the hours talking
Damn

I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

I don't know what it is but I got that feelin'
Wakin' up in this bed next to you swear the room, yeah, it got no ceiling
If we lay, let the day just pass us by
I might get to too much talking, I might have to tell you somethin'
Damn

I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

Stay awhile, stay awhile
Stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile
Stay here with me
Lay here with me, eh-eh, eh-eh, ooh

I like me better when I'm with you (Yes, I do, yes, I do, babe)
I like me better when I'm with you (Oooh no)
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

(I like me, I like me)
(Look who you made me, made me, oh no)
Better when
I like me better when I'm with you "
