Rank,Musica,Artista,Letra
27,Mercy,Kanye West," 
Well, it is a weepin' and a moanin' and a gnashin' of teeth
It is a weepin' and a moanin' and a gnashin' of teeth
It is a—when it comes to my sound which is the champion sound
Believe, believe
O-o-o-o-o-okay, Lamborghini Mercy
Your chick, she so thirsty
I-I-I-I-I'm in that two-seat Lambo
With your girl, she tryna jerk me (Believe)
O-o-o-o-o-okay, Lamborghini Mercy
Your chick, she so thirsty
I-I-I-I-I'm in that two-seat Lambo
With your girl, she tryna jerk me
O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo
With your girl, she tryna jerk me (Woah, believe)
O-o-o-o-o-okay, Lamborghini Mercy
Your chick, she so thirsty (Boy)
I-I-I-I-I'm in that two-seat Lambo (Boy)
With your girl, she tryna jerk me

Okay, drop it to the floor, make that ass shake (Shake, shake)
Woah, make the ground move: that's an ass quake
Built a house up on that ass: that's an ass-state
Roll–roll–roll my weed on it: that's an ass tray
Say, Ye, say, Ye, don't we do this every day–day? (Huh?)
I work them long nights, long nights to get a payday (Huh?)
Finally got paid, now I need shade and a vacay
And niggas still hatin'
So much hate, I need a AK (AK)
Now we out in Paris, yeah, I'm Perrierin'
White girls politickin' and that's that Sarah Palin
Get–get–get–get–get–gettin' hot, Californicatin'
I give her that D, 'cause that's where I was born and raised in

O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo (Swerve)
With your girl, she tryna jerk me (Swerve, believe)
O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo (Swerve)
With your girl, she tryna jerk me (Swerve)
Well, it is a weepin' and a moanin' (Swerve)
And a gnashin' of teeth (Swerve)
It is a weepin' and a mournin' (Swerve)
And a gnashin' of teeth (Swerve)
It is a—when it comes to my sound (Swerve)
Which is the champion sound (Swerve)
Believe, believe (Swerve)
Believe, believe (Swerve)
Yuugh! It's prime time, my top back, this pimp game, ho
I'm red leather, this cocaine, I'm Rick James, ho
I'm bill-droppin', Ms. Pac-Man, this pill-poppin' ass ho
I'm poppin' too, these blue dolphins need two coffins
All she want is some heel money
All she need is some bill money
He take his time, he counts it out
I weighs it up, that's real money
Check the neck, check the wrist
Them heads turnin': that's exorcist
My Audemars like Mardi Gras
That's Swiss time, and that's excellence
Two-door preference
Roof gone, George Jefferson
That white frost on that pound cake
So your Duncan Hines is irrelevant, woo
Lambo Murciélago
She go wherever I go
Wherever we go, we do it pronto, it's like—
O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo (Swerve)
With your girl, she tryna jerk me (Swerve, believe)
O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo (Swerve)
With your girl, she tryna jerk me (Swerve)
Well, it is a weepin' and a moanin' (Swerve)
And a gnashin' of teeth (Swerve)
It is a weepin' and a mournin' (Swerve)
And a gnashin' of teeth (Swerve)
It is a—when it comes to my sound (Swerve)
Which is the champion sound (Swerve)
Believe, believe (Swerve)
Believe (Swerve)

Well, it is a weepin' and a moanin'
And a gnashin' of teeth in the dancehall
And who no have teeth gwan rub pon dem gums
Cuh when time it comes to my sound
Which is the champion sound
The bugle has blown fi many times
And it still have one more time left
Cuh the amount of stripe weh deh pon our shoulder
Let the suicide doors up
I threw suicides on the tour bus
I threw suicides on the private jet
You know what that mean, I'm fly to death
I step in Def Jam buildin' like I'm the shit
Tell 'em gimme fifty million or I'ma quit
Most rappers' taste level ain't at my waist level
Turn up the bass 'til it's up-in-yo-face level
Don't do no press but I get the most press, kid
Plus, yo, my bitch make your bitch look like Precious
Somethin' 'bout Mary, she gone off that molly
Now the whole party is melting like Dalí
Now everybody is movin' they body
Don't sell me apartment, I'll move in the lobby (Yah)
Niggas is loiterin' just to feel important
You gon' see lawyers and niggas in Jordans (2 Chainz)
Okay, now catch up to my campaign
Coupe the color of mayonnaise
I'm drunk and high at the same time
Drinkin' champagne on the airplane (Tell 'em)
Spit rounds like a gun range (Baow)
Beat it up like Rampage
Hundred bands, cut your girl
Now your girl need a Band-Aid (Damn)
Grade A, A1
Chain the color of Akon
Black diamonds, backpack rhymin'
Co-signed by Louis Vuitton (Yep)
Horsepower, horsepower
All this Polo on, I got horsepower
Pound of this cost four thousand
Now I make it rain, she want more showers
Rain (Rain) pourin' (Pourin')
All my cars is foreign (Foreign)
All my broads is foreign (Foreign)
Money tall like Jordan
O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo (Swerve)
With your girl, she tryna jerk me (Swerve)
O-o-o-o-o-okay, Lamborghini Mercy (Swerve)
Your chick, she so thirsty (Swerve)
I-I-I-I-I'm in that two-seat Lambo (Swerve, believe)
With your girl, she tryna jerk me (Swerve, believe)
Well, it is a weepin' and a moanin' (Swerve)
And a gnashin' of teeth (Swerve)
It is a weepin' and a moanin' (Swerve)
And a gnashin' of teeth (Swerve)
It is a—when it comes to my sound (Swerve)
Which is the champion sound (Swerve)
Believe, believe (Swerve)
Believe, believe (Swerve)
Well, it is a weepin' and a moanin' and a gnashin' of teeth
It is a weepin' and a moanin' and a gnashin' of teeth
It is a—when it comes to my sound which is the champion sound
Believe, believe, believe, believe "
28,Boyfriend,Justin Bieber," 
If I was your boyfriend, I'd never let you go
I could take you places you ain’t never been before
Baby, take a chance, or you'll never ever know
I got money in my hands that I'd really like to blow
Swag swag swag, on you
Chillin' by the fire while we eating fondue
I don't know about me, but I know about you
So say hello to falsetto in three, two, swag

I'd like to be everything you want
Hey girl, let me talk to you

If I was your boyfriend, I'd never let you go
Keep you on my arm, girl, you'd never be alone
And I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go

Tell me what you like, yeah, tell me what you don't
I could be your Buzz Lightyear, fly across the globe
I don't never wanna fight, yeah, you already know
I'ma make you shine bright, like you’re laying in the snow, burr
Girlfriend, girlfriend, you could be my girlfriend
You could be my girlfriend until the-the-the world ends
Make you dance, do a spin, and a twirl, and
Voice goin' crazy on this hook, like a whirl wind
Swaggy

I'd like to be everything you want
Hey girl, let me talk to you

If I was your boyfriend, I'd never let you go
Keep you on my arm, girl, you'd never be alone
And I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go

So give me a chance 'cause you're all I need, girl
Spend a week with your boy, I'll be calling you my girlfriend
If I was your man (If I was your man), I'd never leave you, girl
I just wanna love and treat you right
If I was your boyfriend, I'd never let you go (Oh yeah)
Keep you on my arm, girl, you'd never be alone (Never be alone)
And I could be a gentleman (A gentleman, ooh), anything you want
If I was your boyfriend (Boyfriend), I'd never let you go
I'd never let you go (If I was your boyfriend)

(Uh) Na-na-na (Yeah), na-na-na, (Uh) na-na-na, yeah, girl
(Uh) Na-na-na (Yeah), na-na-na, yeah, if I was your boyfriend
(Uh) Na-na-na (Yeah), na-na-na, (Uh) na-na-na, hey
(Uh) Na-na-na (Yeah), na-na-na, hey, if I was your boyfriend "
29,Party Rock Anthem,LMFAO ," 
Party Rock
Yeah
Woo!
Let's go!

Party rock is in the house tonight
Everybody just have a good time (Yeah)
And we gon' make you lose your mind (Woo!)
Everybody just have a good time (Clap!)
Party rock is in the house tonight (Oh!)
Everybody just have a good time (I can feel it, baby!)
And we gon' make you lose your mind (Yeah)
We just wanna see you...
Shake that!

In the club: Party rock
Looking for your girl? She on my jock (Huh)
Non-stop when we in the spot
Booty moving weight like she on the block (Woo!)
Where the drank? I gots to know
Tight jeans, tattoo, 'cause I'm rock and roll
Half-black, half-white: domino
Gainin' money, Oprah, dough

Yo! I'm runnin' through these hoes like Drano
I got that devilish flow, rock and roll, no halo
We party rock!, yeah, that's the crew that I'm reppin'
On the rise to the top, no Led in our Zeppelin (Hey!)

Party rock is in the house tonight (Woo!)
Everybody just have a good time (Yeah)
And we gon' make you lose your mind
Everybody just have a good time (Let's go!)
Party rock is in the house tonight
Everybody just have a good time (I can feel it, baby!)
And we gon' make you lose your mind
We just wanna see you...
Shake that!

Every day I'm shufflin'
(Shake)
Shufflin', shufflin' (Shake)

Step up fast and be the first girl to make me throw this cash
We get money, don't be mad, now stop - hatin' is bad
One more shot for us (Another round!)
Please fill up my cup (Don't mess around!)
We just wanna see (You shake it now!)
Now you wanna be (You're naked now!)
Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound (Woo!)
Put your hands up to the sound
Put your hands up to the sound (Let's go!)
Get up, get up, get up
Get up, get up, get up
Get up, get up, get up
Put your hands up to the sound
To the sound
Put your hands up (Woo!)
Put your hands up
Put your hands up
Put your hands up

Party rock is in the house tonight (Put your hands up, woo!)
Everybody just have a good time (Put your hands up)
And we gon' make you lose your mind (Put your hands up)
Everybody just have a good, good, good time

Oh-oh-oh-oh-oh (Put your hands up)
Oh-oh-oh-oh-oh (I can feel it, baby!)
Oh-oh-oh-oh-oh (Put your hands up)
Oh-oh-oh-oh-oh (Put your hands up)
Shake that!
Every day I'm shu-shufflin'
Put yo', put yo' (Hands up)
Put yo', put yo' (Yeah)
Put yo', put yo' (Woo!)
(Hands up)
Put yo', put yo' (Hands up)
Put your hands up
Put your hands up
Put your hands up "
30,Too Close,Alex Clare," 
You know I'm not one to break promises
I don't want to hurt you, but I need to breathe
At the end of it all, you're still my best friend
But there's something inside that I need to release

Which way is right?
Which way is wrong?
How do I say that I need to move on?
You know we're heading separate ways

And it feels like I am just too close to love you
There's nothing I can really say
I can't lie no more
I can't hide no more
Got to be true to myself
And it feels like I am just too close to love you
So I'll be on my way

You've given me more than I can return
Yet there's oh so much that you deserve
Nothing to say, nothing to do
I've nothing to give, I must live without you
You know we're heading separate ways

And it feels like I am just too close to love you
There's nothing I can really say
I can't lie no more
I can't hide no more
Got to be true to myself
And it feels like I am just too close to love you
So I'll be on my way

So I'll be on my way

And it feels like I am just too close to love you
There's nothing I can really say
I can't lie no more
I can't hide no more
Got to be true to myself
And it feels like I am just too close to love you
So I'll be on my way

So I'll be on my way
So I'll be on my way "
31,Part of Me,Katy Perry," 
Days like this, I want to drive away
Pack my bags and watch your shadow fade

You chewed me up and spit me out
Like I was poison in your mouth
You took my light, you drained me down
But that was then and this is now
Now look at me

This is the part of me
That you're never gonna ever take away from me, no
This is the part of me
That you're never gonna ever take away from me, no
Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul
This is the part of me
That you're never gonna ever take away from me, no

I just wanna throw my phone away
Find out who is really there for me

You ripped me off, your love was cheap
Was always tearing at the seams
I fell deep, you let me down
But that was then and this is now
Now look at me

This is the part of me
That you're never gonna ever take away from me, no
This is the part of me
That you're never gonna ever take away from me, no
Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul
This is the part of me
That you're never gonna ever take away from me, no

Now look at me, I'm sparkling
A firework, a dancing flame
You won't ever put me out again
I'm glowing, oh whoa
So you can keep the diamond ring
It don't mean nothing anyway
In fact, you can keep everything, yeah, yeah
Except for me
This is the part of me
That you're never gonna ever take away from me, no
This is the part of me
That you're never gonna ever take away from me, no (Away from me)
Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul (My soul)
This is the part of me
That you're never gonna ever take away from me, no

This is the part of me (No)
Away from me (No)
This is the part of me
No

Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul
This is the part of me
That you're never gonna ever take away from me, no "
32,Young Wild & Free,Snoop Dogg ,"
Is this thing on? Word

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees (Shit)
So what we go out? (Ayy, lemme get a lighter, please?)
That's how it's supposed to be ('Cause you know I'm high as fuck and I forgot one)
Living young and wild and free (Keep that in there)

Ah, ah-ah
So what I keep 'em rolled up?
Saggin' my pants, not carin' what I show
Keep it real with my niggas, keep it player for these hoes
It look clean, don't it?
Washed it the other day, watch how you lean on it
Give me some 501 jeans on it
Roll joints bigger than King Kong's fingers
And smoke them hoes down 'til they stingers
You a class clown and if I skip for the day
I'm with your bitch smokin' grade A

You know what? It's like I'm seventeen again
Peach fuzz on my face, lookin' on the case
Tryna find a hella taste, Oh, my God
I'm on the chase, Chevy, It's gettin' kinda heavy, relevant, sellin' it
Dippin' away, time keeps slippin' away
Zip in the safe, flippin' for pay
Tippin' like I'm drippin' in paint
Upfront, four blunts, like, ""Khalifa put the weed in a J""

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees
So what we go out?
That's how it's supposed to be
Living young and wild and free

Uh, and I don't even care
'Cause if me and my team in there
There's gon' be some weed in the air
Tell 'em, Mac
Blowin' everywhere we goin' and now you knowin'
When I step right up, get my lighter so I can light up
That's how it should be done
Soon as you thinkin' you're down
Find how to turn things around
Now things are lookin' up
From the ground up, pound up, this Taylor Gang
So turn my sound up and mount up and do my thang
Uh, now I'm chillin', fresh outta class, feelin'
Like I'm on my own and I could probably own a building
Got my own car, no job, no children
Had a science project, me and Mac killed it
T-H-C, M-A-C, D-E-V, H-D-3, high as me
This is us, we gon' fuss
And we gon' fight and we gon' roll
And live off life
So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees
So what we go out?
That's how it's supposed to be
Living young and wild and free

Yeah, roll one, smoke one
When you live like this, you're supposed to party
Roll one, smoke one, and we all just havin' fun
So we just roll one, smoke one
When you live like this, you're supposed to party
Roll one, smoke one, and we all just havin' fun

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees
So what we go out?
That's how it's supposed to be
Living young and wild and free "
33,We Are Never Ever Getting Back Together,Taylor Swift," 
I remember when we broke up the first time
Saying, ""This is it, I've had enough,"" 'cause like
We hadn't seen each other in a month
When you said you needed space (What?)
Then you come around again and say
""Baby, I miss you and I swear I'm gonna change, trust me""
Remember how that lasted for a day?
I say, ""I hate you,"" we break up, you call me, ""I love you""

Ooh-ooh-ooh-ooh-ooh
We called it off again last night, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you

We are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever getting back together
Like, ever

I'm really gonna miss you picking fights
And me falling for it, screaming that I'm right
And you would hide away and find your peace of mind
With some indie record that's much cooler than mine

Ooh-ooh-ooh-ooh-ooh
You called me up again tonight, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you

We (We) are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me (Talk to me)
But we are never, ever, ever, ever getting back together

Ooh-ooh-ooh-ooh-ooh (Yeah)
Ooh-ooh-ooh-ooh-ooh-ooh (Yeah)
Ooh-ooh-ooh-ooh-ooh (Yeah)
Oh-oh-oh

I used to think that we were forever, ever
And I used to say, ""Never say never""
Ugh, so he calls me up and he's like, ""I still love you""
And I'm like, ""I just, I mean, this is exhausting, you know?
Like, we are never getting back together, like, ever""

(No) We are never, ever, ever getting back together
We are never, ever, ever (Ooh) getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever getting back together
We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no)
Getting back together
We (Ooh-ooh-ooh-ooh-ooh, oh, oh)
Getting back together (Yeah)
You go talk to your friends, talk to my friends, talk to me (Talk to me)
But we are never, ever, ever, ever getting back together "
34,As Long as You Love Me,Justin Bieber," 
As long as you love me
(Love me, love me, love me, love me, love me, love me)
As long as you love me
(Love me, love me, love me, love me)
As long as you love me

We're under pressure (We're under pressure)
Seven billion people in the world tryna fit in (Tryna fit in)
Keep it together (Keep it together)
Smile on your face, even though your heart is frowning (Frowning)
But hey now (Hey now), you know, girl (You know, girl)
We both know, it's a cruel world (Cruel world)
But I will (But I will) take my chances

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

I'll be your soldier (I'll be your soldier)
Fighting every second of the day for your dreams, girl
(For your dreams, girl)
I'll be your Hova (I'll be your Hova)
You could be my Destiny's Child on the scene, girl
So don't stress (Don't stress), and don't cry (And don't cry)
Oh, we don't need no wings to fly (Wings to fly)
Just take (Take), my hand

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

Woah, woah, B-I-G
I don't know if this makes sense, but, you're my hallelujah
Give me a time and place, I'll rendezvous it
I'll fly you to it, I'll beat you there
Girl, you know I got you
Us, trust, a couple things I can't spell without 'U'
Now we on top of the world (World) 'cause that's just how we do
Used to tell me sky's the limit, now the sky's our point of view
Man, we stepping out, like woah (Oh God)
Cameras point and shoot (Shoot)
Ask me, ""What's my best side?""
I stand back and point at you, you, you
The one that I argue with, feel like I need a new girl to be bothered with
But the grass ain't always greener on the other side
It's green where you water it
So I know, we got issues baby, true, true, true
But I'd rather work on this with you
Than to go ahead and start with someone new
As long as you love me
As long as you love me (Yeah, yeah, baby)
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum (Platinum), I'll be your silver, I'll be your gold

As long as you love me
As long as you love me
As long as you love me (I'll be your silver, I'll be your gold)
As long as you love me, you love me, you love me, yeah
(It's all I want, baby)
As long as you love me, you love me (Please don't go)
As long as you love me, as long as you love me
As long as you love me, yeah
As long as you love me (Love me, love me, love me, love me) "
35,Turn Me On,David Guetta," 
Doctor, doctor, need you back home, baby
Doctor, doctor, where ya at? Give me something
I need your love, I need your love, I need your lovin'
You got that kind of medicine that keeps me comin'

My body needs a hero, come and save me
Something tells me you know how to save me
I've been feeling weird, oh
Oh, I need you to come and rescue me
Oh-oh, oh, oh

Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on

Boy, you make it, make it right
My temperature is super high
If I scream, if I cry
It's only 'cause I feel alive

My body needs a hero, come and save me
Something tells me you know how to save me
I've been feeling weird, oh
Oh, I need you to come and rescue me
Oh-oh, oh, oh

Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on

You've got my life in the palm of your hands (Palm of your hands)
Come and save me now, I know you can (I know you can)

Ah, ah
D-d-d-d-don't let me die young
I just want you to father my young
I just want you to be my doctor
We can get it cracking, chiropractor
I-I-I-I-I-I-I-I-I
I know you can save me and make me feel alive
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on "
36,Moves like Jagger,Maroon 5," 
Oh, na
Oh

Just shoot for the stars if it feels right
Then aim for my heart if you feel like it
Take me away
And make it okay
I swear I'll behave
You wanted control, so we waited
I put on a show, now we're naked
You say I'm a kid
My ego is big
I don't give a shit

And it goes like this (Uh)
Take me by the tongue and I'll know you (Uh)
Kiss me 'til you're drunk and I'll show you
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Uh)
I don't need to try to control you (Uh)
Look into my eyes and I'll own you
With them moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger

Maybe it's hard when you feel like
You're broken and scarred, nothing feels right
But when you're with me
I'll make you believe
That I've got the key
Oh, so get in the car, we can ride it
Wherever you want, get inside it
And you wanna steer
But I'm shifting gears
I'll take it from here (Oh, yeah, yeah)
And it goes like this (Uh)
Take me by the tongue and I'll know you (Uh)
Kiss me 'til you're drunk and I'll show you
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Woo, uh)
I don't need to try to control you (Oh yeah, uh)
Look into my eyes and I'll own you
With them moves like Jagger
I've got them moves like Jagger (Yeah, yeah, yeah)
I've got them moves like Jagger

Uh, you wanna know how to make me smile?
Take control, own me just for the night (Ah)
And if I share my secret, you're gonna have to keep it (Shh)
Nobody else can see this (Ah, uh)
So watch and learn, I won't show you twice
Head to toe, ooh, baby, rub me right, yeah
And if I share my secret, you're gonna have to keep it
Nobody else can see this, hey, hey, hey, yeah
And it goes like this (Uh)
Take me by the tongue and I'll know you (Take me by the tongue, uh)
Kiss me 'til you're drunk and I'll show you (Yeah, yeah)
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Oh yeah; woo, uh)
I don't need to try to control you (Yeah, ooh; uh)
Look into my eyes and I'll own you (Oh-oh)
With them moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger "
37,Blow Me One Last Kiss,Pink,"
White knuckles
And sweaty palms from hanging on too tight
Clenched shut jaw
I've got another headache again tonight
Eyes on fire, eyes on fire
And they burn from all the tears
I've been crying, I've been crying
I've been dying over you
Tie a knot in the rope
Tryna hold, tryna to hold
But there's nothing to grab
So I let go

I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

I won't miss
All of the fighting that we always did
Take it in
I mean what I say when I say there is nothing left
No more sick Whiskey dick
No more battles for me
You'll be calling a trick
'Cause you no longer sleep
I'll dress nice, I'll look good
I'll go dancing alone
I will laugh, I'll get drunk
I'll take somebody home

I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss
Da, da da da da, da da da da
Blow me one last kiss
Da, da da da da, da da da da
Blow me one last kiss

I will do what I please
Anything that I want
I will breathe, I will breathe
I won't worry at all
You will pay for your sins
You'll be sorry, my dear
All the lies, all the ""why's"" will all be crystal clear

I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss
La la la la la, la la la la la, la la la la la
Blow me one last kiss
La la la la la, la la la la la, la la la la la
Blow me one last kiss

Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss "
38,Good Time,Owl City," 
Hmm-mmm-mmm
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh
It's always a good time

Woke up on the right side of the bed
What's up with this Prince song inside my head?
Hands up, if you're down to get down tonight (Hmm-mmm-mmm)
'Cause it's always a good time
Slept in all my clothes, like I didn't care
Hopped into a cab, take me anywhere
I'm in if you're down to get down tonight
'Cause it's always a good time

Good morning and goodnight
I wake up at twilight
It's gonna be alright
We don't even have to try, it's always a good time (Woo!)

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time
(Good time, good time, it's always a good time)
(Woah-oh-oh-oh)

Freaked out, dropped my phone in the pool again
Checked out of my room, hit the ATM
Let's hang out if you're down to get down tonight
'Cause it's always a good time

Good morning and goodnight
I wake up at twilight
It's gonna be alright
We don't even have to try, it's always a good time (Woo!)

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time

Doesn't matter when
It's always a good time then
Doesn't matter where
It's always a good time there
Doesn't matter when
It's always a good time then
(It's always a good time!)
Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time
Woah-oh-oh-oh, oh-oh-oh (Doesn't matter where)
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh (Doesn't matter where)
We don't even have to try, it's always a good time

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh "
39,Give Your Heart a Break,Demi Lovato," 
The day I first met you
You told me you'd never fall in love
But now that I get you
I know fear is what it really was

Now here we are, so close
Yet so far, haven't I passed the test?
When will you realize
Baby, I'm not like the rest?

Don't wanna break your heart, wanna give your heart a break
I know you're scared it's wrong, like you might make a mistake
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break

Give your heart a break, let me give your heart a break
Your heart a break, oh yeah, yeah

On Sunday, you went home
Alone, there were tears in your eyes
I called your cell phone
My love, but you did not reply

The world is ours if we want it
We can take it, if you just take my hand
There's no turning back now
Baby, try to understand

Don't wanna break your heart, wanna give your heart a break
I know you're scared it's wrong, like you might make a mistake
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break

Give your heart a break, let me give your heart a break
Your heart a break, there's just so much you can take
Give your heart a break, let me give your heart a break
Your heart a break, oh yeah, yeah

When your lips are on my lips
Then our hearts beat as one
But you slip out of my fingertips
Every time you run
Woah, woah

Don't wanna break your heart, wanna give your heart a break (Don't wanna break your heart)
I know you're scared it's wrong, like you might make a mistake (I know you're scared it's wrong)
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break (Let me give your heart)
'Cause you've been hurt before, I can see it in your eyes
You try to smile it away, some things, you can't disguise
Don't wanna break your heart, baby, I can ease the ache, the ache
So let me give your heart a break
Give your heart a break, let me give your heart a break
Your heart a break, there's just so much you can take
Give your heart a break, let me give your heart a break (Your heart)
Your heart a break (A break), oh yeah, yeah

The day I first met you
You told me you'd never fall in love "
