Rank,Musica,Artista,Letra
29,Too Good,Drake," 
Oh yeah, yeah, yeah
Oh yeah, yeah, yeah
Yeah

Look...I don't know how to talk to you
I don't know how to ask you if you're okay
My friends always feel the need to tell me things
Seems like they're just happier than us these days
Yeah
These days I don't know how to talk to you
I don't know how to be there when you need me
It feels like the only time you see me
Is when you turn your head to the side and look at me differently
Yeah

And last night I think I lost my patience
Last night, I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it, oh

I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

I don't know how to talk to you
I just know I found myself getting lost with you
Lately you just make me work too hard for you
Got me on flights overseas, and I still can't get across to you

And last night I think I lost my patience
Last night, I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it, oh

I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

Years go by too fast
I can't keep track
How long did we last?
I feel bad for asking
It can't end like this
We gotta take time with this
Cock up yuh bumper, sit down pon it
Let me see if this is something I can fix (Six)
You got somebody other than me
Don't play the victim when you're with me
Free time is costing me more than it seems
Sacrificing things
And I wanna tell you my intentions
I wanna do the things that I mention
I wanna benefit from the friendship
I wanna get the late night message from you, from you
I put my hands around you
Gotta get a handle on you
Gotta get a handle on the fact that I
I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
Gyal a you mi waan
Pay fi yuh visa meck yo fly out regular
Baby, cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket
Cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket "
30,Low Life,Future,"
High, high, get, get, gettin' high, everybody gettin' high
Get, get, get, gettin' high, you're unbelievably high

I just took some molly, what else? (Hey)
Got some bitch from Follies with us ('Scuse me, 'scuse me)
She gon' fuck the squad, what else? (I swear)
I'ma fuck her broads, what else? (Yeah, yeah!)
Bitch from Pakistan, what up? ('Rari!)
Ferraris and them Lambs, what else? (Skrrt, skrrt!)
'Bout to fuck this club up, what else? (Yeah, yeah!)

(Metro Boomin want some more, nigga!) (Turn up)

I turn the Ritz into a poor house (Turn up)
It's like eviction number four now (Woo)
Go 'head and ash it on the floor now (Swear)
Girl, go 'head and show me how you go down
And I feel my whole body peakin' (Yeah)
And I'm fuckin' anybody with they legs wide (Racks)
Gettin' faded with some bitches from the West Side (Woo)
East coast nigga reppin' North Side, never waste a ho's time (Freebandz)
Bitch, I'm on my own time, fuck a nigga co-sign (Woo)
Always change my number and my phone line (And my, and my)
Baby girl, I don't lie, used to have no money for a crib (Turn up)
Now my room service bill cost your whole life (Ayy)
If they try to stunt me, I go all out military (Turn up)
I'm camo'd all out, like I'm in the military (Turn up)
And free up all my niggas locked up in the penitenti' (Swear)
'Cause I'm always reppin' for that low life

Reppin' for that low life (Turn up), low life, low life
Low life, know I'm reppin' for that low
Low life (Representin'), yeah (I'm representin')
Said I'm reppin' for that low life (Representin')
Low life, low life, low life, low life (I'm representin' for that low life)
Said I'm repping for that low life (I'm reppin', that's reppin', I'm reppin')
Low life, low life, low life (Rep, rep, rep, rep, rep, rep, rep, woo, woo, woo, woo)
Yeah
Wake up, take a sip of Ace of Spade like it's water
I been on the molly and them Xans with your daughter
If she catch me cheating, I won't ever tell her, ""sorry""
If she catch me cheating, I will never tell her, ""sorry""
Porsches in the valet, I got Bentleys, I got 'Raris
Taking pain pills on the plane, gettin' chartered
Poppin' tags on tags, I was starvin'
Bitch, I got the juice and the carbine
Turn a five star hotel to a traphouse
Roaches everywhere, like we forgot to take the trash out
Flood my cross with ice, gettin' money my religion
Got my baby momma and my side bitch kissin'
I turn the Ritz into a lean house
This the sixth time gettin' kicked out
I can't feel my face, I'm on Adderall, nauseous
Niggas tryna ride my fuckin' wave, now they salty
Runnin' with the wave, get you killed quick
Shoot you in your back like you Ricky
Li'l Mexico, with no life to afterlife
My whole life, my whole life
'Cause I'm always reppin' for that low life (Wait), low life, low life
Low life, know I'm reppin' for that low
Low life (Representin'), yeah (I'm representin')
Said I'm reppin' for that low life (Representin', wait)
Low life, low life, low life, low life (I'm representin' for that low life, for the low life)
Said I'm repping for that low life (For the low life, I'm reppin' for the low life)
Low life, low life, low life (Wait, wait, low life)
Yeah

Yeah, they stereotypin'
'Cause they know a nigga keep ten rifles (Ten rifles)
And they know a nigga keep ten snipers (Ten snipers)
Keepin' baby bottles like we wearin' diapers
Yeah, they stereotypin'
'Cause they know a nigga keep twenty rifles
And they know a nigga keep twenty snipers
And they know a nigga keep ten wifeys (Ha-ha-ha!)
Sniper, sniper, sniper, sniper, sniper
Wifey, wifey, wifey, wifey, wifey
That's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her
That's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her
Oh, that's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her, ha
Getting high, getting high, getting high, everybody getting high
Getting high, getting high, getting high, everybody getting high
Getting high, getting high, getting high, everybody getting high
Getting high, getting high, getting high, and I'm the reason why
I just took some molly, what else? (Getting high, getting high, getting high, everybody getting high)
Got some bitch from Follies with us (Getting high, getting high, getting high, everybody getting high)
She gon' fuck the squad, what else? (Getting high, getting high, getting high, everybody getting high)
I'ma fuck her broads, what else? (Getting high, getting high, getting high, and I'm the reason why)
Bitch from Pakistan, what up?
Ferraris and them Lambs, what else?
'Bout to fuck this club up, what else?

We 'bout to fuck this club up, what else? "
31,What Do You Mean?,Justin Bieber,"

What do you mean?  Oh, oh
When you nod your head yes, but you wanna  say no
What do you mean?  Hey, yeah
When you don't want me to move, but you tell me to go
What do  you mean? Oh,  what do you mean?
Said you're runnin' outta time,  what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

You're so indecisive of what I'm sayin'
Tryna catch the beat, make up your heart
Don't know if you're happy or complainin'
Don't want for us to end, where do I start?

First you wanna go to the left, then you wanna turn right (Right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then  between ('Tween)
Oh, I really wanna know

What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?

You're overprotective when I'm leavin'
Tryna compromise, but I can’t win
You wanna make a point, but you keep preachin'
You had me from the start, won't let this end

First you wanna go to the left, then you wanna turn right
(Turn right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then between ('Tween)
Oh, I really wanna know

What do you mean? Oh, oh (Yeah, yeah, yeah, yeah)
When you nod your head yes, but you wanna say no
What do you mean? (Oh, what do you mean?) Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? (I wanna know, ooh)
Oh, what do you mean? (Ooh)
Said you're runnin' outta time, what do you mean? (Oh, baby)
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean? (Don't be so selfish, baby, yeah, yeah) Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? (You're so confusin', baby) Hey, yeah
When you don't want me to move (Hey), but you tell me to go
What do you mean? (Be more straightforward)
Oh, what do you mean? (Hey, ah, ah, ah)
Said you're runnin' outta time, what do you mean? (Hey, ah, ah, ah)
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean? "
32,The Hills,The Weeknd," 
Yeah
Yeah
Yeah

Your man on the road, he doin' promo
You said, ""Keep our business on the low-low""
I'm just tryna get you out the friend zone
'Cause you look even better than the photos
I can't find your house, send me the info
Drivin' through the gated residential
Found out I was comin', sent your friends home
Keep on tryna hide it, but your friends know

I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

I'ma let you know and keep it simple
Tryna keep it up don't seem so simple
I just fucked two bitches 'fore I saw you
And you gon' have to do it at my tempo
Always tryna send me off to rehab
Drugs started feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse

I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies (Hide your lies, oh, baby)
Only you to trust, only you
I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe
"
33,Just Like Fire,Pink," 
I know that I am runnin' out of time
I want it all, mm-mm
And I'm wishin' they'd stop tryin' to turn me off
I want it on, mm-mm
And I'm walkin' on a wire, tryin' to go higher
Feels like I'm surrounded by clowns and liars
Even when I give it all away
I want it all, mm-mm

We came here to run it, run it, run it
We came here to run it, run it, run it

Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic, I'll be flyin' free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me anyway
Just like fire, uh

And people like to laugh at you cause they are all the same, mmm
See I would rather we just go a different way than play the game
And no matter the weather, we can do it better
You and me together, forever and ever
We don't have to worry 'bout a thing, 'bout a thing

We came here to run it, run it, run it
We came here to run it, run it, run it

Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic,  I'll be flyin' free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me anyway
Just like fire, fire, fire
Run it, run it, run it
We came here to run it, run it, run it

So look, I came here to run it
Just cause nobody's done it
Y'all don't think I can run it
But look, I been here, I done it
Impossible? Please
Watch, I do it with ease
You just gotta believe
Come uh, come uh with me
Oh, what's a girl to do? (What, what?)
Hey, what's a girl to do? (What, what?)
Oh, what's a girl to do? (What, what?)
Mmmm, what's a girl to do?
Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way

Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic,  I'll be flyin' free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me anyway
Just like fire, fire

Run it, run it, run it
Just like fire
Run it, run it, run it "
34,Broccoli,DRAM," 
Ain't no tellin' what I'm finna be on, ayy, ayy
I'm beyond all that fuck shit, hey
Hey, lil' mama, would you like to be my sunshine?
Nigga, touch my gang, we gon' turn this shit to Columbine
Ice on my neck, cost me ten times three
Thirty thousand dollars for a nigga to get flee
I just hit Rodéo and I spent like ten Gs
I just did a show and spent the check on my mama
When I go on vacay I might rent out the Bahamas
And I keep like ten phones, damn, I'm really never home
All these niggas clones, tryna copy what I'm on (what I'm on)
Nigga, get your own, tryna pick a nigga bone
Word to brother, Skip, boy, I had a good day
Metro PCS, trappin', boy, I'm makin' plays
Fifty Shades of Grey, beat that pussy like Hulk Hogan
I know you know my slogan, if it ain't 'bout guap, I'm gone
Niggas hatin' 'cause I'm chosen from the concrete, I had rose
Shawty starin' at my necklace 'cause my diamonds really froze
Put that dick up in her pussy, bet she feel it in her toes
I'm a real young nigga from the six throwin' 'bows
I'm a real young nigga from the six throwin' 'bows
Real young nigga from the six throwin' 'bows

In the middle of the party, bitch, get off me (goddamn)
In the cut, I'm rollin' up my broccoli (goddamn)
Yeh, I know your baby mama fond of me (goddamn)
All she want to do is smoke that broccoli (goddamn)
Whispered in my ear, she tryna leave with me (goddamn)
Tell her I can get that pussy easily (goddamn)
Tell her I can hit that shit so greasily (goddamn)
I'm a dirty dog, I did it sleazily (damn)

Ain't no tellin' what I'm finna be on, ayy, ayy
I'm beyond all that fuck shit, ayy
Ain't no tellin' what I'm finna, hey I'm beyond, ayy, ayy
Said I'm beyond all that fuck shit, ayy

I got companies and Pesos
I got people on my payroll
She don't do it 'less I say so
I don't smoke if it ain't fuego
I should sauce 'em up like Prego
Fettucini with Alfredo
All I wanted was the fame and every game they made on Sega
I was five or six years old when I had told myself, ""Okay you're special""
But I treat you like my equal never lesser
I was twenty-six years old when we had dropped this one amazing record
Had the world steppin'
That's what I call epic
Couple summers later I got paper
I acquired taste for salmon on a bagel
With the capers on a square plate
At the restaurant with the ""why you got to stare"" face
To know I either ball or I record over the snare and bass
Rapper face, dread headed
Golden diamond teeth wearin'
They just mad 'cause I got that cheese, bitch, I keep dairy
Turnt up in the party, gettin' lit to Yachty
With a Spanish Barbie, word to my mami
In the middle of the party, bitch, get off me (off me)
In the cut, I'm rollin' up my broccoli
(my weed, my weed)
Yeah, I know your baby mama fond of me (she fond of me)
All she want to do is smoke that broccoli
(the weed, the weed)
Whispered in my ear she trying to leave with me
(she runnin' for)
Said that I can get that pussy easily
(she fallin' for)
Said I can hit that shit so greasily (oh yeah, oh yeah)
I'm a dirty dog, I did it sleazily (yeah) "
35,Don't,Bryson Tiller," 
Don't, don't play with her, don't be dishonest (Ayy)
Still not understandin' this logic (Ayy)
I'm back and I'm better (And I'm better)
I want you bad as ever
Don't let me just let up
I wanna give you better
Baby, it's whatever
Somebody gotta step up
Girl, I'm that somebody, so I'm next up
Be damned if I let him catch up
It's easy to see that you're fed up
I am on a whole 'nother level
Girl, he only fucked you over 'cause you let him
Fuck him, girl, I guess he didn't know any better
Girl, that man didn't show any effort
Do all I can just to show you you're special
Certain it's your love that holds me together
Lately you say he been killin' the vibe
Gotta be sick of this guy
Pull up, skrr, get in the ride
Left hand is steerin' the other is grippin' your thigh
Light up a spliff and get high
Shawty, you deserve what you've been missin'
Lookin' at you I'm thinkin' he must be trippin'
Play this song for him, tell him, ""Just listen""

Don't
Don't

Girl, said he keeps on playin' games
And his lovin' ain't the same
I don't know what to say, but
What a shame
If you were mine you would not get the same
If you were mine you would top everything
Suicide in the drop switchin' lanes
And that thing so fire, baby, no propane
Got good pussy, girl, can I be frank?
To keep it 100, girl, I ain't no saint
But he the only reason that I'm feelin' this way
Givin' you the world, baby, when you get space
Pen game get me laid, baby, that's penetrate
Oh baby

Don't
H-Town got a nigga so throwed
Pour up, we can party some more
Yeah, got this drank in my cup
Got a young nigga feelin' so throwed
Spit fire in a world so cold
Young money got a nigga feelin' old
Spit fire in a world so cold
H-Town got me feelin' so throwed
H-Town got me feelin' so throwed
Ride paint and we sip 'til we fold
H-Town got me feelin' so throwed
Spit fire in a world so cold
H-Town got a nigga so throwed
Don't "
36,Dangerous Woman,Ariana Grande," 
Oh, yeah

Don't need permission
Made my decision to test my limits
'Cause it's my business, God as my witness
Start what I finished
Don't need no hold up
Taking control of this kind of moment
I'm locked and loaded
Completely focused, my mind is open

All that you got
Skin to skin, oh my God
Don't you stop, boy

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout

Nothing to prove and I'm bulletproof and
Know what I'm doing
The way we're movin'
Like introducing us to a new thing
I wanna savor, save it for later
The taste, the flavor, 'cause I'm a taker, 'cause I'm a giver
It's only nature, I live for danger

All that you got
Skin to skin, oh my God
Don't ya stop, boy (Oh, yeah)

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout you

All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
(Somethin' 'bout, somethin' 'bout—)
All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
(Somethin' 'bout, somethin' 'bout—)
Mm-mm
Ooh-ooh

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't (Yeah)
Somethin' 'bout, somethin' 'bout, somethin' 'bout you (Yeah)
All girls wanna be like that (Mm-mm)
Bad girls underneath like that
You know how I'm feeling inside (You know how I'm feeling inside, baby)
(Somethin' 'bout, somethin' 'bout you)
All girls wanna be like that
Bad girls underneath like that
You know how I'm feeling inside
(Somethin' 'bout, somethin' 'bout—)
Yeah, there's somethin' 'bout you, boy (Ha)
Yeah, there's somethin' 'bout you, boy (Ha-ah-ayy)
Yeah, there's somethin' 'bout you, boy
(Somethin' 'bout, somethin' 'bout, somethin' 'bout you)
Yeah, there's somethin' 'bout you, boy
Yeah, there's somethin' 'bout you, boy
Yeah, there's somethin' 'bout you, boy, oh, yeah
(Somethin' 'bout, somethin' 'bout, somethin' 'bout) You "
37,Jumpman,Drake ," 
If Young Metro don't trust you, I'm gon' shoot you
Yeah, ah, yeah
Halloween
Taliban, Taliban
I'm gon' shoot you (Yeah)

Jumpman, Jumpman, Jumpman, them boys up to somethin'
They just spent like two or three weeks out the country
Them boys up to somethin', they just not just bluffin'
You don't have to call, I hit my dance like Usher, woo
I just found my tempo like I'm DJ Mustard, woo
I hit that Ginóbili with my left hand up like woo
Lobster and Céline for all my babies that I miss
Chicken fingers, french fries for them hoes that wanna diss
Jumpman, Jumpman, Jumpman, them boys up to somethin'
Uh, uh, uh, I think I need some Robitussin
Way too many questions, you must think I trust ya
You searchin' for answers, I do not know nothing, woo
I see 'em tweakin', they know something's comin', woo
Jumpman, Jumpman, Jumpman, them boys up to somethin', woo
Jumpman, Jumpman, Jumpman, fuck was you expecting? Woo
Chi-Town, Chi-Town, Michael Jordan just had text me, woo

Jumpman, Jumpman, Jumpman, Jumpman, Jumpman, Jumpman
I just seen the jet take off, they up to somethin'
Them boys just not bluffin', them boys just not bluffin'
Jumpman, Jumpman, Jumpman, them boys up to somethin'
She was tryna join the team, I told her wait
Chicken wings and fries, we don't go on dates
Nobu, Nobu, Nobu, Nobu, Nobu, Nobu
I just threw a private dinner in LA
Trappin' is a hobby, that's the way for me
Money comin' fast, we never gettin' sleep
I, I just had to buy another safe
Bentley Spurs and Phantom, Jordan fadeaway

Yeah, Jumpman, Jumpman, I don't need no introduction
Jumpman, Jumpman, Metro Boomin on production, wow
Hundred cousins out in Memphis, they so country, wow
Tell her, ""Stay the night, valet your car, come fuck me now""
Jumpman, Jumpman, live on TNT, I'm flexin', woo
Jumpman, Jumpman, they gave me my own collection, woo
Jump when I say jump, girl, can you take direction? Woo
Mutombo with the bitches, you keep gettin' rejected, woo

Heard they came through Magic City on a Monday
Heard they had the club wild, it was star-studded
A bunch of girls goin' wild when your chain flooded
And I had 'em like wow, cup dirty

Dopeman, dopeman, dopeman, dopeman, dopeman, dopeman
Money on the counter, choppers on the floor
I just copped that tempo, DJ Mustard, woo
Way too much codeine and Adderall
We just count up big racks, woah
I know I'ma get my bitch back, woah
I count all these racks that I have on me now, I'ma have you like, ""Woah""
Chanel N°9, Chanel N°5, well, you got 'em both
Jumpman, Jumpman, Jumpman, them boys up to somethin'
They just spent like two or three weeks out the country
Them boys up to somethin', they just not just bluffin'
Jumpman, Jumpman, Jumpman, them boys up to somethin' "
38,I Hate U I Love U,Gnash,"
Feeling used, but I'm
Still missing you and I can't
See the end of this
Just wanna feel your kiss against my lips
And now all this time is passing by
But I still can't seem to tell you why
It hurts me every time I see you
Realize how much I need you

I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her

I miss you when I can't sleep
Or right after coffee or right when I can't eat
I miss you in my front seat
Still got sand in my sweaters
From nights we don't remember
Do you miss me like I miss you?
Fucked around and got attached to you
Friends can break your heart, too
And I'm always tired, but never of you
If I pulled a you on you, you wouldn't like that shit
I put this reel out, but you wouldn't bite that shit
I type a text, but then I never mind that shit
I got these feelings, but you never mind that shit
Oh oh, keep it on the low
You're still in love with me, but your friends don't know
If you wanted me, you would just say so
And if I were you, I would never let me go

I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her

I don't mean no harm, I just miss you on my arm
Wedding bells were just alarms
Caution tape around my heart
You ever wonder what we could have been?
You said you wouldn't and you fucking did
Lie to me, lie with me, get your fucking fix
Now all my drinks and all my feelings are all fucking mixed
Always missing people that I shouldn't be missing
Sometimes you gotta burn some bridges just to create some distance
I know that I control my thoughts and I should stop reminiscing
But I learned from my dad that it's good to have feelings
When love and trust are gone
I guess this is moving on
Everyone I do right does me wrong
So every lonely night, I sing this song
I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her

All alone, I watch you watch her
Like she's the only girl you've ever seen
You don't care, you never did
You don't give a damn about me
Yeah, all alone, I watch you watch her
She is the only thing you've ever seen
How is it you never notice
That you are slowly killing me?

I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her "
39,Here,Alessia Cara," 

I guess right now you've got the last laugh

I'm sorry if I seem uninterested
Or I'm not listenin' or I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really, I would rather be at home all by myself
Not in this room with people who don't even care about my well-being
I don't dance, don't ask, I don't need a boyfriend
So, you can go back, please, enjoy your party
I'll be here, somewhere in the corner
Under clouds of marijuana with this boy who's hollerin'
I can hardly hear
Over this music I don't listen to and I don't wanna get with you
So, tell my friends that I'll be over here

Oh-oh-oh, here, oh-oh-oh, here
Oh-oh-oh, I ask myself, what am I doin' here?
Oh-oh-oh, here, oh-oh-oh, here
And I can't wait 'til we can break up out of here

Excuse me if I seem a little unimpressed with this
An anti-social pessimist, but usually I don't mess with this
And I know you mean only the best
And your intentions aren't to bother me, but honestly, I'd rather be
Somewhere with my people, we can kick it and just listen to
Some music with a message, like we usually do
And we'll discuss our big dreams, how we plan to take over the planet
So, pardon my manners, I hope you'll understand that I'll be here
Not there in the kitchen
With the girl who's always gossipin' about her friends
So, tell them I'll be here
Right next to the boy who's throwin' up
'Cause he can't take what's in his cup no more
Oh God, why am I here?

Oh-oh-oh, here, oh-oh-oh, here
Oh-oh-oh, I ask myself, what am I doin' here?
Oh-oh-oh, here, oh-oh-oh, here
And I can't wait 'til we can break up out of here
Hours later, congregatin' next to the refrigerator
Some girl talkin' 'bout her haters, she ain't got none
How did it ever come to this? I should've never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
And I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo, I'll be over here
Oh-oh-oh, here, oh-oh-oh, here
Oh-oh-oh, I ask myself, what am I doin' here?
Oh-oh-oh, here, oh-oh-oh, here
And I can't wait till we can break up out of here "
40,Same Old Love,Selena Gomez," 

Take away your things and go
You can't take back what you said, I know
I've heard it all before, at least a million times
I'm not one to forget, you know

I don't believe, I don't believe it
You left in peace, left me in pieces
Too hard to breathe
I'm on my knees right now-ow

I'm so sick of that same old love, that shit, it tears me up
I’m so sick of that same old love, my body's had enough
Oh-oh-oh, that same old love
Oh-oh-oh, that same old love
I’m so sick of that same old love, feels like I've blown apart
I’m so sick of that same old love, the kind that breaks your heart
Oh-oh-oh, that same old love
Oh-oh-oh, that same old love

I'm not spending any time
Wasting tonight on you, I know
I've heard it all, so don't you try and change your mind
'Cause I won't be changing too, you know

You can't believe, still can't believe it
You left in peace, left me in pieces
Too hard to breathe, I'm on my knees
Right now, 'ow

I'm so sick of that same old love, that shit, it tears me up
I’m so sick of that same old love, my body's had enough
Oh-oh-oh, that same old love
Oh-oh-oh, that same old love
I’m so sick of that same old love, feels like I've blown apart
I’m so sick of that same old love, the kind that breaks your heart
Oh-oh-oh, that same old love
Oh-oh-oh, that same old love

I'm so sick of that, so sick of that love
I'm so sick of that, so sick of that love
I'm so sick of that, so sick of that love
I'm so sick of that, so sick of that love

I'm so sick of that same old love, that shit, it tears me up
I’m so sick of that same old love, my body's had enough
Oh-oh-oh, that same old love
Oh-oh-oh, that same old love
I’m so sick of that same old love, feels like I've blown apart
I’m so sick of that same old love, the kind that breaks your heart
Oh-oh-oh, that same old love
Oh-oh-oh, that same old love "
41,Controlla,Drake," 
Right, my yiy just changed
You just buzzed the front gate
I thank God you came
How many more days could I wait?
I made plans with you
And I won't let 'em fall through
I, I, I, I, I

I think I'd lie for you
I think I'd die for you
Jodeci ""Cry for You""
Do things when you want me to
Like controlla, controlla, yeah
Like controlla, controlla, yeah

Okay, you like it, when I get
Aggressive, tell you to, yeah
Go slower, go faster
Like controlla, controlla, yeah
Like controlla, controlla, yeah

And I’m never on a waste ting, shawty
I do it how you say you want it
Them girls, they just wanna take my money
They don't want me to give you nothing
They don't want you to have nothing
They don't wanna see me find your lovin'
They don't wanna see me
Smiling back when they pree

Knowing I'd lie for you
Thinking I'd die for you
Jodeci ""Cry for You""
Do things when you want me to
Like controlla, controlla, yeah
Like controlla, controlla, yeah
Gyal a tear off mi garments
And a bawl fi come inna mi apartment (Woi!)
Di gyal dem want di length and strength
Action speak louder than argument well

But you can't just diss and come tell man sorry
You can't listen to me talk and go tell my story, nah
It don't work like that when you love somebody
My old flex is my new flex now and we're workin' on it, yeah
And that's why I need
All the energy that you bring to me
My last girl would tear me apart
But she'd never wanna split a ting with me
But when it comes to you, you
I think I'd lie for you
I think I'd die for you
Do things when you want me to
Like controlla, controlla, yeah
Like controlla, controlla, yeah
And I’m never on a waste ting shawty
I do it how you say you want it
Them girls, they just wanna take my money
They don't want me to give you nothing
They don't want you to have nothing
They don't wanna see me find your lovin'
They don't wanna see me
Smiling back when they pree
Jheeze!
(Woop, woop, woop, woop)
(Woop, woop, woop, woop)
(Woop, woop, woop, woop)
(Woop, woop, woop, woop)
(Woop, woop, woop, woop)
(Woop, woop, woop, woop)
Music a drop!
Gyal a whine up dem bumpa
Dis is di summa summa controlla
Drake from Canada, Beenie Man from Jamaica
Dah one yah a murda—Zagga! "
