Rank,Musica,Artista,Letra
24,Not Afraid,Eminem," 
(I'm not afraid) Yeah
(To take a stand) It's been a ride
(Everybody) I guess I had to
(Come take my hand) Go to that place to get to this one
(We'll walk this road together, through the storm) Now some of you
(Whatever weather, cold or warm) Might still be in that place
(Just lettin' you know that you're not alone) If you're tryna get out
(Holla if you feel like you've been down the same road) Just follow me, I'll get you there

You can try and read my lyrics off of this paper before I lay 'em
But you won't take the sting out these words before I say 'em
'Cause ain't no way I'ma let you stop me from causin' mayhem
When I say I'ma do somethin', I do it
I don't give a damn what you think, I'm doin' this for me
So fuck the world, feed it beans, it's gassed up if it thinks it's stoppin' me
I'ma be what I set out to be, without a doubt, undoubtedly
And all those who look down on me, I'm tearin' down your balcony
No ifs, ands or buts, don't try to ask him why or how can he
From Infinite down to the last Relapse album
He's still shittin' whether he's on salary, paid hourly
Until he bows out or he shits his bowels out of him
Whichever comes first, for better or worse
He's married to the game
Like a ""fuck you"" for Christmas, his gift is a curse
Forget the Earth, he's got the urge to pull his dick from the dirt
And fuck the whole universe

I'm not afraid, I'm not afraid
To take a stand, to take a stand
Everybody, everybody
Come take my hand, come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just lettin' you know that you're not alone
Holla if you feel like you've been down the same road

Okay, quit playin' with the scissors and shit, and cut the crap
I shouldn't have to rhyme these words in a rhythm for you to know it's a wrap
You said you was king, you lied through your teeth
For that, fuck your feelings, instead of gettin' crowned, you're gettin' capped
And to the fans, I'll never let you down again, I'm back
I promise to never go back on that promise
In fact, let's be honest, that last Relapse CD was ""ehh""
Perhaps I ran them accents into the ground
Relax, I ain't goin' back to that now
All I'm tryna say is get back, click-clack-blaow!
'Cause I ain't playin' around
There's a game called circle and I don't know how
I'm way too up to back down
But I think I'm still tryna figure this crap out
Thought I had it mapped out, but I guess I didn't
This fuckin' black cloud still follows me around
But it's time to exorcise these demons
These ma'fuckers are doin' jumpin' jacks now
I'm not afraid, I'm not afraid
To take a stand, to take a stand
Everybody, everybody
Come take my hand, come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just lettin' you know that you're not alone
Holla if you feel like you've been down the same road

And I just can't keep livin' this way
So startin' today
I'm breakin' out of this cage
I'm standin' up, I'ma face my demons
I'm mannin' up, I'ma hold my ground
I've had enough, now I'm so fed up
Time to put my life back together right now

It was my decision to get clean, I did it for me
Admittedly I probably did it subliminally for you
So I could come back a brand-new me, you helped see me through
And don't even realize what you did, believe me, you
I've been through the wringer
But they can do little to the middle finger
I think I got a tear in my eye, I feel like the king of
My world, haters can make like bees with no stingers
And drop dead: no more beef lingers
No more drama from now on
I promise to focus solely on handlin' my responsibilities as a father
So I solemnly swear to always treat this roof like my daughters and raise it
You couldn't lift a single shingle on it
'Cause the way I feel, I'm strong enough to go to the club
Or the corner pub and lift the whole liquor counter up
'Cause I'm raisin' the bar, I'd shoot for the moon
But I'm too busy gazin' at stars, I feel amazin', and
I'm not afraid, I'm not afraid
To take a stand, to take a stand
Everybody, everybody
Come take my hand, come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just lettin' you know that you're not alone
Holla if you feel like you've been down the same road "
25,Replay,Iyaz," 
Shawty's like a melody in my head
That I can't keep out, got me singing like​
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay (J-J-J-JR), replay

Remember the first time we met?
You was at the mall with your friend
I was scared to approach ya, but then you came closer
Hoping you would give me a chance
Who would have ever knew
That we would ever be more than friends?
We're real worldwide, breaking all the rules
She like a song played again and again

(That girl) like something off a poster
(That girl) is a dime they say
(That girl) is a gun to my holster
And she's running through my mind all day, ayy

Shawty's like a melody in my head
That I can't keep out, got me singing like​ (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay

See you been all around the globe
Not once did you leave my mind
We talk on the phone, from night 'til the morn'
Girl, you really changed my life
Doin' things I never do
I'm in the kitchen cooking things she likes
We're real worldwide, breaking all the rules
Someday I wanna make you my wife

(That girl) like something off a poster
(That girl) is a dime they say (Hey)
(That girl) is a gun to my holster
And she's running through my mind all day, ayy
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay (Oh)
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay

I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl, let's sing with me, ayy
I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl let's sing with me, ayy
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Shawty got me singing
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Now she got me singing
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay (Ayy)
Shawty's like a melody (Like a melody) in my head
That I can't keep out, got me singing like (Hey, ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay "
26,Sexy Bitch,David Guetta," 
Yes, I can see her
'Cause every girl in here wanna be her
Oh, she's a diva
I feel the same and I wanna meet her
They say she low down
It's just a rumor and I don't believe 'em
They say she needs to slow down
The baddest thing around town

She's nothin' like a girl you've ever seen before
Nothin' you can compare to your neighborhood ho
I'm tryna find the words to describe this girl
Without bein' disrespectful
The way that booty movin', I can't take no more
Had to stop what I'm doin' so I can pull her close
I'm tryna find the words to describe this girl
Without bein' disrespectful
Damn, girl

Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch
Damn, girl
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch
Damn, girl

Yes, I can see her
'Cause every girl here in wanna be her
Oh, she's a diva
I feel the same and I wanna meet her
They say she low down
It's just a rumor and I don't believe 'em
They say she needs to slow down
The baddest thing around town

She's nothin' like a girl you've ever seen before
Nothin' you can compare to your neighborhood ho
I'm tryna find the words to describe this girl
Without bein' disrespectful
The way that booty movin', I can't take no more
Had to stop what I'm doin' so I can pull her close
I'm tryna find the words to describe this girl
Without bein' disrespectful
Damn, girl

Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch
Damn, girl
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch
Damn, girl
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch
Damn, girl
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch
Damn, you's a sexy bitch "
27,Breakeven,The Script," 
I'm still alive, but I'm barely breathing
Just praying to a God that I don't believe in
'Cause I got time while she got freedom
'Cause when a heart breaks, no, it don't break even

Her best days will be some of my worst
She finally met a man that's gonna put her first
While I'm wide awake, she's no trouble sleeping
'Cause when a heart breaks, no, it don't break even, even, no

What am I supposed to do when the best part of me was always you?
And what am I supposed to say when I'm all choked up and you're okay?
I'm falling to pieces, yeah
I'm falling to pieces

They say bad things happen for a reason
But no wise words gon' stop the bleeding
'Cause she's moved on while I'm still grieving
And when a heart breaks, no, it don't break even, even, even, no

And what am I gonna do when the best part of me was always you?
And what am I supposed to say when I'm all choked up and you're okay?
I'm falling to pieces, yeah
I'm falling to pieces, yeah
I'm falling to pieces (One still in love while the other one's leaving)
I'm falling to pieces ('Cause when a heart breaks, no, it don't break even)

Oh, you got his heart and my heart and none of the pain
You took your suitcase, I took the blame
Now I'm tryna make sense of what little remains, oh
'Cause you left me with no love and no love to my name

I'm still alive, but I'm barely breathing
Just prayed to a God that I don't believe in
'Cause I got time while she got freedom
'Cause when a heart breaks, no, it don't break
No, it don't break, no, it don't break even, no

What am I gonna do when the best part of me was always you?
And what am I supposed to say when I'm all choked up and you're okay? (Oh, that you're okay now)
I'm falling to pieces, yeah
I'm falling to pieces, yeah (Oh, I'm fallin', fallin')
I'm falling to pieces (One still in love while the other one's leaving)
I'm falling to pieces ('Cause when a heart breaks, no, it don't break even)

Oh, it don't break even, no
Oh, it don't break even, no
Oh, it don't break even, no "
28,Your Love Is My Drug,Kesha," 
Maybe I need some rehab
Or maybe just need some sleep
I got a sick obsession
I'm seein' it in my dreams
I'm lookin' down every alley
I'm makin' those desperate calls
I'm stayin' up all night hopin'
Hittin' my head against the wall

What you've got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind

Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

Won't listen to any advice
Momma's tellin' me I should think twice
But left to my own devices
I'm addicted, it's a crisis
My friends think I've gone crazy
My judgment's gettin' kinda hazy
My steeze is gonna be affected
If I keep it up like a lovesick crackhead

What you've got, boy, is hard to find
I think about it all the time (All the time)
I'm all strung out, my heart is fried
I just can't get you off my mind

Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

I don't care what people say
The rush is worth the price I pay
I get so high when you're with me
But crash and crave you when you leave

Hey, so I got a question (Yeah)
Do you wanna have a slumber party in my basement? (Yeah)
Do I make your heart beat like an 808 drum? (Yeah)
Is my love your drug? (Yeah)
Your drug (Yeah)
Huh, your drug (Yeah)
Huh, your drug (Yeah)
Is my love your drug? (Yeah)
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
Because your love, your love, your love is my drug (Ooh-woah)
Your love, your love, your love (Ooh-woah)
I said your love, your love, your love is my drug (Ooh-woah)
Your love, your love, your love (Ooh-woah)

Hey
Hey, so...
Your love, your love, your love, your love, is my drug
I like your beard "
29,I Gotta Feeling,The Black Eyed Peas," 2000
#1 Breathe by Faith Hill vs. #4 I Wanna Know by Joe
#2 Smooth by Santana vs. #3 Maria Maria by Santana
2001
#1 Hanging By A Moment by Lifehouse vs. #4 Drops Of Jupiter (Tell Me) by Train
#2 Fallin' by Alicia Keys vs. #3 All For You by Janet Jackson
2002
#1 How You Remind Me by Nickelback vs. #4 Dilemma by Nelly
#2 Foolish by Ashanti vs. #3 Hot In Herre by Nelly
2003
#1 In Da Club by 50 Cent vs. #4 Crazy In Love by Beyoncé & Jay Z
#2 Ignition (Remix) by R. Kelly vs. #3 Get Busy by Sean Paul
2004
#1 Yeah! by Usher, Lil Jon, & Ludacris vs. #4 This Love by Maroon 5
#2 Burn by Usher vs. #3 If I Ain't Got You by Alicia Keys
2005
#1 We Belong Together by Mariah Carey vs. #4 Since U Been Gone by Kelly Clarkson
#2 Hollaback Girl by Gwen Stefani vs. #3 Let Me Love You by Mario
2006
#1 Bad Day by Daniel Powter vs. #4 You're Beautiful by James Blunt
#2 Temperature by Sean Paul vs. #3 Promiscuous by Nelly Furtado & Timbaland
2007
#1 Irreplaceable by Beyoncé vs. #4 Big Girls Don't Cry by Fergie
#2 Umbrella by Rihanna & Jay Z vs. #3 The Sweet Escape by Gwen Stefani
2008
#1 Low by Flo Rida vs. #4 Lollipop by Lil Wayne
#2 Bleeding Love by Leona Lewis vs. #3 No One by Alicia Keys
2009
#1 Boom Boom Pow by The Black Eyed Peas vs. #4 I Gotta Feeling by The Black Eyed Peas
#2 Poker Face by Lady Gaga vs. #3 Just Dance by Lady Gaga
2010
#1 Tik Tok by Ke$ha vs. #4 California Gurls by Katy Perry & Snoop Dogg
#2 Need You Now by Lady Antebellum vs. #3 Hey, Soul Sister by Train
2011
#1 Rolling In The Deep by Adele vs. #4 E.T. by Katy Perry & Kanye West
#2 Party Rock Anthem by LMFAO vs. #3 Firework by Katy Perry
2012
#1 Somebody That I Used To Know by Gotye & Kimbra vs. #4 Payphone by Maroon 5
#2 Call Me Maybe by Carly Rae Jepsen vs. #3 We Are Young by fun.
2013
#1 Thrift Shop by Macklemore & Ryan Lewis vs. #4 Harlem Shake by Bauuer
#2 Blurred Lines by Robin Thicke vs. #3 Radioactive by Imagine Dragons
2014
#1 Happy by Pharrell Williams vs. #4 Fancy by Iggy Azalea & Charli XCX
#2 Dark Horse by Katy Perry & Juicy J vs. #3 All Of Me by John Legend
2015
#1 Uptown Funk by Mark Ronson & Bruno Mars vs. #4 Trap Queen by Fetty Wap
#2 Thinking Out Loud by Ed Sheeran vs. #3 See You Again by Wiz Khalifa & Charlie Puth "
30,Fireflies,Owl City," 
You would not believe your eyes if ten million fireflies
Lit up the world as I fell asleep
'Cause they'd fill the open air and leave teardrops everywhere
You'd think me rude but I would just stand and stare

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems

'Cause I'd get a thousand hugs from ten thousand lightning bugs
As they tried to teach me how to dance
A foxtrot above my head, a sock hop beneath my bed
A disco ball is just hanging by a thread

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)

Leave my door open just a crack
(Please take me away from here)
'Cause I feel like such an insomniac
(Please take me away from here)
Why do I tire of counting sheep
(Please take me away from here)
When I'm far too tired to fall asleep?

To ten million fireflies, I'm weird 'cause I hate goodbyes
I got misty eyes as they said farewell (They said farewell)
But I'll know where several are if my dreams get real bizarre
'Cause I saved a few and I keep them in a jar (Jar, jar, jar)

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
Because my dreams are bursting at the seams "
31,Say Aah,Trey Songz," 
Ay, when I give you these keys, homeboy, don't move my car, man
I'm right in the front ya dig?
Don't move my shit, man
Whoa whoa, baby, what's yo name?

Go girl, it's your birthday
Open wide, I know you're thirsty
Say aah, hey
Say aah
And we don't buy no drinks at the bar
We pop champagne 'cause we got that dough
Let me hear you say aah
If you want me say aah

Pocket full of money, club don't jump 'til I walk inside the doorway
Bottles of that Rosé
Smelling like Dolce & Gabbana, yeah
Shawty you the baddest and to meet you is an honor
Lil mama, I got a table waiting, what you think about a convo?
And if you like it baby, we can take it to the condo
And if you like the condo, we can move the party to the bedroom
I'ma beat your body like a congo

Since we in the club for now
Might as well get another round
Noticed ain't nothing in your cup
So give it here baby let me fill it up, fill it up

Go girl, it's your birthday
Open wide, I know you're thirsty
Say aah, hey
Say aah
And we don't buy no drinks at the bar
We pop champagne 'cause we got that dough
Let me hear you say aah
If you want me say aah

Shawty dance like a video vixen
Say her man be on that horseshit pimping
Well I retired from the Bull like Pippen
Tryna get you Homer, would you be Marge Simpson?
Whip out front, we can leave like pronto
Maple Leaf dash got you feeling like Toronto
Make your body rise like you puffing on a joint though
Girl, that's only if you want though, you ready?
Since we in the club for now
Might as well get another round
Noticed ain't nothing in your cup
So give it here baby let me fill it up, fill it up

Go girl, it's your birthday
Open wide, I know you're thirsty
Say aah, hey
Say aah
And we don't buy no drinks at the bar
We pop champagne 'cause we got that dough
Let me hear you say aah
If you want me say aah

Hey hey hey hey hey
It's 'loso, you might be too drunk to know so

I make you say aah just like I'm your doctor
All I prescribe is cranberry and vodka
Then I'm tryna kick it, play a little soccer
And bust a couple off, blaka blaka
The Henny in your system
You start drunk textin' and suddenly you miss him
Or even wanna dis him
Then you call ya girl like, ""What the hell you gave me?""
She like, ""Don't blame me"", you better do like Jamie
And blame it on the liquor
He works every time, Patron you my nigga
Know it's somebody birthday well where your ass at?
And girl, I know you thirsty but don't know where your glass at
Go girl, it's your birthday
Open wide, I know you're thirsty
Say aah, hey
Say aah
And we don't buy no drinks at the bar
We pop champagne 'cause we got that dough
Let me hear you say aah
If you want me say aah
Go girl, it's your birthday
Open wide, I know you're thirsty
Say aah, hey
Say aah
And we don't buy no drinks at the bar
We pop champagne 'cause we got that dough
Let me hear you say aah
If you want me say aah "
32,Find Your Love,Drake," 
I'm more than just an option (Hey, hey, hey)
Refuse to be forgotten (Hey, hey, hey)
I took a chance with my heart (Hey, hey, hey)
And I feel it taking over

I better find your loving, I better find your heart
I better find your loving, I better find your heart
I better find your loving, I better find your heart
I bet if I give all my love then nothing's gonna tear us apart

I'm more than just a number (Hey, hey, hey)
I doubt you'll find another (Hey, hey, hey)
So every single summer (Hey, hey, hey)
I'll be the one that you'll remember and—

I better find your loving, I better find your heart
I better find your loving, I better find your heart
I better find your loving, I better find your heart
I bet if I give all my love then nothing's gonna tear us apart

It's more than just a mission (Hey, hey, hey)
You hear, but you don't listen (Hey, hey, hey)
You better pay attention (Hey, hey, hey)
And get what you've been missing

I better find your loving, I better find your heart
I better find your loving, I better find your heart
I better find your loving, I better find your heart
I bet if I give all my love then nothing's gonna tear us apart

Too many times I've been wrong
I guess being right takes too long
I'm done waiting, there's nothing left to do
But give all I have to you and

I better find your loving, I better find your heart
I better find your loving
I bet if I give all my love then nothing's gonna tear us apart
I bet if I give all my love then nothing's gonna tear us apart "
33,Alejandro,Lady Gaga," 
""I know that we are young
And I know that you may love me
But I just can't be with you like this anymore
Alejandro""

Oh, oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh
Oh, oh-oh, oh-oh-oh
Oh-oh-oh

She's got both hands
In her pocket
And she won't look at you, won't look at you
She hides true love
En su bolsillo
She's got a halo around her finger, around you

You know that I love you, boy
Hot, like Mexico, rejoice
At this point, I've gotta choose
Nothing to lose

Don't call my name, don't call my name
Alejandro
I'm not your babe, I'm not your babe
Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name
Roberto

Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

""Stop, please
Just let me go
Alejandro, just let me go""

She's not broken
She's just a baby
But her boyfriend's like her dad, just like her dad
And all those flames that
Burned before him
Now he's gotta firefight, gotta cool the bad
You know that I love you, boy
Hot, like Mexico, rejoice
At this point, I've gotta choose
Nothing to lose

Don't call my name, don't call my name
Alejandro
I'm not your babe, I'm not your babe
Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name
Roberto

Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

Don't bother me, don't bother me
Alejandro
Don't call my name, don't call my name
Bye, Fernando
I'm not your babe, I'm not your babe
Alejandro
Don't wanna kiss, don't wanna touch
Fernando
Don't call my name, don't call my name
Alejandro
I'm not your babe, I'm not your babe
Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name
Roberto

Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
(Don't call my name, don't call my name) Alejandro, Alejandro
(Alejandro)
(I'm not your babe, I'm not your babe) Ale-Alejandro, Ale-Alejandro
(Fernando)
(Don't wanna kiss, don't wanna touch) Alejandro, Alejandro
(Just smoke my cigarette and hush)
(Don't call my name, don't call my name) Ale-Alejandro, Ale-Alejandro
(Roberto)

Alejandro "
34,Ridin' Solo,Jason Derulo,"
Mmm, yeah, yeah
Yeah, yeah, yeah

I'm feeling like a star, you can't stop my shine
I'm loving cloud nine, my head's in the sky
I'm solo, I'm riding solo
I'm riding solo, I'm riding solo, solo

Yeah, I'm feeling good tonight
Finally doing me and it feels so right, oh
Time to do the things I like
Going to the club, everything's alright, oh
No one to answer to
No one that's gon' argue, no
And since I got the hold off me
I'm living life now that I'm free, yeah

Told me get my shit together
Now I got my shit together, yeah, yeah
Now I made it through the weather
Better days are gon' get better
I'm so sorry that it didn't work out (Didn't work out)
I'm moving on
I'm so sorry but it's over now (Over now)
The pain is gone

I'm putting on my shades to cover up my eyes
I'm jumping in my ride, I'm heading out tonight
I'm solo, I'm riding solo
I'm riding solo, I'm riding solo, solo
I'm feeling like a star, you can't stop my shine
I'm loving cloud nine, my head's in the sky
I'm solo, I'm riding solo
I'm riding solo, I'm riding solo, solo

Yeah, now I'm feeling how I should
Never knew single could feel this good (This good), oh
Star player, misunderstood
Back in the game, who knew I would (I would), oh
So fly how I spread my wings
Loving myself makes me wanna sing (Sing), oh
Oh, yeah
Yeah, yeah, yeah, yeah (Yeah, oh)

Told me get my shit together
Now I got my shit together, yeah, yeah
Now I made it through the weather
Better days are gon' get better
I'm so sorry (Sorry) that it didn't work out (Didn't work out)
I'm moving on
I'm so sorry (Sorry) but it's over now (Over now)
The pain is gone
I'm putting on my shades to cover up my eyes (My eyes)
I'm jumping in my ride, I'm heading out tonight
I'm solo (Solo), I'm riding solo (Solo)
I'm riding solo (Solo), I'm riding solo, solo
I'm feeling like a star, you can't stop my shine
I'm loving cloud nine, my head's in the sky
I'm solo, I'm riding solo
I'm riding solo, I'm riding solo, solo

Riding solo
Solo, I'm riding solo
Solo, solo
Yeah, solo, solo
It's like S-O-L-O (Oh)
S-O-L-O (Oh, el, oh) , S-O-L-O (Oh, oh)
Living my life, ain't got stress no mo'

I'm putting on my shades to cover up my eyes (Oh)
I'm jumping in my ride, I'm heading out tonight
I'm solo, I'm riding solo
I'm riding solo, I'm riding solo, solo
I'm feeling like a star, you can't stop my shine (Oh, oh)
I'm loving cloud nine, my head's in the sky (Yeah)
I'm solo, I'm riding solo
I'm riding solo, I'm riding solo, solo
I'm riding, I'm riding solo, solo, woah
I'm riding solo, solo "
35,Just a Dream,Nelly," 
Uh, uh, uh (Hey)
I was thinking 'bout her (Uh), thinking 'bout me (Hey)
Thinking 'bout us (Us), what we gon' be? (Hey)
Open my eyes, yeah
It was only just a dream (Hey)
So I traveled back (Uh), down that road (Hey)
Will she come back? (Back) No one knows
I realize, yeah
It was only just a dream

I was at the top and now it's like I'm in the basement
Number one spot, now she found her a replacement
I swear now I can't take it
Knowing somebody's got my baby
And now you ain't around, baby, I can't think
I shoulda put it down, shoulda got that ring
'Cause I can still feel it in the air
See her pretty face, run my fingers through her hair
My lover, my life
My shawty, my wife
She left me, I'm tight
'Cause I knew that it just ain't right

Uh, uh, uh (Hey)
I was thinking 'bout her (Uh), thinking 'bout me (Hey)
Thinking 'bout us (Us), what we gon' be? (Hey)
Open my eyes, yeah
It was only just a dream (Hey)
So I travel back (Uh), down that road (Hey)
Will she come back? (Back) No one knows
I realize, yeah
It was only just a dream

When I be ridin', man, I swear I see her face at every turn
Tryna get my Usher on but I can't let it burn
And I just hope she know that she the only one I yearn for
More and more I miss her, when will I learn?
Didn't give her all my love, I guess now I got my payback
Now I'm in the club thinkin' all about my baby
Hey, she was so easy to love
But wait, I guess that love wasn't enough
I'm goin' through it every time that I'm alone
And now I'm missing, wishing she pick up the phone
But she made a decision that she wanted to move on
'Cause I was wrong

Uh, uh, uh (Hey)
I was thinking 'bout her (Uh), thinking 'bout me (Hey)
Thinking 'bout us (Us), what we gon' be? (Hey)
Open my eyes, yeah
It was only just a dream (Hey)
So I travel back (Uh), down that road (Hey)
Will she come back? (Back) No one knows
I realize, yeah
It was only just a dream (Uh, uh, hey)

If you ever loved somebody, put your hands up (Hands up)
If you ever loved somebody, put your hands up
And now they gone and you wishing you could give them everything (Everything, hey)
Said if you ever loved somebody, put your hands up (Hands up)
If you ever loved somebody, put your hands up (Hands up)
Now they gone and you wishing you could give them everything
Uh, uh, uh (Hey)
I was thinking 'bout her (Uh), thinking 'bout me (Hey)
Thinking 'bout us (Us), what we gon' be? (Hey)
Open my eyes, yeah
It was only just a dream (Hey)
So I travel back (Uh), down that road (Hey)
Will she come back? (Back) No one knows
I realize, yeah
It was only just a dream (Uh, uh, uh)
I was thinking 'bout her (Uh), thinking 'bout me (Hey)
Thinking 'bout us (Us), what we gon' be? (Hey)
Open my eyes, yeah
It was only just a dream (Hey)
So I travel back (Uh), down that road (Hey)
Will she come back? (Back) No one knows
I realize, yeah
It was only just a dream "
36,How Low,Ludacris," 
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?

Haha, Luda!
She can go lower than I ever really thought she could
Face down, ass up
The top of your booty jiggling out your jeans
Baby pull your pants up
I like it when I see you do it
Better than I've ever seen I done befo'
A lot of, women, drop it to the ground
But how low can you go?
Lower than your mama's ever seen it in her lifetime
Never would've imagined it, not even in her right mind
Practice in front of that mirror, now you doing it on the dance flo'
Mad 'cause I can't get with you, chick, just show me how to dance, oh
I may not wanna get low, so I'm posted up, kinda like a player do
But if you come to the crib, then I might show you girls a thang or two
Yeah, I think you a superstar, with a ass like that you gotta blow
Befo' you make it big, there's just one thang that I gotta know

How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?

I can go low (go low), lower than you know
Go low (go low), lower than you know
Go low (go low), lower than you know
Go low (go low), lower than you know

I be like knick, knack, patty, wack
Oh, where my kitty cat?
Give a dog a bone
How many licks does it take 'til I get to the center and let a realer nigga take you home?
I can make this show stop, soon as he hear this fo' pop
From A-T-L-A-N-T-A-N all the way down to yo' block
Put the needle on the record
And I make her get lower than a Lamborghini
And if she really get low, then I'ma shoot a video and put it all on TV
'Cause I like that French vanilla (French vanilla)
And the caramel (and the caramel)
But when it comes to chocolate (when it comes to chocolate)
I know that very well
Asian persuasion, no discrimination, I love how they seem to please us
I wanna taste them butter Rican pecan peanut butter cups like Reese's Pieces
'Cause I think you a superstar, with a ass like that you gotta blow
Befo' you make it big, well, there's just one thang that I gotta know
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?

I can go low (go low), lower than you know
Go low (go low), lower than you know
Go low (go low), lower than you know
Go low (go low), lower than you know

Drop it, hit it, dump it, split it
Don't, stop – get it, get it
Put it in reverse just to back it up
Let me put some Luda in it
Show me whatchu working with
I'll show you some of this bankroll
Yeah, you a superstar
There's just one thang I gotta know, so

How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
How low can you go? How low can you go?
I can go low (go low), lower than you know
Go low (go low), lower than you know
Go low (go low), lower than you know
Go low (go low), lower than you know "
