Rank,Musica,Artista,Letra
25,Mesmerize,Ja Rule ," 
Haha, yeah
Whattup ma? How you been?
Yeah I know, I know, hehe
It's all good.. (Murder Inc.)

Girl, your stare, those eyes I (Love it when you look at me, baby)
Your lips, your smile, I (Love it when you kiss me, baby)
Your hips, those thighs, I (Love it when you thug me, baby)
And I can't deny I (Love it when I'm witchu, baby)

I got a fetish for fuckin' you witcha skirt on
On the backstreet in the back seat of the Yukon
What's takin' so long? I'm gettin' anxious
But patiently waitin' for you to tell a nigga to move on
Between me and you, we can find each other
Flyin' abroad in my private G-2
I ain't tryin' to G you, ma I'm tryin to see you
Bend over, you know how we do it, feet to shoulders
Bring heat to coldest night, so ferocious
Now you street promotin' the dick game is potent
'Cause in the bed a nigga go hard like Jordan
Sweat pourin', lovin' the way you be moanin'
Grippin' the sheets, lookin' at me lickin' at me
'Cause every woman just wanna be happy
And it's CRA-ZAY, but BAY-BAY, I... (love it when I'm witchu, baby)

Girl, your stare, those eyes, I (Love it when you look at me, baby)
Your lips, your smile, I (Love it when you kiss me, baby)
Your hips, those thighs, I (Love it when you thug me, baby)
And I can't deny I (Love it when I'm witchu, baby)

I wanna get away, 'cause you know like I know
And there's a better day, a-comin, I'm hooked on your lovin'
Believe me, and when you hold my body
I know you need me, wait for me bay-bay
I've been goin half crazy for your love
And I was told that the sex, better than drugs
Then get addicted, boy listen
I'm the only piece of the puzzle you're missin
Like when we kissin' - bye bye bye
You got a girl that'll - ride ride ride
So take me, tonight
And do what you do to me, baby

Girl, your stare, those eyes, I (Love it when you look at me, baby)
Your lips, your smile, I (Love it when you kiss me, baby)
Your hips, those thighs, I (Love it when you thug me, baby)
And I can't deny I (Love it when I'm witchu, baby)
Shorty, are you really gettin' bored with me, or him?
'Cause though I play a lot of games, I play 'em to win
But then again I'm still young and I'm livin' my life
You know you're right and I'm the type
To pull up to your bumper, get your number
Baby, I can only help but wonder
What life would be without (my sweet baby)
And you're my baby (holla if you hear me)
Ah-ah-ah
You can understand that my love is pain
And how I feel in vain, it's just a woman thang
It's a man's world, but I understand
But there's still nothin' different, boy, stick to the plan
You be my down ass, witcha round ass
I know I'm feelin you (like you feelin' me)
The way you're holdin my body, the way you touch me
Girl, your stare, those eyes, I (Love it when you look at me, baby)
Your lips, your smile, I (Love it when you kiss me, baby)
Your hips, those thighs, I (Love it when you thug me, baby)
And I can't deny I (Love it when I'm witchu, baby)

I love when you touch me, baby
All over my body, baby
I love when you kiss me, baby
All over my body, baby
I love when you touch me, baby
All over my body, baby
I love when you kiss me, baby
All over my body, baby
Girl, your stare, those eyes, I (Love it when you look at me, baby)
Your lips, your smile, I (Love it when you kiss me, baby)
Your hips, those thighs, I (Love it when you thug me, baby)
And I can't deny I (Love it when I'm witchu, baby)

Babycakes, you motherfucker, you sons of bitches
Ain't none of these niggas real like us
Ya underdig?
And yes sir, we here to stay
Right now
Let's get into this motherfucker
Ya understand? "
26,Where Is the Love?,Black Eyed Peas,"
What's wrong with the world, Mama?
People livin' like they ain't got no mamas
I think the whole world's addicted to the drama
Only attracted to things that'll bring you trauma
Overseas, yeah, we tryna stop terrorism
But we still got terrorists here livin'
In the USA, the big CIA
The Bloods and the Crips and the KKK
But if you only have love for your own race
Then you only leave space to discriminate
And to discriminate only generates hate
And when you hate, then you're bound to get irate, yeah
Madness is what you demonstrate
And that's exactly how anger works and operates
Man, you gotta have love just to set it straight
Take control of your mind and meditate
Let your soul gravitate to the love, y'all, y'all

People killin', people dyin'
Children hurtin', hear them cryin'
Can you practice what you preach?
And would you turn the other cheek?
Father, father, father, help us
Send some guidance from above
'Cause people got me, got me questioning
Where is the love?

(Love) Where is the love? (The love)
Where is the love? (The love)
Where is the love, the love, the love?

It just ain't the same, old ways have changed
New days are strange, is the world insane?
If love and peace is so strong
Why are there pieces of love that don't belong?
Nations droppin' bombs
Chemical gases filling lungs of little ones
With ongoing sufferin' as the youth die young
So ask yourself, is the lovin' really gone?
So I can ask myself, really, what is going wrong
With this world that we livin' in? People keep on givin' in
Makin' wrong decisions, only visions of them dividends
Not respectin' each other, deny thy brother
A war is goin' on, but the reason's undercover
The truth is kept secret, and swept under the rug
If you never know truth, then you never know love
Where's the love, y'all? Come on (I don't know)
And where's the truth, y'all? Come on (I don't know)
And where's the love y'all?

People killin', people dyin'
Children hurtin', hear them cryin'
Can you practice what you preach?
And would you turn the other cheek?
Father, father, father, help us
Send some guidance from above
'Cause people got me, got me questioning
Where is the love?
(Love) Where is the love? (The love)
Where is the love? (The love)
Where is the love? (The love)
Where is the love?
(Love) Where is the love? (The love)
Where is the love? (The love)
Where is the love, the love, the love?

I feel the weight of the world on my shoulder
As I'm gettin' older, y'all people gets colder
Most of us only care about money-makin'
Selfishness got us followin' the wrong direction
Wrong information always shown by the media
Negative images is the main criteria
Infecting the young minds faster than bacteria
Kids wanna act like what they see in the cinema
Yo, whatever happened to the values of humanity? (Yeah)
Whatever happened to the fairness and equality? (Yeah)
Instead of spreading love, we spreading animosity (Yeah)
Lack of understanding leading us away from unity
That's the reason why sometimes I'm feelin' under
That's the reason why sometimes I'm feelin' down
It's no wonder why sometimes I'm feelin' under
Gotta keep my faith alive 'til love is found
Now ask yourself
Where is the love?
Where is the love?
Where is the love?
Where is the love?

Father, father, father, help us
Send some guidance from above
'Cause people got me, got me questioning
Where is the love?

Now sing with me, y'all (One world, one world)
We only got (One world, one world)
That's all we got (One world, one world)
And something's wrong with it (Yeah)
Something's wrong with it (Yeah)
Something's wrong with the w-world, world, yeah
We only got (One world, one world)
That's all we got (One world, one world) "
27,The Game of Love,Santana," 
Tell me
Just what you want me to be
One kiss
And boom, you're the only one for me

So please tell me why
Don't you come around no more?
'Cause right now I'm cryin'
Outside the door of your candy store

It just takes a little bit of this
A little bit of that
It started with a kiss
Now we're up to bat
A little bit of laughs
A little bit of pain
I'm telling you, my babe
It's all in the game of love

It's whatever you make it to be
Sunshine instead of this cold lonely sea
So, please, baby, try
And use me for what I'm good for
It ain't saying goodbye
It's knocking down the door of your candy store

It just takes a little bit of this
A little bit of that
It started with a kiss
Now we're up to bat
A little bit of laughs
A little bit of pain
I'm telling you, my babe
It's all in the game of love
It's all in this game of love

You roll me, control me, console me
Please hold me
You guide me, divide me into one
Ooh


So please tell me why
Don't you come around no more?
'Cause right now I'm dying
Outside the door of your loving store

It just takes a little bit of this
A little bit of that
It started with a kiss
Now we're up to bat
A little bit of laughs
A little bit of pain
I'm telling you, my babe
It's all in the game of love
(A little bit of this, a little bit of that)
It's all in this game of love
It's all in the game of love
(A little bit of laughs, a little bit of pain)
Let's play the game of love
Roll me, control me, please hold me
(A little bit of this, a little bit of that)
Make me feel good, yeah
(A little bit of laughs, a little bit of pain)
Now here on my own, on my own
(A little bit of this, a little bit of that)
(A little bit of laughs, a little bit of pain) "
28,Lose Yourself,Eminem," 
Look, if you had one shot or one opportunity
To seize everything you ever wanted in one moment
Would you capture it or just let it slip?
Yo

His palms are sweaty, knees weak, arms are heavy
There's vomit on his sweater already, mom's spaghetti
He's nervous, but on the surface, he looks calm and ready
To drop bombs, but he keeps on forgetting
What he wrote down, the whole crowd goes so loud
He opens his mouth, but the words won't come out
He's chokin', how? Everybody's jokin' now
The clock's run out, time's up, over, blaow
Snap back to reality, ope, there goes gravity
Ope, there goes Rabbit, he choked, he's so mad
But he won't give up that easy, no, he won't have it
He knows his whole back's to these ropes, it don't matter
He's dope, he knows that, but he's broke, he's so stagnant
He knows when he goes back to this mobile home, that's when it's
Back to the lab again, yo, this old rhapsody
Better go capture this moment and hope it don't pass him

You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better

His soul's escaping through this hole that is gaping
This world is mine for the taking, make me king
As we move toward a new world order
A normal life is boring, but superstardom's
Close to post-mortem, it only grows harder
Homie grows hotter, he blows, it's all over
These hoes is all on him, coast-to-coast shows
He's known as the Globetrotter, lonely roads
God only knows he's grown farther from home, he's no father
He goes home and barely knows his own daughter
But hold your nose 'cause here goes the cold water
These hoes don't want him no mo', he's cold product
They moved on to the next schmoe who flows
He nose-dove and sold nada, and so the soap opera
Is told, it unfolds, I suppose it's old, partner
But the beat goes on, da-da-dom, da-dom, dah-dah-dah-dah

You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better
No more games, I'ma change what you call rage
Tear this motherfuckin' roof off like two dogs caged
I was playin' in the beginning, the mood all changed
I've been chewed up and spit out and booed off stage
But I kept rhymin' and stepped right in the next cypher
Best believe somebody's payin' the Pied Piper
All the pain inside amplified by the
Fact that I can't get by with my nine-to-
Five and I can't provide the right type of life for my family
'Cause, man, these goddamn food stamps don't buy diapers
And there's no movie, there's no Mekhi Phifer, this is my life
And these times are so hard, and it's gettin' even harder
Tryna feed and water my seed, plus teeter-totter
Caught up between bein' a father and a prima donna
Baby-mama drama, screamin' on her, too much for me to wanna
Stay in one spot, another day of monotony's gotten me
To the point I'm like a snail, I've got
To formulate a plot or end up in jail or shot
Success is my only motherfuckin' option, failure's not
Mom, I love you, but this trailer's got
To go, I cannot grow old in Salem's Lot
So here I go, it's my shot; feet, fail me not
This may be the only opportunity that I got

You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better
You can do anything you set your mind to, man"
29,Rock wit U Awww Baby,Ashanti,"
Awww, baby
Yeah, Murder Inc
I wanna love you, babe
I'm thinking of you, babe
Ooh, baby
Ashanti, chapter two, let's rock

Can you rock with me? (Awww, baby)
Nonstop with me
Can you take it to the top with me?
I just wanna love you, baby (Love you, babe)
Always thinking of you, babe (I'm thinking of you, babe)
Can you roll with me? (Ooh, baby)
All over me
Can you take control of me?
I just wanna love you, baby
Always thinking of you, baby

I think I like how your body feels next to me
Awww, baby, when you're kissing me
Awww, baby, when you're loving me
I can't describe what I wanna do to you tonight
Awww, baby, when you come to me
I'll make it so you'll never leave

Can you rock with me? (Awww, baby)
Nonstop with me (Stop with me)
Can you take it to the top with me?
I just wanna love you, baby (Love you, babe)
Always thinking of you, babe (I'm thinking of you, babe)
Can you roll with me? (Ooh, baby)
All over me (Over me)
Can you take control of me?
I just wanna love you, baby (Love you, babe)
Always thinking of you, baby

See, I don't know if I can handle you as just a friend
Awww, baby, yeah, I can't pretend
Awww, baby, I'm so far in
But I don't mind as long as I could have you in my life
Awww, baby, I'm satisfied
Even if you're not just mine

Can you rock with me? (Awww, baby)
Nonstop with me (Oh, no)
Can you take it to the top with me?
I just wanna love you, baby (I wanna love you, babe)
Always thinking of you, babe (Thinkin' of you)
Can you roll with me? (Ooh, baby)
All over me (Over me)
Can you take control of me?
I just wanna love you, baby (Love you)
Always thinking of you, baby
Boy, you make me wanna say
(Awww, baby, awww, baby, ooh, baby, ooh, baby)
If you feel me, help me say
(Awww, baby, awww, baby, ooh, baby, ooh, baby)

Can you rock with me? (Awww, baby)
Nonstop with me (I wanna rock with you)
Can you take it to the top with me?
I just wanna love you, baby (Oh)
Always thinking of you, babe (Yeah, yeah, yeah)
Can you roll with me? (Ooh, baby)
All over me
Can you take control of me? (Over me)
I just wanna love you, baby (Yeah, yeah, oh, yeah)
Always thinking of you, baby (Baby, baby)
Can you rock with me? (Awww, baby)
Nonstop with me (Stop with me)
Can you take it to the top with me? (No, babe)
I just wanna love you, baby (I wanna love you, babe)
Always thinking of you, babe (Of you, babe)
Can you roll with me? (Ooh, baby)
All over me (Oh)
Can you take control of me? (Oh)
I just wanna love you, baby (Oh, ooh)
Always thinking of you, baby (Love you, babe)
Love you, babe
Love you, babe "
30,Cry Me a River,Justin Timberlake," 
You were my sun, you were my earth
But you didn't know all the ways I loved you, no
So you took a chance and made other plans
But I bet you didn't think that they would come crashing down, no

You don't have to say
What you did
I already know
I found out from him
Now there's just no chance
With you and me
There'll never be
And don't it make you sad about it?

You told me you loved me, why did you leave me all alone?
Now you tell me you need me when you call me on the phone
Girl, I refuse, you must have me confused with some other guy
The bridges were burned, now it's your turn to cry
Cry me a river
Cry me a river
Cry me a river
Cry me a river (Yeah, yeah)

You know that they say that some things are better left unsaid
And it wasn't like you only talked to him and you know it
Don't act like you don't know it
And all of these things people told me keep messin' with my head (Messin' with my head)
Should've picked honesty, then you may not have blown it, yeah

You don't have to say (Don't have to say)
What you did (What you did)
I already know (I already know)
I found out from him (Uh)
Now there's just no chance (No chance)
With you and me (You and me)
There'll never be
And don't it make you sad about it?

You told me you loved me, why did you leave me all alone? (All alone)
Now you tell me you need me when you call me on the phone (When you call me on the phone)
Girl, I refuse, you must have me confused with some other guy (Not like them, baby)
The bridges were burned, now it's your turn (It's your turn) to cry (So)
Cry me a river (Go on and just)
Cry me a river (Go on and just)
Cry me a river (Baby, go on and just)
Cry me a river (Yeah, yeah)
Oh (Oh, well)
The damage is done, so I guess I'll be leavin' (Oh, oh, oh)
Oh (Oh, well)
The damage is done, so I guess I'll be leavin' (Oh, oh, oh)
Oh (Oh, well)
The damage is done, so I guess I'll be leavin' (Oh, oh, oh)
Oh (Oh, well)
The damage is done, so I guess I'll be l-l-l-l-leavin' (Oh, oh, oh)

You don't have to say (Don't have to say)
What you did (What you did)
I already know (I already know)
I found out from him (Uh)
Now there's just no chance (No chance)
With you and me (You and me)
There'll never be
Don't it make you sad about it?

Cry me a river (Go on and just)
Cry me a river (Baby, go on and just)
Cry me a river (You can go on and just)
Cry me a river (Yeah, yeah)
Cry me a river (Baby, go on and just)
Cry me a river (Go on and just)
Cry me a river (Come on, baby, cry)
Cry me a river (Don't wanna cry no more, yeah, yeah)
Cry me a river
Cry me a river
Oh, cry me a river
Oh, cry me a river
Oh, cry me a river (Cry me, cry me)
Oh, cry me a river (Cry me, cry me)
Oh, cry me a river (Cry me, cry me)
Oh, cry me a river (Cry me, cry me)
Oh, cry me a river (Cry me, cry me)
Oh, cry me a river (Cry me, cry me)
Oh, cry me a river (Cry me, cry me) "
31,How You Gonna Act Like That,Tyrese," 
It seems like just the other day that we hooked up
(I was drivin', you was walkin' and I swooped you up)
From that moment on I knew you were the one, yeah
(I was single, you was lonely and we fell in love)
We would sit and talk for hours about anything
(Baby, you hang up, no, you hang up, on three hang up)
I bought your whip, I paid your rent, I gave you everything
(Said you'd always be my baby then you bounced)
How you gonna?

How you gonna up and leave me now?
How you gonna act like that?
How you gonna change it up, we just finished makin' up?
How you gonna act like that?
How you gonna act like we don't be makin' love
You know we be tearin' it up, breakin' stuff, that ghetto love
How you gonna trip, how could you forget
How you gonna act like that

Girl, I never thought that lovin' you would hurt
(I did everything a good man would to make it work)
Girl, you should have told me you had second thoughts
(Like before I put the down on the house we bought)
Now I'm thinkin' you and me was a mistake
(But then it hits me and I'm missin' all the love we made)
Girl, I know that we've been goin' through some things, yeah
(But the sun is somewhere shinin' even when it rains, oh)

I'll be the one you kick it to
I'll be the one that misses you
I'll be the one to ease your pain
I'll be the one you won't forget
And you'll be the one I can't forget
You'll be the one that's Heaven sent
You'll be the one I can't deny
You'll be the one that makes me cry, baby

How you gonna up and leave me now? (Why you do)
How you gonna act like that? (Why you gotta act like this?)
How you gonna change it up? (Whoa, ho, baby) We just
Finished makin' up
How you gonna act like that? (But I need you)
How you gonna act like we (Oh) don't be makin' love
(Whoa: baby, baby)
You know we be tearin' it up, breakin' stuff, that ghetto love
How you gonna trip, how could you forget?
How you gonna act like that?

You know I'm willin' to do anything
Just to keep you in my heart (Keep you in my heart)
I messed around and gave up everything
I thought we'd never part (Yes, I did, baby)
I was a player and made the choice to give my heart to you
And I gotta keep it that way, ooh, baby
How you gonna up and leave me now? (Ooh, baby)
How you gonna act like that? (Why you gotta treat me this way?)
How you gonna change it up? (Why you treat me wrong?)
We just finished makin' up
How you gonna act like that? (Can me somebody tell me why)
How you gonna act (Why, why) like we don't be makin' love? (Hey)
You know we be tearin' it up, breakin' stuff, (Oh, oh, baby) that ghetto love
How you gonna trip? (All my friends became your friends)
How can you forget? (All my ends became your ends)
How you gonna act like that

Keepin' love ghetto (All I want is you)
Keepin' love ghetto (All I need is you)
Keepin' love ghetto (All I need is you)
Keepin' love ghetto (All I need is you, all I need is you, babe)

How you gonna up and leave me now? (Oh, babe, how you gonna act like that)
How you gonna act like that? (Hey, hey)
How you gonna change it up? (Oh) We just finished
Makin' up (Why you actin' so changed, oh, oh, baby)
How you gonna act like that? (Anything you want in me I got ya, hey)
How you gonna act like we don't be makin' love?
You know we be tearin' it up, breakin' stuff (Why you actin' so changed), that ghetto love
How you gonna trip? (Oh, oh, baby)
How can you forget?
How you gonna act like that? "
32,Rock Your Body,Justin Timberlake," 
Don't be so quick to walk away
Dance with me
I wanna rock your body, please stay
Dance with me
You don't have to admit you wanna play
Dance with me
Just let me rock you 'til the break of day
Dance with me

Guy time, but I don't mind
Just wanna rock you, girl
I'll have whatever you have
Come on, let's give it a whirl
See, I've been watchin' you
And I like the way you move
So go ahead, girl, just do
That ass-shakin' thing you do

So you grab your girls and you grab a couple more
And you all come meet me in the middle of the floor
Said the air is thick, it's smellin' right
So you pass to the left, then you sail to the right

Don't be so quick to walk away
Dance with me
I wanna rock your body, please stay
Dance with me
You don't have to admit you wanna play
Dance with me
Just let me rock you 'til the break of day
Dance with me

I don't mean no harm
Just wanna rock you, girl
Make a move, but be calm
Let's go, let's give it a whirl
See, it appears to me
You like the way I move
I'll tell you what I'm gon' do
Pull you close and share my groove

So you grab your girls and you grab a couple more
And you all come meet me in the middle of the floor
Said the air is thick, it's smellin' right
So you pass to the left, then you sail to the right
Don't be so quick to walk away
Dance with me
I wanna rock your body, please stay
Dance with me
You don't have to admit you wanna play
Dance with me
Just let me rock you 'til the break of day
Dance with me

Talk to me, boy
No disrespect, I don't mean no harm
Talk to me, boy
But I can't wait to have you in my arms
Talk to me, boy
Hurry up 'cause you're takin' too long
Talk to me, boy
Better have you naked by the end of this song

So what did you come for?
I came to dance with you
And you know that you don't wanna hit the floor
Came to romance with you
You're searchin' for love forever more
And I'll take a chance
If love is here on the floor, girl
Hey, dance with me
Yeah
Come on, baby

Don't be so quick to walk away (Don't walk away)
Come on and dance with me
I wanna rock your body, please stay (Let me rock your body)
Come on and dance with me
You don't have to admit you wanna play (You don't have to admit you wanna play)
Just dance with me
Just let me rock you 'til the break of day (Do-do-do-do)
Come on and dance with me

Talk to me, boy
No disrespect, I don't mean no harm
Talk to me, boy
But I can't wait to have you in my arms
Talk to me, boy
Hurry up 'cause you're takin' too long (Come on, baby)
Talk to me, boy
Better have you naked by the end of this song

Don't be so quick to walk away (I was just thinkin' of you)
Don't be so quick to walk away (We could do somethin')
Don't be so quick to walk away (I like the way you look right now)
Don't be so quick to walk away (Come over here, baby)

Are you feelin' me?
Let's do somethin'
Let's make a bet
'Cause I
I better have you naked by the end of this song "
33,No Letting Go,Wayne Wonder," 
Got somebody, she's a beauty
Very special, really and truly
Takes good care of me like it's her duty
Want you right by my side, night and day

No letting go, no holding back
Because you are my lady
When I'm with you it's all a that
Girl, I'm so glad we've made it
No letting go, no holding back
No holding back, no
When I'm with you it's all a that
All a that

They say good things must come to an end
But I'm optimistic about being your friend
Though I made you cry by my doings
With Keisha and Anisha
But that was back then

No letting go, no holding back
Because you are my lady
When I'm with you it's all a that
Girl, I'm so glad we've made it
No letting go, no holding back
No holding back, no
When I'm with you it's all a that
All a that, yeah, yeah

Really appreciate you loving me
After all that we've been through
Really appreciate you loving me
All times, time

Got somebody, she's a beauty
Very special, really and truly
Takes good care of me like it's her duty
Want you right by my side, night and day

No letting go, no holding back
Because you are my lady
When I'm with you it's all a that
Girl, I'm so glad we've made it
No letting go, no holding back
No holding back, no
When I'm with you it's all a that
All a that "
34,Frontin',Pharrell,"
Yeah
I'm looking at you, uh
Sexy, yeah
Look how your ass is so fat
Wanna be again with you
Yeah, yeah

Don't wanna sound full of myself or rude
But you ain't looking at no other dudes
'Cause you love me (I'm sorry baby, so sexy)
So you think about a chance
You find yourself trying to do my dance
Maybe 'cause you love me (Uh, you do it well)

So then we tried singing it slow now
Because you weren't used to
How fast we touched (Fast we touched)
Then we locked eyes and I knew I was in there
And I was gon' tear your ass up (Tear your ass up)

I know that I'm carrying on
Never mind if I'm showing off
I was just frontin'
You know I want you, babe
I'm ready to bury it all
Unless you don't care at all
But you know I want ya
You should stop frontin', babe

Trying to be the best girlfriend you could be
But still you sneak and look at me, and girl, I love it, uh
Then you give your other girl a shove
Tell her you gonna call her, ask how it was
And she's gonna love it (Whoa-oh whoa, yeah, yeah)

So then we tried singing it slow now
Because you weren't used to
How fast we touched (Fast we touched)
Then we locked eyes and I knew I was in there
And I was gon' tear your ass up (Tear your ass up)

I know that I'm carrying on
Never mind if I'm showing off
I was just frontin'
(You know I want you, babe)
I'm ready to bury it all
Unless you don't care at all
But you know I want ya (I want ya)
(You should stop frontin', babe)

Ho!
We got another one, Phar-real!
Dance
I call you ""for real"" (Ooh) cause you the truth, haha
Oh-woah
Young, great Hova (Oh-oh)
Uh (Dance), yeah (Ooh), let me talk to 'em
Oh-woah
I'mma keep it real (oh-oh)
Every time your name was brought up
I would act all nonchalant in front of an audience
Like you was just another shorty I put the naughty on
But uh, truth be told
You threw me for a loop, this Hov
I'm too old to be frontin' what I'm feelin', Denzelin'
Actin' like you ain't appealin' when you are
Stuntin' like you ain't my only girl when you are
(I was just frontin')
I'm ready to stop when you are

I know that I'm carrying on
Never mind if I'm showing off
I was just frontin'
(You know I want you, babe)
I'm ready to bury it all
Unless you don't care at all
But you know I want ya (I want ya)
(You should stop frontin', babe)

C'mon (ho!)
Dance, ooh
Oh-woah (oh), oh-oh
Dance (aoww!), ooh
Oh-woah (oh), oh-oh
You like this for real?
Thank you, baby
Look
I'm leavin' now
I'll see you later
I'ma see you through your window
Bye "
35,Landslide,Dixie Chicks," 
I took my love and I took it down
I climbed a mountain and I turned around
And I saw my reflection in the snow-covered hills
Well, the landslide brought me down

Oh, mirror in the sky, what is love?
Can the child within my heart rise above?
Can I sail through the changing ocean tides?
Can I handle the seasons of my life?
(Oh-oh, oh-oh, oh-oh)

Well, I've been afraid of changing
'Cause I built my life around you
But time makes you bolder
Children get older
I'm getting older, too
Well


Well, I've been afraid of changing
'Cause I built my life around you
But time makes you bolder
Children get older
I'm getting older, too
Well, I'm getting older, too

So, take this love and take it down
Yeah, and if you climb a mountain and you turn around
And if you see my reflection in the snow-covered hills
Well, the landslide brought me down
And if you see my reflection in the snow-covered hills

Well, maybe
Well, maybe
Well, maybe
The landslide will bring you down "
36,Work It,Missy Elliott," 
DJ, please pick up your phone, I'm on the request line
This is a Missy Elliott one-time exclusive (C'mon)

Is it worth it? Let me work it
I put my thing down, flip it and reverse it
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP
If you got a big— let me search ya
And find out how hard I gotta work ya
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP (C'mon)

I'd like to get to know ya so I could show ya
Put the pussy on ya like I told ya
Give me all your numbers so I can phone ya
Your girl acting stank, then call me over
Not on the bed, lay me on your sofa
Call before you come, I need to shave my chocha
You do or you don't or you will or won't ya?
Go downtown and eat it like a vulture
See my hips and my tips, don't ya?
See my ass and my lips, don't ya?
Lost a few pounds and my waist for ya
This the kind of beat that go ra-ta-ta
Ra-ta-ta-ta-ta-ta-ta-ta-ta-ta
Sex me so good I say blah-blah-blah
Work it, I need a glass of water
Boy, oh boy, it's good to know ya (C'mon)

Is it worth it? Let me work it
I put my thing down, flip it and reverse it
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP
If you got a big— let me search ya
And find out how hard I gotta work ya
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP (C'mon)

If you a fly gal, get your nails done
Get a pedicure, get your hair did
Boy, lift it up, let's make a toast-a
Let's get drunk, that's gonna bring us closer (Okay)
Don't I look like a Halle Berry poster?
See the Belvedere playing tricks on ya (Ah)
Girlfriend wanna be like me, never
You won't find a bitch that's even better (Ah)
I make you hot as Las Vegas weather
Listen up close while I take it backwards
​sdrawkcab ti ekat ot ekil yssiM yaw eht hctaW
I'm not a prostitute, but I could give you what you want
I love your braids and your mouth full of fronts
Love the way my ass go ba-bum-bum-bum-bum (Huh)
Keep your eyes on my ba-bum-bum-bum-bum-bum (Okay)
You think you can handle this? Ga-dunk-a-dunk-dunk (Woo)
Take my thong off and my ass go boom (Ugh)
Cut the lights on so you see what I could do (C'mon)
Is it worth it? Let me work it
I put my thing down, flip it and reverse it
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP (Ooh)
If you got a big— let me search ya
And find out how hard I gotta work ya
​ti esrever dna ti pilf, nwod gniht ym tuP (Huh)
​ti esrever dna ti pilf, nwod gniht ym tuP (C'mon, c'mon)

Boys, boys, all type of boys
Black, white, Puerto Rican, Chinese boys (C'mon)
Why-thai, thai-o-toy-o-thai-thai
Why-thai, thai-o-toy-o-thai-thai (C'mon)
Girls, girls, get that cash
If it's nine to five or shaking your ass (Aha)
Ain't no shame, ladies do your thing (C'mon)
Just make sure you ahead of the game

Just 'cause I got a lot of fame super
Prince couldn't get me change my name, papa
Kunta Kinte a slave again, no sir
Picture Blacks saying, “Oh yes-a, massa”
Picture Lil' Kim dating a pastor
Minute man, Big Red could outlast ya
Who is the best? I don't have to ask ya
When I come out, you won't even matter (Ugh)
Why you act dumb like, yeah, duh?
So you act dumb like, uh, duh
As the drummer boy go ba-rom-pop-pom-pom (Ooh)
Give you some-some-some of this cinna-bun (C'mon)
Is it worth it? Let me work it
I put my thing down, flip it and reverse it
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP (Ooh)
If you got a big— let me search ya
And find out how hard I gotta work ya
​ti esrever dna ti pilf, nwod gniht ym tuP
​ti esrever dna ti pilf, nwod gniht ym tuP (C'mon)

To my fellas (Ooh, good God)
I like the way you work that (Uh-huh, la-la-la-la)
To my ladies (Woo)
You sure know how to work that (Good God) "
