Rank,Musica,Artista,Letra
24,WAP,Cardi B ," 
Whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house (Hol' up)
I said certified freak, seven days a week
Wet-ass pussy, make that pullout game weak, woo (Ah)

Yeah, yeah, yeah, yeah
Yeah, you fuckin' with some wet-ass pussy
Bring a bucket and a mop for this wet-ass pussy
Give me everything you got for this wet-ass pussy

Beat it up, nigga, catch a charge
Extra large and extra hard
Put this pussy right in your face
Swipe your nose like a credit card
Hop on top, I wanna ride
I do a kegel while it's inside
Spit in my mouth, look in my eyes
This pussy is wet, come take a dive
Tie me up like I'm a surprise
Let's roleplay, I'll wear a disguise
I want you to park that big Mack truck right in this little garage
Make it cream, make me scream
Out in public, make a scene
I don't cook, I don't clean
But let me tell you how I got this ring (Ayy, ayy)

Gobble me, swallow me, drip down the side of me (Yeah)
Quick, jump out 'fore you let it get inside of me (Yeah)
I tell him where to put it, never tell him where I'm 'bout to be (Huh)
I'll run down on him 'fore I have a nigga runnin' me (Pow, pow, pow)
Talk your shit, bite your lip (Yeah)
Ask for a car while you ride that dick (While you ride that dick)
You really ain't never gotta fuck him for a thang (Yeah)
He already made his mind up 'fore he came (Ayy, ah)
Now get your boots and your coat for this wet-ass pussy (Ah, ah, ah)
He bought a phone just for pictures of this wet-ass pussy (Click, click, click)
Paid my tuition just to kiss me on this wet-ass pussy (Mwah, mwah, mwah)
Now make it rain if you wanna see some wet-ass pussy (Yeah, yeah)

Look, I need a hard hitter, need a deep stroker
Need a Henny drinker, need a weed smoker
Not a garter snake, I need a king cobra
With a hook in it, hope it lean over
He got some money, then that's where I'm headed
Pussy A1 just like his credit
He got a beard, well, I'm tryna wet it
I let him taste it, now he diabetic
I don't wanna spit, I wanna gulp
I wanna gag, I wanna choke
I want you to touch that lil' dangly thing that swing in the back of my throat
My head game is fire, punani Dasani
It's goin' in dry and it's comin' out soggy
I ride on that thing like the cops is behind me (Yeah, ah)
I spit on his mic and now he tryna sign me, woo
Your honor, I'm a freak bitch, handcuffs, leashes
Switch my wig, make him feel like he cheatin'
Put him on his knees, give him somethin' to believe in
Never lost a fight, but I'm lookin' for a beatin' (Ah)
In the food chain, I'm the one that eat ya
If he ate my ass, he's a bottom-feeder
Big D stand for big demeanor
I could make ya bust before I ever meet ya
If it don't hang, then he can't bang
You can't hurt my feelings, but I like pain
If he fuck me and ask ""Whose is it?""
When I ride the dick, I'ma spell my name, ah

Yeah, yeah, yeah
Yeah, you fuckin' with some wet-ass pussy
Bring a bucket and a mop for this wet-ass pussy
Give me everything you got for this wet-ass pussy
Now from the top, make it drop, that's some wet-ass pussy
Now get a bucket and a mop, that's some wet-ass pussy
I'm talkin' wap, wap, wap, that's some wet-ass pussy
Macaroni in a pot, that's some wet-ass pussy, huh

There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house "
25,Ballin',Mustard ," 
I don't really wanna go
I don't really wanna stay
But I really hope and pray
Can we get it together?
Get it together
Mustard on the beat, ho

I put the new Forgis on the Jeep
I trap until the bloody bottoms is underneath
'Cause all my niggas got it out the streets
I keep a hundred racks inside my jeans
I remember hittin' the mall with the whole team
Now a nigga can't answer calls 'cause I'm ballin'
I was wakin' up, gettin' racks in the morning
I was broke, now I'm rich, these niggas salty

All this designer on my body got me drip, drip, ayy
Straight up out the Yajects, I'm a big Crip
If I got a pint of lean, I'ma sip, sip
I run the racks up with my queen like London and Nip
But I got rich on all these niggas, I didn't forget, back
I had to go through the struggle, I didn't forget that
I hopped inside of the Maybach and now I can sit back
These bitches know me now 'cause I got them big racks
'Cause I'm gettin' money now, I know you heard that
Young nigga on the corner, bitch, I had to serve crack
Uncle fronted me some P's, had to get them birds back
We came up on dirty money, I gave it a birdbath
Cut off the brain and I give my bitch a new coupe
Either you from the Yah Gang or you're SuWoop
Got a New Orleans bitch and man, that pussy voodoo
And I'm that nigga now, who knew?

I put the new Forgis on the Jeep
I trap until the bloody bottoms is underneath
'Cause all my niggas got it out the streets
I keep a hundred racks inside my jeans
I remember hittin' the mall with the whole team
Now a nigga can't answer calls 'cause I'm ballin'
I was wakin' up, gettin' racks in the morning
I was broke, now I'm rich, these niggas salty

I been wakin' up to get the money, woah, woah
Got a bad bitch, her ass tatted, woah, woah
Givenchy to my toes, two twins, I'm fucking 'em both
I put her in a new AP, the water like a boat
I was down bad on my dick, where was you niggas at?
I know you turned your back on me just to get some racks
I seen you swerve back, 'cause I'm in the black 'Bach
New diamonds on me, fuck a flash, this ain't Snapchat
'Cause I been gettin' paid
Yellow diamonds on me look like lemonade
Got my baby mama that new Bentayga
Tryna get the dough, Joe, like a sensei, yeah
Rolls Royce umbrellas when I'm in the rain
I just mind my business
I got brothers that did the time, I ain't kiddin'
All these rappers just talk about it, I live it
Goin' up, I ain't got no sky limit, yeah, yeah, yeah
I put the new Forgis on the Jeep
I trap until the bloody bottoms is underneath
'Cause all my niggas got it out the streets
I keep a hundred racks inside my jeans
I remember hittin' the mall with the whole team
Now a nigga can't answer calls 'cause I'm ballin'
I was wakin' up, gettin' racks in the morning
I was broke, now I'm rich, these niggas salty

I, ayy, yeah
I've been ballin', lil' nigga
Now watch me ball on these niggas
Yeah, now watch me ball on these niggas, yeah
Now watch me ball on these niggas
Now watch me ball on these niggas, yeah, yeah "
26,Hot Girl Bummer,Blackbear," 
Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum

This that hot girl bummer anthem
Turn it up and throw a tantrum
This that throw up in your Birkin bag
Hook up with someone random
This that social awkward suicide
That buy your lips and buy your likes
I swear she had a man
But shit hit different when it's Thursday night

That college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
This that 10K on the table
Just so we can be secluded
And the vodka came diluted
One more line, I'm superhuman

Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum
Fuck you, and you, and you
I hate your friends and they hate me too
Fuck you, and you, and you
This that hot girl bummer anthem
Turn it up and throw a tantrum

This that hot girl bummer two-step
They can't box me in, I'm too left
This that drip, it's more like oceans
They can't fit me in a Trojan
Out of pocket, but I'm always in my bag
Yeah, that's the slogan
This that, ""Who's all there?""
I'm pullin' up wit' a emo chick that's broken

This that college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
This that 10K on the table
Just so we can be secluded
And the vodka came diluted
One more line, I'm superhuman
Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum
Fuck you, and you, and you
I hate your friends and they hate me too
Fuck you, and you, and you
This that hot girl bummer anthem
Turn it up and throw a tantrum

This that college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
This that college dropout music
Every day leg day, she be too thick
And my friends are all annoying
But we go dumb, yeah, we go stupid
We go stupid, we go stupid, we go—
And you want me to change? Fuck you!

Fuck you, and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum
Fuck you, and you, and you
I hate your friends and they hate me too
Fuck you, and you, and you
This that hot girl bummer anthem
Turn it up and throw a tantrum "
27,Blueberry Faygo,Lil Mosey," 
Damn, Callan (Damn, Callan)

One bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit
Ayy, one bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit

I'm with my niggas, yeah, we some rockstars
And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)
This not my dick, lil' bitch, my Glock hard (Lil' bitch)
Straight to the cash (Cash), I'm a trapstar
Straight to the bag (Bag), I'm that nigga, huh?
Got me some gas, rollin' up some
Pfft, pfft, cash, yeah, I got me some
I ain't fucked since yesterday, I'ma fuck somethin'

One bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit

Three-oh clip in my nina (Boom, boom)
On my toes, Gucci, Valentino
She on go, your bitch for the team, uh (Lil' bitch)
'Cause you know your bitch want a winner (Winner)
I just went back to my city (To my city)
And you know they all fuckin' with me (Yeah, they is)
But it ain't safe, poles with me (Poles)
I'ma chase bands 'til they end me

One bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit
Ayy, one bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit "
28,Heartless,The Weeknd,"
Young Metro, young Metro, young Metro (Sheesh)
Ayy (Ayy)
Young Metro, young Metro

Never need a bitch, I'm what a bitch need (Bitch need)
Tryna find the one that can fix me
I've been dodgin' death in the six-speed
Amphetamine got my stummy feelin' sickly
Yeah, I want it all now
I've been runnin' through the pussy, need a dog pound
Hundred models gettin' faded in the compound
Tryna love me, but they never get a pulse down

Why? 'Cause I'm heartless
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless

Said I'm heartless
So much pussy, it be fallin' out the pocket
Metro Boomin turn this ho into a moshpit
Tesla pill got me flyin' like a cockpit
Yeah, I got her watchin'
Call me up, turn that pussy to a faucet
Duffle bags full of drugs and a rocket
Stix drunk, but he never miss a target
Photoshoots, I'm a star now (Star)
I'm talkin' Time, Rolling Stone, and Bazaar now (Bazaar now)
Sellin' dreams to these girls with their guard down (What?)
Seven years, I've been swimmin' with the sharks now

Why? 'Cause I'm heartless
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless

I lost my heart and my mind
I try to always do right
I thought I lost you this time
You just came back in my life
You never gave up on me (Why don't you?)
I'll never know what you see (Why won't you?)
I don't do well when alone (Oh yeah)
You hear it clear in my tone

'Cause I'm heartless (Ooh)
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless "
29,Bop,DaBaby," 
You know everybody been waiting on that Baby, man
I mean, it's like ever since Baby on Baby dropped, man, like, you know (Ever since Baby on Baby dropped)
Ain't nobody drop shit (Oh Lord, Jetson made another one)
Let's go, hah

I needed some shit with some bop in it (Let's go)
I flew past the whip with that blunt in my mouth
Watch the swervin', that whip had a cop in it (Woo)
My bitch got good pussy, fly her 'cross the country
I finish the show and I hop in it (Mm, mm, mm)
I got me a milli', I did it legit-ly
I'm still with the shits, I'm a hot nigga (Hot)

Oh, you asking for pictures with niggas? (Huh?)
What's your name? Get the fuck out the spot, nigga (Get the fuck)
Tryna figure which deal I'ma take (Uh-huh)
I woke up, couple mill' on my plate (Let's eat)
I'm investing in real and estate (Uh-huh)
I just went gave my mama a hundred (A hundred)
Probably won't hear me open my mouth
'Less you hearin' me talkin' 'bout finding some money (Let's go)
As soon as I found it, I flipped that (Flip)
I'm a little bit different, they get it (They dig)
Know I'm stiff on a bitch and she dig it
Tryna find out why Baby ain't all in her mentions (Hah)
No, she ain't get no DM from me (Bitch)
This rich nigga dick, it ain't free
She be throwin' that ass, yeah, she good at it
Turn around when we fuck, make her look at it (Uh, she like, hah)

I needed some shit with some bop in it (Let's go, uh)
I flew past the whip with that blunt in my mouth
Watch the swervin', that whip had a cop in it (Woo, okay)
My bitch got good pussy, fly her 'cross the country
I finish the show and I hop in it (Mm, mm, mm, yeah)
I got me a milli', I did it legit-ly
I'm still with the shits, I'm a hot nigga (Hot, let's go)

I'm unorthodox than a motherfucker
Ayy, when you gon' switch the flow? I thought you'd never ask
Niggas ain't fuckin' with me
And ain't 'bout what the fuck they be rappin' 'bout with they lil' scary ass (Hah)
But to each his own, nigga (Huh)
If you like it, I love it, no biggie (No big)
That boy say he get money, oh, really?
How much they just cut you a check for? A milli'
I'm going back to Cali like Biggie (Go back)
'Bout to go get a pound just to smoke (I smoke)
They told me to come work on my album
I'm tryna go find out the price on a boat (Okay)
My lil' bitch act like Megan Thee Stallion (Mm)
She ghetto and nasty, she drivin' the boat (Mm, mm, drive the boat)
All this shit that they makin' be boring
Play me something to bop while I ride with the pole
Here you go (Uh, oh, hah, okay)
I needed some shit with some bop in it (Let's go)
I flew past the whip with that blunt in my mouth
Watch the swervin', that whip had a cop in it (Woo)
My bitch got good pussy, fly her 'cross the country
I finish the show and I hop in it (Mm, mm, mm)
I got me a milli', I did it legit-ly
I'm still with the shits, I'm a hot nigga (I'm hot)

Like, this shit for like, you know
The sophisticated ratchet hoes, you know
The ones that go to work by day, then, you know
Dance in the mirror by night (Hah)

I needed some shit with some bop in it (Okay, let's go)
I flew past the whip with that blunt in my mouth
Watch the swervin', that whip had a cop in it (Woo)
My bitch got good pussy, fly her 'cross the country
I finish the show and I hop in it (Mm, mm, mm)
I got me a milli', I did it legit-ly
I'm still with the shits, I'm a hot nigga (I'm hot)

Oh, you asking for pictures with niggas?
What's your name? Get the fuck out the spot, nigga (Get the fuck)
Tryna figure which deal I'ma take (Uh-huh)
I woke up, couple mill' on my plate "
30,Lose You to Love Me,Selena Gomez,"
You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus
'Cause it wasn't yours
I saw the signs and I ignored it
Rose-colored glasses all distorted
Set fire to my purpose
And I let it burn
You got off on the hurtin'
When it wasn't yours, yeah

We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah

To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me

I gave my all and they all know it
Then you tore me down and now it's showing
In two months, you replaced us
Like it was easy
Made me think I deserved it
In the thick of healing, yeah

We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah

To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me

You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to hate you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me
To love, love, yeah
To love, love, yeah
To love, yeah

And now the chapter is closed and done
To love, love, yeah
To love, love, yeah
To love, yeah
And now it's goodbye, it's goodbye for us "
31,Good as Hell,Lizzo," 
I do my hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)

Woo, child, tired of the bullshit
Go on, dust your shoulders off, keep it moving
Yes, Lord, tryna get some new shit
In there, swimwear, going-to-the-pool shit
Come now, come dry your eyes
You know you a star, you can touch the sky
I know that it's hard, but you have to try
If you need advice, let me simplify

If he don't love you anymore
Just walk your fine ass out the door

I do my hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
(Feeling good as hell)
Baby, how you feelin'? (Feelin' good as hell)

Woo, girl, need to kick off your shoes
Gotta take a deep breath, time to focus on you
All the big fights, long nights that you been through
I got a bottle of tequila I been saving for you
Boss up and change your life
You can have it all, no sacrifice
I know he did you wrong, we can make it right
So go and let it all hang out tonight

'Cause he don't love you anymore
So walk your fine ass out the door

And do your hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)

Mmm, yeah, alright
Listen, if he don't love you anymore
Then walk your fine ass out the door
And do your hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
(Feelin' good as hell)
Baby, how you feelin'? (Feelin' good as hell) "
32,Toosie Slide,Drake," 
Black leather glove, no sequins
Buckles on the jacket, it's Alyx shit
Nike crossbody, got a piece in it
Got a dance, but it's really on some street shit
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way, we 'bout to slide, ayy
Can't let this one slide, ayy

Don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you thug passion
It's a Thriller in the trap where we from
Baby, don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you satisfaction
And you know we out here every day with it
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin', either way, we 'bout to slide, ayy
Can't let this one slide, ayy (Who's bad?)

Two thousand shorties wanna tie the knot, ayy, yeah
Two hundred shooters on my brother's block, woah, yeah
Petal off a rose like I love her not, maybe not
I don't know what's wrong with me, I can't stop, woah, yeah
Won't stop, woah, yeah, never stop
Got so many opps, I be mistakin' opps for other opps
Got so many people that I love out of troubled spots
Other than the family I got, it's either you or me
That's just how I think, it's either you or me
This life got too deep for you, baby
Two or three of us about to creep where they stayin'

Black leather glove, no sequins
Buckles on the jacket, it's Alyx shit
Nike crossbody, got a piece in it
Got a dance, but it's really on some street shit
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way, we 'bout to slide, ayy
Can't let this one slide, ayy (Who's bad?)
Toosie slide, then I hit it double-time
Then I hit a spin 'cause we spun their block a couple times
If it's not the right time, there'll always be another time
I'm not even trippin', we'll just see 'em in the summertime, woah, yeah
Can't describe the pressure I be puttin' on myself, yeah
Really, I just can't afford to lose nobody else, yeah
If they movin' shaky, we'll just do this shit ourselves, woah
If I'm movin' shaky, Chubbs'll do this shit himself, yeah
Solo niggas, only YOLO, for real
Heard a lot about you but we don't know for real
Next time, guarantee the truth'll get revealed

Black leather gloves, no sequins, yeah
Buckles on the jacket, it's Alyx shit
Nike crossbody, got a piece in it
Got a dance, but it's really on some street shit
I'ma show you how

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way we 'bout to slide, ayy
Can't let this one slide, ayy
Don't you wanna dance with me? No?
I could dance like Michael Jackson (Jackson)
I could give you thug passion (Passion)
It's a Thriller in the trap where we from (Where we from)
Baby, don't you wanna dance with me? No?
I could dance like Michael Jackson (Jackson)
I could give you satisfaction ('Faction)
And you know we out here every day with it
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way we 'bout to slide
(Who's bad?) "
33,Break My Heart,Dua Lipa," 
I've always been the one to say the first goodbye
Had to love and lose a hundred million times
Had to get it wrong to know just what I like
Now I'm falling
You say my name like I have never heard before
I'm indecisive, but, this time, I know for sure
I hope I'm not the only one that feels it all
Are you falling?

Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby

I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no, I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?

I wonder, when you go, if I stay on your mind
Two can play that game, but you win me every time
Everyone before you was a waste of time
Yeah, you got me

Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby

I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home (I would've stayed at home 'cause I–)
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no, I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Ooh, break my heart
Ooh, break my heart
Ooh
Am I falling in love with the one that could break my heart?

I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home (I would've stayed at home 'cause I–)
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no (Oh no), I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart? "
34,Chasin' You,Morgan Wallen,"
We used to chase that Chattanooga freight
Couple of kids in a Chevrolet
Catch a little air when we cross the tracks
Sipping on something from a paper sack
You hang your shirt on that maple limb
Slipping through the moon to the river bend
Wasn't very long I was jumping in, jumping in
I guess I'm still doing now what I was doing then

Chasin' you like a shot of whiskey
Burning going down, burning going down
Chasin' you like those goodbye tail lights
Headed west to anywhere out of this nowhere town
Chasin' that freedom, chasing' that feeling that got gone too soon
Chasin' that you and me, I only see in my rearview
Yeah, I'm laying here tonight holding someone new
Still chasin' you, still chasin' you

You always used to talk about LA
I heard you got as far as Santa Fe
Well you know I tried to track you down
I only got as far as Guitar Town
Singing about a girl I used to know, used to know
Well you should know that I haven't given up
I'm just on your radio

Chasin' you like a shot of whiskey
Burning going down, burning going down
Chasin' you like those goodbye tail lights
Headed west to anywhere out of this nowhere town
Chasin' that freedom, chasin' that feeling that got gone too soon
Chasin' that you and me, I only see in my rearview
Yeah, I'm laying here tonight holding someone new
Still chasin' you, still chasin' you

Chasin' you like a shot of whiskey
Burning going down, burning going down
Chasin' you like those goodbye tail lights
Headed west to anywhere out of this nowhere town
Chasin' that freedom, chasin' that feeling that got gone too soon
Chasin' that you and me, I only see in my rearview
Yeah, I'm laying here tonight holding someone new
Still chasin' you, still chasin' you

Still chasin' you, still chasin' you "
35,Savage Love Laxed Siren Beat,Jawsh 685 & Jason Derulo,"
Jason Derulo, ah
Savage love (685, baby)

If I woke up without ya, I don't know what I would do
Thought I could be single forever 'til I met you
Usually, don't be fallin', be fallin', fallin' fast
You got a way of keepin' me comin' back-to-back
I just found out, the only reason that you lovin' me
Was to get back at your ex-lover, but before you leave
Usually, I would never, would never even care
But, baby, I know you're creepin', I feel it in the air

Every night and every day
I try to make you stay
But your

Savage love
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love
When you kiss me, I know you don't give two fucks
But I still want that

Your savage love
Your savage lo-lo-love
Your savage lo-lo-love
You could use me
'Cause I still want that (Your savage love)

Baby, I hope that this ain't karma 'cause I get around
You wanna run it up, I wanna lock it down
Usually, don't be fallin', be fallin', fallin' fast
You got a way of makin' me spend up all my cash

Every night and every day
I try to make you stay
But your

Savage love
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love
When you kiss me, I know you don't give two fucks
But I still want that

Your savage love
Your savage lo-lo-love (Ooh)
Your savage lo-lo-love
You could use me
'Cause I still want that, your savage love
(La-la-la-la, ooh, la-la-la-la) Your savage lo-lo-love
(Ooh, la-la-la-la, ooh, la-la-la-la, ooh) Your savage lo-lo-love
(Ooh, la-la-la-la) You could use me (Ooh, la-la-la-la)
Baby

Savage love (Oh, girl)
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love (Savage love)
When you kiss me, I know you don't give two fucks
But I still want that

Your savage love (Savage love)
Your savage lo-lo-love (Ooh, yeah)
Your savage lo-lo-love
Girl, you could use me
'Cause I still want that, your savage love "
36,No Guidance,Chris Brown," 
Before I die, I'm tryna fuck you, baby
Hopefully, we don't have no babies
I don't even wanna go back home
Hopefully, I don't leave you on your own

Ayy
Trips that you plan for the next whole week
Bands too long for a nigga so cheap
And your flex OD, and your sex OD
You got it, girl, you got it (Ayy)
You got it, girl, you got (Yeah)
Pretty lil' thing, you got a bag and now you wildin'
You just took it off the lot, no mileage
Way they hittin' you, the DM lookin' violent
Talkin' wild, you come around and now they silent
Flew the coop at seventeen, no guidance
You be stayin' low, but you know what the vibes is
Ain't never got you nowhere bein' modest
Poppin' shit but only 'cause you know you poppin', yeah

You got it, girl, you got it (Ayy)
You got it, girl, you got it

Lil' baby in her bag, in her Birkin (Ayy)
No nine-to-five, put the work in
Flaws and all, I love 'em all, to me, you're perfect
Baby girl, you got it, girl, you got it, girl (Oh-oh)
You got it, girl, you got it, girl (Ooh)

I don't wanna play no games, play no games
Fuck around, give you my last name (Oh)
Know you tired of the same damn thing
That's okay 'cause, baby, you

You got it, girl, you got it (Oh, ooh, ayy)
You got it, girl, you got it (Got it)

You the only one I'm tryna make love to, pickin' and choosin'
They ain't really love you, runnin' game, usin'
All your stupid exes, they gon' call again
Tell 'em that a real nigga steppin' in
Don't let them niggas try you, test your patience
Tell 'em that it's over, ain't no debatin' (Uh)
All you need is me playin' on your playlist
You ain't gotta be frustrated
I don't wanna play no games, play no games (Oh)
Fuck around, give you my last name (My last name, oh)
Know you tired of the same damn thing (Same damn thing)
That's okay 'cause, baby, you

You got it, girl, you got it (Oh, ooh, ayy)
You got it, girl, you got it (Got it)
I don't wanna

Before I die, I'm tryna fuck you, baby (Yeah)
Hopefully, we don't have no babies (Ooh)
I don't even wanna go back home
Hopefully, I don't leave you on your own
You got it, girl, you got it
Oh

Play no games (No)
Freaky (Freaky)
I can learn a lot from you, gotta come teach me (Woo-woo)
You a lil' hot girl, you a lil' sweetie (No, sweet)
Sweet like Pearland, sweet like Peachtree (Like that)
I can tell you crazy, but shit kind of intrigue me (No, yeah, I like that)
(I don't wanna, I don't wanna)
Seen it on the 'Gram, I'm tryna see that shit in 3D, mami
I know I get around 'cause I like to move freely
(I don't, I don't)
But you could lock it down, I could tell by how you treat me
(I don't, I don't)
I seen how you did homeboy, so please take it easy (No)
Good to have me on your side, I ain't sayin' that you need me (Yeah-yeah)
Six God talk but I ain't tryna get preachy (No, no-no)
I seen how you did homeboy, please take it easier on me
'Cause I don't wanna (No) play no games, play no games
(I don't wanna, I don't wanna)
I don't wanna play no games, play no games
(I don't, I don't)
I don't, I don't
No "
