Rank,Musica,Artista,Letra
19,Gangsta Lovin',Eve,"
I just wanna rock you, all night long
Oh-oh!
I just wanna rock you (Uh-huh), all night long
Oh-oh!

Yo!
Need you to understand me, daddy, I ain't your average
Baby girl, doin' it all, I'm well established
I ain't tryna lead you on, just wanna ask
If you might wanna give me your name, explain your status
You know I see you in time and time, you seem available
Don't mean shit, I know these bitches wanna settle you
Gotta say you on my short list of few
Them other dudes is ok, but I'm feelin you (Oh, yeah)
Want you in the best way, what you 'gon do about it?
Why don't you just test me, you won't want to do without it
Yo, I'm comin' at you hard, bein' a thug
And I ain't givin up till I get that gangsta love, uh-huh

I just wanna rock you, all night long
Oh-oh!
(I wanna rock ya) I just wanna rock you, all night long
Oh-oh!

I know you seen me this night, that night, always my shit tight
Hair done, outfit crazy, skirts fit just right
Wife-beater with a bangin' tan
Walk in, demandin' all eyes, baby, here I am (You know)
Ain't a shame in my frame and I know you're watchin'
Puttin' on a show for you, pop, and I ain't stoppin' (You know)
Lot of action in your corner, yeah, you gonna do
Only thing to make it better though is me with you (You know it)
And I know you feelin' that regardless of your frontin'
And I heard through the streets it was me you wantin'
Let me find out, you shy or somethin'
But I know you're not
So stop the games and approach, is you real or not? (Real or not)

I just wanna rock you, all night long
Oh-oh!
(I wanna rock ya) I just wanna rock you, all night long
(All night, all night)
Oh-oh! (Yo! Uh! Okay!)

Numbers exchange, now it's in place
Shouldn't of took you so long in the first place
I'm just playin' cutie, yeah, give me a call
No, it's cool, you ain't got to see me to my car
See, I'm a big girl (Big girl), but you'll find out (Oh yeah)
Stop for me while I drop top and ride out
Wheels spinnin', wanna know what shorty all about?
But it's cool, I'm provin' these words that's comin' out my mouth
It's that gangsta lovin' (Gangsta) that's just got me buggin' (Buggin')
It's that gangsta lovin (Gangsta, gangsta) that just got me buggin'
(Oh-ah!)

I just wanna rock you, all night long
Oh-oh!
(I wanna rock ya) I just wanna rock you, all night long (all night long)
(All night)
Oh-oh!

I wanna rock you, baby, I wanna hold you, baby
Won't you be my baby? I wanna be your lady
I wanna rock you, baby, I wanna hold you, baby
Won't you be my baby? I wanna be your lady (yeah yeah)
Baby, let me rock with you (This gangsta, gangsta love)
You know I wanna rock with you (Gangsta, gangsta)
Baby let me rock with you (The E-V-E)
You know I wanna rock with you (A. Keys, gonna rock ya)
Baby, let me rock with you
You know I wanna rock with you (It's gangsta, gangsta love)
Baby let me rock with you (It's Gangsta gangsta)
You know I wanna rock with you (It's gangsta, gangsta love)
Ooh, yeah, you know I wanna rock with you
Baby, let me rock with you "
20,My Sacrifice,Creed," 
Hello my friend, we meet again
It's been a while, where should we begin?
Feels like forever
Within my heart are memories
Of perfect love that you gave to me
Oh, I remember

When you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

We've seen our share of ups and downs
Oh, how quickly life can turn around
In an instant
It feels so good to reunite
Within yourself and within your mind
Let's find peace there

'Cause when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

I just want to say hello again
I just want to say hello again

'Cause when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
'Cause when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice
My sacrifice

I just want to say hello again
I just want to say hello again
My sacrifice "
21,Without Me,Eminem," 
Obie Trice, real name, no gimmicks
Ra—, *record scratch*

Two trailer-park girls go round the outside
Round the outside, round the outside
Two trailer-park girls go round the outside
Round the outside, round the outside
Woo! (Ooh, ooh)

Guess who's back, back again?
Shady's back, tell a friend
Guess who's back? Guess who's back?
Guess who's back? Guess who's back?
Guess who's back? Guess who's back?
Guess who's back?
(Da-da-da, da, da, da, da, da, da)
(Da-da-da, da, da, da, da)

I've created a monster
'Cause nobody wants to see Marshall no more, they want Shady, I'm chopped liver
Well, if you want Shady, this is what I'll give ya
A little bit of weed mixed with some hard liquor
Some vodka that'll jump-start my heart quicker
Than a shock when I get shocked at the hospital
By the doctor when I'm not cooperating
When I'm rockin' the table while he's operating (Hey!)
You waited this long, now stop debating
'Cause I'm back, I'm on the rag and ovulating
I know that you got a job, Ms. Cheney
But your husband's heart problem's complicating
So the FCC won't let me be
Or let me be me, so let me see
They tried to shut me down on MTV
But it feels so empty without me
So come on and dip, bum on your lips
Fuck that, cum on your lips and some on your tits
And get ready, 'cause this shit's about to get heavy
I just settled all my lawsuits (Fuck you, Debbie!)

Now, this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me

Little hellions, kids feeling rebellious
Embarrassed, their parents still listen to Elvis
They start feelin' like prisoners, helpless
'Til someone comes along on a mission and yells, ""Bitch!""
A visionary, vision is scary
Could start a revolution, pollutin' the airwaves
A rebel, so just let me revel and bask
In the fact that I got everyone kissin' my ass
And it's a disaster, such a catastrophe
For you to see so damn much of my ass, you asked for me?
Well, I'm back, da-na-na-na, na-na-na-na-na-na
Fix your bent antenna, tune it in, and then I'm gonna
Enter in and up under your skin like a splinter
The center of attention, back for the winter
I'm interesting, the best thing since wrestling
Infesting in your kid's ears and nesting
Testing, ""Attention, please""
Feel the tension soon as someone mentions me
Here's my ten cents, my two cents is free
A nuisance, who sent? You sent for me?
Now, this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me

A tisket, a tasket, I'll go tit-for-tat wit'
Anybody who's talkin', ""This shit, that shit""
Chris Kirkpatrick, you can get your ass kicked
Worse than them little Limp Bizkit bastards
And Moby? You can get stomped by Obie
You thirty-six-year-old bald-headed fag, blow me
You don't know me, you're too old, let go
It's over, nobody listens to techno
Now, let's go, just give me the signal
I'll be there with a whole list full of new insults
I've been dope, suspenseful with a pencil
Ever since Prince turned himself into a symbol
But, sometimes, the shit just seems
Everybody only wants to discuss me
So this must mean I'm disgusting
But it's just me, I'm just obscene (Yeah)
Though I'm not the first king of controversy
I am the worst thing since Elvis Presley
To do Black music so selfishly
And use it to get myself wealthy (Hey!)
There's a concept that works
Twenty million other white rappers emerge
But no matter how many fish in the sea
It'd be so empty without me
Now, this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
Hum, dei-dei, la-la
La-la, la-la-la
La-la, la-la-la
La-la, la-la
Hum, dei-dei, la-la
La-la, la-la-la
La-la, la-la-la
La-la, la-la
Kids! "
22,Hero,Enrique Iglesias," 
Let me be your hero

Would you dance, if I asked you to dance?
Would you run, and never look back?
Would you cry, if you saw me crying?
Would you save my soul, tonight?
Would you tremble, if I touched your lips?
Would you laugh? Oh please, tell me this
Now would you die, for the one you loved?
Hold me in your arms, tonight

I can be your hero, baby
I can kiss away the pain
I will stand by you forever
You can take my breath away

Would you swear, that you'll always be mine
Or would you lie?
Would you run and hide?
Am I in too deep? Have I lost my mind?
I don't care, you're here tonight

I can be your hero, baby
I can kiss away the pain
I will stand by you forever
You can take my breath away


Oh, I just wanna hold you
I just wanna hold you
Oh, yeah
Am I in too deep? Have I lost my mind?
Well, I don't care
You're here tonight

I can be your hero, baby
I can kiss away the pain (Oh yeah)
I will stand by you forever
You can take my breath away

I can be your hero
I can kiss away the pain
And I will stand by you forever
You can take my breath away
You can take my breath away
I can be your hero "
23,All You Wanted,Michelle Branch," 
I wanted to be like you
I wanted everything
So I tried to be like you
And I got swept away
I didn't know that it was so cold
And you needed someone to show you the way
So I took your hand and we figured out that
When the tide comes, I'd take you away

If you want to
I can save you
I can take you away from here
So lonely inside
So busy out there
And all you wanted was somebody who cares

I'm sinking slowly
So hurry, hold me
Your hand is all I have to keep me hanging on
Please, can you tell me?
So I can finally see
Where you go when you're gone

If you want to
I can save you
I can take you away from here
So lonely inside
So busy out there
And all you wanted was somebody who cares

All you wanted was somebody who cares
If you need me, you know I'll be there
Oh-oh, whoa, yeah

If you want to
I can save you
I can take you away from here (I can take you away)
So lonely inside
So busy out there
And all you wanted was somebody who cares
Oh, whoa
(And all you wanted was somebody who cares)
Oh, oh, oh, oh
If you want to (If you want to)
I can save you (Oh)
I can take you away from here (I can take you away)
So lonely inside
So busy out there
And all you wanted was somebody who cares
Please, can you tell me?
So I can finally see
Where you go when you're gone "
24,Get the Party Started,Pink," 
Ha-ha

I'm comin' up, so you better get this party started
I'm comin' up, so you better get this party started

Get this party started on a Saturday night
Everybody's waiting for me to arrive
Sending out the message to all of my friends
We'll be looking flashy in my Mercedes Benz
I got lots of style, check my gold diamond rings
I can go for miles if you know what I mean

I'm comin' up, so you better get this party started
(I'm comin' up, I'm comin')
I'm comin' up, so you better get this party started

Pumping up the volume, breaking down to the beat
Cruising through the Westside, we'll be checking the scene
Boulevard is freaking as I'm coming up fast
I'll be burning rubber, you'll be kissing my ass
Pull up to the bumper, get out of the car
License plate says, ""Stunner: #1 Superstar""

I'm comin' up, so you better get this party started
(I'm comin' up, so you better)
I'm comin' up, so you better get this party started
Get this party started

Making my connection as I enter the room
Everybody's chillin' as I set up the groove
Pumping up the volume with this brand new beat
Everybody's dancing and they're dancing for me
I'm your operator, you can call anytime
I'll be your connection to the party line

I'm comin' up, so you better get this party started
(I'm comin' up, I'm comin')
I'm comin' up, so you better get this party started
(I'm comin' up, I'm comin')
I'm comin' up, so you better get this party started
(I'm comin' up, so you better)
I'm comin' up, so you better get this party started

Get this party started (Ooh)
Get this party started right now
Get this party started (Ooh)
Get this party started
Get this party started right now "
25,Hero,Chad Kroeger," 
I am so high, I can hear heaven
I am so high, I can hear heaven
Whoa, but heaven, no, heaven don't hear me

And they say that a hero could save us
I'm not gonna stand here and wait
I'll hold on to the wings of the eagles
Watch as we all fly away

Someone told me love would all save us
But how can that be? Look what love gave us
A world full of killing and blood spilling
That world never came

And they say that a hero could save us
I'm not gonna stand here and wait
I'll hold on to the wings of the eagles
Watch as we all fly away
(Ah-ah)

Now that the world isn't ending
It's love that I'm sending to you
It isn't the love of a hero
And that's why I fear it won't do

And they say that a hero could save us
I'm not gonna stand here and wait
I'll hold on to the wings of the eagles
Watch as we all fly away

And they're watching us (Watching us)
They're watching us (Watching us)
As we all fly away
And they're watching us (Watching us)
They're watching us (Watching us)
As we all fly away, yeah (Hey, yeah, yeah)
And they're watching us (Watching us)
They're watching us (Watching us)
As we all fly away, yeah, yeah
Whoa "
26,Wasting My Time,Default," 
I don't want to see you waiting
I've already gone too far away
I still can't keep the day from ending
No more messed-up reasons for me to stay

Well this is not for real, afraid to feel
I just hit the floor, don't ask for more
I'm wasting my time
I'm wasting my time
You can't stop the feeling, there is no reason
Just make the call and take it all again
Whoa-oh, again

Months went by with us pretending
When did our light turn from green to red?
I took a chance and left you standing
Lost the will to do this once again

Well this is not for real, afraid to feel
I just hit the floor, don't ask for more
I'm wasting my time
I'm wasting my time
You can't stop the feeling, there is no reason
Just make the call and take it all
I'm wasting my time
I'm wasting my time again
Whoa-oh, again


I see you waiting
Look so lonely
I see you waiting
I see you waiting

Well, this is not for real, afraid to feel
I just hit the floor, don't ask for more
I'm wasting my time
I'm wasting my, oh
Well, this is not for real, afraid to feel
I just hit the floor, don't ask for more
I'm wasting my time
I'm wasting my time
You can't stop the feeling, there is no reason
Just make the call and take it all again
Whoa-oh, again "
27,One Last Breath,Creed," 
Please come now, I think I'm falling
I'm holding on to all I think is safe
It seems I found the road to nowhere
And I'm trying to escape
I yelled back when I heard thunder
But I'm down to one last breath
And with it, let me say
Let me say

Hold me now
I'm six feet from the edge and I'm thinking
Maybe six feet ain't so far down

I'm looking down, now that it's over
Reflecting on all of my mistakes
I thought I found the road to somewhere
Somewhere in His grace
I cried out, ""Heaven save me""
But I'm down to one last breath
And with it, let me say
Let me say

Hold me now
I'm six feet from the edge and I'm thinking
Maybe six feet ain't so far down
Hold me now
I'm six feet from the edge and I'm thinking
Maybe six feet ain't so far down
I'm so far down

Sad eyes follow me
But I still believe
There's something left for me
So please come stay with me
'Cause I still believe
There's something left for you and me
For you and me
For you and me

Hold me now
I'm six feet from the edge and I'm thinking

Hold me now
I'm six feet from the edge and I'm thinking
Maybe six feet ain't so far down
Hold me now
I'm six feet from the edge and I'm thinking
Maybe six feet ain't so far down

Please come now, I think I'm falling
I'm holding on to all I think is safe "
28,Whenever, Wherever," 
Diplomatic immunity, fuck 'em
All that peace and that unity
All that weak shit'll ruin me, fuck 'em, yeah
'Cause niggas started talkin' to me like I'm slowin' down
Opinions over statistics, of course
Gassed off journalistic
Come at me and all you'll get is the ballistic report
Booked a private room at Wally's, waiter twistin' the cork
I got multi-colored rings like the Olympics, of course
At award shows, cuttin' through the tension, of course
Girls huggin' me then askin' me, ""What scent that is, boy?""
I be walkin' around the Six like I invented it, boy
Yeah, who am I? The do or die
The one with the fewest lies and the truest ties
They try to compare us, but
Like a job straight outta high school there's no you and I
I taught you everything you know, now you got student pride
All factual, I call the house ""the embassy""
The studio ""the chapel"", I hate to travel
I just pulled up on Solána show, the girl's a natural
I knew her way back when Hollywood was international
Yeah, the furthest I've been, that's word to my ends
Word to the flags that belong in the hood of my Benz
Very presidential, I broke all the codes for zonin' in my residential
I broke spirits that I never meant to
My body isn't much of a sacred temple, with vodka and wine
And sleep at the opposite times
Promise shit is gettin' outta line like when you make a stencil
Or gettin' outta line like when you break a pencil
Violatin' the Treaty of Versailles
Champagne is the alias, but no cease and desist in I
I refuse to comply with regulations
I listen to heavy metal for meditation, no silence
Like Sanders on the Detroit Lions
Get a run around and I'll bury you where they won't find ya
Motor City Casino, I'm at the cage with my old license
They tell me ""don't worry, I got your money"" like Osirus
(I'm the Osiris of this shit)
Dirty 30, workin' on me
Tired of women that may tag me in pictures airin' my dirty laundry
Catering is from Giorgio Baldi, Robyn's favorite
Shit is nice, but I prefer Madeo
Calamari rings and tomato
I got the sauce and now shorties keep claimin' preggo
Wakin' up at 6 p.m. like, ""Where does the day go?""
Forecastin' tornadoes, brainstormin' retaliation at dinner tables
2010 was when I lost my halo
2017 I lost a J. Lo
A Rotterdam trip had me on front page though
I had to lay low, Hot Topic like your everyday clothes
Closed off but I could never stay closed
Billboard awards, I claimed 13 out in Vegas like Sureños
Black excellence, but I guess when it comes to me it's not the same though, all goodie
That just pushed me to do the things we all couldn't
Niggas stakin' out the crib, it's all gravy
Protection that God gave me
Shit is complex like short niggas 'round tall ladies
I gotta watch who I'm talkin' to like it's all-ages
I've seen buddin' careers turn to sit around and talk about other careers, judgin' their peers
Knowledge from niggas who did not contribute to none of this here
Cover my ears, my security government tier
Yeah, advance the venue so we know the exits
Check the guest list
If opps make an appearance at least it's expected
Tell 'em I don't wanna link like a broken necklace
I'll be in better company with my own reflection
Mirror, mirror, on the ceiling of my suite in the Royal Palace
The TV playin' Al Jazeera
Insha'Allah, I hope the mission keeps on gettin' clearer
Whenever, wherever, OVO will always be together like Shakira

I love, I love
I love, I love it
Baby, I "
29,I'm Gonna Be Alright,Jennifer Lopez,"
Oh, yes
Yes, I did, baby
Yes, I did

It's funny 'cause for a while
I walked around with a smile
But deep inside, I could hear
Voices telling me this ain't right
Don't you know it's not for you?
I always knew what I had to do
But it's hard to get away
'Cause I love you, I just tried to stay

I used to say I couldn't do it but I did it (Yes, I did)
After telling everybody that I wasn't with it (Oh, yes)
Though it brings tears to my eyes, I can feel it
And I know inside I'ma be alright (I'ma be alright)
I said I couldn't do it but I did it (Yes, I did)
After telling everybody that I wasn't with it (Oh, yes)
Though it brings tears to my eyes, I can feel it
And that voice inside says I'm gonna be alright

Friends of mine say to me
Say you got control over me
You're not alone, I played my part
I saw the way you were from the start
Could I expect so much from you?
You had a girl when I first met you
Did the best that you could do
Now I realize I can't change you

I used to say I couldn't do it but I did it (Ooh)
After telling everybody that I wasn't with it
Though it brings tears to my eyes, I can feel it
And I know inside I'ma be alright (Be alright)
I said I couldn't do it but I did it (Yes, I did it)
After telling everybody that I wasn't with it (Oh, yes)
Though it brings tears to my eyes, I can feel it
And that voice inside says I'm gonna be alright

Said I wouldn't walk away
Some days I want to stay (Days I want to stay)
But leaving you is what I need (Need to do) to do to be okay (For me to be okay)
Never thought it would be true (Would be true)
Me living without you (Living without you)
But now it's time for me to make that move, oh woah
Ah, ah

I used to say I couldn't do it but I did it (But I did, baby)
After telling everybody that I wasn't with it (Wasn't with it)
Though it brings tears to my eyes, I can feel it (To my eyes)
And I know inside I'ma be alright (Be alright)
I said I couldn't do it but I did it (But I did)
After telling everybody that I wasn't with it (Wasn't with it)
Though it brings tears to my eyes, I can feel it
And that voice inside says I'm gonna be alright
I used to say I couldn't do it but I did it (Oh, no)
After telling everybody that I wasn't with it
Though it brings tears to my eyes, I can feel it
And I know inside I'ma be alright (Be alright)
I said I couldn't do it but I did it
After telling everybody that I wasn't with it (I wasn't, no)
Though it brings tears to my eyes, I can feel it
And that voice inside says I'm gonna be alright
I used to say I couldn't do it but I did it
After telling everybody that I wasn't with it
Though it brings tears to my eyes, I can feel it
And I know inside I'ma be alright
I said I couldn't do it but I did it
After telling everybody that I wasn't with it
Though it brings tears to my eyes, I can feel it
And that voice inside says I'm gonna be alright
I used to say I couldn't do it but I did it
After telling everybody that I wasn't with it
Though it brings tears to my eyes, I can feel it
And I know inside I'ma be alright"
30,Oh Boy,Cam'ron ," 
Just Blaze (Oh baby)
Oh baby (Uh)
Killa

All the girls see the (Boy), look at his kicks (Boy)
Look at his car (Boy), all I say is (Oh boy)
Look, mami, I'm no good, I'm so hood
Clap at your soldiers sober, then leave after it's over, Killa
I'm not your companion, or your man's stand-in
Hit me when you wanna get rammed in, I'll be scramblin' (That's right)
With lots of mobsters, shop for lobsters
Cops and robbers, listen, every block is blaka (Blaka)
But she like the way I diddy bop, you peep that? (Oh, you peep that, right?)
Mink on, Mauri kicks, plus Chanel ski hat
She want the (Boy), so I give her the (Boy)
Now she screamin' out (Boy, boy, boy, boy), Killa, Killa
Now she playin' with herself, Cam dig it out, lift her up
Ma, it's just a fuck, girl, get it out, pick on up
They want the boy Montana with guns with bandanas
Listen to my homeboy Santana

Y'all niggas can't fuck with the (Boy), I'm tellin' ya (Boy)
Put a shell in ya (Boy), now he bleedin' (Oh boy)
Get him, call his (Boy), he wheezin', he need his (Boy)
He screamin' (Boy, boy, boy, boy)
Damn, shut up (Boy), he's snitchin' (Oh boy)
This nigga's bitchin' (Boy), he's twisted (Oh boy)
If feds was listenin' (Boy), damn, whoa, whoa, come on
I'm in trouble, need bail money, shit
Where the fuck is my (Boy)? I got trust for my (Boy)
That's why I fuck with my (Boy), that's my nigga (Oh boy)
He gon' come get his (Boy), he got love for his (Boy)
That's my (Boy, boy, boy, boy) uh-huh, uh-huh

When he got caught with the (Boy), we went to court for the (Boy)
Just me and my (Boy), and we sayin' (Oh boy)
Be on the block with my (Boy) with the rock or the (Boy)
When the cops come— Squalie!
Yeah, this is for the sports cars
Bonita's, Jimmy's, PJ's, old school, eighteenth at the sports bar
Eight or nine on the (Boy)
Holla at your boy (Boy, boy, boy, boy), Killa, holla, listen
It's the D-I-P (Boy) plus the R-O-C (Boy)
You'll be D-O-A (Boy), your moms will say (Oh boy)
Shit, ain't no stoppin' 'em, guns, we got a lot of 'em (Boy, boy, boy, boy, shit)
Matter of fact, Guru start poppin' 'em
Then slap up his (Boy), clap up his (Boy)
Wrap up his (Boy), get them gats (Oh boy)
Diplomats are them (Boy) for the girls and the (Boy)
Say (Boy, boy, boy, boy), yeah, yeah

Now when they see Cam and his (Boy), they say damn (Oh boy)
Santana's that (Boy) that squeeze hammers (Oh boy)
Cannons and bandanas, blammers, we don't brandish (Boy, boy, boy)
Blam at your man's canvas, then scram with your man's leaded
And I'm back with my (Boy)

Until that man is vanished
Away in the Grand Canyon, these kids are grand standin'
Niggas demand ransom over them grams scramblin'
(Boy, boy, boy, boy)
Well, fuck it, Van Damme 'em, Cam'll blam blam 'em
Call up his (Boy), I'm down south tannin'
Mami, I got the remedy, Tommy's up at the enemy
Homi's and bodies, but now my body, you're feelin' finicky
Killa and Capo, we chill in Morocco for reala
We got dough, chinchilla dough and fill with them hollows, huh
It's the (Boy)
I said, it's the (Boy)
I'm the (Boy, boy, boy, boy)
Killa
Boy
Oh boy
Boy
Oh boy
Boy, boy, boy
Boy, boy, boy, boy "
31,Heaven,DJ Sammy ," 
Baby, you're all that I want
When you're lying here in my arms (My arms)
I'm finding it hard to believe (Believe)
We're in Heaven
We're in Heaven

Oh, thinkin' about our younger years
There was only you and me
We were young and wild and free
Now nothing can take you away from me
We've been down that road before
But that's over now (Over now)
You keep me comin' back for more

Baby, you're all that I want
When you're lying here in my arms
I'm finding it hard to believe (Believe)
We're in Heaven
And love is all that I need
And I found it there in your heart
It isn't too hard to see (See)
We're in Heaven (We're in Heaven)

Now, nothing could change what you mean to me, oh
There's a lot that I could say
But just hold me now (Hold me now)
'Cause our love will light the way

Baby, you're all that I want
When you're lying here in my arms
I'm finding it hard to believe
We're in Heaven
And love is all that I need
And I found it there in your heart
It isn't too hard to see (See)
We're in Heaven (Heaven)

Now our dreams are comin' true
Through the good times and the bad
I'll be standing there by you (We're in Heaven)

Love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in Heaven
Oh, oh, oh
Oh, oh, oh
We're in Heaven "
32,Hey Baby,No Doubt ," 
Hey baby, hey baby, hey!
Girls say, boys say:
""Hey baby, hey baby, hey!""
Hey baby, baby...

I'm the kinda girl that hangs with the guys
Like a fly on the wall with my secret eyes
Takin' it in, try to be feminine
With my makeup bag, watchin' all the sin
Misfit, I sit
Lit up, wicked
Everybody else surrounded by the girls
With the tank tops and the flirty words (Hey baby)

I'm just sippin' on chamomile
Watchin' boys and girls and their sex appeal
With a stranger in my face who says he knows my mom
And went to my high school

All the boys say:
""Hey baby, hey baby, hey!""
Girls say, girls say:
""Hey baby, hey baby, hey!""
Hey baby, baby... (Hey baby)
Hey baby, hey baby, hey!
Boys say, boys say:
""Hey baby, hey baby, hey!""
All the boys get the girls in the back (Back, back, back, back)

I'm the one they feed upon
Give a bit, a star is born
And if you're hot enough you'll get the pass
So you can tell your friends how you made it back

No matter what they say, I'm still the same
Somehow everybody knows my name
And all the girls wanna get with the boys
And the boys really like it

All the boys say:
""Hey baby, hey baby, hey!""
Girls say, girls say:
""Hey baby, hey baby, hey!""
Hey baby, baby... (Hey baby)
Hey baby, hey baby, hey!
Boys say, boys say:
""Hey baby, hey baby, hey!""
All the boys get the girls in the back (Back)

Check it out, it’s Bounty Killer and No Doubt!
Jump on the stage makes me going crazy
Afterwards myself and one of them gorgeous ladies (That's right!)
There is no need to be acting shady
Come on, baby, hey, hey baby
Jump on the stage, makes me going crazy
Afterwards myself and one of them gorgeous ladies
There is no need to be acting shady
Come on, baby, hey, hey baby
When you rock your hips you know that, it amaze me
Got me off the hook and nothing else don't phase me
Can you be my one and only sunshine lady?
No 'if', no 'maybe?'
Hey baby!
I'm just sippin' on chamomile
Watchin' boys and girls and their sex appeal
With a stranger in my face who says he knows my mom
And went to my high school
That's right!

All the boys say:
""Hey baby, hey baby, hey!""
Girls say, girls say:
""Hey baby, hey baby, hey!""
Hey baby, baby... (Hey baby)
Hey baby, hey baby, hey!
Boys say, boys say:
""Hey baby, hey baby, hey!""
Can you be my one and only sunshine lady?
Bay-
Hey baby, hey baby, hey!
Girls say (Hey baby), girls say:
""Hey baby, hey baby, hey!""
When you rock your hips you know that
It (Hey baby) amaze me
Hey baby, hey baby, hey! (Hey baby)
Boys say (Hey baby), boys say:
""Hey baby, hey baby, hey!""
All the boys get the girls in the back "
33,Girlfriend,NSYNC," 
Would you be my girlfriend?
Would you be my girlfriend?
Would you be my girlfriend?
You know I like you, right?
But would you be my girlfriend?
Listen

I don't know why you care
(Why you thinkin' 'bout him, mama?)
He doesn't even know you're there
(He ain't even paying attention)
No, no
'Cause he don't love your eyes (nah)
And he don't love your smile (nah)
Girl, you know that ain't fair (c'mon)

In the middle of the night (mmm)
Is he gonna be by your side? (no, no)
Or will he run and hide?
You don't know 'cause things ain't clear
And baby, when you cry
Is he gonna stand by your side?
Does the man even know you're alive?
I got an idea

Why don't you be my girlfriend?
I'll treat you good (I'll treat you good, girl)
I know you hear your friends when they say you should
'Cause if you were my girlfriend
I'd be your shining star
The one to show you where you are
Girl, you should be my girlfriend

Does he know what you feel
(Does he know what you feel?)
Are you sure that it's real? Yeah (are you sure?)
Does he ease your mind (nah)
Or does he break your stride? (c'mon)
Did you know that love could be a shield? Yeah

In the middle of the night (oh)
Is he gonna be by your side? (no, no)
Or will he run and hide?
You don't know 'cause things ain't clear
And baby, when you cry (oh oh)
Is he gonna stand by your side? (no, no)
Does the man even know you're alive?
I got an idea, oh
So why don't you be my girlfriend? (yeah, yeah)
I'll treat you good (I'll treat you good, girl)
I know you hear your friends when they say you should
Baby, 'cause if you were my girlfriend
I'd be your shining star
The one to show you where you are
Girl, you should be my girlfriend

(You make my heart sing)
Ah, ah ah
(You make my heart sing)
Ah, ah yah, ah
(You make my heart sing)
Ah, ah ah
(You make my heart sing)
Ah, ah yah, ah

Ever since I saw your face
Nothing in my life has been the same
I walk around just saying your name
Without you, my world would end, yeah
I've searched around this whole damn place
And everything says you were meant to be (meant to be)
My girlfriend, oh
Why don't you be my girlfriend? (yeah, hey)
I'll treat you good
I know you hear your friends when they say you should
(I know you hear your friends when they say you should)
'Cause if you were my girlfriend (my girlfriend)
I'd be your shining star (be your shining star, yeah)
The one to show you where you are
Girl, you should be my girlfriend

(You make my heart sing)
Ah, ah ah
(You make my heart sing)
Ah, ah yah, ah (oh oh)
(You make my heart sing)
Ah, ah ah (Oh baby, baby, yeah)
(You make my heart sing)
Ah, ah yah
Girl, you should be my girlfriend

Girl, you should be my girlfriend
Girl, you should be my girlfriend
Girl, you should be my girlfriend
Girl, you should be my girlfriend
My girlfriend "
