Rank,Musica,Artista,Letra
27,It's Gonna Be Me,NSYNC," It’s Gonna Be Me Lyrics
(It's gonna be me)
Ooh, yeah

You might've been hurt, babe
That ain't no lie
You've seen them all come and go
Oh oh
I remember you told me
That it made you believe in “no man, no cry”
Maybe that's why

Every little thing I do
Never seems enough for you
You don't wanna lose it again
But I'm not like them
Baby, when you finally
Get to love somebody
Guess what?
It's gonna be me

You got no choice, babe
But to move on, you know
There ain't no time to waste
But you're just too blind (too blind)
To see
But in the end, you know it's gonna be me
You can't deny
So just tell me why...
You might also like
Every little thing I do
Never seems enough for you
You don't wanna lose it again
But I'm not like them
Baby, when you finally ('ly)
Get to love somebody (somebody)
Guess what?
It's gonna be me

(It's gonna be me)
Ay, ay, ayy
Ooh yeah, yeah

There comes a day
When I'll be the one
You'll see
Lance: It's gonna...
Joey: Gonna...
Justin: Gonna...
JC: Gonna...
Chris: Gonna
It's gonna be me
All that I do
Is not enough for you
I don't wanna lose it
But I'm not like that
When finally (finally)
You get to love (ah)
Guess what? (guess what?)

Every little thing I do (do)
Never seems enough for you (for you, babe)
You don't wanna lose it again (don't wanna lose it)
But I'm not like them
Baby, when you finally ('ly)
Get to love somebody (love...)
Guess what?
It's gonna be me
Every little thing I do (oh...)
Never seems enough for you
You don't wanna lose it again (don't wanna lose it)
But I'm not like them
Baby, when you finally ('ly)
Get to love somebody (love somebody)
Guess what?
It's gonna be me "
28,That's the Way It Is,Celine Dion," That’s the Way It Is Lyrics
Mm, mm
Yeah

I can read your mind
And I know your story
I see what you're going through, yeah
It's an uphill climb
And I'm feeling sorry
But I know it will come to you, yeah

Don't surrender
'Cause you can win
In this thing called love

When you want it the most
There's no easy way out
When you're ready to go
And your heart's left in doubt
Don't give up on your faith
Love comes to those who believe it
And that's the way it is
You might also like
When you question me
For a simple answer
I don't know what to say, no
But it's plain to see
If you stick together
You're gonna find a way, yeah

So don't surrender
'Cause you can win
In this thing called love

When you want it the most
There's no easy way out
When you're ready to go
And your heart's left in doubt
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it
And that's the way it is
That's the way it is

When life is empty
With no tomorrow
And loneliness starts to call (Loneliness starts to call)
Baby, don't worry
Forget your sorrow
'Cause love's gonna conquer it all
All
When you want it the most
There's no easy way out
When you're ready to go
And your heart's left in doubt
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it
And that's the way it is (Oh)
(There's no easy way out)
When you're ready to go
And your heart's left in doubt (Uh-huh)
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it
And that's the way it is
That's the way it is

(That's the way it is)
That's the way it is, babe
(That's the way it is)
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it
And that's the way it is "
29,Country Grammar Hot Shit,Nelly," Country Grammar (Hot Shit) Lyrics
Hot shit

Mmmm, I'm goin' down, down, baby, your street in a Range Rover
(Come on)
Street sweeper baby, cocked, ready to let it go
(Hot shit)
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now
I'm goin' down, down, baby, your street in a Range Rover
Street sweeper baby, cocked, ready to let it go
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now

Mmmm, you can find me in St. Louis rollin' on dubs
Smokin' on dubs in clubs, blowin' up like Cocoa Puffs
Sippin' Bud', gettin' perved and gettin' dubbed
Daps and hugs, mean mugs and shoulder shrugs
And it's all because, accumulated enough scratch just to
Navigate it, wood decorated on chrome and it's
Candy painted, fans faintin' while I'm entertainin'
Wild, ain't it? How me and money get acquainted
Plus I hang with Hannibal Lecter (Hot shit)
So feel me when I bring it
Sing it loud (What?), I'm from the Lou' and I'm proud
Run a mile for the cause, I'm righteous, above the law
Player my style's raw, I'm Born to Mack, like Todd Shaw
Forget the fame and the glamour, give me D's with a rubber hammer
My grammar be's Ebonics, gin, tonic and chronic
Fuck Bionic, it's ironic, slammin' niggas like Onyx
Lunatics 'til the day I die
And I run more game than the Bulls and Sonics
See Nelly LiveGet tickets as low as $42You might also like
I'm goin' down, down, baby, your street in a Range Rover
(Come on)
Street sweeper baby, cocked, ready to let it go
(Hot shit)
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now
I'm goin' down, down, baby, your street in a Range Rover
Street sweeper baby, cocked, ready to let it go
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now

Who say pretty boys can't be
Wild niggas, loud niggas, O.K. Corral niggas
Foul niggas, run in the club and bust in the crowd, nigga
""How nigga?""
Ask me again and it's goin' down, nigga
Now nigga, come to the circus and watch me clown, nigga
Pound niggas, what you be givin' when I'm around, nigga
Frown niggas, talkin' that shit when I leave the town, nigga
Say now, can you hoes come out to play now?
Hey, I'm ready to cut you up any day now
Play by my rules, boo, and you gon' stay high
May I answer your Third Question like A.I
Say, ""Hi"", to my niggas left in the slamma
From St. Louis to Memphis, from Texas back up to Indiana
Chi-Town, K.C., Motown to Alabama
L.A., New York Yankee niggas, to Hotlanta
Louisiana, all my niggas with country grammar
Smokin' blunts in Savannah, blow thirty mil', like I'm Hammer
I'm goin' down, down, baby, your street in a Range Rover
(Come on)
Street sweeper baby, cocked, ready to let it go
(Hot shit)
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now
I'm going down, down, baby, your street in a Range Rover
Street sweeper baby, cocked, ready to let it go
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now

Let's show these cats to make these
Millions so you niggas quit actin' silly, mon
Kid quicker than Billy, mon, talkin' really and I need it mon
Flows, I kick 'em freely mon, especially off Remi, mon
Keys to my Beemer, mon, holler at Beenie Man
See me, mon, chiefin', rollin' deeper than any mon
Through Jennings mon, through U-City back up to Kingsland
With nice niggas, sheist niggas who snatch your life, niggas
Trife niggas who produce and sell the same beat twice, nigga (Hot shit)
Ice, niggas, all over, close to never sober
From broke to havin' brokers, my price-range is Rover
Now I'm knockin' like Jehovah; let me in now, let me in now
Bill Gates, Donald Trump, let me in now
Spend now, I got money to lend my friends now
We in now, candy Benz, Kenwood and 10's now
I win now (Woo), fuckin' lesbian twins now
Seein' now, through the pen I make my ends now
I'm goin' down, down, baby, your street in a Range Rover
(Come on)
Street sweeper baby, cocked, ready to let it go
(Hot shit)
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now
I'm goin' down, down, baby, your street in a Range Rover
Street sweeper baby, cocked, ready to let it go
Shimmy, shimmy, cocoa what, listen to it pound
Light it up and take a puff, pass it to me now "
30,Bring It All to Me,Blaque," 
There you are
Looking as fine as can be
In your fancy car
I can see you looking at me
What you wanna do?
Are you just gonna sit there and stare?
Baby, talk to me
Tell me what's on your mind
Baby, oh

Oh, baby
Bring it all to me (Bring it all)
But I don't need no fancy cars or diamond rings
(Baby I don't need, no)
Oh, baby
Bring it all to me (Bring it all)
Gimme your time, your love, your space, your energy (Hoh-no)

Baby, what's the deal?
Would I be too forward if
I told you how I feel
That's just the way I do my thing
I'm so for real
Are you feeling my Timb's, my baggy jeans?
My thug appeal?
Do you like it when a man can keep it real?
Oh
You might also like
Oh, baby
Bring it all to me (bring it all, bring it all)
But I don't need no fancy cars or diamond rings (diamond rings)
Oh, baby
Bring it all to me (oh)
Gimme your time, your love, your space, your energy (oh baby)

Oh, I'll put my pride to the side
Just to tell you how good
You make me feel inside

There's not a single question
That we can't make this right
Cause it's you I need
Every day and night
Oh baby

Oh, baby
Bring it all to me (bring it all, bring it all/yeah yeah)
But I don't need no fancy cars or diamond rings (no I don't)
Oh, baby
Bring it all to me (bring it all/ooh oh)
Gimme your time, your love, your space, your energy (oh/ooh)
Oh, baby
Bring it all to me (yeah)
But I don't need no fancy cars or diamond rings (oh)
Oh, baby
Bring it all to me (bring it all, bring it all)
Gimme your time, your love, your space, your energy (oh woah)

Oh, baby
Bring it all to me (bring it all)
But I don't need no fancy cars or diamond rings (ooh)
Oh, baby
Bring it all to me (oh baby)
Gimme your time, your love, your space, your energy (bring it all)

Oh, baby
Bring it all to me (oh)
But I don't need no fancy cars or diamond rings (diamond rings baby)
Oh, baby
Bring it all to me (yeah)
Gimme your time, your love, your space, your energy (oh) "
31,Show Me the Meaning of Being Lonely,Backstreet Boys," 
Show me the meaning of being lonely

So many words for the broken heart
It is hard to see in a crimson love
So hard to breathe
Walk with me and maybe
Nights of light so soon become
Wild and free, I could feel the sun
Your every wish will be done
They tell me

Show me the meaning of being lonely
Is this the feeling I need to walk with?
Tell me why I can't be there where you are
There's somethin' missin' in my heart

Life goes on as it never ends
Eyes of stone observe the trends
They never say forever gaze, if only
Guilty roads to an endless love (endless love)
There's no control, are you with me now?
Your every wish will be done
They tell me
You might also like
Show me the meaning of being lonely
Is this the feeling I need to walk with? (tell me why)
Tell me why I can't be there where you are
There's somethin' missin' in my heart (heart!)
There's nowhere to run
I have no place to go
Surrender my heart, body, and soul
How can it be you're askin' me
To feel the things you never show?
(Show-oh-oh-oh-oh, oh!)

You are missin' in my heart
Tell me, why can't I be there where you are

Show me the meaning of being lonely (being lonely)
Is this the feeling I need to walk with? (tell me why)
Tell me why I can't be there where you are (where you are)
There's somethin' missin' in my heart
(You are missin' from my heart)
Show me the meaning of being lonely (being lonely)
Is this the feeling I need to walk with?
Tell me why I can't be there where you are (where you are)
There's somethin' missin' in my heart "
32,Hot Boyz,Missy Elliott," 
This is for my ghetto motherfuckers (Uh)
Uh, hey, are you really a hot boy? (Hot boy, hot boy, hot boy)
Oh, check me (Hot boy)

What's your name? (Uh) 'Cause I'm impressed (Uh)
Can you treat me good? (Uh) I won't settle for less (Oh)
You a hot boy (Hot boy), a rock boy (A rock boy)
A fun toy (A fun toy), tote a Glock boy (Ooh)
Where you live? (Uh) Is it by yourself? (Uh)
Can I move wit' you? (Uh) Do you need some help? (Uh)
I cook, boy (I cook, boy), I'll give you more (Uh)
I'm a fly girl (Uh) and I like those (Mmm)

Hot boys (Say what?)
Baby, you got what I want (Uh-huh) (What I want)
See, 'cause y'all be drivin' Lexus jeeps (Yeah)
And the Benz jeeps and the Lincoln jeeps (Yeah)
Nothin' cheaper, got them Platinum Visas (Yeah, da-da-da)
Hot boys (Uh-huh) (Hot boys)
Baby, you got what I want (Uh-huh) (What I want)
See, 'cause y'all be drivin' Jaguars (Hey)
And the Bentleys and the Rolls Royce (Ooh)
Playin' hardballs wit' them Platinum Visas (Ooh)
(Uh-uh, uh-uh)
See Missy Elliott LiveGet tickets as low as $80You might also like
Is that your car (Uh), the XK8? (Uh)
Are you ridin' alone (Uh), can I be your date? (Ooh)
Come get me (Come get me), get me (Get me)
Don't diss me (Don't diss me), don't trick me (Ooh)
Got some friends (Uh), can they come too? (Uh-huh)
Can you hook them up (Uh-huh) wit' some boys like you? (Ooh)
A hot boy (A hot boy), a rock boy (A rock boy), on top boy (Uh)
And I like those (Mmm)

Hot boys (Say what?) (Hot boys)
Baby, you got what I want (Uh-huh) (They got what I want)
See, 'cause y'all be drivin' Lexus jeeps
And the Benz jeeps (Yeah) and the Lincoln jeeps (You do)
Nothin' cheaper, with them Platinum Visas (Oh, yeah) (Uh-uh, uh-uh)
Hot boys (Uh-huh) (Hot boys)
Baby, you got what I want (Uh-huh) (You got what I want)
See, 'cause y'all be drivin' Jaguars
And the Bentleys and the Rolls Royce (Oh)
Playin' hardballs wit' them Platinum Visas

Yo, I'ma dig in yo pockets (Uh-huh)
Dig in yo wallets (Uh-huh)
Is there money unfounded? (Mmm)
Yeah, you got my heart poundin' (Yeah, yeah)
You a hot boy (Yeah, yeah), drive a drop boy (Yeah, yeah)
With a lot boy and you tote a Glock boy (Woo)
Gimme no reason, I know that you treatin' (Ooh)
These diamonds I'm needin', make you believe it (Ooh)
I want a lot, boy (Ooh), with a hot boy (Ooh)
Got a fun toy and you tote a Glock boy (Oh, yeah)
Hot boy (Hot boy)
Baby, you got what I want (All I want)
Won't you really come and satisfy me? (Come and satisfy me)
I be lovin' you like endlessly (Every day, all day)
Hot boy (Ooh, baby)
Baby, you got what I want (All I want)
Won't you really come and satisfy me? (Satisfy me)
I be lovin' you like endlessly (Oh, yes I will)

Where the Lexus jeeps and the Benz jeeps?
And the Lincoln jeeps and the Bentleys
And the Jaguars and the fly cars (Ooh-ooh, ooh-ooh)
Where you at? (Ooh-ooh, yeah, yeah)
Where your Lexus jeeps and the Benz jeeps?
And the Lincoln jeeps and the Bentleys
And the Jaguars and the fly cars (Ooh, ooh)
Where you at? (Ooh, oh)

Yeah, yeah, yeah, yeah
Hot boys, hot boys (I'm out), hot boys
I like 'em like thatEmbed"
33,Back Here,BBMak," 
Baby, set me free
From this misery
I can't take it no more
Since you ran away
Nothing's been the same
Don't know what I'm livin' for

Here I am, so alone
And there's nothin' in this world I can do

Until you're back here, baby
Miss you, want you, need you so
Until you're back here baby, yeah
There's a feelin' inside
I want you to know
You are the one, and I can't let you go

So I told you lies
Even made you cry
Baby, I was so wrong
Girl, I promise you
Now my love is true
This is where my heart belongs
You might also like
'Cause here I am, so alone
And there's nothin' in this world I can do

Until you're back here, baby
Miss you, want you, need you so
Until you're back here baby, yeah
There's a feelin' inside
I want you to know
You are the one and I can't let you go

And I wonder (And I wonder)
Are you thinkin' of me?
'Cause I'm thinkin' of you
And I wonder (And I wonder)
Are you ever comin' back in my life?

'Cause here I am, so alone
And there's nothin' in this world I can do...

Until you're back here, baby
Miss you, want you, need you so
Until you're back here baby, yeah
There's a feelin' inside
I want you to know
You are the one and I can't...
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby)
There's a feelin' inside
I want you to know
You are the one and I can't...
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby)
Until you're back here, baby (Until you're back here, baby) "
34,It Feels So Good,Sonique," 
You always make me smile when I'm feeling down
You give me such a vibe, it's totally bonafide, mm
It's not the way you walk and it ain't the way you talk
It ain't the job you got, that keeps me satisfied

(Your love, it feels so good) And that's what takes me high
(Higher than I've been before) Your love, it keeps me alive
(Thought I should let you know) That your touch, it means so much
(When I'm alone at night) It's you I'm always thinking of, ooh, oh, baby

Ooh, I want you to understand
How I feel, yeah, deep inside
Oh-ho, you make me feel
What I need to feel, yes, in my heart

(Your love, it feels so good) And that's what takes me high
(Higher than I've been before) Your love, it keeps me alive
(Thought I should let you know) That your touch, it means so much
(When I'm alone at night) It's you I'm always thinking of, ooh, oh, baby

You might also like
(Your love, it feels so good) And that's what takes me high
(Higher than I've been before) Your love, it keeps me alive
(Thought I should let you know) That your touch, it means so much
(When I'm alone at night) It's you I'm always thinking of, ooh, oh, baby
(Your love, it feels so good) And that's what takes me high
(Higher than I've been before) Your love, it keeps me alive
(Thought I should let you know) That your touch, it means so much
(When I'm alone at night) It's you I'm always thinking of, ooh, oh, baby
(Your love, it feels so good) And that's what takes me high
(Higher than I've been before) Your love, it keeps me alive
(Thought I should let you know) That your touch, it means so much
(When I'm alone at night) It's you I'm always thinking of, ooh, oh, baby "
35,Absolutely Story of a Girl,Nine Days," Absolutely (Story of a Girl) Lyrics
This is the story of a girl
Who cried a river and drowned the whole world
And while she looks so sad in photographs
I absolutely love her
When she smiles

How many days in a year?
She woke up with hope, but she only found tears
And I can be so insincere
Making her promises never for real
As long as she stands there waiting
Wearing the holes in the soles of her shoes
How many days disappear?
When you look in the mirror
So how do you choose?

Your clothes never wear as well the next day
And your hair never falls in quite the same way
You never seem to run out of things to say

This is the story of a girl
Who cried a river and drowned the whole world
And while she looks so sad in photographs
I absolutely love her
When she smiles
You might also like
Now how many lovers would stay
Just to put up with this every day and all day?
Now how did we wind up this way
Watching our mouths for the words that we say?
As long as we stand here waiting
Wearing the clothes or the soles that we choose
How do we get there today
When we're walking too far for the price of our shoes?

Your clothes never wear as well the next day
And your hair never falls in quite the same way
But you never seem to run out of things to say

This is the story of a girl
Who cried a river and drowned the whole world
And while she looks so sad and lonely there
I absolutely love her
When she smiles


Well, your clothes never wear as well the next day
And your hair never falls in quite the same way
You never seem to run out of things to say
This is the story of a girl
Who cried a river and drowned the whole world
And while she looks so sad in photographs
I absolutely love her

This is the story of a girl
A pretty face she hid from the world
And while she looks so sad and lonely there
I absolutely love her

This is the story of a girl
Who cried a river and drowned the whole world
And while she looks so sad in photographs
I absolutely love her
When she smiles

When she smiles "
36,With Arms Wide Open,Creed," 
Well, I just heard the news today
It seems my life is gonna change
I close my eyes, begin to pray
Then tears of joy stream down my face

With arms wide open, under the sunlight
Welcome to this place, I'll show you everything
With arms wide open
With arms wide open

Well, I don't know if I'm ready
To be the man I have to be
I'll take a breath, I'll take her by my side
We stand in awe, we've created life

With arms wide open, under the sunlight
Welcome to this place, I'll show you everything
With arms wide open, now everything has changed
I'll show you love, I'll show you everything
With arms wide open
With arms wide open
I'll show you everything, ah, yeah
With arms wide open
Wide open
See Creed LiveGet tickets as low as $28You might also like

If I had just one wish, only one demand
I hope he's not like me, I hope he understands
That he can take this life and hold it by the hand
And he can greet the world with arms wide open

With arms wide open, under the sunlight
Welcome to this place, I'll show you everything
With arms wide open, now everything has changed
I'll show you love, I'll show you everything
With arms wide open
With arms wide open
I'll show you everything, ah, yeah
With arms wide open
Wide open "
37,Be with You,Enrique Iglesias," 
Monday night and I feel so low
I count the hours, but they go so slow
I know the sound of your voice can save my soul
City lights, streets of gold
Look out my window to the world below
Moves so fast, but it feels so cold
And I'm all alone (All alone)

Don't let me die
I'm losing my mind
Baby, just give me a sign

And now that you're gone
I just wanna be with you (Be with you)
And I can't go on
I wanna be with you (Be with you)
Wanna be with you

I can't sleep, I'm up all night
Through these tears, I try to smile
I know the touch of your hand can save my life
You might also like
But don't let me down
Come to me now
I got to be with you somehow

And now that you're gone
I just wanna be with you (Be with you)
And I can't go on
I wanna be with you (Be with you)
Wanna be with you

Don't let me down
Come to me now

I got to be with you somehow
And now that you're gone
Who am I without you now?
I can't go on
I just wanna be with you (Be with you)

And now that you're gone
Just wanna be with you (Be with you)
And I can't go on
I wanna be with you (Be with you)
Wanna be with you
Now that you're gone
Just wanna be with you
And I can't go on
I wanna be with you
Just wanna be with you
Oh
Just wanna be with you
Just wanna be with you
Just wanna be with you "
38,Come On Over Baby All I Want Is You,Christina Aguilera," Come On Over Baby (All I Want Is You)  Lyrics
Come on over
Come on over, baby
Come on over
Come on over, baby (Here we go, uh, uh)
Come on over
Come on over, baby (That's right)
(Yeah, yeah, yeah, yeah) Come on over
Come on over, baby

Hey, boy, don't you know?
I've got somethin' goin' on (Uh, yeah, c'mon, c'mon)
I've got an invitation
Don't you keep me waiting all night long (Mmm, yeah)
I know, you know (You know), so baby, don't (Uh)
Pretend you won't (Pretend you won't)
Keep me guessin' if you, you will or you won't
Don't wanna play that game with you, baby
Said, listen to me

(All I want is you) Come over here, baby
(All I want is you) You know you make me go crazy
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you
See Christina Aguilera LiveGet tickets as low as $132You might also like
Come on over (Yeah, that's right)
Come on over, baby (Whoa)
Come on over (Hey, yeah)
Come on over, baby (C'mon)

I'm not just talkin' about your sexuality, oh, yeah (Your sexuality)
But I can't help myself when you put your hands on me (Uh)
(When you put your hands on me) Ooh, whoa, ooh
It's paradise (It's paradise) when you and I
Get close, get tight (Yeah, uh, uh, uh)
One-on-one, I wanna go all, all night (Uh, yeah)
I wanna play that game with you, baby (Yeah, uh)
Listen to me

(All I want is you) Come over here, baby, oh
(All I want is you) You know you make me go crazy (So crazy), yeah
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you

Come on over
Come on over, baby (Oh, yeah, yeah, yeah, yeah, yeah)
Come on over
Come on over, baby
Don't you wanna be the one tonight?
We could do exactly what you like (Mm)
Don't you wanna be just you and me? (Uh-uh)
We could do what comes so naturally
I got a thing for you
Got my mind made up (Yeah)
And I'm serious, never been more, baby
I'm sure that it's real (So sure)
And it's right here, come on
Come on, come on, come on over
Come on, come on, come on over (Oh, yeah, yeah)
Come on, come on, come on over
Come on, come on, come on over (Yeah, yeah, yeah, yeah)
Come on, come on, come on over
Come on, come on, come on (You give me)
What a girl feels, what a girl likes
What a girl needs, what a girl wants (Wants)

All I, all I want is you
Whoa, baby
(All I want is you) Ooh, you make me go crazy, oh, whoa (Woo)
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you (All I want is you)
(All I want is you) Oh, yeah, whoa
(All I want is you) You make me go crazy, you
(All I want is you, that's right) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you "
39,No More,Ruff Endz," 
Ooh, girl, oh, girl
No more, no more
Bounce, baby, bounce, baby
You can move, uh
Check it out

Baby, relax, sit back and chill (Yeah)
Just give me a second and let me tell you how I feel
'Cause all around town you've been steppin' out
Runnin' your mouth about
What made you think I wouldn't find out?
Wasn't I there for you? Truly cared for you
Maybe my love was just too good
Could've had it good, now the love is gone
And went back to your hood with the 5411's on

Does he lace you with the finer things? (Does he?)
Does he make you wanna scream his name?
Does he hit it from the front to back?
Did you let him break it down like that?
Should've told me the love was gone (Should've told me, baby)
Never thought that you'd do me wrong (Mmm)
Girl, I thought that your love was strong
'Til I saw you in another man's arms
You might also like
No more shopping sprees
No more late night creeps (No, no more)
No more VIP, no more dough
We can't even kick it no more (Kick it, no)
No more shopping sprees (Sprees)
No more late night creeps (Creeps)
No more VIP, no more dough
We can't even kick it no more

I saw you on the ave' and I laughed
In the backseat, be spilling Henney in his lap
Thought it was me that you was all about
But I'm havin' doubts 'cause I see you tryna play me out
But when the brother called the crib with beef
Didn't I represent you when I caught him in the streets?
So let me get the keys to Lex and no more checks
And no more hangin' baguettes around your neck, babe

Does he lace you with the finer things? (Mmm)
Does he make you wanna scream his name? (Yeah)
Does he hit it from the front to back? (Oh)
Did you let him break it down like that? (Ooh)
Should've told me the love was gone
Never thought that you'd do me wrong
Girl, I thought that your love was strong (Baby)
'Til I saw you in another man's arms (No more)
No more shopping sprees
No more late night creeps
No more VIP, no more dough
We can't even kick it no more (Can't even kick it no more, baby)
No more shopping sprees (Sprees) (Mmm)
No more late night creeps (Creeps) (Ooh, ooh, yeah, yeah, yeah)
No more VIP, no more dough
We can't even kick it no more (We can't, mmm-mmm, woo)

No more shopping sprees (No more, no more, no more)
No more late night creeps (No more, no more)
No more VIP, no more dough (Yeah, yeah, yeah)
We can't even kick it no more (Yeah, yeah, yeah, yeah)
No more shopping sprees (Sprees)
No more late night creeps (Creeps)
No more VIP, no more dough
We can't even kick it no more (We can't even kick it no more)

I wanna know
Yeah, ooh
Yeah, ooh, baby
We can't even kick it, baby
I wanna know
No more shopping sprees (No more)
No more late night creeps (No more)
No more VIP, no more dough (No more, baby)
We can't even kick it no more (Can't even kick it)
No more shopping sprees (Sprees)
No more late night creeps (Creeps) (Things ain't the same no more)
No more VIP, no more dough (I wanna know)
We can't even kick it no more (Why, why, why, why, why, why)

No more shopping sprees (Oh)
No more late night creeps (Oh, yeah)
No more VIP, no more dough (Oh, baby)
We can't even kick it no more (Can't even kick it no more, baby)
No more shopping sprees (Sprees) (Can't even)
No more late night creeps (Creeps) (Can't even)
No more VIP, no more dough (I wanna know)
We can't even kick it no more (I wanna know, baby)

No more shopping sprees (Yeah, yeah)
No more late night creeps
No more VIP, no more dough (Things ain't the same no more)
We can't even kick it no more (Ah, ooh)
No more shopping sprees (Sprees)
No more late night creeps (Creeps)
No more VIP, no more dough
We can't even kick it no more "
40,All the Small Things,Blink 182," 
All the small things
True care, truth brings
I'll take one lift
Your ride, best trip
Always, I know
You'll be at my show
Watching, waiting
Commiserating

Say it ain't so, I will not go
Turn the lights off, carry me home

Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na

Late night, come home
Work sucks, I know
She left me roses by the stairs
Surprises let me know she cares
You might also like
Just say it ain't so, I will not go
Turn the lights off, carry me home

Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na


Say it ain't so, I will not go
Turn the lights off, carry me home
Keep your head still, I'll be your thrill
The night will go on, my little windmill

(Na-na, na-na, na-na, na-na, na, na)
Say it ain't so, I will not go
(Na-na, na-na, na-na, na-na, na, na)
Turn the lights off, carry me home
(Na-na, na-na, na-na, na-na, na, na)
Keep your head still, I'll be your thrill
(Na-na, na-na, na-na, na-na, na, na)
The night will go on, the night will go on, my little windmill "
41,The Way You Love Me,Faith Hill," 
If I could grant you one wish
I'd wish you could see the way you kiss
Ooh, I love watching you, baby
When you're driving me, ooh, crazy

Ooh, I love the way you (You laugh and breathe)
Love the way you love me (And smile when you touch me)
There's nowhere else I'd rather be (It drives me wild)
Ooh, to feel the way I feel with your arms around me (I melt and spin and fall again)
I only wish that you could see
The way you love me (Love me)
Whoa, whoa, whoa, the way you love me

It's not right, it's not fair
What you're missing over there
Someday I'll find a way to show you
Just how lucky I am to know you

Ooh, I love the way you (You laugh and breathe)
Love the way you love me (And smile when you touch me)
There's nowhere else I'd rather be (It drives me wild)
Ooh, to feel the way I feel with your arms around me (I melt and spin and fall again)
I only wish that you could see
The way you love me (Love me)
Whoa, whoa, whoa, the way you love me
You might also like
You're the million reasons why there's love reflecting in my eyes

Ooh, I love the way you (You laugh and breathe)
Love the way you love me (And smile when you touch me)
There's nowhere else I'd rather be (It drives me wild)
Ooh, to feel the way I feel with your arms around me (I melt and spin and fall again)
I only wish that you could see
The way you love me (Love me)
Whoa, whoa, whoa, the way you love me (Love me)
Whoa, whoa, whoa, the way you love me (Love me)
Whoa, whoa, whoa, the way you love me

Oh, the way you love me (Ooh, I love the way you love me)
The way you love me (Ooh, I love the way you love me)
Oh yeah (Ooh, I love the way you love me)
Whoa, whoa, whoa (Yeah)
The way you love me "
42,I Turn to You,Christina Aguilera," 
When I'm lost in the rain
In your eyes I know I'll find the light
To light my way
When I'm scared
Losing ground
When my world is goin' crazy
You can turn it all around, yes
And when I'm down, you're there
Pushin' me to the top
You're always there giving me all you've got

For a shield from the storm
For a friend
For a love to keep me safe and warm
I turn to you
For the strength to be strong
For the will to carry on
For everything you do
For everything that's true
I turn to you, yes

When I lose the will to win
I just reach for you and I can reach the sky again
I can do anything
'Cause your love is so amazing
'Cause your love inspires me
And when I need a friend, you're always on my side
Giving me faith, taking me through the night, yeah
See Christina Aguilera LiveGet tickets as low as $132You might also like
For a shield (For a shield) from the storm (From the storm)
For a friend
For a love to keep me safe and warm (For a love to keep me safe and warm)
I turn to you (I turn to you)
For the strength (For the strength) to be strong
For the will to carry on
For everything you do
I turn to you, yeah, oh

For the arms to be my shelter through all the rain
For truth that will never change
For someone to lean on
For a heart I can rely on through anything
For the one (For the one) who I can run to, oh

(I turn to you)
For a shield from the storm (Yeah)
For a friend
For a love to keep me safe and warm (To keep me safe and warm, yeah, yeah)
I turn to you (I turn to you)
For the strength (For the strength) to be strong (Yeah)
For the will to carry on (Oh, oh)
For everything you do (Everything you do)
For everything that's true
(For everything) For everything you do, oh, oh
For everything that's true
I turn to you "
