Rank,Musica,Artista,Letra
26,What Hurts the Most,Rascal Flatts," 
I can take the rain on the roof of this empty house
That don’t bother me
I can take a few tears now and then and just let them out
I’m not afraid to cry every once in a while
Even though goin' on with you gone still upsets me
There are days every now and again I pretend I’m okay
But that’s not what gets me

What hurts the most
Was being so close
And havin' so much to say
And watchin' you walk away
And never knowing
What could've been
And not seein' that love in you
Is what I was tryin’ to do

It’s hard to deal with the pain of losing you everywhere I go
But I’m doin’ It
It’s hard to force that smile when I see our old friends and I’m alone
Still harder
Gettin' up, gettin' dressed, livin’ with this regret
But I know if I could do it over
I would trade, give away all the words that I saved in my heart
That I left unspoken

What hurts the most
Is being so close
And havin' so much to say much to say
And watchin' you walk away
And never knowing
What could've been
And not seeing that love in you
Is what I was trying to do, oh


What hurts the most
Was being so close
And havin' so much to say (much to say)
And watchin' you walk away
And never knowing
What could have been
And not seeing that love in you
Is what I was trying to do, oh

Not seeing that love in you
That’s what I was trying to do "
27,How to Save a Life,The Fray," 
Step one, you say we need to talk
He walks, you say, ""Sit down, it's just a talk""
He smiles politely back at you
You stare politely right on through
Some sort of window to your right
As he goes left and you stay right
Between the lines of fear and blame
You begin to wonder why you came

Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life

Let him know that you know best
'Cause after all, you do know best
Try to slip past his defense
Without granting innocence
Lay down a list of what is wrong
The things you've told him all along
And pray to God He hears you
And I pray to God He hears you, and

Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life

As he begins to raise his voice
You lower yours and grant him one last choice
Drive until you lose the road
Or break with the ones you've followed
He will do one of two things
He will admit to everything
Or he'll say he's just not the same
And you'll begin to wonder why you came

Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life
Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life
How to save a life
How to save a life

Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life
Where did I go wrong? I lost a friend (Where did I go wrong?)
Somewhere along in the bitterness
And I would have stayed up with you all night (I would have stayed up)
Had I known how to save a life

How to save a life
How to save a life "
28,Unfaithful,Rihanna," 
Story of my life, searching for the right
But it keeps avoiding me
Sorrow in my soul 'cause it seems that wrong
Really loves my company
He's more than a man and this is more than love
The reason that the sky is blue
The clouds are rolling in because I'm gone again
And to him, I just can't be true

And I know that he knows I'm unfaithful
And it kills him inside
To know that I am happy with some other guy
I can see him dying

I don't wanna do this anymore
I don't wanna be the reason why
Every time I walk out the door
I see him die a little more inside
I don't wanna hurt him anymore
I don't wanna take away his life
I don't wanna be a murderer

I feel it in the air as I'm doin' my hair
Preparing for another date
A kiss upon my cheek as he reluctantly
Asks if I'm gonna be out late
I say I won't be long, just hanging with the girls
A lie I didn't have to tell
Because we both know where I'm about to go
And we know it very well

'Cause I know that he knows I'm unfaithful
And it kills him inside
To know that I am happy with some other guy
I can see him dying

I don't wanna do this anymore
I don't wanna be the reason why
Every time I walk out the door
I see him die a little more inside
I don't wanna hurt him anymore
I don't wanna take away his life
I don't wanna be a murderer

Our love, his trust
I might as well take a gun and put it to his head
Get it over with
I don't wanna do this anymore
Woah, anymore

And I don't wanna do this anymore
I don't wanna be the reason why
And every time I walk out the door
I see him die a little more inside
And I don't wanna hurt him anymore
I don't wanna take away his life
I don't wanna be a murderer
A murderer, no, no, no
Yeah, yeah "
29,Chasing Cars,Snow Patrol," 
We'll do it all
Everything
On our own
We don't need
Anything
Or anyone

If I lay here
If I just lay here
Would you lie with me and just forget the world?

I don't quite know
How to say
How I feel
Those three words
Are said too much
They're not enough

If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's burstin' into life

Let's waste time
Chasin' cars
Around our heads
I need your grace
To remind me
To find my own

If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's burstin' into life
All that I am
All that I ever was
Is here in your perfect eyes, they're all I can see
I don't know where
Confused about how, as well
Just know that these things will never change for us at all

If I lay here
If I just lay here
Would you lie with me and just forget the world? "
30,Lips of an Angel,Hinder," 
Honey, why you callin' me so late?
It’s kinda hard to talk right now
Honey, why you cryin'? Is everything okay?
I gotta whisper 'cause I can't be too loud

Oh, well, my girl's in the next room
Sometimes I wish she was you
I guess we never really moved on

It’s really good to hear your voice
Sayin' my name, it sounds so sweet
Comin' from the lips of an angel
Hearin' those words, it makes me weak
And I never wanna say goodbye
But girl, you make it hard to be faithful
With the lips of an angel

It‘s funny that you're callin' me tonight
And yes, I've dreamt of you too
Does he know you're talkin' to me
Will it start a fight?
No, I don't think she has a clue

Oh, well, my girl's in the next room
Sometimes I wish she was you
I guess we never really moved on

It’s really good to hear your voice
Sayin' my name, it sounds so sweet
Comin' from the lips of an angel
Hearin' those words, it makes me weak
And I never wanna say goodbye
But girl, you make it hard to be faithful
With the lips of an angel


It's really good to hear your voice
Sayin' my name, it sounds so sweet
Comin' from the lips of an angel
Hearin' those words, it makes me weak
And I never wanna say goodbye
But girl, you make it hard to be faithful
With the lips of an angel
(Never wanna say goodbye)
But girl, you make it hard to be faithful
With the lips of an angel
Honey, why you callin' me so late? "
31,Everytime We Touch,Cascada," 
I still hear your voice when you sleep next to me
I still feel your touch in my dream (In my dream)
Forgive me my weakness, but I don't know why
Without you, it's hard to survive

'Cause every time we touch, I get this feeling
And every time we kiss, I swear I could fly
Can't you feel my heart beat fast? I want this to last
Need you by my side
'Cause every time we touch, I feel the static
And every time we kiss, I reach for the sky
Can't you hear my heart beat so? I can't let you go
Want you in my life


Your arms are my castle, your heart is my sky
They wipe away tears that I cry (That I cry)
The good and the bad times, we've been through them all
You make me rise when I fall

'Cause every time we touch, I get this feeling
And every time we kiss, I swear I could fly
Can't you feel my heart beat fast? I want this to last
Need you by my side
'Cause every time we touch, I feel the static
And every time we kiss, I reach for the sky
Can't you hear my heart beat so? I can't let you go
Want you in my life


'Cause every time we touch, I get this feeling
And every time we kiss, I swear I could fly
Can't you feel my heart beat fast? I want this to last
Need you by my side "
32,Ain't No Other Man,Christina Aguilera,"
Hey, yeah
(Do your thang, honey)

I could feel it from the start
Couldn't stand to be apart
Somethin' 'bout you caught my eye
Somethin' moved me deep inside, yeah
I don't know what you did, boy, but you had it
And I've been hooked ever since

I told my mother, my brother
My sister and my friends
Told the others (Others), my lovers (Lovers)
Both past and present tense (Alright)
That every time I see you, everything starts making sense
(Do your thang, honey)

Ain't no other man can stand up next to you
Ain't no other man on the planet does what you do (What you do)
You're the kind of guy, a girl finds in a blue moon (Hey)
You got soul (Hey), you got class (Ooh), you got style, you're badass (Oh yeah)
Ain't no other man, it's true (Alright)
Ain't no other man but you

Never thought I'd be alright (No, no, no)
'Till you came and changed my life (Yeah, yeah, yeah)
What was cloudy now is clear, yeah, yeah
You're the light that I need here, yeah
You got what I want boy, and I want it
So keep on giving it up

So tell your mother (Mother), your brother (Brother)
Your sister and your friends (Your sister and your friends)
Tell the others (Others), your lovers (Lovers)
Better not be present tense (Uh-huh)
'Cause I want everyone to know that you are mine and no one else's
Whoa whoa, oh, oh

Ain't no other man can stand up next to you (To you, babe)
Ain't no other man (Ain't no other man, no) on the planet does what you do (Do)
You're the kind of guy a girl finds (A girl finds) in a blue moon (Hey)
You got soul (Soul), you got class (Class)
You got style (Uh), you're badass (Yeah, yeah, yeah)
Ain't no other man it's true
Ain't no other man but you

(Break it down now)
Ain't no other, ain't, ain't no other, other
Ain't no other, ain't, ain't no other lover (Ooh-woo)
Ain't no other, I, I, I need no other
Ain't no other man but you, oh
You are there when I'm a mess
You talked me down from every ledge
Give me strength, boy, you're the best
You're the only one who's ever passed every test
Ain't no other man (Woo) can stand (Yeah) up next to you (Next to you, no, hey, yeah, alright)
Ain't no other man on the planet does what you do (Ooh, eh)
You're the kind of guy a girl finds in a blue moon (You're the kind of guy a girl will find)
You got soul (Yeah), you got class (Yeah)
You got style (Oh), you're badass (Oh yeah)
Ain't no other man it's true
Ain't no other man but you

And now I'm telling you, so ain't no other man but you, oh

Ain't no other man can stand up next to you (Yeah-eah-eah, yeah, yeah)
Ain't no other man on the planet (Hahaha) does what you do (What you do)
You're the kind of guy (Oh, yeah) a girl finds in a blue moon (Baby, baby, baby, no)
You got soul (Yeah), you got class (Ooh)
You got style, you're badass (Don't you know?)
Ain't no other man it's true (Ooh)
Ain't no other man but you "
33,Dance Dance,Fall Out Boy," 
She says she's no good
With words, but I'm worse
Barely stuttered out a joke of a romantic
Stuck to my tongue
Weighed down with words too
Overdramatic
Tonight, it's ""it can't get much worse""
Versus ""No one should ever feel like...""

I'm two quarters and a heart down
And I don't want to forget how your voice sounds
These words are all I have so I write them
So you need them just to get by (...emal si namhorT eoJ)

Dance, dance, we're falling apart to half-time
Dance, dance, and these are the lives you love to lead
Dance, this is the way they'd love
If they knew how misery loved me

You always fold just
Before you're found out
Drink up, it's last call, last resort
But only the first mistake, and I

I'm two quarters and a heart down
And I don't want to forget how your voice sounds
These words are all I have so I write them
So you need them just to get by

Why don't you show me the little bit of spine
You've been saving for his mattress (love)

Dance, dance, we're falling apart to half-time
Dance, dance, and these are the lives you love to lead
Dance, this is the way they'd love
If they knew how misery loved me

Why don't you show me the little bit of spine
You've been saving for his mattress (Mattress, mattress)
I only want sympathy in the form of you
Crawling into bed with me

Dance, dance, we're falling apart to half-time
Dance, dance, and these are the lives you love to lead
Dance, this is the way they'd love (Way they'd love)
Dance, this is the way they'd love me (Way they'd love)
Dance, this is the way they'd love
If they knew how misery loved me...
Dance, dance, dance, dance
Dance, dance, dance, dance "
34,Gold Digger,Kanye West," 
She take my money when I'm in need
Yeah, she's a triflin' friend indeed
Oh, she's a gold digger
Way over town that digs on me
(Uh)
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas

(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head
Cutie the bomb, met her at a beauty salon
With a baby Louis Vuitton under her underarm
She said, ""I can tell you rock, I can tell by your charm
Far as girls, you got a flock
I can tell by your charm and your arm""
But I'm lookin' for the one, have you seen her?
My psychic told me she'll have a ass like Serena
Trina, Jennifer Lopez, four kids
And I gotta take all they bad asses to ShowBiz?
Okay, get your kids, but then they got their friends
I pulled up in the Benz, they all got up in
We all went to din' and then I had to pay
If you fuckin' with this girl, then you better be paid
You know why? It take too much to touch her
From what I heard she got a baby by Busta
My best friend said she used to fuck with Usher
I don't care what none of y'all say, I still love her

(She give me money) Now, I ain't sayin' she a gold digger, uh
(When I'm in need) But she ain't messin' with no broke niggas, uh
(She give me money) Now, I ain't sayin' she a gold digger, uh
(When I'm in need) But she ain't messin' with no broke niggas, uh

(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head
Eighteen years, eighteen years
She got one of your kids, got you for eighteen years
I know somebody payin' child support for one of his kids
His baby mama car and crib is bigger than his
You will see him on TV any given Sunday
Win the Super Bowl and drive off in a Hyundai
She was supposed to buy your shorty Tyco with your money
She went to the doctor, got lipo with your money
She walkin' 'round lookin' like Michael with your money
Shoulda got that insured, Geico for your money
If you ain't no punk
Holla, ""We want prenup! We want prenup!"" (Yeah!)
It's somethin' that you need to have
‘Cause when she leave yo' ass, she gon' leave with half
Eighteen years, eighteen years
And on the eighteenth birthday, he found out it wasn't his?
(She give me money) Now, I ain't sayin' she a gold digger, uh
(When I'm in need) But she ain't messin' with no broke niggas, uh
(She give me money) Now, I ain't sayin' she a gold digger, uh
(When I'm in need) But she ain't messin' with no broke niggas, uh

(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head
Now, I ain't sayin' you a gold digger, you got needs
You don't want a dude to smoke, but he can't buy weed
You go out to eat, he can't pay, y'all can't leave
There's dishes in the back, he gotta roll up his sleeves
But while y'all washin', watch him
He gon' make it to a Benz out of that Datsun
He got that ambition, baby, look at his eyes
This week, he moppin' floors, next week, it's the fries
So stick by his side
I know there's dudes ballin', and yeah, that's nice
And they gon' keep callin' and tryin', but you stay right, girl
And when he get on, he'll leave yo' ass for a white girl
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head, get down
(I gotta leave) Get down, girl, go 'head

Let me hear that back "
35,Money Maker,Ludacris," 
Shake your money maker like somebody's bout to pay ya
I see you on my radar, don't you act like you're afraid of shit
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey
Shake your money maker like somebody's bout to pay ya
Don't worry about them haters, keep your nose up in the air
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey

Shake, shake, shake your money maker
Like you were shaking it for some paper
It took your momma 9 months to make ya
Might as well shake what your momma gave ya
You, you lookin' good in them jeans
I bet you'd look even better with me in between
I keep my mind on my money - money on my mind
But you's a hell of a distraction when you shake your behind
I got J.O. up on my right side pourin' some cups
My whole hood is to my left and they ain't givin a fuck
So feel free to get loose and get carried away
So by tomorrow you forgot what you were saying today
But don't forget about this feeling that I am making you get
And all the calories you burn from me making you sweat
The mile-high points you earn when we taking my jet
And how everywhere you turn I'll be making you wet cause you can

Shake your money maker like somebody's bout to pay ya
I see you on my radar, don't you act like you're afraid of shit
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey
Shake your money maker like somebody's bout to pay ya
Don't worry about them haters, keep your nose up in the air
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey

Switch, switch, switch it from right to left
And switch it till you running right out of breath
And take a break until you ready again
And you can invite over as many friends as
You want to but I really want you
Just be thankful that Pharrell gave you something to bump to hey
Luda - I'm at the top of my game
You want my hands from your bottom to the top of your frame
And I - just wanna take a little ride on your curves
And get erotic giving your body just what it deserves and
Let me give you some swimming lessons on the penis
Backstroke, breaststroke, stroke of a genius
Yepp call me the renaissance man get up and
I stay harder then a cinderblock man
Hey I'm just a bedroom gangster
And I've been meaning to tell that I really must thank ya when you
Shake your money maker like somebody's bout to pay ya
I see you on my radar, don't you act like you're afraid of shit
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey
Shake your money maker like somebody's bout to pay ya
Don't worry about them haters, keep your nose up in the air
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey

Release Therapy, rock, rock, rock, rock
Release Therapy, rock, rock, rock, rock

Rock rock, rock it an make it work, girl
Please don't stop it until it hurts, girl
You - you been looking a little tipsy
So if you could just shake it a little this way
See I'm a member of the BBC
The original breadwinner of DTP
You the center of attention that is distracting the squad
Cause everybody in the campus like - OH MY GOD she can

Shake your money maker like somebody's bout to pay ya
I see you on my radar, don't you act like you're afraid of shit
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey
Shake your money maker like somebody's bout to pay ya
Don't worry about them haters, keep your nose up in the air
You know I got it, If you wanna come get it
Stand next to this money like - ey ey ey "
36,Ms. New Booty,Bubba Sparxxx,"
Collipark, Bubba Sparxxx

Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Rockin' everywhere, rockin' everywhere

I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do
I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do

Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight

Girl I don't need you, but you need me
Take it off, let it flop, shake it freely
And I don't tell stories, I let 'em tell they self
And you ain't gotta sell sex, girl it sell itself
Like nuttin' else, yeah I'm a country boy
But that big city bottom fill me up with joy
Ain't life grand, live it up Betty
Here go the whisper song, baby this is us, ready
Put it on me, enthusiastically
Whatever it is that you do, you do it admirably
And I ain't choose it, that thang chose me
It's Bubba K and Ying Yang all the way in this thang, go

Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Rockin' everywhere, rockin' everywhere

I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do
I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do

Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight

Quarter to twelve and we just came in
Bubba gon' make it spark with the Ying Yang Twins
Sippin' on Patron, blub blub blub
Shorty in a thong, whoa, whoa, whoa
Ass get to jiggling, motherfuckin' wiggling
Keep that thang shakin' like she frostbit shivering
Ass be delivering all type of flashes
Cashes got these ho's shaking like molasses
Sssh let me whisper in your ear
Get yourself together go and buy some new gear
Do something with your hair then hit the club
Shakin' ass at the fellas, goin' show some love
But that wasn't in just a minute ago
I guarantee you will make all the dough
So go and do your thang baby work what you got
And get what you want, make that money, don't let it make you
Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Rockin' everywhere, rockin' everywhere

I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do
I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do

Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight

Hi there, how are things
I once was a breast man, now it seems
That ever since I had the pleasure of gettin' you together
Your chest is just whatever, I found the buried treasure
Yes ma'am, here's the plan
Meet me over yonder, okay, don't play
I'll bring the whoop whoop, you bring your cook book
And I'm a fix that stuff up, everything is just good
Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Booty, booty, booty, booty, rockin' everywhere
Rockin' everywhere, rockin' everywhere

I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do
I found you, Ms. New Booty
Get it together then bring it back to me
Hit the player's club for bout a month or two
Put a tan on it then see what it do

Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight
Get it ripe, get it right, hit it tight "
37,When You Gonna Give It Up to Me,Sean Paul,"
Get out my head and into the bed, girl
Cau ya dun know plottin' out the fantasy
Hey baby girl and it's you a the key, yo, mi go so then

From ya look inna mi eye, gal, me see see you want me
When you gonna give it up to me
Because ya body enticing, you're making me want it
When ya gonna give it up to me
Well, if a no today, girl, then it must be tomorrow
When you fulfill my fantasy
Because ya know I give ya loving straight like a arrow
When ya gonna give it up to me

So back it up deh, so pack it up, yeah
'Cause I wanna be the man that's really gonna have it up
And mack it up and rock it up, eh
So what is up, yeah
Yeah, you know you got the vibe inna mi heart a develop
And a swell up, a double up yeah
So gimmie the work, yeah
And rope in different for Dutty Looks and Kurup, yeah
So rev it up, deh
Gal gwaan try your luck, deh
'Cause when you stir it up you know me haffi measure up, yeah

From ya look inna mi eye, gal, me see see you want me
When you gonna give it up to me
Because ya body enticing, you're making me want it
When ya gonna give it up to me
Well, if a no today, girl, then it must be tomorrow
When you fulfill my fantasy
Because ya know I give ya loving straight like a arrow
When ya gonna give it up to me

Hey pretty girl, say me love fi see you walk
Yah no habla ingles, but just listen when me a talk
This ya one yeah from me heart, woman you got me caught
You ever inna me thoughts and no left me inna the dark
Inna the first place, gal, that's where you belong
So just let me flip the switch woman I can turn it on and
Gimme the passion from dusk till dawn
Tell me if you want it fi gwaan, my girl

As a woman on my own, I got it goin' on
And I'm liking what I'm seeing and I don't wanna be alone
'Cause you got me in a daze, your illusion makes me sway
We go back and forth and 'round and 'round and nothing turn away
Baby boy, could it be wonderful like this?
To say it's only 'bout in the way you twist
'Cause you got me in a daze, your illusion makes me sway
I'm caught up in you, now I'm tempted to stay, oh no
From ya look inna mi eye gal me see seh you want me (Oh oh)
When you gonna give it up to me
Because ya body enticing, you're making me want it (Yeah yeah yeah yeah yeah)
When ya gonna give it up to me
Well, if a no today, girl, then it must be tomorrow
When you fulfill my fantasy (Yeah yeah, oh oh)
Because ya know I give ya loving straight like a arrow
When ya gonna give it up to me

Boom, boom, boom boom
Boom, boom, boom boom (C'mon!)
Boom, boom, boom boom
Ba-ba-boom, boom, boom boom (Hey!)

So why can't you see, we ought to be
Together, girl, don't front on me
I just wanna be near, so don't have no fear
And lemme see you bring your body right over here
Because you should share it, girl I'll care it
And I'm gonna give you love so clear
It gonna make you shine and once you are mine
We be rockin' it until the end of time
From ya look inna mi eye gal me see see ya want me (Hey, yeah!)
When you gonna give it up to me
Because ya body enticing you're making me want it (Ooh, baby)
When ya gonna give it up to me (Yeah, yeah)
Well if a no today girl then it must be tomorrow (Tomorrow)
When you fulfill my fantasy (Uh-huh)
Because ya know I give ya loving straight like a arrow (Yeah hey)
When ya gonna give it up to me (Oh no)
From ya look inna mi eye gal me see see ya want me
When you gonna give it up to me
Because ya body enticing you're making me want it (Hey, oh-oh)
When ya gonna give it up to me (Yeah yeah yeah yeah)
Well, if a no today, girl, then it must be tomorrow (Oh)
When you fulfill my fantasy
Because ya know I give ya loving straight like a arrow (Baby)
When ya gonna give it up to me

Oh, ah-oh (Yeah yeah, yo yo)
Oh, ah-oh (Sean-A-Paul and ya know we a nuh go yo)
Oh, ah-oh (Yeah yeah, yo yo)
Oh, ah-oh (Di S.P. and we deh yah pon di go yo)
Ooh, ooh-ooh (Sean Paul, Keyshia Cole and Don Corleon, a next chapter)
Oh, ah-oh (Yah mon, fah all my girls ya know)
Oh, ah-oh (Keep it, keep it, keep it, keep it sexy)
Oh, ah-oh (Boom, boom, boom boom)
Oh, ah-oh (Boom, boom, boom boom)
Oh, ah-oh (Boom, boom, boom boom)
Oh, ah-oh (Ba-ba-boom, boom, boom boom) (Oh no)
Oh, ah-oh (Boom, boom, boom boom)
Oh, ah-oh (Boom, boom, boom boom)
Oh, ah-oh (Boom, boom, boom boom)
Oh, ah-oh (Ba-ba-boom, boom, boom boom) "
38,Photograph,Nickelback," 
Look at this photograph
Every time I do, it makes me laugh
How did our eyes get so red?
And what the hell is on Joey's head?
And this is where I grew up
I think the present owner fixed it up
I never knew we ever went without
The second floor is hard for sneaking out
And this is where I went to school
Most of the time had better things to do
Criminal record says I broke in twice
I must've done it half a dozen times
I wonder if it's too late
Should I go back and try to graduate?
Life's better now than it was back then
If I was them, I wouldn't let me in

Oh, oh, oh
Oh, God, I, I

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it, time to say it
Goodbye, goodbye
Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it, time to say it
Goodbye, goodbye
(Goodbye)

Remember the old arcade?
Blew every dollar that we ever made
The cops hated us hangin' out
They say somebody went and burned it down
We used to listen to the radio
And sing along with every song we know
We said someday we'd find out how it feels
To sing to more than just the steering wheel
Kim's the first girl I kissed
I was so nervous that I nearly missed
She's had a couple of kids since then
I haven't seen her since God knows when

Oh, oh, oh
Oh, God, I, I

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it, time to say it
Goodbye, goodbye
Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it, time to say it
Goodbye, goodbye
I miss that town
I miss their faces
You can't erase
You can't replace it
I miss it now
I can't believe it
So hard to stay
Too hard to leave it
If I could relive those days
I know the one thing that would never change

Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it, time to say it
Goodbye, goodbye
Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it, time to say it
Goodbye, goodbye

Look at this photograph
Every time I do, it makes me laugh
Every time I do, it makes me "
39,Because of You,Kelly Clarkson," 
Ooh-ooh, ooh
Ooh-ooh-ooh-ooh

I will not make the same mistakes that you did
I will not let myself cause my heart so much misery
I will not break the way you did, you fell so hard
I've learned the hard way to never let it get that far

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you, I am afraid

I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake a smile, a laugh, every day of my life
My heart can't possibly break
When it wasn't even whole to start with

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you
I am afraid

I watched you die, I heard you cry every night in your sleep
(I watched you die, in your sleep)
I was so young, you should have known better than to lean on me
(I was too young for you to lean on me)
You never thought of anyone else, you just saw your pain
(You never saw me, yeah, yeah)
And now I cry in the middle of the night
For the same damn thing

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid
Because of you (Ah-ah, ah, ah)
Because of you, mmh, ooh "
40,Stickwitu,Pussycat Dolls," 
Ooh, ooh
C'mon

I don't wanna go another day
So I'm tellin' you exactly what is on my mind
Seems like everybody's breakin' up
And throwin' their love away
But I know I got a good thing right here
That's why I say (Hey)

Nobody gonna love me better (Mmm)
I'ma stick wit' you forever (Mmm)
Nobody gonna take me higher
I'ma stick wit' you (Mmm)
You know how to 'preciate me
I'ma stick wit' you, my baby
Nobody ever made me feel this way
I'ma stick wit' you

I don't wanna go another day
So I'm tellin' you exactly what is on my mind
See the way we ride in our private lives
Ain't nobody gettin' in between
I want you to know that you're the only one for me (One for me)
And I say

Nobody gonna love me better (Mmm)
I'ma stick wit' you forever
Nobody gonna take me higher
I'ma stick wit' you (Nobody)
You know how to 'preciate me
I'ma stick wit' you, my baby (Yeah)
Nobody ever made me feel this way
I'ma stick wit' you

And now
Ain't nothin' else I could need (Nothin' else I could need)
And now
I'm singin' 'cause you're so, so into me
I got you
We'll be makin' love endlessly
I'm with you (Baby, I'm wit' you)
Baby, you're with me (Baby, you're with me, higher)

So don't you worry about
People hangin' around
They ain't bringin' us down
I know you and you know me
And that's all that counts (Hey, hey)
So don't you worry about
People hangin' around
They ain't bringin' us down (Mmm)
I know you and you know me
And that's, that's why I say (Hey)
Nobody gonna love me better
I'ma stick wit' you forever
Nobody gonna take me higher
I'ma stick wit' you (Come on)
You know how to 'preciate me
I'ma stick wit' you, my baby
Nobody ever made me feel this way
I'ma stick wit' you
Nobody gonna love me better
I'ma stick wit' you forever
Nobody gonna take me higher
I'ma stick wit' you
You know how to 'preciate me
I'ma stick wit' you, my baby
Nobody ever made me feel this way
I'ma stick wit' you "
