Rank,Musica,Artista,Letra
27,Diamonds,Rihanna," 
Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea, I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see, a vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Palms rise to the universe as we moonshine and molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see, a vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Woah-oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond "
28,I Love It,Icona Pop," 
I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge

I don't care! I love it
I don't care!

I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge

I don't care! I love it
I don't care!

You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch

I love it
I love it

I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge

I don't care! I love it
I don't care! I love it, I love it
I don't care! I love it
I don't care!

You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch

I don't care! I love it
I don't care! I love it, I love it
I don't care! I love it
I don't care! I love it, I love it
I don't care!
I love it "
29,Safe and Sound,Capital Cities," 
I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

We're safe and sound

I could fill your cup
You know my river won't evaporate
This world we still appreciate
You could be my luck
Even in a hurricane of frowns
I know that we'll be safe and sound

(Safe and sound)
We're safe and sound
(Safe and sound)
We're safe and sound
(Hold your ground)
We're safe and sound
(Safe and sound)

I could show you love
In a tidal wave of mystery
You'll still be standing next to me
You could be my luck
Even if we're six feet underground
I know that we'll be safe and sound

We're safe and sound
(Safe and sound)
(Safe and sound)
(Hold your ground)
(Safe and sound)

I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound
We're safe and sound
We're safe and sound
We're safe and sound
We're safe and sound
(Safe and sound)
We're safe and sound
(Safe and sound)
We're safe and sound
(Hold your ground)
We're safe and sound
(Safe and sound)
We're safe and sound "
30,Treasure,Bruno Mars," 
Baby squirrel, you's a sexy motherfucker

Gimme your, gimme your, gimme your attention, baby
I gotta tell you a little somethin' about yourself
You're wonderful, flawless, ooh, you a sexy lady
But you walk around here like you wanna be someone else

Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

Pretty girl, pretty girl, pretty girl, you should be smilin'
A girl like you should never look so blue
You're everything I see in my dreams
I wouldn't say that to you if it wasn't true

Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are
You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are
Treasure (You are my treasure)
That is what you are (You are my treasure)
(You are my treasure)
Honey, you're my golden star (You, you, you are)
(You are my treasure)
You know you can make my wish come true (You are my treasure)
(You are my treasure)
If you let me treasure you (You, you, you are)
(You are my treasure)
If you let me treasure you (You are my treasure)
Oh, oh, oh "
31,The Way,Ariana Grande," 
What we gotta do right here is go back (Uh-uh)
Back into time (Babe)
I love the way you make me feel (Okay)
I love it, I love it (Yeah)
I love the way you make me feel
I love it (Yeah), I love it (Yeah)

Say
I'm thinkin' 'bout her every second, every hour
Do my singin' in the shower, pickin' petals off of flowers like (Like)
Do she love me, do she love me not? (Love me not)
I ain't a player, I just— (Player, I just—)

You give me that kinda somethin'
Want it all the time, need it every day
On a scale of one to ten, I'm at a hundred
Never get enough, I can't stay away
If you want what I got, I got it every day
You can get whatever you need from me
Stay by your side, I'll never leave ya
And I ain't goin' nowhere 'cause you're a keeper

So don't you worry
Baby, you got me (Ayy)
I, I got a bad boy, I must admit it (Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe, I don't wanna hide the way
I feel when you're next to me (Hey)

I love the way (You make me feel)
I love the way (I love it, I love it; I love)
Baby, I love the way (You make me feel)
Ooh, I love the way, the way I love you (I love it, I love it)

Ooh, it's so crazy, you get my heart jumpin'
When you put your lips on mine
And, honey, it ain't a question (Qu-qu-question)
'Cause, boy, I know just what you like
So if you need it, I got it, I got it every day
Be your lover, your friend, you'll find it all in me
Stay by your side, I'll never leave ya
Said I ain't goin' nowhere 'cause you're a keeper

So don't you worry
Baby, you got me
I, I got a bad boy, I must admit it (Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe, I don't wanna hide the way
I feel when you're next to me (Hey)

I love the way (You make me feel)
I love the way (I love it, I love it; I love)
Baby, I love the way (You make me feel)
Ooh, I love the way, the way I love you (I love it, I love it; Uh-uh)
I make you feel so fine, make you feel so fine
I hope you hit me on my celly when I sneak in your mind
You a princess to the public, but a freak when it's time
Said your bed be feelin' lonely, so you sleepin' in mine
Come and watch a movie with me, American Beauty (Hey)
Or Bruce Almighty, that's groovy, just come and move closer to me (Hey, ey)
I got some feelings for ya I'm not gonna get bored of (No, babe)
But, baby, you an adventure so let me come and explore ya

So don't you worry (Yeah)
Baby, you got me (Woo)
I, I got a bad boy, I must admit it (Uh-huh; Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe, I don't wanna hide the way
I feel when you're next to me (Hey)

I love the way, I love the way (You make me feel)
I love the way, I love the way (I love it, I love it; I love)
Baby, I love the way, I love the way (You make me feel)
Ooh, I love the way (I love it, I love it)
I love the way (You make me feel)
I love the way (I love it, I love it)
Baby, I love the way (You make me feel)
Ooh, I love the way, the way I love you (I love it, I love it)
The way I love you
You, you, yeah, the way
I love the way you make me feel
I love it, I love it
I love the way you make me feel
I love it
The way I love you "
32,Started from the Bottom,Drake," 
Started—
Zombie on the track
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here

I done kept it real from the jump
Livin' at my momma's house, we'd argue every month
Nigga, I was tryna get it on my own
Workin' all night, traffic on the way home
And my uncle callin' me, like, ""Where you at?
I gave you the keys, told you bring it right back”
Nigga, I just think it's funny how it goes
Now I'm on the road, half a million for a show, and we—
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga

Boys tell stories 'bout the man
Say I never struggled, wasn't hungry, yeah, I doubt it
Nigga, I could turn your boy into the man
There ain't really much out here that's poppin' off without us
Nigga, we just want the credit where it's due
I'ma worry 'bout me, give a fuck about you
Nigga, just as a reminder to myself
I wear every single chain, even when I'm in the house
'Cause we—

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same, I never changed it
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same through the money and the fame
'Cause we—
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
 "
33,Come & Get It,Selena Gomez,"
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

You ain't gotta worry, it's an open invitation
I'll be sitting right here real patient
All day, all night, I'll be waiting standby
Can't stop, because I love it
Hate the way I love you
All day, all night
Maybe I'm addicted for life, no lie

I'm not too shy to show I love you
I got no regrets
I love you much too much to hide you
This love ain't finished yet
This love ain't finished yet
So baby, whenever you're ready

When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

You got the kind of love that I want, let me get that
(Let me get that, yeah)
And baby, once I get it, I'm yours, no take-backs
Gon' love you for life, I ain't leaving your side
Even if you knock it, ain't no way to stop it
Forever, you're mine
Baby, I'm addicted, no lie, no lie

I'm not too shy to show I love you
I got no regrets
So baby, whenever you're ready

When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
This love will be the death of me
But I know I'll die happily
I'll know, I'll know, I'll know
Because you love me so
Yeah

When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
(I'm gonna get it, yeah, yeah)
When you're ready, when you're ready
When you're ready come and get it
(When you're ready, when you're ready
Come and get it, get it)
Na-na-na-na, na-na-na-na, na-na-na-na "
34,Hold On We're Going Home,Drake,"
I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home
Home

I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it (Oh yeah)
You act so different around me (Ah-ah-da-da)
'Cause you're a good girl and you know it (Ah-ah-ah)
I know exactly who you could be

So just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby
You're the girl, you're the one
Gave you everything I loved (Oh)
I think there's something, baby
I think there's something, baby

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be
Oh, just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

Hold on
Oh, oh
 "
35,Daylight,Maroon 5," 
Here I am waiting
I'll have to leave soon
Why am I holding on?
We knew this day would come
We knew it all along
How did it come so fast?

This is our last night, but it's late
And I'm trying not to sleep
'Cause I know when I wake
I will have to slip away

And when the daylight comes I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oa, ooh-whoa-oa, ooh-whoa-oa-oa-oa-oa-oa-oa
Ooh-whoa-oa, ooh-whoa-oa, ooh-whoa-oa-oa-oa-oa-oa-oa

Here I am staring
At your perfection
In my arms, so beautiful
The sky is getting bright
The stars are burning out
Somebody slow it down

This is way too hard
'Cause I know when the sun comes up
I will leave, this is my last glance
That will soon be memory

And when the daylight comes I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oa, ooh-whoa-oa, ooh-whoa-oa-oa-oa-oa-oa-oa
Ooh-whoa-oa, ooh-whoa-oa, ooh-whoa-oa-oa-oa-oa-oa-oa

I never want it to stop
Because I don't wanna start all over, start all over
I was afraid of the dark
But now it's all that I want, all that I want, all that I want

And when the daylight comes I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight, I need to hold you so close
And when the daylight comes I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oa, ooh-whoa-oa, ooh-whoa-oa-oa-oa-oa-oa-oa
Ooh-whoa-oa, ooh-whoa-oa, ooh-whoa-oa-oa-oa-oa-oa-oa

Ooh-whoa-oa (Yeah), ooh-whoa-oa (Yeah)
Ooh-whoa-oa-oa-oa-oa-oa-oa (Yeah, yeah)
Ooh-whoa-oa (Yeah), ooh-whoa-oa (Yeah-eah)
Ooh-whoa-oa-oa-oa-oa-oa-oa "
36,Feel This Moment,Pitbull," 
Ask for money and get advice, huh
Ask for advice, get money twice, huh
I'm from the dirty, huh, but that chico nice, ha
Y'all call it a moment, I call it a life

One day while my light is glowin'
I'll be in my castle golden
But until the gates are open
I just wanna feel this moment

Woah-oh-oh-oh
I just wanna feel this moment
Woah-oh-oh-oh
I just wanna feel this moment

Mr. Worldwide (Come on)
Christina Aguilera
Oye, mamita (Come on)
Dale, que la cosa está rica, haha, haha (I just wanna feel this moment)

Woo, yeah
Feel this moment

Reporting live from the tallest building in Tokyo
Long ways from them hard ways, filled with zoes and oye's
Dade County always, 3-0-5, all day
And, now, baby, we can parlay or, baby, we can party (Heh)
She read books (Hahaha), especially about red rooms and tie-ups (Yeah)
I got her hooked, huh
'Cause she seen me in a suit with the red tie tied up
Meet and greet, nice to meet ya
But time is money, only difference is I own it
Now let's stop time and enjoy this moment, dale

One day while my light is glowin'
I'll be in my castle golden
But until the gates are open
I just wanna feel this moment

Woah-oh-oh-oh (C'mon)
I just wanna feel this moment
Woah-oh-oh-oh (C'mon, yeah)
I just wanna feel this moment

Woo
Come on, feel this moment
I see the future but live for the moment
Make sense, don't it? Ha
Now make dollars, I mean billions (Yeah)
I'm a genius, I mean brilliant (Brilliant)
The streets is what schooled him (Schooled him)
And made him slicker than Slick Rick the Ruler (Yeah)
I've lost a lot and learned a lot
But I'm still undefeated like Shula
I'm far from cheap (Ah-haha)
I break down companies with all my peeps (That's right)
Baby, we can travel the world
And I can give you and all you can see
Time is money, only difference is I own it
Like a stopwatch, let's stop time and enjoy this moment, dale

One day while my light is glowin'
I'll be in my castle golden
But until the gates are open
I just wanna feel this moment

Woah-oh-oh-oh (C'mon)
I just wanna feel this moment
Oh-woah-oh-oh-woah (C'mon, yeah)
I just wanna feel this moment
Woo (C'mon), yeah (C-Come on)
Feel this moment

Woah-oh-oh-oh
I just wanna feel this moment
Woah-oh-oh-oh
I just wanna feel this moment "
37,Applause,Lady Gaga," 
I stand here waiting for you to bang the gong
To crash the critic saying, ""Is it right or is it wrong?""
If only fame had an IV, baby, could I bear
Being away from you? I found the vein, put it in here

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

I've overheard your theory, ""Nostalgia's for geeks""
I guess sir, if you say so, some of us just like to read
One second I'm a Koons, then suddenly the Koons is me
Pop culture was in art, now art's in pop culture, in me

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
Woo... touch, touch
Woo... touch, touch
Now... woo-oh-oh-oh...
Woo-oh-oh-oh...

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-R-T-P-O-P "
38,One More Night,Maroon 5," 
Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh
Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh

You and I go hard at each other like we're going to war
You and I go rough, we keep throwing things and slamming the doors
You and I get so damn dysfunctional, we stopped keeping score
You and I get sick, yeah, I know that we can't do this no more

Yeah but baby, there you go again, there you go again
Making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo
And now I'm feeling stupid, feeling stupid crawling back to you

So I cross my heart, and I hope to die
That I'll only stay with you one more night
And I know I've said it a million times
But I'll only stay with you one more night

Try to tell you ""no,"" but my body keeps on telling you ""yes""
Try to tell you ""stop,"" but your lipstick got me so out of breath
I'll be waking up in the morning, probably hating myself
And I'll be waking up, feeling satisfied, but guilty as hell

Yeah but baby, there you go again, there you go again
Making me love you (Making me love you)
Yeah, I stopped using my head, using my head
Let it all go (Let it all go)
Got you stuck on my body, on my body like a tattoo (Like a tattoo, yeah)
And now I'm feeling stupid, feeling stupid crawling back to you

So I cross my heart, and I hope to die (Yeah)
That I'll only stay with you one more night (Oh)
And I know I've said it a million times (Yeah)
But I'll only stay with you one more night (Yeah)

(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Yeah, baby, give me one more night
(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Yeah, baby, give me one more night (Whoa, yeah)
(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Yeah, baby, give me one more night
(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Oh yeah yeah

But baby, there you go again, there you go again
Making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo, yeah, yeah
Yeah, yeah
So I cross my heart, and I hope to die (Oh-oh-oh-oh, oh-oh-oh-oh)
That I'll only stay with you one more night (Oh-oh-oh-oh-oh-oh)
And I know I've said it a million times
(Oh, I've said it a million times)
But I'll only stay with you one more night
(Yeah, baby, give me one more night)
So I cross my heart and I hope to die (Yeah, yeah)
That I'll only stay with you one more night (Yeah, yeah)
And I know I've said it a million times (Yeah, yeah)
But I'll only stay with you one more night (Yeah, yeah)

I dunno
Whatever, whatever "
39,Love Me,Lil Wayne," 
I'm on that good kush and alcohol (Mike WiLL Made-It)
I got some down bitches I can call (What's hatnin'?)
I don't know what I would do without y'all
I'ma ball 'til the day I fall (I'ma ball, ball, ball)

Yeah, long as my bitches love me (Yeah, yeah; yeah, yeah)
I can give a fuck 'bout no hater
Long as my bitches love me (Yeah, yeah; yeah, yeah; yeah, yeah)
Yeah, I can give a fuck 'bout no nigga
Long as these bitches love me

Uh, pussy-ass nigga, stop hatin'
Lil Tunechi got that fire
And these hoes love me like Satan, man
Yeah, fuck with me and get bodied
And all she eat is dick
She's on a strict diet, that's my baby
With no makeup, she a ten
And she the best with that head
Even better than Karrine
She don't want money
She want the time that we could spend
She said, ""'Cause I really need somebody
So tell me you're that somebody""
Girl, I fuck who I want, and fuck who I don't
Got that A1 credit, that's that filet mignon
She said, ""I never want to make you mad
I just want to make you proud""
I said, ""Baby, just make me cum
Then don't make a sound""
Slick Tunechi

I'm on that good kush and alcohol (Yeah)
I got some down bitches I can call (What's hatnin'?)
I don't know what I would do without y'all
I'ma ball 'til the day I fall (I'ma ball, ball, ball)

Yeah, long as my bitches love me (My bitches love me) (Yeah, yeah; yeah, yeah)
I can give a fuck 'bout no hater
Long as my bitches love me (My bitches love me, my bitches love me, my bitches love me) (Yeah, yeah; yeah, yeah; yeah, yeah)
Yeah, I can give a fuck 'bout no nigga
Long as these bitches love me

Uh, real nigga, fuck these haters
These hoes got pussies like craters
Can't treat these hoes like ladies, man
Pussy, money, weed, codeine
She said my dick feel like morphine
I hope my name taste like sardines to these niggas
She wake up, eat this dick
Call that breakfast in bed, 69, 96
I feel her heartbeat, I chest-to-chest with this bitch
Now turn around, face down; I'm arrestin' this bitch
Yeah, all my bitches love me, and I love all my bitches
But it's like as soon as I cum, I come to my senses
And I would say these hoes' names
But then I would be snitchin'
And these haters try to knock me
But they can't knock me off the hinges
Lil Tunechi
I'm on that good kush and alcohol (Yeah)
I got some down bitches I can call (What's hatnin'?)
I don't know what I would do without y'all (I don't know what I would do without y'all)
I'ma ball 'til the day I fall (I'ma ball, ball, ball) (I'ma ball)

Yeah, long as my bitches love me (My bitches love me) (Yeah, yeah; yeah, yeah)
I can give a fuck 'bout no hater
Long as my bitches love me (My bitches love me, my bitches love me, my bitches love me) (Yeah, yeah; yeah, yeah; yeah, yeah)
Yeah, I can give a fuck 'bout

I lost a few good bitches, met some more bad bitches
And I be schooling them niggas, pose for your class picture
Now kiss my ass if you hatin', I'm getting ass, or I'm skatin'
I lost a few good bitches, met some more bad bitches
And I be schooling them niggas, pose for your class picture
Now kiss my ass if you hatin', I'm getting ass, or I'm skatin'
Bitch

I'm on that good kush and alcohol (Tunech)
I got some down bitches I can call (What's hatnin'?)
I don't know what I would do without y'all (I don't know what I would do without y'all)
I'ma ball 'til the day I fall (I'ma ball, ball, ball) (I'ma ball)
Yeah, long as my bitches love me (My bitches love) (Yeah, yeah; yeah, yeah)
I can give a fuck 'bout no hater
Long as my bitches love me (My bitches love me, my bitches love me, my bitches love me) (Yeah, yeah; yeah, yeah; yeah, yeah)
Yeah, I can give a fuck 'bout no nigga (Yeah)
Long as these bitches love me "
40,My Songs Know What You Did in the Dark Light Em Up,Fall Out Boy,"
(Hands, put your hands, hands, put your hands in the air)
(Hands, put your hands, hands, put your hands in the air)
Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh

B-B-Be careful making wishes in the dark, dark
Can't be sure when they've hit their mark
And besides in the mean-meantime, I'm just
Dreaming of tearing you apart
I'm in the deep details with the devil
You know, the world can never get me on my level
I just gotta get you out the cage, I'm a young lover's rage
Gonna need a spark to ignite

But my songs know what you did in the dark

So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
In the dark, dark
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
In the dark, dark

Well all the writers keep writing what they write
Somewhere another pretty vein just died (Died)
I've got the scars from tomorrow and I wish you could see
That you're the antidote to everything except for me
Through a constellation of tears on your lashes
Burn everything you love then burn the ashes
In the end everything collides, my childhood
Spat back out the monster that you see

My songs know what you did in the dark

So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
In the dark, dark
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
In the dark, dark
Hands, put your hands, hands, hands in the air (left, left, left, right, left)
Hands, put your hands, hands, hands in the air (left, left, left, right, left)

My songs know what you did in the dark
(My songs know what you did in the dark)

So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
In the dark, dark
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
In the dark, dark
Whoa-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh "
