Rank,Musica,Artista,Letra
28,We Fly High,Jim Jones," 
""I wear a mean dark pair of shades
And you can't see my eyes
Unless my head is bent, you dig?""
Uh-huh

We fly high, no lie (You hear that?), you know this (Let's ride… Ballin'!)
Foreign rides outside (Yessir!), it's like showbiz (We in the building)
We stay fly (Ballin'), no lie, and you know this (Ballin'!)
Hips and thighs, oh my, stay focused

Ya boy gettin' paper (Money), I buy big cars (Foreign)
Eight fly rides just to drive in my garage (Choose one!)
Stay sky high (Twisted), fly with the stars (Twinkle, twinkle)
G4 Flights, 80 grand large (Ballin'!)
So we lean with it, pop with it (Bankhead)
'Vertible Jones, mean with the top missin' (Flossin'!)
I'm sittin' clean with the bottom kitted (Do it!)
I hopped out, saggy jeans and my rock glistened (Ballin'!)
But I spent about 8 grand
Mami on stage doin' the rain dance (I think she like me)
She let it hit the floor, made it pop (What else?)
Got my pedal to the floor screamin', ""Fuck the cops!"" (Do it!)

We fly high, no lie, you know this (Ballin'!)
Foreign rides outside, it's like showbiz
We stay fly, no lie, and you know this (Ballin'!)
Hips and thighs, oh my, stay focused

Slow down, here tonight, could be gone tomorrow (One chance)
So I speed through life like there's no tomorrow (Speedin'!)
Hundred G's worth of ice on the Audemars (Flossy!)
And we in the street life 'til they call the law (Ballin'!)
I made the whip get naked (What happened?)
While I switch gears, bitch lookin' at the bracelet (Got 'em)
Step out, show me what you all about
Flashbacks to last night of me ballin' out (Harlem!)
1 AM, we was at the club (What happened?)
2 AM, ten bottles of bub (Money ain't a thing)
And by 3-somethin' I was thinkin' 'bout grub
So I stumbled to the car due to drinks and the drugs (Twisted)

We fly high, no lie, you know this (Ballin'!)
Foreign rides outside, it's like showbiz
We stay fly, no lie, and you know this (Ballin'!)
Hips and thighs, oh my, stay focused
(Nigga, could you buy that?) I keep 20 in the pocket (Light change)
You talkin' buck 80 if the Bentley is the topic (That Grey Poupon)
But of course gotta fly the Spur ()
To the hood and roll dice on side the curb (I got bank)
But I know a G a bet may sound absurd (Get your money up!)
Drive 80 up Lenox 'cause I got a urge (Speedin', speedin')
The rap game like the crack game
Lifestyle rich, famous, livin' in the fast lane (Ballin', ballin')
So when I bleep, shorty bleep back
Lou' Vuitton belt where I'm keepin' all the heat strapped (Loaded)
I beat the trial over Rucker (Let's do it!)
All guns loaded and I'm back, motherfucker (Dipset)

We fly high, no lie, you know this (Ballin'!)
Foreign rides outside, it's like showbiz
We fly high, no lie, you know this (Ballin'!)
Foreign rides outside, it's like showbiz (Ballin')
We stay fly (Stay fly), no lie (No lie), and you know this (Ballin')
Hips and thighs (Eh), oh my (Oh my), stay focused

Chea, you niggas need to stay focused
When you dealin' with a motherfuckin' G
You know my name, Jones
One Eye, Capo Status, all the above, motherfucka
This Dipset, ByrdGang, we born to fly
Y'all know the rules: fall back or fall back
Someone tell my bitch Summer I'm lookin' for her, ya dig?
Another day another dollar, fast life fucka
Dipset
We stay fly, no lie, and you know this
Hips and thighs, oh my, stay focused "
29,U + Ur Hand,Pink,"
Uh-uh-uh-uh, ah, uh-uh, ah, oh
Uh-uh-uh-uh, ah, uh-uh, ah, oh

Check it out, goin' out on the late night
Lookin' tight, feelin' nice, it's a cock fight
I can tell, I just know, that it's going down
Tonight

At the door we don't wait 'cause we know them
At the bar six shots just beginnin'
That's when dickhead put his hands on me
But you see

I'm not here for your entertainment
You don't really wanna mess with me tonight
Just stop and take a second
I was fine before you walked into my life
'Cause you know it's over
Before it began
Keep your drink, just give me the money
It's just you and your hand tonight

Uh-uh-uh-uh, ah, uh-uh, ah, oh
Uh-uh-uh-uh, ah, uh-uh, ah, oh

Midnight, I'm drunk, I don't give a fuck
Wanna dance, by myself, guess you're outta luck
Don't touch, back up, I'm not the one
Buh-bye

Listen up; it's just not happening
You can say what you want to your boyfriends
Just let me have my fun tonight
Aight

I'm not here for your entertainment
You don't really wanna mess with me tonight
Just stop and take a second
I was fine before you walked into my life
'Cause you know it's over
Before it began
Keep your drink, just give me the money
It's just you and your hand tonight
Uh-uh-uh-uh, ah, uh-uh, ah, oh
Uh-uh-uh-uh, ah, uh-uh, ah, oh
Break-break-break-break-break it down

You're in the corner with your boys; you bet 'em five bucks
You'd get the girl that just walked in, but she thinks you suck
We didn't get all dressed up just for you to see
So quit spilling your drinks on me, yeah

You know who you are
High fivin', talking shit, but you're goin' home alone, aren't ya?

'Cause I'm not here for your entertainment (No)
You don't really wanna mess with me tonight
Just stop and take a second (Just stop and take a second)
I was fine before you walked into my life
'Cause you know it's over (Know it's over)
Before it began
Keep your drink, just give me the money
It's just you and your hand tonight (It's just you and your hand)
I'm not here for your entertainment (No, no, no)
You don't really wanna mess with me tonight
Just stop and take a second (Just take a second)
I was fine before you walked into my life
'Cause you know it's over
Before it began
Keep your drink, just give me the money
It's just you and your hand tonight (Yeah, oh-oh) "
30,Walk It Out,Unk," 
Ayy
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now walk it out (Now walk it out) now walk it out
Westside walk it out (Westside walk it out)
Southside walk it out (Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)
Now here we go

Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now Westside walk it out (Now Westside walk it out)
Now Southside walk it out (Now Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)

Now hit the danceflo', and then ya back low
She do it with no hands, now stop, pop and roll
I'm smokin' bubble, ho, yeah, they in trouble, ho
I like the way she move, an undercover ho
Now everybody leanin, I made the crowd rock
Now 'gwan and walk it out, I see they on my jock
She want that bubblegum, is they the Doublemint Twins?
Two hoes choosin' me, so I know that I'mma win
It's on once again, Patron once again
I threw my hair back, then I froze like the wind
Westside walk it out (Westside walk it out)
Southside walk it out (Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)

Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now Westside walk it out (Now Westside walk it out)
Now Southside walk it out (Now Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now Westside walk it out (Now Westside walk it out)
Now Southside walk it out (Now Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)

They walk it on the East, they walk it on the West
The Southside just got it, Northside stuck in it
In the club, on the deuce, big stacks, no flex
These suckers wanna try me tell 'em tool on deck
He walkin' in his one steady smokin on fruits
She walk in with a friend, all in her snow boots
So (Shit!) There they go (Hey) they walk it on the flo'
Grey Goose, double shots, it'll let your body go
My niggas on my side, haters hate, think it's funny
I walked it on these niggas now I'm gettin' to my money
Froze on them hoes, I'm not talkin 'bout dancin'
Ho count 'pon the charm, diamonds steady stead' enhancin'
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now Westside walk it out (Now Westside walk it out)
Now Southside walk it out (Now Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now walk it out (Now walk it out) now walk it out (Now walk it out)
Now Westside walk it out (Now Westside walk it out)
Now Southside walk it out (Now Southside walk it out)
Eastside walk it out (Eastside walk it out)
Northside walk it out (Northside walk it out)

Okay, now do it how you do it, 'gwan and walk it out
I said do it how you do it, 'gwan and walk it out
Okay, do it how you do it, 'gwan and walk it out
I said do it how you do it, 'gwan and walk it out
Walk, walk, walk, now walk it out
Walk, walk, walk, now walk it out
Walk, walk, walk, now walk it out
I said do it how you do it, 'gwan and walk it out
Ayyyyyyyyyyyy! "
31,Beautiful Girls,Sean Kingston," 
J.R., Sean Kingston

You're way too beautiful, girl
That's why it'll never work
You have me suicidal, suicidal
When you say it's over
Damn, all these beautiful girls
They only wanna do you dirt
They'll have you suicidal, suicidal
When they say it's over

See, it started at the park, used to chill after dark
Oh, when you took my heart, that's when we fell apart
'Cause we both thought that love last forever (Last forever)
They say we're too young to get ourselves sprung
Oh, we didn't care, we made it very clear
And they also said that we couldn't last together (Last together)

See, it's very defined, you're one of a kind
But you mash up my mind, you haffi get declined
Oh Lord, my baby is drivin' me crazy

You're way too beautiful, girl
That's why it'll never work
You have me suicidal, suicidal
When you say it's over
Damn, all these beautiful girls
They only wanna do you dirt
They'll have you suicidal, suicidal
When they say it's over

It was back in '99, watchin' movies all the time
Oh, when I went away for doin' my first crime
And I never thought that we was gonna see each other (See each other)
And then I came out, Mami moved me down south
Oh, I'm with my girl who I thought was my world
It came out to be that she wasn't the girl for me (Girl for me)

See, it's very defined, you're one of a kind
But you mash up my mind, you haffi get declined
Oh Lord, my baby is drivin' me crazy

You're way too beautiful, girl
That's why it'll never work
You have me suicidal, suicidal
When you say it's over
Damn, all these beautiful girls
They only wanna do you dirt
They'll have you suicidal, suicidal
When they say it's over
Now we're fussin', and now we're fighting
Please tell me why I'm feelin' slighted
And I don't know how to make it better (Make it better)
You're dating other guys, you're telling me lies
Oh, I can't believe what I'm seein' with my eyes
I'm losin' my mind and I don't think it's clever (Think it's clever)

You're way too beautiful, girl
That's why it'll never work
You have me suicidal, suicidal, suicidal "
32,This Ain't a Scene It's an Arms Race,Fall Out Boy,"
I am an arms dealer, fitting you with
Weapons in the form of words
And don't really care which side wins
Long as the room keeps singing, that's just the business I'm in

This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
I'm not a shoulder to cry on, but I digress

I'm a leading man
And the lies I weave are oh so intricate (Do-do-do-do-do)
Oh so intricate, yeah (Do-do-do-do-do-do)
I'm a leading man
And the lies I weave are oh so intricate (Do-do-do-do-do)
Oh so intricate, yeah (Do-do-do-do-do-do)

I wrote the gospel on giving up
(You're looking pretty sinking)
But the real bombshells have already sunk
(Prima donnas of the gutter)
At night, we're painting your trash gold while you sleep
Crashing not like hips or cars, no, more like p-p-p-parties

This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
Bandwagon's full, please catch another

I'm a leading man
And the lies I weave are oh so intricate (Do-do-do-do-do)
Oh so intricate, yeah (Do-do-do-do-do-do)
I'm a leading man
And the lies I weave are oh so intricate (Do-do-do-do-do)
Oh so intricate, yeah (Do-do-do-do-do-do)

Woah-oh, oh-oh-oh-oh-oh (Do-do-do-do-do)
Whoo


All the boys who the dance floor didn't love
And all the girls whose lips couldn't move fast enough
Sing until your lungs give out

This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race (Now you)
This ain't a scene, it's a goddamn arms race (Wear out the groove)
This ain't a scene, it's a goddamn arms race (Sing out loud)
This ain't a scene, it's a goddamn arms race (Oh, oh)
This ain't a scene, it's a goddamn arms race
I'm a leading man
And the lies I weave are oh so intricate (Do-do-do-do-do)
Oh so intricate, yeah (Do-do-do-do-do-do)
I'm a leading man
And the lies I weave are oh so intricate (Do-do-do-do-do)
Oh so intricate (Do-do-do-do-do-do) "
33,Bartender,T-Pain," 
Yeah, uh-huh
Yeah, yeah

Broke up with my girl last night so I went to the club (So I went to the club)
Put on a fresh white suit and the mini-coupe sittin' on dubs (Sittin' on dubs)
I'm just lookin' for somebody to talk to and show me some love (Show me some love)
If you know what I mean, uh-huh
Everybody jockin' me as soon as I stepped in the spot (I stepped in the spot)
Two hundred bitches in the building, ain't none of them hot (Ain't none of them hot)
Except for this pretty young thang that was workin' all the way at the top (On the way, at the top)
Shawty, what is your name?

Ooh, she made us drinks to drink, we drunk 'em, got drunk
And I think she thinks I'm cool
She gave me a wink, I winked back, and then I think that
We hit it off somethin' proper like

I like the bartender (Ooh, if you lookin' for me)
I'm at the bar with her (Oh oh oh uh-huh, okay)
I like the bartender (Yeah, if you lookin' for me)
I'm at the bar with her (Oh oh oh uh-huh, okay)

Got a brand new girl so I'm feelin' all good inside (All good inside)
Feel like I put some brand new twenty-fours on a brand new ride (On a brand new ride)
Triple shot of Patron on the rocks with a little bit of lime (With a little bit of lime)
I'm just keepin' it real, uh-huh
Baby still workin' at the club so I'm gettin' in free (So I'm gettin' in free)
Wednesday night, I'm on the list, T-Pain plus three (T-Pain plus three)
Every time I hit the spot babygirl takin' care of me (Takin' care of me)
How do you think I feel?

Ooh, she made us drinks to drink, we drunk 'em, got drunk
And now I know she thinks I'm cool
She gave me a wink, I winked back, and then I think that
We gon' have fun at my spot tonight

I like the bartender (Ooh, if you lookin' for me)
I'm at the bar with her (Oh oh oh uh-huh, okay)
I like the bartender (Yeah, if you lookin' for me)
I'm at the bar with her (Oh oh oh uh-huh, okay)

Shorty, I'm sure you heard that I rarely ever come out (Ever come out)
'Less I'm in the M6, doin' tricks, freeway burnt out (Freeway burnt out)
Got a passenger side that's empty wantin' it to be your spot (Be your spot)
Put you on my Billboard, we can act like the charts, I can end up on top (And I end up on top)
Don't smoke, don't drink, that's why I don't be by the bar baby (Baby)
Just lookin' at you from a distance, lookin' like a goddamn star baby (Baby)
So my girl don't see me T-Pain, can I get those keys to the car? (Those keys to the car)
'Bout to go and bang bang boogie with my cutie and I'll see you tomorrow (I'll see you tomorrow)
Ooh, she made us drinks to drink, we drunk 'em, got drunk
And now I know, she thinks I'm cool (She thinks I'm cool)
She gave me a wink, I winked back (Uh-huh)
And then I think that (Uh-huh)
We gon' have fun at my spot tonight (Oh, yeah, slide)

I like the bartender (Ooh, if you lookin' for me)
I'm at the bar with her (Oh oh oh uh-huh, okay)
I like the bartender (Yeah, if you lookin' for me)
I'm at the bar with her (Oh oh oh uh-huh, okay) "
34,Pop Lock & Drop It,Huey,"
Toot that thang up, mami make it roll
Once you pop, pop lock it for me, girl, get low
If yo mama gave it to you, baby girl let it show
Once you pop lock, drop it for me maybe we can roll, OH!

Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it

Tonight it's gon' be some changes, no actin sadity
So stop actin and get it clappin cause I'm knowin you feelin me
Yeah you cute, but don't let that shit go to yo' head
Cause what this cutie won't do, pimpin another one will
You prepured rockin a skirt and ya heels so tall
And we ain't wit none of that trickin but our bills so tall
I been peepin you fo' a while and you throwin it back
If you lookin fo you a balla, we got dough in da back
Look yo' color carmello brown and your skin so smooth
I'm havin fantasies about what you and me can do
And you an undacover freak, you probably thinking da same
I'm seein light up on yo face, because you peepin my chain
And I ain't tryin put you out thurr, as if you a freak
So don't even take it that way, just say you did it for me
And yeah, you probably ROLL wit me cause it's money in my pockets
So before THEN, I gotta see you pop lock and drop it

Toot that thang up, mami make it roll
Once you pop, pop lock it for me girl get low
If yo mama gave it to you, baby girl let it show
Once you pop lock, drop it for me maybe we can roll, OH!

Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it

I ain't gotta be yo' man, but I really wouldn't mind
We ain't gotta talk again, I'm jus tryna have a time
If you a balla, pull a stack out, and slap her on da ayyy!
Pop lockin cock blockas, get up out da way
Let lil' mami get low, give a space, let her sweat
The club turnin to hoolas cause they shirts is so wet
From da window to da wall, lil' mama showin her thong
The broad, freakin herself, it's tellin me that it's on
You ready then we can roll I'm tellin you we can go
I'm thinkin if I can handle it the way you make it roll
You groovin and speedin up, you right in between us
If you a strip-teaser, then baby don't tease us
At first I thought I was trippin but my vision gettin clearer
You movin that thang around as if you practice in the mirror
""She doin a new, dance,"" what the next man said
I'm like, ""Naw, she just pop lockin on a headstand""
Toot that thang up, mami make it roll
Once you pop, pop lock it for me girl get low
If yo mama gave it to you, baby girl let it show
Once you pop lock, drop it for me maybe we can roll, OH!

Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it
Pop, lock, and drop it

Make it roll to the left (left), roll to the right (right)
Pop lock and drop it get low, aight
Make it roll to the left (left), roll to the right (right)
Pop lock and drop it get low aight
It ain't trickin if you got it, we got it but I ain't givin
Just bounce it and roll wit it and maybe you roll wit us
It ain't trickin if you got it, we got it and I ain't givin
Just bounce it and roll wit it and maybe you roll wit us
Pop lock and drop it, now pop lock and drop it fo' me
Pop lock and drop it, say pop lock and drop it
What's yo name girl? Neva mind, neva mind
Do ya thang girl, fire you ain't neva lied
What's yo name girl? Neva mind, neva mind
Do you thang girl, fire you ain't neva lied, oh! "
35,Runaway Love,Ludacris," 
Yeah, and it go a little somethin'
Li-li-like this

Runaway love (love love) runaway love (love love)
Runaway love (love love) runaway love (love love)

Now little Lisa's only nine years old
She's tryin to figure out why the world is so cold
Why she's all alone and they never met her family
Momma's always gone and she never met her daddy
Part of her is missin and nobody'll listen
Momma's on drugs gettin high up in the kitchen
Bringin home men at different hours of the night
Startin with some laughs, usually endin in a fight
Sneakin in her room when her momma's knocked out
Tryin to have his way and little Lisa says ouch
She tries to resist but then all he does is beat her
Tries to tell her mom but her momma don't believe her
Lisa's stuck up in a world on her own
Forced to think that hell is a place called home
Nothin else to do but get some clothes and pack
She says she's 'bout to run away and never come back (Like this)

Runaway love (love love) runaway love (love love)
Runaway love (love love) runaway love (love love)

Little Nicole is only ten years old
She's steady tryin to figure why the world is so cold
Why she's not pretty and nobody seems to like her
Alcoholic stepdad always wanna strike her
Yells and abuses, leaves her with some bruises
Teachers ask questions, she's makin up excuses
Bleedin on the inside, cryin on the out
It's only one girl really knows what she's about
Her name is little Stacy and they become friends
Promise that they'll always be tight 'til the end
Until one day lil' Stacy gets shot
A drive-by bullet went stray up on her block
Now Nicole's stuck up in a world on her own
Forced to think that hell is a place called home
Nothin else to do but get her clothes and pack
She says she's 'bout to run away and NEVER come back

Runaway love (love love) runaway love (love love)
Runaway love (love love) runaway love (love love)
Little Erica is eleven years old
She's steady tryin to figure why the world is so cold
So she pops X to get rid of all the pain
Plus she's havin sex with her boy who's sixteen
Emotions run deep as she thinks she's in love
So there's no protection, he's usin no glove
Never thinkin 'bout the consequences of her actions
Livin for today and not tomorrow's satisfaction
The days go by and her belly gets big
The father bails out, he ain't ready for a kid
Knowin her momma would blow it all out of proportion
Plus she lives poor so no money for abortion
Erica is stuck up in a world on her own
Forced to think that hell is a place called home
Nothin else to do but get her clothes and pack
She says she 'bout to run away and NEVER come back, ah!

Runaway love (love love) runaway love (love love)
Runaway love (love love) runaway love (love love)

Runaway, runaway love
Don't keep runnin' away
Runaway, runaway, runaway, runaway
Run it, run it, run it, run it, ah-ah
Don't keep runnin', runnin' away
Don't, don't keep runnin', runnin' away
I know how you feel, I've been there
I was runnin' away too
I will run away with you, I will run away with you
Runaway, runaway love
Don't keep runnin' away
I'll run away with you, if you want me to
Yeah, I can only imagine what you goin through ladies
Sometimes I feel like runnin away myself
So do me a favor right now and close your eyes
And picture us runnin away together
When we come back everything gonna be okay
Open your eyes "
36,Rockstar,Nickelback," 
I'm through with standing in line to clubs I'll never get in
It's like the bottom of the ninth and I'm never gonna win
This life hasn't turned out quite the way I want it to be
(Tell me what you want)
I want a brand new house on an episode of Cribs
And a bathroom I can play baseball in
And a king size tub big enough for ten plus me
(Ah, so what you need?)
I'll need a, a credit card that's got no limit
And a big black jet with a bedroom in it
Gonna join the mile high club at thirty-seven thousand feet
(Been there, done that)
I want a new tour bus full of old guitars
My own star on Hollywood Boulevard
Somewhere between Cher and James Dean is fine for me
(So how you gonna do it?)

I'm gonna trade this life for fortune and fame
I'd even cut my hair and change my name

'Cause we all just wanna be big rockstars
And live in hilltop houses driving fifteen cars
The girls come easy and the drugs come cheap
We'll all stay skinny 'cause we just won't eat
And we'll hang out in the coolest bars
In the VIP with the movie stars
Every good gold digger's gonna wind up there
Every Playboy bunny with her bleach blond hair, and we'll
Hey, hey, I wanna be a rockstar (Ooh)
Hey, hey, I wanna be a rockstar

I wanna be great like Elvis without the tassels
Hire eight bodyguards that love to beat up assholes
Sign a couple autographs so I can eat my meals for free
(I'll have the quesadilla, ha-ha)
I'm gonna dress my ass with the latest fashion
Get a front door key to the Playboy mansion
Gonna date a centerfold that loves to blow my money for me
(Does this make me look fat?)
(So how you gonna do it?)

I'm gonna trade this life for fortune and fame
I'd even cut my hair and change my name

'Cause we all just wanna be big rockstars
And live in hilltop houses driving fifteen cars
The girls come easy and the drugs come cheap
We'll all stay skinny 'cause we just won't eat
And we'll hang out in the coolest bars
In the VIP with the movie stars
Every good gold digger's gonna wind up there
Every Playboy bunny with her bleach blond hair, and we'll
And we'll hide out in the private rooms
With the latest dictionary of today's who's who
They'll get you anything with that evil smile
Everybody's got a drug dealer on speed dial, well
Hey, hey, I wanna be a rockstar
I'm gonna sing those songs that offend the censors
Gonna pop my pills from a Pez dispenser
Get washed-up singers writing all my songs
Lip sync 'em every night so I don't get 'em wrong

Well, we all just wanna be big rockstars
And live in hilltop houses driving fifteen cars
The girls come easy and the drugs come cheap
We'll all stay skinny 'cause we just won't eat
And we'll hang out in the coolest bars
In the VIP with the movie stars
Every good gold digger's gonna wind up there
Every Playboy bunny with her bleach blond hair
And we'll hide out in the private rooms
With the latest dictionary of today's who's who
They'll get you anything with that evil smile
Everybody's got a drug dealer on speed dial, well
Hey, hey, I wanna be a rockstar (Ooh)
Hey, hey, I wanna be a rockstar "
37,Thnks fr th Mmrs,Fall Out Boy," 

I'm going to make it bend and break
(It sent you to me without wings...) Say a prayer, but let the good times roll
In case God doesn't show
(Let the good times roll, let the good times roll...)
And I want these words to make things right
But it's the wrongs that make the words come to life
""Who does he think he is?"" If that's the worst you've got
Better put your fingers back to the keys...

One night and one more time
Thanks for the memories, even though they weren't so
Great, ""He tastes like you, only sweeter""
One night, yeah, and one more time
Thanks for the memories, thanks for the memories
""See, he tastes like you, only sweeter""

Been looking forward to the future
But my eyesight is going bad
And this crystal ball...
It's always cloudy except for (Except for...)
When you look into the past (Look into the past...)
One night stand...
One night stand off!

One night and one more time
Thanks for the memories, even though they weren't so
Great, ""He tastes like you, only sweeter""
One night, yeah, and one more time
Thanks for the memories, thanks for the memories
""See, he tastes like you, only sweeter,"" oh-oh

They say I only think in the form of crunching numbers
In hotel rooms, collecting page six lovers
Get me out of my mind and get you out of those clothes
I'm a liner away from getting you into the mood, woah

One night and one more time
Thanks for the memories, even though they weren't so
Great, ""He tastes like you, only sweeter""
One night and one more time
Thanks for the memories, thanks for the memories
""See, he tastes like you, only sweeter,"" oh-oh-oh-oh
One night and one more time (One more night, one more time)
Thanks for the memories, even though they weren't so
Great, ""He tastes like you, only sweeter,"" oh-oh-oh
One night and one more time (One more night, one more time)
Thanks for the memories, thanks for the memories
(For the memories) ""See, he tastes like you, only sweeter,"" oh-oh-oh-oh "
38,What I've Done,Linkin Park,"
In this farewell
There's no blood, there's no alibi
'Cause I've drawn regret
From the truth of a thousand lies

So let mercy come and wash away
What I've done, I'll face myself
To cross out what I've become
Erase myself
And let go of what I've done

Put to rest
What you thought of me
While I clean this slate
With the hands of uncertainty

So let mercy come and wash away

What I've done, I'll face myself
To cross out what I've become
Erase myself
And let go of what I've done


For what I've done, I start again
And whatever pain may come
Today this ends
I'm forgiving what I've

Done, I'll face myself
To cross out what I've become
Erase myself
And let go of what I've done

(Na-na na na, na-na na na)
(Na-na na na, na-na na na)
What I've done
(Na-na na na, na-na na na)
(Na-na na na, na-na na na)
Forgiving what I've done
(Na-na na na, na-na na na)
(Na-na na na, na-na na na) "
39,Summer Love,Justin Timberlake," 
Ridin' in the drop top with the top down
Saw you switchin' lanes, girl
Pull up to the red light, lookin' right
Come here, let me get your name, girl
Tell me where you from, what you do, what you like
Let me pick your brain, girl
And tell me how they got that pretty little face
On that pretty little frame, girl
But let me show you 'round, let me take you out
Bet you we could have some fun, girl
'Cause we can do it fast, fast, slow
Whichever way you wanna run, girl
But let mе buy you drinks, better yet, rings
Do it how you want it donе, girl
And who would've thought that you could be the one, 'cause I

I can't wait to fall in love with you
You can't wait to fall in love with me
This just can't be summer love, you'll see
This just can't be summer love (L-O-V-E)

Come on and lemme show you 'round, let me take you out
Bet you we could have some fun, girl
'Cause we can dress it up, we can dress it down
Any way you want it done, girl
Or we can stay home, talkin' on the phone
Rappin' 'til we see the sun, girl
Do what I gotta do
Just gotta show you that I'm the one, girl
Well, I'ma freak you right each and every night
I know how to do it insane, girl
'Cause I can make it hot, make it stop
Make you wanna say my name, girl
Come on, baby, please, 'cause I'm on my knees
Can't get you off my brain, girl
But who would've thought that you could be the one, 'cause I

I can't wait to fall in love with you
You can't wait to fall in love with me
This just can't be summer love, you'll see
This just can't be summer love (L-O-V-E)
'Cause I can't wait to fall in love with you
You can't wait to fall in love with me
This just can't be summer love, you'll see
This just can't be summer love (L-O-V-E)

The summer's over for the both of us (Summer's over)
But that doesn't mean we should give up on love (Don't give up)
You're the one that I've been thinking of (You're the one)
And I knew the day I met you, you'd be the one, oh!

I can't wait to fall in love with you
You can't wait to fall in love with me
This just can't be summer love, you'll see
This just can't be summer love (L-O-V-E)
'Cause I can't wait to fall in love with you
You can't wait to fall in love with me
This just can't be summer love, you'll see
This just can't be summer love (L-O-V-E)"
